R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome.unique_peptides,Proteome.numSpectra,Proteome.totalIntensity,Proteome.pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM  
0.029,0.557,0.627,-0.119,0.4695,0.6015,0.438,0.96,0.8805,Q924Z4,Q924Z4,Cers2,1,5,3,3,Q924Z4,MOUSE,45194.7,7.3,1970,1970.1,49.44,49.44,NA,380,Ceramide synthase 2,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|nuclear membrane|,sphingolipid biosynthetic process|ceramide biosynthetic process|,DNA binding|sphingosine N-acyltransferase activity|,3,5,1.23E+09,0.073,0.079659416,-0.0715,13.74997094,0.476666667,0.042169933,2.510578791,0.0645,-0.484,-0.51,0.086,-0.032,0.4465,undefined,7,NA,TRUE
0.677,0.518,0.694,0.645,0.5245,0.6385,0.772,0.337,0.5175,Q80VC9,Q80VC9,Camsap3,1,7,5,5,Q80VC9|Q80VC9-2|Q80VC9-9|Q80VC9-5|Q80VC9-4|Q80VC9-3|Q80VC9-8|Q80VC9-7|Q80VC9-6|Q80VC9-10|Q80VC9-13|Q80VC9-14|Q80VC9-11|Q80VC9-12|Q80VC9-17|Q80VC9-16|Q80VC9-15,MOUSE,135971.5,4.8,1972,1972.1,49.28,49.28,NA,1252,Calmodulin-regulated spectrin-associated protein 3,cytoplasm|zonula adherens|microtubule minus-end|centrosome|microtubule minus-end|,microtubule cytoskeleton organization|negative regulation of phosphatase activity|regulation of organelle organization|microtubule anchoring|zonula adherens maintenance|regulation of microtubule cytoskeleton organization|epithelial cell-cell adhesion|,protein binding|microtubule minus-end binding|,5,7,1.93E+09,0.048,0.000814109,-0.023333333,37.66574244,0.559666667,0.000171169,7.514070164,-0.3775,-0.179,-0.353,0.304,0.28,0.1855,NC,8,NA,NA
1.091,1.914,1.718,1.056,1.4365,1.5285,1.294,2.141,2.2375,F6XJP7,F6XJP7,Pcsk6,1,6,5,3,F6XJP7|E9Q4D0,MOUSE,109248.8,4.7,1978,1978.1,49.14,35.13,NA,959,Proprotein convertase subtilisin/kexin type 6,extracellular space|cell surface|extracellular matrix|,"zygotic determination of anterior/posterior axis, embryo|determination of left/right symmetry|glycoprotein metabolic process|protein processing|peptide hormone processing|nerve growth factor production|secretion by cell|",endopeptidase activity|serine-type endopeptidase activity|heparin binding|nerve growth factor binding|,5,6,1.22E+09,0.047,0.000295435,-0.116,42.86213547,1.727,5.17E-05,9.189535569,-0.6915,-1.049,-1.198,0.686,0.473,1.0835,undefined,9,TRUE,NA
0.743,0.691,0.42,0.591,0.4345,0.2825,0.54,0.447,0.2925,Q61937,Q61937,Npm1,1,12,4,4,Q61937|Q5SQB0|Q5SQB5|Q9DAY9,MOUSE,32730.7,13.6,1981,1981.1,48.87,48.87,NA,292,Nucleophosmin,granular component|nucleus|nucleoplasm|nucleolus|cytoplasm|centrosome|cytosol|focal adhesion|large ribosomal subunit|small ribosomal subunit|membrane|nuclear speck|ribonucleoprotein complex|spindle pole centrosome|,"ribosomal large subunit export from nucleus|ribosomal small subunit export from nucleus|DNA repair|nucleosome assembly|rRNA export from nucleus|cell volume homeostasis|nucleocytoplasmic transport|centrosome cycle|cell aging|protein localization|positive regulation of cell proliferation|negative regulation of cell proliferation|regulation of centrosome duplication|positive regulation of centrosome duplication|negative regulation of centrosome duplication|cell growth|positive regulation of cellular biosynthetic process|regulation of endodeoxyribonuclease activity|ribosomal large subunit biogenesis|ribosomal small subunit biogenesis|negative regulation of apoptotic process|regulation of DNA damage response, signal transduction by p53 class mediator|regulation of neuron apoptotic process|negative regulation of protein kinase activity by regulation of protein phosphorylation|positive regulation of translation|positive regulation of DNA replication|positive regulation of protein kinase activity|regulation of centriole replication|negative regulation of mRNA splicing, via spliceosome|positive regulation of NF-kappaB transcription factor activity|protein oligomerization|protein homooligomerization|regulation of cell cycle|regulation of endoribonuclease activity|regulation of eIF2 alpha phosphorylation by dsRNA|negative regulation of cyclin-dependent protein kinase activity|","DNA binding|transcription coactivator activity|RNA binding|protein kinase inhibitor activity|protein binding|phosphatidylinositol-3,4,5-trisphosphate binding|rRNA binding|protein kinase binding|Tat protein binding|histone binding|protein homodimerization activity|ribosomal large subunit binding|ribosomal small subunit binding|poly(A) RNA binding|protein heterodimerization activity|protein N-terminus binding|NF-kappaB binding|unfolded protein binding|",4,12,1.76E+09,0.136,0.004248222,-0.058333333,29.46700537,0.499,0.001130575,5.460699531,-0.4665,-0.289,-0.168,0.276,0.108,0.1895,NC,5,NA,NA
1.039,1.251,1.218,1.076,1.3015,1.2555,1.164,1.212,1.2975,Q8K3B1,Q8K3B1,Fbxo45,1,7,5,5,Q8K3B1,MOUSE,31117.5,17.4,1988,1988.1,48.51,48.51,NA,286,F-box/SPRY domain-containing protein 1,postsynaptic density|cell junction|presynaptic membrane|synapse|postsynaptic membrane|SCF ubiquitin ligase complex|,neuron migration|cellular response to DNA damage stimulus|protein ubiquitination|cerebral cortex radially oriented cell migration|cerebral cortex tangential migration|corticospinal tract morphogenesis|anterior commissure morphogenesis|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|innervation|synapse assembly involved in innervation|,protein binding|,5,7,2.21E+08,0.174,1.58E-05,-0.099166667,58.59798203,1.187333333,1.38E-06,16.06233945,-0.6165,-0.663,-0.799,0.406,0.52,0.5575,undefined,9,NA,NA
0.413,0.506,0.532,0.241,0.2995,0.2425,0.468,0.475,0.4245,Q9WV69,Q9WV69,Dmtn,1,6,5,5,Q9WV69|Q9WV69-3|Q9WV69-2|Q9WV69-4,MOUSE,45638.7,15,1992,1992.1,48.27,48.27,NA,405,Dematin,cytosol|actin filament|plasma membrane|endomembrane system|spectrin-associated cytoskeleton|membrane|cytoplasmic membrane-bounded vesicle|cortical cytoskeleton|platelet dense tubular network membrane|cell projection membrane|perinuclear region of cytoplasm|neuronal postsynaptic density|,protein complex assembly|regulation of cell shape|regulation of lamellipodium assembly|positive regulation of fibroblast migration|negative regulation of peptidyl-threonine phosphorylation|negative regulation of cell-substrate adhesion|actin cytoskeleton organization|positive regulation of blood coagulation|regulation of actin cytoskeleton organization|negative regulation of peptidyl-serine phosphorylation|calcium-mediated signaling using intracellular calcium source|calcium-mediated signaling using extracellular calcium source|erythrocyte development|negative regulation of peptidyl-tyrosine phosphorylation|actin filament bundle assembly|regulation of filopodium assembly|actin filament capping|negative regulation of focal adhesion assembly|protein secretion by platelet|cellular response to calcium ion|cellular response to cAMP|positive regulation of wound healing|negative regulation of protein targeting to membrane|actin filament reorganization|negative regulation of substrate adhesion-dependent cell spreading|positive regulation of substrate adhesion-dependent cell spreading|positive regulation of platelet aggregation|positive regulation of integrin-mediated signaling pathway|calcium-mediated signaling using extracellular calcium source|,actin binding|receptor binding|spectrin binding|protein self-association|,5,6,8.51E+08,0.15,0.005123406,-0.030666667,28.51472546,0.398333333,0.001407756,5.228565536,-0.2135,-0.268,-0.208,0.228,0.024,0.2535,undefined,5,NA,NA
1.196,1.098,1.117,0.764,0.6815,0.7005,1.172,1.07,1.0935,O88325,O88325,Naglu,1,4,4,4,O88325,MOUSE,83165.4,8.2,1997,1997.1,47.93,47.93,NA,739,Alpha-N-acetylglucosaminidase,extracellular exosome|,lysosome organization|cerebellar Purkinje cell layer development|middle ear morphogenesis|locomotor rhythm|retinal rod cell development|inner ear receptor cell development|,NA,4,4,1.08E+08,0.082,0.000474877,0.014166667,40.37276226,1.022,9.18E-05,8.373878079,-0.5995,-0.412,-0.479,0.657,0.259,0.6595,PC,9,TRUE,NA
0.884,0.686,0.375,1.059,0.9275,0.6605,0.978,0.857,0.5695,Q9JHI8-4,Q9JHI8,Nox4,1,8,4,4,Q9JHI8-4|Q9JHI8|Q9JHI8-3,MOUSE,72554.7,8.5,2001,2001.1,47.76,47.76,NA,578,Isoform 4 of NADPH oxidase 4,stress fiber|mitochondrion|endoplasmic reticulum membrane|focal adhesion|apical plasma membrane|NADPH oxidase complex|perinuclear region of cytoplasm|cell periphery|,cell morphogenesis|response to hypoxia|superoxide metabolic process|cell aging|negative regulation of cell proliferation|gene expression|positive regulation of smooth muscle cell migration|superoxide anion generation|positive regulation of apoptotic process|positive regulation of MAP kinase activity|bone resorption|homocysteine metabolic process|positive regulation of stress fiber assembly|positive regulation of protein kinase B signaling|cardiac muscle cell differentiation|oxidation-reduction process|positive regulation of ERK1 and ERK2 cascade|cellular response to cAMP|cellular response to glucose stimulus|cellular response to gamma radiation|cellular response to transforming growth factor beta stimulus|reactive oxygen species metabolic process|positive regulation of reactive oxygen species metabolic process|positive regulation of DNA biosynthetic process|,NAD(P)H oxidase activity|superoxide-generating NADPH oxidase activity|modified amino acid binding|,4,8,5.68E+08,0.085,0.001773381,-0.072166667,33.81153297,0.757333333,0.000415764,6.507362471,-0.6315,-0.474,-0.247,0.154,0.408,0.3575,undefined,8,NA,TRUE
1.205,0.949,1.316,0.917,0.6685,1.0095,1.095,0.885,1.2555,Q3UDR8,Q3UDR8,Yipf3,1,6,4,4,Q3UDR8,MOUSE,38225.9,8.9,2009,2009.1,47.44,47.44,NA,347,Protein YIPF3,nucleoplasm|Golgi apparatus|plasma membrane|integral component of membrane|transport vesicle|intracellular membrane-bounded organelle|,cell differentiation|,NA,4,6,1.49E+09,0.089,0.000346969,-0.014,42.02329661,1.063,6.28E-05,8.9073615,-0.5605,-0.351,-0.725,0.626,0.341,0.5855,undefined,9,NA,TRUE
0.463,0.447,0.577,0.334,0.3835,0.3745,0.495,0.47,0.5955,P59325,P59325,Eif5,1,6,4,4,P59325|Q8BVV6|A0A1Y7VLQ0,MOUSE,49424,10.4,2010,2010.1,47.38,47.38,NA,429,Eukaryotic translation initiation factor 5,cytoplasm|plasma membrane|,translational initiation|regulation of translational initiation|,translation initiation factor activity|GTP binding|poly(A) RNA binding|,4,6,4.98E+08,0.104,0.001751285,0.020166667,33.88202124,0.449333333,0.00040907,6.480797195,-0.2075,-0.156,-0.25,0.283,0.133,0.3185,undefined,5,NA,NA
1.282,1.026,0.949,1.521,1.1305,1.1175,1.271,1.012,1.0615,Q9ES89,Q9ES89,Extl2,1,10,4,4,Q9ES89|Q3TSR0,MOUSE,37618.1,11.5,2026,2026.1,46.54,46.54,NA,330,Exostosin-like 2,endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|extracellular exosome|,glycosaminoglycan biosynthetic process|N-acetylglucosamine metabolic process|heparan sulfate proteoglycan biosynthetic process|UDP-N-acetylgalactosamine metabolic process|,"glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|alpha-1,4-N-acetylgalactosaminyltransferase activity|metal ion binding|",4,10,2.23E+08,0.115,0.000109993,-0.11,47.86564015,1.155,1.63E-05,11.04264784,-0.8775,-0.571,-0.614,0.361,0.601,0.4405,undefined,9,NA,TRUE
2.215,2.162,2.223,1.854,1.9805,1.8745,2.351,2.203,2.3865,Q61292,Q61292,Lamb2,1,7,6,6,Q61292,MOUSE,203707.4,3.6,2028,2028.1,46.47,46.47,NA,1799,Laminin subunit beta-2,extracellular region|basement membrane|basal lamina|laminin-3 complex|laminin complex|synapse|extracellular exosome|extracellular matrix|,cell morphogenesis involved in differentiation|cell adhesion|axon guidance|neuromuscular junction development|visual perception|astrocyte development|Schwann cell development|neuron projection development|axon extension involved in regeneration|synapse organization|retina development in camera-type eye|metanephric glomerular visceral epithelial cell development|metanephric glomerular basement membrane development|,integrin binding|,6,7,6.20E+08,0.036,8.08E-06,-0.270166667,63.56562701,2.189333333,4.40E-07,19.34389814,-1.2785,-1.367,-1.449,0.836,0.608,1.0295,PC,9,TRUE,NA
1.245,1.506,1.462,1.17,1.4165,1.3725,1.422,1.522,1.4815,P29416,P29416,Hexa,1,6,3,3,P29416,MOUSE,61182.5,8.1,2033,2033.1,46.24,46.24,NA,528,Beta-hexosaminidase subunit alpha,lysosome|membrane|extracellular exosome|,skeletal system development|carbohydrate metabolic process|ganglioside catabolic process|lysosome organization|sensory perception of sound|locomotory behavior|adult walking behavior|lipid storage|sexual reproduction|glycosaminoglycan metabolic process|myelination|cell morphogenesis involved in neuron differentiation|neuromuscular process controlling posture|neuromuscular process controlling balance|SMAD protein signal transduction|,beta-N-acetylhexosaminidase activity|protein heterodimerization activity|,3,6,1.88E+08,0.081,1.35E-05,-0.12,59.85083798,1.445666667,1.03E-06,16.9226821,-0.6835,-0.892,-0.953,0.626,0.528,0.6545,undefined,9,TRUE,TRUE
1.752,1.892,1.69,1.382,1.5765,1.5065,1.553,1.841,1.5615,Q9DC11,Q9DC11,Plxdc2,1,9,4,4,Q9DC11|B1AY85,MOUSE,60185.7,7.9,2035,2035.1,46.17,46.17,NA,530,Plexin domain-containing protein 2,plasma membrane|integral component of membrane|extracellular exosome|,NA,NA,4,9,5.73E+08,0.079,4.54E-06,-0.184,68.83909584,1.588333333,1.31E-07,22.8853886,-0.8955,-0.996,-1.043,0.695,0.538,0.5975,undefined,9,TRUE,TRUE
0.818,0.849,0.552,0.322,0.4465,0.0325,0.722,0.68,0.4955,Q9DC16,Q9DC16,Ergic1,1,5,4,4,Q9DC16,MOUSE,32961,14.4,2047,2047.1,45.6,45.6,NA,290,Endoplasmic reticulum-Golgi intermediate compartment protein 1,Golgi membrane|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|membrane|integral component of membrane|endoplasmic reticulum-Golgi intermediate compartment membrane|,ER to Golgi vesicle-mediated transport|,NA,4,5,1.92E+08,0.144,0.025502324,0.014,19.99504109,0.482333333,0.010011425,3.565413465,-0.3175,-0.336,-0.028,0.421,0.003,0.3415,undefined,7,NA,TRUE
1.995,2.315,1.97,2.196,2.4485,2.1045,2.093,2.165,1.9155,A0PJK7,A0PJK7,Cdhr5,1,8,5,5,A0PJK7|Q8VHF2|Q8VHF2-2,MOUSE,88624.8,7.9,2055,2055.1,45.14,45.14,NA,831,Cadherin-related family member 5,plasma membrane|coated pit|integral component of membrane|extracellular exosome|,homophilic cell adhesion via plasma membrane adhesion molecules|,calcium ion binding|beta-catenin binding|,5,8,1.46E+09,0.079,2.39E-06,-0.406,75.19693415,2.175,3.02E-08,28.69021536,-1.4685,-1.529,-1.483,0.59,0.824,0.6305,undefined,9,TRUE,TRUE
0.605,0.572,0.145,0.658,0.6415,0.2135,0.676,0.81,0.2165,Q569Z6,Q569Z6,Thrap3,1,7,6,6,Q569Z6|Q8BZN7,MOUSE,108233.3,6.3,2073,2073.1,44.42,44.42,NA,951,Thyroid hormone receptor-associated protein 3,nucleus|nucleoplasm|mediator complex|extracellular exosome|exon-exon junction complex|,"regulation of alternative mRNA splicing, via spliceosome|nuclear-transcribed mRNA catabolic process|transcription from RNA polymerase II promoter|transcription initiation from RNA polymerase II promoter|mRNA processing|circadian rhythm|RNA splicing|intracellular steroid hormone receptor signaling pathway|androgen receptor signaling pathway|positive regulation of circadian rhythm|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of mRNA splicing, via spliceosome|mRNA stabilization|",core promoter sequence-specific DNA binding|RNA polymerase II transcription cofactor activity|transcription cofactor activity|transcription coactivator activity|receptor activity|protein binding|ATP binding|poly(A) RNA binding|thyroid hormone receptor binding|phosphoprotein binding|,6,7,1.88E+09,0.063,0.015947778,-0.107,22.44107746,0.529666667,0.005700228,4.013405819,-0.4445,-0.567,-0.104,0.043,0.13,0.3005,undefined,6,NA,NA
1.284,1.402,1.575,1.588,1.4785,1.8105,1.199,1.396,1.6385,Q9EPQ7,Q9EPQ7,Stard5,1,7,5,5,Q9EPQ7|D3YU00,MOUSE,24378.1,25.3,2093,2093.1,43.64,43.64,NA,213,StAR-related lipid transfer protein 5,NA,lipid transport|,cholesterol binding|bile acid binding|,5,7,7.50E+09,0.253,5.31E-05,-0.182,51.66047437,1.509666667,6.82E-06,12.66698535,-0.7535,-0.91,-1.147,0.515,0.732,0.4715,undefined,9,NA,NA
1.184,0.779,1.012,1.37,0.9525,1.2255,1.159,0.707,0.9945,Q8R0I0,Q8R0I0,Ace2,1,5,5,5,Q8R0I0|Q8R0I0-2,MOUSE,92822.3,6.8,2103,2103.1,43.02,43.02,NA,805,Angiotensin-converting enzyme 2,extracellular region|extracellular space|cytoplasm|plasma membrane|cell surface|integral component of membrane|extracellular exosome|,angiotensin-mediated drinking behavior|regulation of systemic arterial blood pressure by renin-angiotensin|proteolysis|tryptophan transport|receptor biosynthetic process|viral entry into host cell|receptor-mediated virion attachment to host cell|positive regulation of cardiac muscle contraction|positive regulation of gap junction assembly|regulation of cardiac conduction|,virus receptor activity|glycoprotein binding|endopeptidase activity|carboxypeptidase activity|metallopeptidase activity|peptidyl-dipeptidase activity|metal ion binding|,5,5,4.56E+08,0.068,0.000502238,-0.123,40.0653329,1.045,9.85E-05,8.277583985,-0.8375,-0.399,-0.7,0.361,0.545,0.2925,PC,9,TRUE,TRUE
0.594,0.432,0.692,0.58,0.6015,0.6935,0.59,0.417,0.6885,Q91YM2,Q91YM2,Arhgap35,1,7,5,5,Q91YM2,MOUSE,171930.2,3.4,2107,2107.1,42.83,42.83,NA,1499,Rho GTPase-activating protein 35,nucleus|cytoplasm|actin cytoskeleton|,"negative regulation of transcription from RNA polymerase II promoter|neural tube closure|transcription, DNA-templated|integrin-mediated signaling pathway|small GTPase mediated signal transduction|regulation of cell shape|positive regulation of neuron projection development|forebrain development|negative regulation of Rho protein signal transduction|camera-type eye development|negative regulation of vascular permeability|positive regulation of GTPase activity|negative regulation of transcription, DNA-templated|",RNA polymerase II regulatory region sequence-specific DNA binding|RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription|GTPase activator activity|GTP binding|,5,7,4.74E+09,0.034,0.000103971,-0.056166667,48.2296195,0.648,1.50E-05,11.06818452,-0.3465,-0.336,-0.458,0.259,0.291,0.2535,undefined,7,NA,NA
0.871,0.69,0.745,0.628,0.7285,0.6505,0.056,0.055,-0.0745,Q61263,Q61263,Soat1,1,5,4,4,Q61263,MOUSE,64368.3,11.2,2108,2108.1,42.78,42.78,NA,540,Sterol O-acyltransferase 1,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|,cholesterol metabolic process|macrophage derived foam cell differentiation|cholesterol storage|cholesterol efflux|very-low-density lipoprotein particle assembly|cholesterol esterification|cholesterol homeostasis|positive regulation of amyloid precursor protein biosynthetic process|,fatty-acyl-CoA binding|sterol O-acyltransferase activity|cholesterol binding|cholesterol O-acyltransferase activity|,4,5,1.37E+09,0.112,0.075915267,0.158,14.00507523,0.526333333,0.039764221,2.55188135,-0.1535,-0.123,-0.039,0.713,0.639,-0.0885,undefined,6,NA,TRUE
1.151,1.439,1.301,1.249,1.2525,1.2985,1.042,1.318,1.2215,Q8CIV2-2,Q8CIV2,Tmem259,1,8,4,4,Q8CIV2-2|Q8CIV2,MOUSE,66004.3,16.5,2111,2111.1,42.42,42.42,NA,574,Isoform 2 of Membralin,integral component of membrane|,NA,NA,4,8,3.70E+08,0.165,1.44E-05,-0.149166667,59.31582276,1.325333333,1.17E-06,16.49676952,-0.6695,-0.83,-0.936,0.554,0.524,0.4625,undefined,9,NA,TRUE
1.274,1.088,1.163,1.502,1.3915,1.4665,1.392,1.207,1.2865,Q8C129,Q8C129,Lnpep,1,6,4,4,Q8C129,MOUSE,117872.3,3.5,2113,2113.1,42.33,42.33,NA,1025,Leucyl-cystinyl aminopeptidase,intracellular|lysosomal membrane|plasma membrane|endomembrane system|membrane|integral component of membrane|cytoplasmic vesicle membrane|perinuclear region of cytoplasm|,proteolysis|protein catabolic process|SMAD protein signal transduction|,aminopeptidase activity|protein binding|metallopeptidase activity|zinc ion binding|,4,6,1.20E+10,0.035,2.65E-05,-0.094,55.34502326,1.328333333,2.92E-06,14.45419619,-0.8215,-0.658,-0.795,0.432,0.729,0.5495,undefined,9,NA,TRUE
0.225,0.491,0.695,-0.209,0.2215,0.4145,0.137,0.549,0.6525,O70439,O70439,Stx7,1,7,5,5,O70439|Q8BH40,MOUSE,29991.3,21.8,2120,2120.1,42.19,42.19,NA,261,Syntaxin-7,immunological synapse|lysosome|lysosomal membrane|endosome|early endosome|late endosome|plasma membrane|endomembrane system|integral component of membrane|endocytic vesicle|SNARE complex|early endosome membrane|vesicle|azurophil granule|intracellular membrane-bounded organelle|perinuclear region of cytoplasm|recycling endosome|extracellular exosome|tertiary granule|,positive regulation of T cell mediated cytotoxicity|intracellular protein transport|vesicle fusion|vesicle docking|organelle localization|organelle assembly|positive regulation of receptor localization to synapse|regulation of protein localization to plasma membrane|,SNARE binding|SNAP receptor activity|protein binding|chloride channel inhibitor activity|syntaxin binding|,5,7,3.74E+08,0.218,0.061959179,0.001333333,15.11181722,0.349,0.030818981,2.732373599,0.0675,-0.238,-0.349,0.302,0.009,0.2165,undefined,5,NA,TRUE
0.762,0.43,0.567,0.841,0.8395,0.9765,0.54,0.519,0.6605,E9Q9B3,E9Q9B3,Spryd3,1,5,4,4,E9Q9B3,MOUSE,50209.6,15.3,2121,2121.1,42.18,42.18,NA,442,SPRY domain-containing 3,NA,NA,NA,4,5,1.78E+08,0.153,0.000239686,0.031,43.94523846,0.725666667,4.03E-05,9.50226799,-0.3515,-0.244,-0.4,0.415,0.485,0.2815,NC,8,NA,NA
0.85,0.87,1.047,0.359,0.6405,0.7765,0.714,0.858,1.0145,E9QMN1,E9QMN1,Ush1c,1,8,5,5,E9QMN1|Q9ES64|E9PY|D6RIM8|Q9ES64-2|Q9ES64-3|A0A0R4J0Z8|H3BLC4|H3BIZ2,MOUSE,102691.1,7.4,2126,2126.1,41.9,41.9,NA,910,Harmonin,photoreceptor outer segment|photoreceptor inner segment|cytoplasm|plasma membrane|brush border|stereocilium|apical part of cell|synapse|,G2/M transition of mitotic cell cycle|sensory perception of sound|parallel actin filament bundle assembly|inner ear morphogenesis|auditory receptor cell differentiation|photoreceptor cell maintenance|neuromuscular process controlling balance|sensory perception of light stimulus|equilibrioception|actin filament bundle assembly|inner ear receptor stereocilium organization|,protein binding|spectrin binding|myosin tail binding|actin filament binding|,5,8,2.52E+09,0.074,0.003745883,0.004166667,30.11818958,0.894666667,0.000973153,5.609290257,-0.2005,-0.444,-0.685,0.648,0.189,0.5175,undefined,8,NA,NA
0.742,1.025,0.513,0.831,1.1025,0.5865,0.829,1.108,0.6005,P16294,P16294,F9,1,4,4,4,P16294,MOUSE,54289.1,7.4,2131,2131.1,41.74,41.74,NA,471,Coagulation factor IX,extracellular space|extracellular exosome|,proteolysis|blood coagulation|zymogen activation|,endopeptidase activity|serine-type endopeptidase activity|calcium ion binding|peptidase activity|,4,4,3.52E+08,0.074,0.001418508,-0.138833333,34.91120914,0.812,0.00032276,6.794408397,-0.5605,-0.774,-0.3,0.216,0.321,0.2645,PC,9,TRUE,NA
2.19,2.172,2.382,1.931,1.9235,2.1325,2.073,2.042,2.2565,Q9Z138,Q9Z138,Ror2,1,4,4,4,Q9Z138|E9PUN5|Q9Z139,MOUSE,106601.1,5.6,2133,2133.1,41.61,41.61,NA,944,Tyrosine-protein kinase transmembrane receptor ROR2,intracellular|plasma membrane|integral component of plasma membrane|,"skeletal system development|cartilage condensation|somitogenesis|transmembrane receptor protein tyrosine kinase signaling pathway|Wnt signaling pathway, calcium modulating pathway|smoothened signaling pathway|JNK cascade|negative regulation of cell proliferation|peptidyl-tyrosine phosphorylation|cell differentiation|positive regulation of cell migration|BMP signaling pathway|embryonic genitalia morphogenesis|inner ear morphogenesis|embryonic digit morphogenesis|cell fate commitment|positive regulation of transcription, DNA-templated|Wnt signaling pathway, planar cell polarity pathway|SMAD protein signal transduction|regulation of canonical Wnt signaling pathway|negative regulation of canonical Wnt signaling pathway|positive regulation of canonical Wnt signaling pathway|",transmembrane receptor protein tyrosine kinase activity|frizzled binding|protein binding|ATP binding|Wnt-protein binding|,4,4,1.30E+09,0.056,1.09E-05,-0.336833333,61.47411201,2.16,7.12E-07,17.96734695,-1.3225,-1.255,-1.673,0.841,0.645,0.7435,undefined,9,TRUE,TRUE
0.172,0.463,0.499,0.207,0.5135,0.5485,0.135,0.422,0.4625,P51906,P51906,Slc1a1,1,5,3,3,P51906,MOUSE,56978,12.2,2144,2144.1,40.98,40.98,NA,523,Excitatory amino acid transporter 3,plasma membrane|integral component of membrane|apical plasma membrane|extracellular exosome|,positive regulation of heart rate|L-glutamate transport|cysteine transport|protein homooligomerization|L-glutamate import|D-aspartate import|L-glutamate transmembrane transport|cysteine transmembrane transport|,L-glutamate transmembrane transporter activity|protein binding|glutamate:sodium symporter activity|glutamate binding|sodium:dicarboxylate symporter activity|cysteine transmembrane transporter activity|,3,5,8.33E+08,0.122,0.012131025,-0.089833333,23.91373745,0.410666667,0.004060937,4.295530552,-0.0955,-0.367,-0.423,0.082,0.177,0.0875,undefined,5,NA,TRUE
1.944,1.946,2.025,1.752,1.7455,1.9025,1.856,1.846,2.0185,P58158,P58158,B3gat3,1,9,5,5,P58158,MOUSE,37237.3,18.5,2145,2145.1,40.9,40.9,NA,335,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Golgi membrane|Golgi apparatus|cis-Golgi network|membrane|integral component of membrane|extracellular exosome|,glycosaminoglycan biosynthetic process|protein glycosylation|heparan sulfate proteoglycan biosynthetic process|positive regulation of catalytic activity|chondroitin sulfate proteoglycan biosynthetic process|dermatan sulfate proteoglycan biosynthetic process|positive regulation of intracellular protein transport|,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity|glucuronosyltransferase activity|metal ion binding|protein phosphatase activator activity|,5,9,1.90E+08,0.185,6.31E-06,-0.282333333,65.28522621,1.942333333,2.96E-07,20.55171647,-1.1775,-1.137,-1.446,0.755,0.624,0.6875,undefined,9,NA,TRUE
2.321,2.228,2.312,2.161,2.0845,2.1685,2.352,2.255,2.3435,Q9WU60,Q9WU60,Atrn,1,5,3,3,Q9WU60,MOUSE,163133.2,3.7,2146,2146.1,40.9,40.9,NA,1428,Attractin,extracellular space|cytoplasm|plasma membrane|integral component of membrane|extracellular exosome|,inflammatory response|response to oxidative stress|cerebellum development|regulation of multicellular organism growth|myelination|pigmentation|,receptor activity|protein binding|carbohydrate binding|,3,5,53400000,0.037,2.76E-06,-0.329166667,73.58784393,2.371333333,4.38E-08,27.4992616,-1.5125,-1.364,-1.668,0.871,0.807,0.8915,undefined,9,NA,TRUE
