R128126,R128127,R128131,R129126,R129127,R129131,R130126,R130127,R130131,id,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Proteome unique_peptides,Proteome numSpectra,Proteome totalIntensity,Proteome pct_cov,adj.P.Val.XBirA.over.No_BirA,AveExpr.XBirA.over.No_BirA,Log.P.Value.XBirA.over.No_BirA,logFC.XBirA.over.No_BirA,P.Value.XBirA.over.No_BirA,t.XBirA.over.No_BirA,Proteome..126.126.127.128.129.130.131..No_BirA50.multimedian,Proteome..127.126.127.128.129.130.131..No_BirA51.multimedian,Proteome..131.126.127.128.129.130.131..No_BirA52.multimedian,Proteome..128.126.127.128.129.130.131..XBirA_48.multimedian,Proteome..129.126.127.128.129.130.131..XBirA_49.multimedian,Proteome..130.126.127.128.129.130.131..XBirA_47.multimedian,PCorNC,ES_score,signalP,TM,(Note: signalP and TM are for ES>=5) 
1.607,1.583,1.509,1.507,1.3215,1.5055,1.693,1.678,1.6885,Q04519,Q04519,Smpd1,1,8,5,5,Q04519,MOUSE,70895.6,9.7,1677,1677.1,67.67,67.67,NA,627,Sphingomyelin phosphodiesterase,extracellular space|lysosome|endosome|plasma membrane|lamellar body|extracellular exosome|,sphingomyelin catabolic process|termination of signal transduction|positive regulation of protein dephosphorylation|response to cocaine|response to drug|positive regulation of apoptotic process|negative regulation of MAP kinase activity|ceramide biosynthetic process|,"sphingomyelin phosphodiesterase activity|hydrolase activity, acting on glycosyl bonds|",5,8,8.14E+08,0.097,3.22E-06,-0.2125,72.13042381,1.643333333,6.12E-08,25.65621603,-1.0375,-1.039,-1.026,0.557,0.556,0.7145,PC,9,,TRUE,
0.267,0.184,0.158,0.036,0.0215,0.1125,0.184,0.116,0.0625,Q8VC52,Q8VC52,Rbpms2,1,14,7,4,Q8VC52|Q9CWY6,MOUSE,22576.3,35.4,1678,1678.1,67.64,39.56,NA,206,RNA-binding protein with multiple splicing 2,NA,NA,nucleotide binding|nucleic acid binding|,7,14,2.75E+09,0.354,0.127390549,-0.012166667,11.22419397,0.121333333,0.075436339,2.101993797,-0.1015,-0.046,-0.071,0.118,0.024,0.0035,undefined,0,,,
0.126,0.355,0.077,-0.196,0.0485,-0.2295,0.031,0.256,-0.0175,Q9WVB0-2,Q9WVB0,Rbpms,1,2,5,2,Q9WVB0-2|Q9WVB0|T1ECW4,MOUSE,24461.5,25.9,1678,1678.2,61.73,33.65,NA,197,Isoform 2 of RNA-binding protein with multiple splicing,nucleoplasm|cytoplasm|,"transcription, DNA-templated|regulation of transcription, DNA-templated|positive regulation of pathway-restricted SMAD protein phosphorylation|positive regulation of SMAD protein import into nucleus|",nucleotide binding|transcription coactivator activity|poly(A) binding|poly(A) RNA binding|,2,2,1.08E+08,0.145,0.742476656,-0.021,1.691117398,0.047,0.677467179,0.434846601,0.0045,-0.208,0.07,0.129,-0.175,0.0535,NC,0,,,
0.051,-0.113,-0.121,0.125,0.0495,0.0065,0.027,-0.087,0.0375,H7BWY3,H7BWY3,Agxt2,1,12,7,7,H7BWY3|Q3UEG6,MOUSE,61240.5,14.2,1679,1679.1,67.6,67.6,NA,541,"Alanine--glyoxylate aminotransferase 2, mitochondrial",mitochondrion|,"glyoxylate catabolic process|glycine biosynthetic process, by transamination of glyoxylate|L-alanine catabolic process, by transamination|positive regulation of nitric oxide biosynthetic process|",alanine-glyoxylate transaminase activity|beta-alanine-pyruvate transaminase activity|pyridoxal phosphate binding|(R)-3-amino-2-methylpropionate-pyruvate transaminase activity|,7,12,1.84E+09,0.142,0.914023695,0.015,0.538003098,0.009666667,0.883486037,0.152233819,-0.0795,0.09,0.02,-0.01,0.025,0.0445,NC,0,,,
-0.027,-0.286,-0.055,0.034,-0.1745,0.1405,-0.187,-0.313,-0.1985,Q8CI78,Q8CI78,Rmnd1,1,11,6,6,Q8CI78,MOUSE,52298.4,14.2,1680,1680.1,67.56,67.56,NA,450,Required for meiotic nuclear division protein 1 homolog,mitochondrion|,translation|,NA,6,11,1.18E+09,0.142,0.360354926,-0.004666667,5.606708177,-0.095666667,0.274997776,-1.189050244,-0.0175,0.191,-0.044,-0.066,0.014,-0.1055,NC,0,,,
-0.021,0.14,-0.064,0.126,0.1895,0.1255,0.103,0.109,0.0475,P31750,P31750,Akt1,1,12,7,7,P31750|D3Z783,MOUSE,56105.7,13.5,1681,1681.1,67.52,67.52,NA,480,RAC-alpha serine/threonine-protein kinase,nucleus|nucleoplasm|cytoplasm|mitochondrion|spindle|cytosol|plasma membrane|cell-cell junction|microtubule cytoskeleton|ciliary basal body|protein complex|,"protein import into nucleus, translocation|osteoblast differentiation|maternal placenta development|positive regulation of protein phosphorylation|positive regulation of endothelial cell proliferation|glycogen metabolic process|glycogen biosynthetic process|regulation of glycogen biosynthetic process|glucose metabolic process|translation|regulation of translation|protein phosphorylation|negative regulation of protein kinase activity|activation-induced cell death of T cells|inflammatory response|response to oxidative stress|cytoskeleton organization|germ cell development|aging|insulin receptor signaling pathway|apoptotic mitochondrial changes|response to hormone|negative regulation of autophagy|negative regulation of gene expression|negative regulation of plasma membrane long-chain fatty acid transport|positive regulation of fibroblast migration|positive regulation of sodium ion transport|positive regulation of glucose metabolic process|negative regulation of endopeptidase activity|regulation of neuron projection development|glucose transport|phosphorylation|protein ubiquitination|peptidyl-serine phosphorylation|cell projection organization|protein catabolic process|hyaluronan metabolic process|positive regulation of cell growth|regulation of cell migration|endocrine pancreas development|regulation of myelination|positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle|lipopolysaccharide-mediated signaling pathway|negative regulation of fatty acid beta-oxidation|response to food|peripheral nervous system myelin maintenance|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|cellular response to insulin stimulus|regulation of protein localization|positive regulation of peptidyl-serine phosphorylation|response to fluid shear stress|intracellular signal transduction|cellular response to vascular endothelial growth factor stimulus|cellular response to decreased oxygen levels|glucose homeostasis|positive regulation of apoptotic process|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|protein kinase B signaling|positive regulation of blood vessel endothelial cell migration|positive regulation of nitric oxide biosynthetic process|positive regulation of fat cell differentiation|positive regulation of glycogen biosynthetic process|negative regulation of cell size|negative regulation of proteolysis|positive regulation of vasoconstriction|positive regulation of transcription from RNA polymerase II promoter|positive regulation of glucose import|negative regulation of JNK cascade|positive regulation of lipid biosynthetic process|insulin-like growth factor receptor signaling pathway|positive regulation of nitric-oxide synthase activity|positive regulation of sequence-specific DNA binding transcription factor activity|striated muscle cell differentiation|response to growth hormone|glycogen cell differentiation involved in embryonic placenta development|labyrinthine layer blood vessel development|response to UV-A|cellular response to mechanical stimulus|cellular response to growth factor stimulus|cellular response to epidermal growth factor stimulus|cellular response to prostaglandin E stimulus|cellular response to organic cyclic compound|cellular response to hypoxia|positive regulation of establishment of protein localization to plasma membrane|negative regulation of release of cytochrome c from mitochondria|cellular response to granulocyte macrophage colony-stimulating factor stimulus|execution phase of apoptosis|cellular response to peptide|response to insulin-like growth factor stimulus|","protein kinase activity|protein serine/threonine kinase activity|protein serine/threonine/tyrosine kinase activity|protein kinase C binding|protein binding|ATP binding|phosphatidylinositol-3,4,5-trisphosphate binding|kinase activity|protein kinase binding|nitric-oxide synthase regulator activity|identical protein binding|phosphatidylinositol-3,4-bisphosphate binding|protein phosphatase 2A binding|14-3-3 protein binding|",7,12,3.03E+09,0.135,0.289195428,0.007833333,6.778154486,0.107333333,0.209983201,1.387035066,-0.0375,-0.109,0.009,-0.036,0.195,0.0255,undefined,0,,,
-0.02,-0.31,-0.269,-0.099,-0.3465,-0.2945,-0.146,-0.258,-0.3755,Q3U8Y1,Q3U8Y1,Mrps11,1,11,4,4,Q3U8Y1|Q9DCA2,MOUSE,20365,35,1682,1682.1,67.51,67.51,NA,191,"28S ribosomal protein S11, mitochondrial",mitochondrion|mitochondrial small ribosomal subunit|,translation|,structural constituent of ribosome|poly(A) RNA binding|,4,11,3.61E+09,0.35,0.036198467,0.026,18.09286605,-0.216333333,0.015513629,-3.222524508,0.0275,0.186,0.189,-0.046,-0.13,-0.0705,NC,0,,,
-0.143,-0.497,-0.399,-0.197,-0.6255,-0.4465,-0.127,-0.553,-0.4345,Q60520-1,Q60520,Sin3a,1,8,7,7,Q60520-1|Q60520,MOUSE,146270.5,5.4,1683,1683.1,67.42,67.42,NA,1274,Isoform 2 of Paired amphipathic helix protein Sin3a,kinetochore|chromatin|nucleus|nucleoplasm|transcription factor complex|nucleolus|cytoplasm|Sin3 complex|transcriptional repressor complex|intercellular bridge|,"negative regulation of transcription from RNA polymerase II promoter|chromatin silencing at rDNA|in utero embryonic development|activation of innate immune response|positive regulation of defense response to virus by host|hematopoietic progenitor cell differentiation|DNA replication|transcription, DNA-templated|regulation of transcription, DNA-templated|protein deacetylation|positive regulation of G2/M transition of mitotic cell cycle|histone deacetylation|positive regulation of chromatin silencing|cellular protein localization|negative regulation of circadian rhythm|negative regulation of apoptotic process|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|rhythmic process|response to methylglyoxal|cellular response to glucose stimulus|negative regulation of protein localization to nucleus|negative regulation of histone H3-K27 acetylation|negative regulation of transcription regulatory region DNA binding|",transcription regulatory region sequence-specific DNA binding|RNA polymerase II activating transcription factor binding|RNA polymerase II repressing transcription factor binding|RNA polymerase II transcription corepressor activity|DNA binding|chromatin binding|sequence-specific DNA binding transcription factor activity|transcription corepressor activity|protein binding|transcription factor binding|protein deacetylase activity|histone deacetylase activity|,7,8,2.35E+08,0.054,0.01553443,0.028,22.59689632,-0.339666667,0.005499337,-4.039975377,0.0355,0.311,0.247,-0.087,-0.183,-0.1555,undefined,0,,,
0.692,0.797,0.2,0.561,0.7015,0.0695,0.68,0.651,0.1155,P10605,P10605,Ctsb,1,17,6,6,P10605,MOUSE,38192,19.4,1684,1684.1,67.02,67.02,NA,339,Cathepsin B,extracellular space|nucleolus|mitochondrion|lysosome|caveola|external side of plasma membrane|apical plasma membrane|sarcolemma|melanosome|intracellular membrane-bounded organelle|perinuclear region of cytoplasm|extracellular exosome|,proteolysis|autophagy|spermatogenesis|skeletal muscle tissue development|response to wounding|response to glucose|response to organic cyclic compound|response to amine|collagen catabolic process|epithelial cell differentiation|response to peptide hormone|response to ethanol|decidualization|viral entry into host cell|regulation of catalytic activity|proteolysis involved in cellular protein catabolic process|negative regulation of cell death|response to interleukin-4|cellular response to mechanical stimulus|cellular response to thyroid hormone stimulus|,cysteine-type endopeptidase activity|collagen binding|peptidase activity|cysteine-type peptidase activity|kininogen binding|peptide binding|proteoglycan binding|protein self-association|,6,17,3.64E+09,0.194,0.046034151,-0.140333333,16.70702607,0.487666667,0.021345061,2.997097874,-0.5705,-0.592,0.01,0.159,0.047,0.1045,PC,6,TRUE,,
0.226,0.232,0.577,0.014,0.2245,0.2485,0.31,0.514,0.6375,Q64433,Q64433,Hspe1,1,13,6,6,Q64433,MOUSE,10962.5,52.9,1685,1685.1,66.99,66.99,NA,102,"10 kDa heat shock protein, mitochondrial",mitochondrion|mitochondrial matrix|membrane|extracellular exosome|,osteoblast differentiation|protein folding|,ATP binding|poly(A) RNA binding|chaperone binding|,6,13,6.21E+09,0.529,0.031931274,0.022833333,18.74990338,0.292666667,0.013335511,3.346101314,-0.0035,-0.148,-0.219,0.179,0.046,0.2825,NC,3,,,
1.835,2.089,2.169,1.744,1.8955,2.0735,2.125,2.271,2.2895,Q9EP72,Q9EP72,Emc7,1,17,7,7,Q9EP72,MOUSE,26309.9,29,1686,1686.1,66.79,66.79,NA,241,ER membrane protein complex subunit 7,integral component of membrane|ER membrane protein complex|,NA,carbohydrate binding|,7,17,1.05E+10,0.29,2.03E-05,-0.292333333,56.86500658,2.116333333,2.06E-06,15.2586036,-1.1565,-1.258,-1.637,0.68,0.69,0.9275,undefined,9,TRUE,TRUE,
-0.138,-0.15,-0.102,-0.02,0.0035,-0.0225,-0.291,-0.287,-0.2005,O35075,O35075,Dscr3,1,6,4,4,O35075,MOUSE,33426.1,16.8,1687,1687.1,66.73,66.73,NA,297,Down syndrome critical region protein 3 homolog,nucleus|,intracellular protein transport|,protein transporter activity|,4,6,1.77E+09,0.168,0.261048579,0.000333333,7.343379179,-0.094333333,0.18435804,-1.479789498,0.0465,0.037,0.059,-0.047,0.043,-0.1365,undefined,0,,,
0.249,0.124,0.338,0.162,0.0915,0.2565,0.1,0.037,0.2965,Q3UN02,Q3UN02,Lclat1,1,16,6,6,Q3UN02,MOUSE,44855.5,17.5,1688,1688.1,66.63,66.63,NA,376,Lysocardiolipin acyltransferase 1,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|,multicellular organismal development|CDP-diacylglycerol biosynthetic process|,"1-acylglycerol-3-phosphate O-acyltransferase activity|transferase activity, transferring acyl groups|",6,16,3.95E+09,0.175,0.05104167,0.0085,16.11762592,0.179333333,0.024447666,2.890831308,-0.0735,-0.017,-0.153,0.151,0.09,0.0535,undefined,0,,,
-0.06,-0.133,-0.639,-0.191,-0.3595,-0.7315,-0.354,-0.444,-1.0275,O89053,O89053,Coro1a,1,9,7,7,O89053|G3UYK8,MOUSE,51672.9,11.9,1689,1689.1,66.57,66.57,NA,461,Coronin-1A,immunological synapse|phagocytic cup|cytoplasm|early endosome|actin filament|plasma membrane|cell-cell junction|membrane|lamellipodium|axon|phagocytic vesicle membrane|cortical actin cytoskeleton|cell leading edge|protein complex|phagocytic vesicle|extracellular exosome|plasma membrane|actin cytoskeleton|cortical actin cytoskeleton|,phagolysosome assembly|calcium ion transport|phagocytosis|actin filament organization|regulation of actin polymerization or depolymerization|regulation of cell shape|cell migration|actin cytoskeleton organization|positive regulation of cell migration|leukocyte chemotaxis|regulation of actin filament polymerization|negative regulation of vesicle fusion|cell-substrate adhesion|uropod organization|regulation of actin cytoskeleton organization|response to cytokine|nerve growth factor signaling pathway|positive regulation of T cell proliferation|T cell homeostasis|natural killer cell degranulation|negative regulation of neuron apoptotic process|homeostasis of number of cells within a tissue|positive regulation of T cell activation|positive chemotaxis|negative regulation of actin nucleation|regulation of release of sequestered calcium ion into cytosol|early endosome to recycling endosome transport|cellular response to interleukin-4|,actin binding|actin monomer binding|protein binding|protein C-terminus binding|cytoskeletal protein binding|myosin heavy chain binding|identical protein binding|protein homodimerization activity|phosphatidylinositol 3-kinase binding|poly(A) RNA binding|actin filament binding|,7,9,6.58E+09,0.119,0.087534519,0.0765,13.24704777,-0.438,0.047347301,-2.429432941,0.0535,0.154,0.679,0.018,-0.09,-0.3555,undefined,0,,,
1.446,1.274,1.294,0.874,0.8475,1.0545,1.201,1.041,1.1685,Q8K0C9,Q8K0C9,Gmds,1,13,8,8,Q8K0C9|J3QMC6,MOUSE,42326.4,25.8,1690,1690.1,66.33,66.33,NA,372,"GDP-mannose 4,6 dehydratase",extracellular exosome|,Notch signaling pathway|GDP-mannose metabolic process|'de novo' GDP-L-fucose biosynthetic process|,"GDP-mannose 4,6-dehydratase activity|NADP+ binding|",8,13,7.17E+08,0.258,8.41E-05,-0.055166667,49.35343594,1.128666667,1.16E-05,11.65516913,-0.6335,-0.507,-0.718,0.648,0.345,0.5345,undefined,9,,,
-0.237,-0.29,-0.275,-0.197,-0.2045,-0.1875,-0.165,-0.211,-0.1055,Q8BPE4,Q8BPE4,Tmem177,1,12,6,6,Q8BPE4,MOUSE,34237.9,18.3,1691,1691.1,66.27,66.27,NA,311,Transmembrane protein 177,integral component of membrane|,NA,NA,6,12,3.29E+09,0.183,0.020852249,0.018333333,21.04155518,-0.195,0.00786764,-3.740185784,0.1035,0.127,0.117,-0.12,-0.064,-0.0535,NC,0,,,
-0.458,-0.334,-0.338,-0.56,-0.3475,-0.2515,-0.357,-0.217,-0.2285,P50431,P50431,Shmt1,1,9,7,7,P50431,MOUSE,53170.5,17.1,1692,1692.1,66.25,66.25,NA,478,"Serine hydroxymethyltransferase, cytosolic",nucleus|nucleoplasm|cytoplasm|mitochondrion|cytosol|extracellular exosome|,L-serine catabolic process|purine nucleobase biosynthetic process|glycine biosynthetic process from serine|tetrahydrofolate interconversion|folic acid metabolic process|protein tetramerization|protein homotetramerization|,glycine hydroxymethyltransferase activity|L-allo-threonine aldolase activity|amino acid binding|pyridoxal phosphate binding|protein homodimerization activity|,7,9,6.69E+08,0.171,0.010487769,0.024666667,24.73011422,-0.358333333,0.003365027,-4.443554712,0.2845,0.218,0.109,-0.181,-0.251,-0.0315,NC,0,,,
-0.095,0.075,0.102,0.069,0.0925,0.1555,0.14,0.193,0.2475,Q9Z0R9,Q9Z0R9,Fads2,1,9,5,5,Q9Z0R9,MOUSE,52500.5,12.8,1693,1693.1,66.2,66.2,NA,444,Fatty acid desaturase 2,endoplasmic reticulum membrane|membrane|integral component of membrane|,unsaturated fatty acid biosynthetic process|oxidation-reduction process|,stearoyl-CoA 9-desaturase activity|,5,9,1.89E+09,0.128,0.17569042,0.014166667,9.500659429,0.113333333,0.11218481,1.827951897,-0.0065,-0.014,-0.107,0,0.093,0.1195,undefined,0,,,
2.145,2.383,2.141,1.925,2.0835,1.8355,2.249,2.34,2.2335,P02468,P02468,Lamc1,1,10,7,7,P02468|F8VQJ3,MOUSE,182943.8,6.2,1694,1694.1,66.09,66.09,NA,1607,Laminin subunit gamma-1,extracellular region|basement membrane|basal lamina|extracellular matrix|laminin-10 complex|extracellular exosome|basement membrane|extracellular matrix|,protein complex assembly|cell adhesion|cell migration|extracellular matrix disassembly|neuron projection development|hemidesmosome assembly|substrate adhesion-dependent cell spreading|,extracellular matrix structural constituent|protein binding|glycosphingolipid binding|,7,10,5.79E+08,0.062,2.19E-06,-0.312333333,79.22286689,2.113,1.20E-08,32.79681036,-1.3265,-1.401,-1.379,0.801,0.647,0.7845,PC,9,TRUE,,
-0.316,-0.25,-0.241,-0.249,0.0055,-0.1175,-0.374,-0.132,-0.2595,Q61037,Q61037,Tsc2,1,9,6,6,Q61037|Q61037-5|Q61037-6|Q61037-2|Q61037-3|Q61037-4|Q7TT21|Q61037-7,MOUSE,204520.7,3.4,1695,1695.1,66.09,66.09,NA,1814,Tuberin,cytoplasm|cytosol|membrane|TSC1-TSC2 complex|perinuclear region of cytoplasm|cytoplasm|,response to hypoxia|neural tube closure|negative regulation of protein kinase activity|protein import into nucleus|heart development|protein localization|negative regulation of cell proliferation|phosphatidylinositol 3-kinase signaling|negative regulation of phosphatidylinositol 3-kinase signaling|cell projection organization|regulation of endocytosis|negative regulation of Wnt signaling pathway|negative regulation of TOR signaling|cellular response to insulin stimulus|protein kinase B signaling|positive regulation of GTPase activity|protein transport into plasma membrane raft|negative regulation of cell size|positive regulation of transcription from RNA polymerase II promoter|glucose import|regulation of insulin receptor signaling pathway|negative regulation of insulin receptor signaling pathway|insulin-like growth factor receptor signaling pathway|positive chemotaxis|regulation of small GTPase mediated signal transduction|regulation of cell cycle|negative regulation of protein kinase B signaling|,GTPase activator activity|protein binding|phosphatase binding|protein homodimerization activity|14-3-3 protein binding|,6,9,6.85E+08,0.034,0.03388325,0.02,18.44460692,-0.226333333,0.014306695,-3.282749182,0.2175,0.083,0.099,-0.142,-0.002,-0.1355,NC,0,,,
-0.11,-0.366,-0.234,0.123,-0.0065,-0.0045,-0.182,-0.315,-0.3265,Q8R104,Q8R104,Sirt3,1,9,5,5,Q8R104|A0A1B0GRY5|Q8R104-2|A0A1B0GRF7,MOUSE,36956.2,21.5,1696,1696.1,66.08,66.08,NA,334,NAD-dependent protein deacetylase sirtuin-3,cytoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial matrix|membrane|,protein deacetylation|aging|aerobic respiration|positive regulation of insulin secretion|peptidyl-lysine deacetylation|negative regulation of ERK1 and ERK2 cascade|histone H3 deacetylation|negative regulation of reactive oxygen species metabolic process|negative regulation of peptidyl-lysine acetylation|,protein binding|zinc ion binding|enzyme binding|NAD-dependent histone deacetylase activity (H3-K14 specific)|NAD+ binding|NAD-dependent histone deacetylase activity (H3-K14 specific)|,5,9,4.72E+08,0.215,0.195748531,0.022666667,8.885806684,-0.119,0.129246661,-1.729624923,0.0365,0.116,0.094,-0.082,0.077,-0.1055,NC,0,,,
0.109,0.063,0.13,-0.024,-0.1015,-0.0165,-0.038,-0.122,-0.0435,P61202-2,P61202,Cops2,1,8,5,5,P61202-2|P61202|A2AQE4,MOUSE,52746,14.8,1697,1697.1,66.08,66.08,NA,443,Isoform 2 of COP9 signalosome complex subunit 2,nucleus|cytoplasm|COP9 signalosome|,"cell proliferation|cullin deneddylation|skeletal muscle cell differentiation|negative regulation of transcription, DNA-templated|",transcription corepressor activity|protein binding|,5,8,8.74E+08,0.148,0.618769636,0.020666667,2.678948515,-0.037666667,0.539641261,-0.64621261,0.0165,0.069,0.033,0.074,-0.02,-0.0485,undefined,0,,,
-0.187,-0.297,-0.295,-0.047,-0.1765,-0.1015,-0.208,-0.215,-0.2435,Q2YDW2,Q2YDW2,Msto1,1,5,5,5,Q2YDW2|E9PUB7|Q2YDW2-2|D3YX87,MOUSE,61856.9,8.4,1698,1698.1,66.02,66.02,NA,556,Protein misato homolog 1,cytoplasm|mitochondrial outer membrane|,mitochondrion organization|metabolic process|mitochondrion distribution|,GTPase activity|,5,5,1.04E+08,0.084,0.067786276,0.027666667,14.62201393,-0.175,0.034498373,-2.645908287,0.0275,0.13,0.188,-0.083,0.004,-0.1005,NC,0,,,
-0.554,-0.454,-0.478,-0.53,-0.2345,-0.3755,-0.539,-0.122,-0.3125,Q920R0,Q920R0,Als2,1,15,7,7,Q920R0|Q920R0-2,MOUSE,184331.7,5.2,1699,1699.1,65.96,65.96,NA,1651,Alsin,ruffle|nucleus|cytoplasm|early endosome|centrosome|cytosol|postsynaptic density|membrane|lamellipodium|axon|dendrite|growth cone|vesicle|neuronal cell body|dendritic spine|protein complex|centrosome|,"behavioral fear response|in utero embryonic development|receptor recycling|response to oxidative stress|endosome organization|lysosomal transport|axonogenesis|neuromuscular junction development|locomotory behavior|protein localization|cell death|vesicle organization|endosomal transport|Rac protein signal transduction|regulation of Rho protein signal transduction|synaptic transmission, glutamatergic|regulation of GTPase activity|positive regulation of GTPase activity|positive regulation of protein kinase activity|neuron projection morphogenesis|regulation of endosome size|protein homooligomerization|positive regulation of protein serine/threonine kinase activity|",GTPase activator activity|protein binding|Rab guanyl-nucleotide exchange factor activity|Rab GTPase binding|Rac guanyl-nucleotide exchange factor activity|identical protein binding|protein homodimerization activity|protein serine/threonine kinase activator activity|Rac GTPase binding|guanyl-nucleotide exchange factor activity|,7,15,3.41E+09,0.052,0.015460872,0.058,22.62749014,-0.392333333,0.005460734,-4.048572367,0.4065,0.105,0.251,-0.236,-0.159,-0.0195,undefined,0,,,
-0.194,0.015,-0.214,-0.073,0.0885,-0.1275,-0.056,0.056,-0.2095,Q8BGS2,Q8BGS2,Bola2,1,7,5,5,Q8BGS2|Q8BGS2-2,MOUSE,10328.5,74.4,1700,1700.1,65.67,65.67,NA,86,BolA-like protein 2,NA,NA,NA,5,7,1.33E+09,0.744,0.471869916,-0.008333333,4.157389741,-0.063,0.383937936,-0.931506639,0.0375,-0.067,0.099,-0.11,-0.007,-0.0025,NC,0,,,
0.322,0.469,0.554,0.244,0.2355,0.3295,0.258,0.435,0.3585,Q8BIW1,Q8BIW1,Prune1,1,10,7,7,Q8BIW1,MOUSE,50923.3,22.2,1701,1701.1,65.49,65.49,NA,454,Exopolyphosphatase PRUNE1,nucleus|cytoplasm|focal adhesion|,polyphosphate catabolic process|,exopolyphosphatase activity|inorganic diphosphatase activity|metal ion binding|,7,10,2.27E+11,0.222,0.004776527,-0.023,28.8649549,0.304333333,0.001298687,5.296118836,-0.1315,-0.174,-0.22,0.182,0.12,0.0855,undefined,2,,,
0.088,0.064,-0.041,0.088,0.1355,0.1755,0.241,0.213,0.1765,Q80TL7-2,Q80TL7,Mon2,1,10,8,8,Q80TL7-2|B9EKJ3|Q80TL7|A0A1W2P878,MOUSE,190445.1,5.6,1702,1702.1,65.4,65.4,NA,1715,Isoform 2 of Protein MON2 homolog,trans-Golgi network|extracellular exosome|,Golgi to endosome transport|protein transport|vesicle-mediated transport|positive regulation of GTPase activity|,ARF guanyl-nucleotide exchange factor activity|,8,10,1.41E+09,0.056,0.108740995,0.001,12.06644746,0.155666667,0.062137711,2.235854915,-0.0545,-0.119,-0.057,-0.038,0.114,0.1605,undefined,0,,,
-0.32,-0.411,-0.328,-0.133,-0.2875,-0.1265,-0.262,-0.329,-0.2505,Q8R3K3,Q8R3K3,Ptcd2,1,8,6,6,Q8R3K3,MOUSE,44470.3,15.2,1703,1703.1,65.39,65.39,NA,381,"Pentatricopeptide repeat-containing protein 2, mitochondrial",mitochondrion|,kidney development|liver development|mRNA processing|mitochondrion organization|heart development|regulation of gene expression|muscle fiber development|regulation of mRNA processing|ventricular cardiac muscle tissue morphogenesis|,poly(A) RNA binding|,6,8,2.44E+09,0.152,0.01257148,0.017333333,23.72557491,-0.261666667,0.004240748,-4.240503563,0.1135,0.209,0.122,-0.177,-0.049,-0.1145,NC,0,,,
-0.117,-0.09,0.104,-0.278,-0.2895,-0.2125,-0.33,-0.253,0.0985,Q64514,Q64514,Tpp2,1,8,7,7,Q64514|Q64514-2|A0A087WRC0|Q05DJ9,MOUSE,141416.7,5.5,1704,1704.1,65.37,65.37,NA,1262,Tripeptidyl-peptidase 2,nucleus|nucleoplasm|cytoplasm|,proteolysis|,aminopeptidase activity|serine-type endopeptidase activity|,7,8,2.97E+08,0.055,0.683941315,-0.001,2.146196718,-0.053666667,0.610070926,-0.535050734,0.1255,0.124,-0.172,0.074,-0.11,-0.0475,NC,0,,,
0.31,0.248,0.294,0.102,0.0215,-0.0025,0.048,0.053,0.0525,P35979,P35979,Rpl12,1,12,5,5,P35979|F8VQK7,MOUSE,17975.4,45.4,1705,1705.1,65.34,65.34,NA,165,60S ribosomal protein L12,focal adhesion|membrane|cytosolic large ribosomal subunit|extracellular exosome|,translation|,structural constituent of ribosome|poly(A) RNA binding|,5,12,4.89E+09,0.454,0.159290049,5.00E-04,10.0254579,0.128666667,0.099415525,1.911552094,-0.0935,-0.048,-0.05,0.179,0.017,-0.0015,undefined,0,,,
-0.214,-0.404,-0.314,-0.273,-0.1975,-0.1655,-0.261,-0.329,-0.2685,E9Q9G8,E9Q9G8,Ift122,1,8,8,8,E9Q9G8|Q6NWV3-2|Q6NWV3|S4R282,MOUSE,143597.8,8.2,1706,1706.1,65.29,65.29,NA,1241,Intraflagellar transport protein 122 homolog,cytoplasm|membrane|intraciliary transport particle A|,dorsal/ventral pattern formation|cilium assembly|embryonic digit morphogenesis|negative regulation of epithelial cell proliferation|cilium morphogenesis|ciliary receptor clustering involved in smoothened signaling pathway|smoothened signaling pathway involved in dorsal/ventral neural tube patterning|protein localization to cilium|,NA,8,8,4.02E+08,0.082,0.031520423,0.0135,18.81219123,-0.206666667,0.013145614,-3.346098561,0.1175,0.182,0.051,-0.113,-0.031,-0.1255,undefined,0,,,
