,id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
2313,D3Z4P2,4.31E-05,-0.167333333,60.35811351,1.54,9.21E-07,14.15690531,-1.014,-0.808,-0.99,0.779,0.511,0.518,D3Z4P2,Lman2l,D3Z4P2_Lman2l,D3Z4P2,Lman2l,1,14,5,5,D3Z4P2|P59481,MOUSE,41322.9,11.1,1830,1830.1,49.84,49.84,NA,358,"Lectin, mannose-binding 2-like, isoform CRA_b",endoplasmic reticulum membrane|Golgi apparatus|,protein transport|,,5,14,1.56E+09,11.10%
842,Q9DC23,2.09E-05,-0.154833333,65.69469828,1.529666667,2.69E-07,16.7007388,-0.949,-0.825,-0.985,0.7,0.509,0.621,Q9DC23,Dnajc10,Q9DC23_Dnajc10,Q9DC23,Dnajc10,1,28,19,19,Q9DC23,MOUSE,91950.7,30.7,516,516.1,231.56,231.56,NA,793,DnaJ homolog subfamily C member 10,endoplasmic reticulum|endoplasmic reticulum lumen|membrane|endoplasmic reticulum chaperone complex|,negative regulation of protein phosphorylation|ER-associated ubiquitin-dependent protein catabolic process|positive regulation of ATPase activity|protein folding in endoplasmic reticulum|response to endoplasmic reticulum stress|cell redox homeostasis|oxidation-reduction process|intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress|,"ATPase activator activity|protein binding|protein disulfide oxidoreductase activity|disulfide oxidoreductase activity|oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|Hsp70 protein binding|chaperone binding|ATPase binding|misfolded protein binding|",19,28,2.51E+09,30.70%
791,Q3TML0,6.42E-05,-0.046833333,57.62526207,1.528333333,1.73E-06,12.99948709,-0.762,-0.763,-0.908,0.771,0.495,0.886,Q3TML0,Pdia6,Q3TML0_Pdia6,Q3TML0,Pdia6,1,57,18,1,Q3TML0|Q0V8C4,MOUSE,49087.6,50.7,479,479.1,246.3,17.79,NA,445,Protein disulfide-isomerase A6,endoplasmic reticulum-Golgi intermediate compartment|extracellular exosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|,protein disulfide isomerase activity|,18,57,1.21E+10,50.70%
1255,Q6PGJ3,4.55E-05,-0.198833333,60.03679996,1.524333333,9.92E-07,14.01601541,-0.896,-0.949,-1.038,0.713,0.607,0.37,Q6PGJ3,L1cam,Q6PGJ3_L1cam,Q6PGJ3,L1cam,1,21,11,11,Q6PGJ3|A2AFG8|A2AFG7|P11627,MOUSE,141883.8,13.8,851,851.1,148.57,148.57,NA,1259,L1 cell adhesion molecule,focal adhesion|external side of plasma membrane|cell surface|membrane|presynaptic membrane|terminal bouton|,homophilic cell adhesion via plasma membrane adhesion molecules|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|leukocyte cell-cell adhesion|cell surface receptor signaling pathway|axon guidance|positive regulation of cell-cell adhesion|neuron projection development|cell-cell adhesion mediated by integrin|homotypic cell-cell adhesion|positive regulation of calcium-mediated signaling|,integrin binding|protein binding|sialic acid binding|identical protein binding|protein self-association|,11,21,1.14E+09,13.80%
1947,E9Q4X2,3.83E-05,-0.276333333,61.17887065,1.523333333,7.62E-07,14.52282556,-1.156,-1.099,-0.859,0.421,0.46,0.575,E9Q4X2,Uggt2,E9Q4X2_Uggt2,E9Q4X2,Uggt2,1,11,9,9,E9Q4X2,MOUSE,173504.7,6.2,1478,1478.1,72.29,72.29,NA,1504,UDP-glucose glycoprotein glucosyltransferase 2,,protein glycosylation|UDP-glucosylation|,UDP-glucose:glycoprotein glucosyltransferase activity|,9,11,4.83E+09,6.20%
748,Q69ZU6,1.14E-05,-0.162666667,70.28836408,1.520666667,9.36E-08,19.23318903,-0.886,-0.888,-0.995,0.609,0.593,0.591,Q69ZU6,Thsd7a,Q69ZU6_Thsd7a,Q69ZU6,Thsd7a,1,37,22,22,E9QNR5|E9PWD2|Q69ZU6,MOUSE,191111.8,18.7,445,445.1,259,259,NA,1645,Thrombospondin type-1 domain-containing protein 7A,plasma membrane|integral component of membrane|extracellular exosome|,angiogenesis|cell differentiation|,,22,37,1.96E+09,18.70%
2237,G5E8J0,0.000136405,-0.216833333,53.06792184,1.517666667,4.93E-06,11.26112768,-1.1,-1.079,-0.748,0.454,0.42,0.752,G5E8J0,Notch2,G5E8J0_Notch2,G5E8J0,Notch2,1,7,6,6,G5E8J0|O35516|O35516-2,MOUSE,279492.6,3,1756,1756.1,53.27,53.27,NA,2473,Neurogenic locus notch homolog protein 2,nucleus|integral component of plasma membrane|cell surface|receptor complex|,pulmonary valve morphogenesis|cell cycle arrest|Notch signaling pathway|negative regulation of cell proliferation|cell growth|cell differentiation|positive regulation of Ras protein signal transduction|bone remodeling|regulation of developmental process|atrial septum morphogenesis|,calcium ion binding|,6,7,1.41E+08,3.00%
1258,Q8VEH8,1.38E-05,-0.178,68.76521554,1.516,1.33E-07,18.35523285,-0.882,-0.916,-1.01,0.619,0.519,0.602,Q8VEH8,Erlec1,Q8VEH8_Erlec1,Q8VEH8,Erlec1,1,24,10,10,Q8VEH8,MOUSE,55704,27.7,854,854.1,147.72,147.72,NA,483,Endoplasmic reticulum lectin 1,endoplasmic reticulum lumen|,"ER-associated ubiquitin-dependent protein catabolic process|negative regulation of retrograde protein transport, ER to cytosol|",glycoprotein binding|,10,24,3.41E+09,27.70%
2502,Q9WTK3,0.000422894,5.00E-04,47.14103705,1.511,1.93E-05,9.312482746,-0.905,-0.569,-0.791,1.034,0.438,0.796,Q9WTK3,Gpaa1,Q9WTK3_Gpaa1,Q9WTK3,Gpaa1,1,7,3,3,Q9WTK3|E9PW03,MOUSE,68289.7,5.3,2018,2018.1,41.8,41.8,NA,621,Glycosylphosphatidylinositol anchor attachment 1 protein,integral component of plasma membrane|membrane|GPI-anchor transamidase complex|,GPI anchor biosynthetic process|,GPI-anchor transamidase activity|GPI anchor binding|,3,7,4.27E+08,5.30%
1429,Q640L3-2,2.18E-05,-0.146333333,64.9360868,1.502,3.21E-07,16.31446296,-0.861,-0.949,-0.882,0.63,0.473,0.711,Q640L3,Ccpg1,Q640L3-2_Ccpg1,Q640L3-2,Ccpg1,1,22,13,13,Q640L3-2|D3Z7R9|Q640L3|Q640L3-3,MOUSE,92733.4,19.4,1010,1010.1,123.3,123.3,NA,753,Isoform 2 of Cell cycle progression protein 1,membrane|integral component of membrane|,cell cycle|positive regulation of cell proliferation|positive regulation of cell cycle|positive regulation of transcription from RNA polymerase II promoter|regulation of Rho guanyl-nucleotide exchange factor activity|,protein binding|,13,22,1.33E+09,19.40%
62,Q9JI18,2.19E-05,-0.217333333,64.76949045,1.484,3.33E-07,16.23077898,-1.086,-0.953,-0.839,0.504,0.513,0.557,Q9JI18,NotFound,Q9JI18_NotFound,Q9JI18,Lrp1b,1,221,107,101,Q9JI18|A2API5|E9Q202|A0A087WPQ4,MOUSE,533366.2,27.5,19,19.2,1447.77,1382.58,NA,4599,Low-density lipoprotein receptor-related protein 1B,membrane|integral component of membrane|receptor complex|,receptor-mediated endocytosis|,low-density lipoprotein receptor activity|calcium ion binding|protein binding|low-density lipoprotein particle receptor binding|,101,221,4.13E+10,26.80%
398,P70302,6.81E-05,-0.0895,57.14207049,1.463666667,1.93E-06,12.80419933,-0.828,-0.656,-0.98,0.727,0.493,0.707,P70302,Stim1,P70302_Stim1,P70302,Stim1,1,50,20,20,A0A1B0GRA5|P70302|A0A1B0GR78,MOUSE,77850.5,31.8,218,218.2,257.23,248.17,NA,685,Stromal interaction molecule 1,endoplasmic reticulum|microtubule|integral component of plasma membrane|integral component of endoplasmic reticulum membrane|cortical endoplasmic reticulum|protein complex|,store-operated calcium entry|detection of calcium ion|cation transport|myotube differentiation|activation of store-operated calcium channel activity|regulation of calcium ion transport|enamel mineralization|,protease binding|calcium channel regulator activity|calcium ion binding|protein binding|identical protein binding|microtubule plus-end binding|,20,50,9.26E+09,29.40%
274,Q8CJH3,1.75E-05,-0.1575,67.35306119,1.456333333,1.84E-07,17.57573462,-0.937,-0.88,-0.84,0.582,0.494,0.636,Q8CJH3,Plxnb1,Q8CJH3_Plxnb1,Q8CJH3,Plxnb1,1,131,41,41,Q8CJH3|Q9QY40,MOUSE,234738.4,27.2,129,129.1,602.28,602.28,NA,2119,Plexin-B1,semaphorin receptor complex|integral component of plasma membrane|,negative regulation of cell adhesion|regulation of cell shape|positive regulation of phosphatidylinositol 3-kinase signaling|negative regulation of osteoblast proliferation|positive regulation of GTPase activity|ossification involved in bone maturation|neuron projection morphogenesis|positive regulation of axonogenesis|regulation of cytoskeleton organization|semaphorin-plexin signaling pathway|semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis|,protein binding|semaphorin receptor activity|GTPase activating protein binding|,43,131,2.90E+10,27.20%
2394,Q80Y,0.000776884,0.043833333,43.81091661,1.452333333,4.16E-05,8.43333007,-0.438,-0.78,-0.829,1.014,0.431,0.865,Q80Y,NotFound,Q80Y_NotFound,Q80Y,Tnc,1,6,6,6,Q80Y|Q80Y-2|Q80Y-3|Q80Y-4|Q80Y-5|Q80YX0,MOUSE,237451.3,3,1911,1911.1,46.47,46.47,NA,2110,Tenascin,extracellular region|basement membrane|interstitial matrix|extracellular space|focal adhesion|membrane|extracellular matrix|extracellular matrix|,osteoblast differentiation|cell adhesion|neuromuscular junction development|positive regulation of cell proliferation|positive regulation of gene expression|peripheral nervous system axon regeneration|mesenchymal-epithelial cell signaling involved in prostate gland development|prostate gland epithelium morphogenesis|,fibronectin binding|syndecan binding|,6,6,1.06E+08,3.00%
2905,Q6PD26,0.000315923,-0.159666667,48.75955003,1.446,1.33E-05,9.81282464,-1.098,-0.923,-0.627,0.736,0.36,0.594,Q6PD26,Pigs,Q6PD26_Pigs,Q6PD26,Pigs,1,4,2,2,Q6PD26,MOUSE,61823.5,5.2,2418,2418.1,27.38,27.38,NA,555,GPI transamidase component PIG-S,membrane|GPI-anchor transamidase complex|,attachment of GPI anchor to protein|,GPI-anchor transamidase activity|,2,4,2.27E+08,5.20%
1199,Q8VBZ3,1.85E-05,-0.212,66.42579527,1.443333333,2.28E-07,17.0812336,-0.956,-1.001,-0.844,0.51,0.56,0.459,Q8VBZ3,Clptm1,Q8VBZ3_Clptm1,Q8VBZ3,Clptm1,1,27,12,12,Q8VBZ3,MOUSE,75631.6,26.5,814,814.1,157.91,157.91,NA,664,Cleft lip and palate transmembrane protein 1 homolog,external side of plasma membrane|membrane|integral component of membrane|,multicellular organismal development|cell differentiation|regulation of T cell differentiation in thymus|,,12,27,9.51E+09,26.50%
1216,Q9D024,4.09E-05,-0.149833333,60.70921422,1.437666667,8.49E-07,14.31236856,-0.901,-0.963,-0.742,0.563,0.458,0.686,Q9D024,Ccdc47,Q9D024_Ccdc47,Q9D024,Ccdc47,1,26,11,11,Q9D024|Q9D024-2|Q9D024-3,MOUSE,56128.1,28.5,827,827.1,155.51,155.51,NA,483,Coiled-coil domain-containing protein 47,endoplasmic reticulum|rough endoplasmic reticulum|membrane|integral component of membrane|,osteoblast differentiation|ER overload response|endoplasmic reticulum organization|post-embryonic development|ER-associated ubiquitin-dependent protein catabolic process|calcium ion homeostasis|,calcium ion binding|poly(A) RNA binding|,11,26,5.16E+09,28.50%
839,Q61361,3.78E-05,-0.198166667,61.30607845,1.435666667,7.40E-07,14.58032547,-0.74,-0.985,-1.023,0.506,0.522,0.531,Q61361,Bcan,Q61361_Bcan,Q61361,Bcan,1,32,20,20,Q61361,MOUSE,97353.7,23.7,513,513.1,232.91,232.91,NA,883,Brevican core protein,proteinaceous extracellular matrix|extracellular space|dendrite|anchored component of membrane|synapse|,skeletal system development|cell adhesion|central nervous system development|hippocampus development|regulation of neuronal synaptic plasticity|,hyaluronic acid binding|carbohydrate binding|,20,32,5.36E+09,23.70%
1865,Q6ZQI3,0.000115988,-0.036,54.08787126,1.422,3.90E-06,11.63069792,-0.718,-0.784,-0.739,0.854,0.416,0.755,Q6ZQI3,Mlec,Q6ZQI3_Mlec,Q6ZQI3,Mlec,1,14,6,6,Q6ZQI3,MOUSE,32512.6,23,1402,1402.1,78.34,78.34,NA,291,Malectin,endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|,carbohydrate metabolic process|,enzyme binding|carbohydrate binding|,6,14,4.72E+09,23.00%
992,Q00623,0.005029894,-0.0725,34.39643348,1.417666667,0.000363376,6.138188091,-0.863,-0.834,-0.647,0.254,1.209,0.446,Q00623,Apoa1,Q00623_Apoa1,Q00623,Apoa1,1,42,16,16,Q00623,MOUSE,30615,50,639,639.1,195.03,195.03,NA,264,Apolipoprotein A-I,extracellular region|extracellular space|nucleus|cytosol|cell surface|endocytic vesicle|cytoplasmic vesicle|very-low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,regulation of protein phosphorylation|endothelial cell proliferation|negative regulation of cytokine secretion involved in immune response|phospholipid metabolic process|phosphatidylcholine biosynthetic process|cholesterol biosynthetic process|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|response to nutrient|cholesterol metabolic process|glucocorticoid metabolic process|negative regulation of tumor necrosis factor-mediated signaling pathway|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|negative regulation of very-low-density lipoprotein particle remodeling|protein oxidation|peptidyl-methionine modification|triglyceride catabolic process|lipid storage|regulation of intestinal cholesterol absorption|cholesterol transport|adrenal gland development|organ regeneration|regulation of Cdc42 protein signal transduction|cholesterol efflux|phospholipid efflux|negative regulation of heterotypic cell-cell adhesion|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|positive regulation of Rho protein signal transduction|lipoprotein biosynthetic process|response to drug|cholesterol homeostasis|blood vessel endothelial cell migration|response to estrogen|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|negative regulation of interleukin-1 beta secretion|negative regulation of inflammatory response|protein stabilization|negative chemotaxis|positive regulation of lipoprotein lipase activity|vitamin transport|positive regulation of hydrolase activity|negative regulation of hydrolase activity|positive regulation of stress fiber assembly|phospholipid homeostasis|negative regulation of lipase activity|negative regulation of cell adhesion molecule production|negative regulation of response to cytokine stimulus|triglyceride homeostasis|cholesterol import|positive regulation of substrate adhesion-dependent cell spreading|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|phospholipid transporter activity|high-density lipoprotein particle binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|apolipoprotein receptor binding|apolipoprotein A-I receptor binding|identical protein binding|chemorepellent activity|lipase inhibitor activity|phosphatidylcholine-sterol O-acyltransferase activator activity|high-density lipoprotein particle receptor binding|lipoprotein particle binding|cholesterol transporter activity|,16,42,6.38E+09,50.00%
2133,P07214,0.000259011,-0.037166667,49.74452818,1.412333333,1.06E-05,10.12858796,-0.514,-0.913,-0.803,0.691,0.466,0.85,P07214,Sparc,P07214_Sparc,P07214,Sparc,1,10,6,6,A0A1L1SSH9|P07214|Q5NCU4,MOUSE,35305.2,21.5,1654,1654.1,59.21,59.21,NA,302,SPARC,proteinaceous extracellular matrix|basement membrane|extracellular space|cell surface|nuclear matrix|platelet alpha granule|platelet alpha granule membrane|,negative regulation of endothelial cell proliferation|signal transduction|heart development|response to gravity|response to lead ion|positive regulation of endothelial cell migration|negative regulation of angiogenesis|regulation of cell morphogenesis|lung development|response to lipopolysaccharide|response to L-ascorbic acid|response to cytokine|wound healing|regulation of cell proliferation|response to peptide hormone|response to ethanol|response to cadmium ion|inner ear development|response to glucocorticoid|response to cAMP|response to calcium ion|bone development|cellular response to growth factor stimulus|,calcium ion binding|collagen binding|extracellular matrix binding|,6,10,8.12E+08,21.50%
78,P70227,5.13E-05,-0.2035,59.15060309,1.401,1.22E-06,13.63417906,-0.992,-0.987,-0.733,0.592,0.451,0.448,P70227,Itpr3,P70227_Itpr3,P70227,Itpr3,1,30,29,20,P70227,MOUSE,307122.1,12.8,26,26.4,375.09,259.96,NA,2670,"Inositol 1,4,5-trisphosphate receptor type 3",nucleus|nucleoplasm|nucleolus|cytoplasm|endoplasmic reticulum membrane|plasma membrane|integral component of plasma membrane|membrane|receptor complex|,calcium ion transport|memory|inositol phosphate-mediated signaling|sensory perception of bitter taste|sensory perception of sweet taste|sensory perception of umami taste|response to calcium ion|long-term synaptic potentiation|calcium ion transport into cytosol|calcium ion transmembrane transport|,"intracellular ligand-gated calcium channel activity|inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|protein binding|phosphatidylinositol binding|inositol 1,4,5 trisphosphate binding|",20,30,1.22E+09,10.60%
1990,Q61543,3.68E-05,-0.1645,61.49259576,1.399666667,7.09E-07,14.66502039,-0.912,-0.93,-0.751,0.563,0.421,0.622,Q61543,Glg1,Q61543_Glg1,Q61543,Glg1,1,8,6,6,Q61543,MOUSE,137611.2,8.1,1517,1517.1,68.8,68.8,NA,1175,Golgi apparatus protein 1,Golgi membrane|proteinaceous extracellular matrix|Golgi apparatus|plasma membrane|membrane|integral component of membrane|extracellular exosome|,negative regulation of protein processing|negative regulation of transforming growth factor beta receptor signaling pathway|regulation of chondrocyte differentiation|bone morphogenesis|,,6,8,1.66E+08,8.10%
2470,Q9R1V7-2,5.43E-05,-0.202833333,58.53447683,1.390333333,1.40E-06,13.37443205,-0.782,-1.006,-0.906,0.341,0.549,0.587,Q9R1V7,Adam23,Q9R1V7-2_Adam23,Q9R1V7-2,Adam23,1,6,4,4,Q9R1V7-2|Q9R1V7|Q9R1V7-3|Q9R1V7-4,MOUSE,94276.6,5.4,1986,1986.1,43.3,43.3,NA,829,Isoform Beta of Disintegrin and metalloproteinase domain-containing protein 23,extracellular region|plasma membrane|integral component of membrane|,proteolysis|cell adhesion|,metalloendopeptidase activity|protein binding|zinc ion binding|,4,6,3.20E+08,5.40%
1840,Q3TDQ1,2.22E-05,-0.153666667,64.63769153,1.380666667,3.44E-07,16.16486323,-0.882,-0.863,-0.787,0.629,0.458,0.523,Q3TDQ1,Stt3b,Q3TDQ1_Stt3b,Q3TDQ1,Stt3b,1,14,8,8,A0A0R4J0D3|Q3TDQ1,MOUSE,93814.5,9.7,1378,1378.1,80.64,80.64,NA,823,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,endoplasmic reticulum|oligosaccharyltransferase complex|membrane|integral component of membrane|,glycoprotein catabolic process|response to unfolded protein|protein N-linked glycosylation via asparagine|ER-associated ubiquitin-dependent protein catabolic process|co-translational protein modification|post-translational protein modification|,dolichyl-diphosphooligosaccharide-protein glycotransferase activity|dolichyl-diphosphooligosaccharide-protein glycotransferase activity|,8,14,1.15E+09,9.70%
2088,Q9CYN9,6.81E-05,-0.171,57.17479185,1.358666667,1.92E-06,12.81733827,-0.776,-0.934,-0.841,0.651,0.542,0.332,Q9CYN9,Atp6ap2,Q9CYN9_Atp6ap2,Q9CYN9,Atp6ap2,1,6,4,4,Q9CYN9,MOUSE,39091.2,15.7,1610,1610.1,61.65,61.65,NA,350,Renin receptor,external side of plasma membrane|integral component of membrane|neuron projection|cell body|extracellular exosome|,angiotensin maturation|rostrocaudal neural tube patterning|positive regulation of Wnt signaling pathway|positive regulation of transforming growth factor beta1 production|regulation of MAPK cascade|eye pigmentation|head morphogenesis|,aspartic-type endopeptidase activity|receptor activity|enzyme binding|,4,6,3.99E+08,15.70%
1871,Q9DBH5,0.000379979,-0.193166667,47.72295633,1.358333333,1.69E-05,9.489782533,-1.102,-0.933,-0.582,0.577,0.345,0.536,Q9DBH5,Lman2,Q9DBH5_Lman2,Q9DBH5,Lman2,1,9,6,6,Q9DBH5,MOUSE,40771.4,18.7,1408,1408.1,77.8,77.8,NA,358,Vesicular integral-membrane protein VIP36,Golgi membrane|extracellular space|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of plasma membrane|cell surface|extracellular exosome|,"retrograde vesicle-mediated transport, Golgi to ER|protein transport|positive regulation of phagocytosis|",glycoprotein binding|mannose binding|carbohydrate binding|heat shock protein binding|metal ion binding|,6,9,1.86E+09,18.70%
1473,Q0VBD0,0.00013371,-0.181666667,53.21376593,1.354,4.77E-06,11.31331651,-0.78,-1.095,-0.701,0.448,0.447,0.591,Q0VBD0,Itgb8,Q0VBD0_Itgb8,Q0VBD0,Itgb8,1,15,11,11,Q0VBD0,MOUSE,87598.2,16.9,1050,1050.1,117.25,117.25,NA,767,Integrin beta,cell surface|integrin alphav-beta8 complex|extracellular exosome|,ganglioside metabolic process|cell-matrix adhesion|integrin-mediated signaling pathway|positive regulation of gene expression|negative regulation of gene expression|cartilage development|,receptor activity|extracellular matrix protein binding|,11,15,9.67E+08,16.90%
2812,Q8CI59-2,6.81E-05,-0.169,57.19313006,1.349333333,1.91E-06,12.82470723,-0.789,-0.764,-0.978,0.648,0.487,0.382,Q8CI59,Steap3,Q8CI59-2_Steap3,Q8CI59-2,Steap3,1,2,2,2,Q8CI59-2|E9QN92|Q8CI59|A0A0R4J1G9,MOUSE,59099.6,5.5,2325,2325.1,30.57,30.57,NA,488,Isoform 2 of Metalloreductase STEAP3,endosome|multivesicular body|plasma membrane|integral component of plasma membrane|endosome membrane|,iron ion transport|apoptotic process|cell cycle|protein secretion|copper ion import|iron ion homeostasis|oxidation-reduction process|ferric iron import into cell|positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|exosomal secretion|,ferric-chelate reductase activity|cupric reductase activity|metal ion binding|ferric-chelate reductase (NADPH) activity|,2,2,26600000,5.50%
1537,Q8BQ47,4.74E-05,-0.004166667,59.71288055,1.343666667,1.07E-06,13.87530783,-0.723,-0.657,-0.648,0.774,0.506,0.723,Q8BQ47,Cnpy4,Q8BQ47_Cnpy4,Q8BQ47,Cnpy4,1,19,7,7,Q8BQ47,MOUSE,28492.6,32.6,1105,1105.1,110.61,110.61,NA,245,Protein canopy homolog 4,extracellular region|,regulation of protein localization|,receptor binding|,7,19,3.99E+09,32.60%
669,P70663,5.01E-05,-0.095166667,59.31141562,1.343,1.17E-06,13.70274129,-0.868,-0.717,-0.715,0.629,0.434,0.666,P70663,Sparcl1,P70663_Sparcl1,P70663,Sparcl1,1,50,22,22,P70663,MOUSE,73141.8,40.7,387,387.1,291.87,291.87,NA,650,SPARC-like protein 1,proteinaceous extracellular matrix|extracellular space|extracellular exosome|,signal transduction|,calcium ion binding|,22,50,1.10E+10,40.70%
1688,Q60715,0.000330517,-0.139833333,48.41518687,1.342333333,1.44E-05,9.704468923,-1.095,-0.738,-0.6,0.504,0.435,0.655,Q60715,P4ha1,Q60715_P4ha1,Q60715,P4ha1,1,12,9,9,Q60715|Q60715-2|E9Q7B0,MOUSE,61194.2,21.7,1237,1237.1,95.4,95.4,NA,534,Prolyl 4-hydroxylase subunit alpha-1,mitochondrion|endoplasmic reticulum|endoplasmic reticulum lumen|membrane|procollagen-proline 4-dioxygenase complex|intracellular membrane-bounded organelle|,peptidyl-proline hydroxylation to 4-hydroxy-L-proline|collagen fibril organization|oxidation-reduction process|,"procollagen-proline 4-dioxygenase activity|iron ion binding|oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen|L-ascorbic acid binding|procollagen-proline 4-dioxygenase activity|",9,12,9.54E+08,21.70%
3189,Q9WUU7,0.000783925,0.086,43.72452801,1.336666667,4.24E-05,8.327097579,-0.455,-0.665,-0.627,0.682,0.475,1.106,Q9WUU7,Ctsz,Q9WUU7_Ctsz,Q9WUU7,Ctsz,1,3,2,2,Q9WUU7,MOUSE,34680.3,7.1,2716,2716.1,20.49,20.49,NA,306,Cathepsin Z,extracellular space|lysosome|endoplasmic reticulum|intracellular membrane-bounded organelle|extracellular exosome|,proteolysis involved in cellular protein catabolic process|epithelial tube branching involved in lung morphogenesis|,cysteine-type endopeptidase activity|,2,3,75400000,7.10%
2351,Q3TAA8,5.16E-05,-0.173166667,59.02135645,1.335,1.25E-06,13.57930615,-0.704,-0.989,-0.829,0.557,0.448,0.478,Q3TAA8,Pigu,Q3TAA8_Pigu,Q3TAA8,Pigu,1,4,3,3,Q3TAA8|Q8K358,MOUSE,50292.9,8.7,1868,1868.1,48.42,48.42,NA,435,Phosphatidylinositol glycan anchor biosynthesis class U protein,plasma membrane|membrane|GPI-anchor transamidase complex|,GPI anchor biosynthetic process|attachment of GPI anchor to protein|regulation of JAK-STAT cascade|,GPI-anchor transamidase activity|GPI anchor binding|,3,4,3.42E+08,8.70%
397,P83093,0.000110941,-0.137833333,54.39590779,1.334333333,3.63E-06,11.74444593,-0.818,-0.876,-0.721,0.434,0.406,0.748,P83093,Stim2,P83093_Stim2,P83093,Stim2,1,89,32,31,P83093|I1E4X8,MOUSE,84779.2,44.6,218,218.1,431.11,411.95,NA,746,Stromal interaction molecule 2,endoplasmic reticulum|endoplasmic reticulum membrane|plasma membrane|integral component of membrane|,cellular calcium ion homeostasis|activation of store-operated calcium channel activity|positive regulation of calcium ion transport|calcium ion transmembrane transport|,calcium channel regulator activity|calcium ion binding|protein binding|store-operated calcium channel activity|,32,89,2.09E+10,44.60%
354,E9QM38,0.000807623,-0.009166667,43.50228414,1.333,4.46E-05,8.266135802,-0.587,-0.698,-0.742,0.521,0.414,1.037,E9QM38,Slc12a2,E9QM38_Slc12a2,E9QM38,Slc12a2,1,103,34,34,E9QM38|P55012|P55014|P55014-4|P55014-3|A2AQ50|A2AQ51|A2AQ52|P55014-2,MOUSE,131407.2,30.9,189,189.1,477.66,477.66,NA,1206,Solute carrier family 12 member 2,integral component of membrane|basolateral plasma membrane|apical plasma membrane|extracellular exosome|extracellular vesicle|,ammonium transport|transepithelial chloride transport|multicellular organism growth|detection of mechanical stimulus involved in sensory perception of sound|branching involved in mammary gland duct morphogenesis|mammary duct terminal end bud growth|transepithelial ammonium transport|ammonium transmembrane transport|chloride transmembrane transport|,protein binding|ammonium transmembrane transporter activity|cation:chloride symporter activity|,34,103,3.33E+10,30.90%
2778,Q2TA57,0.000261249,-0.2255,49.67624743,1.327666667,1.08E-05,10.10641582,-1.174,-0.723,-0.771,0.467,0.352,0.496,Q2TA57,Asphd1,Q2TA57_Asphd1,Q2TA57,Asphd1,1,5,3,3,Q2TA57|Q2TA57-2,MOUSE,38949.7,10.8,2292,2292.1,31.54,31.54,NA,360,Aspartate beta-hydroxylase domain-containing protein 1,integral component of membrane|,peptidyl-amino acid modification|oxidation-reduction process|,dioxygenase activity|,3,5,1.13E+08,10.80%
