Brain_Searched, 126:127, XBirA_2:No_BirA_6	Brain_Searched, 126:128, XBirA_2:No_BirA_5	Brain_Searched, 126:129, XBirA_2:XBirA_3	Brain_Searched, 126:130, XBirA_2:XBirA_1	Brain_Searched, 126:131, XBirA_2:No_BirA_4	Brain_Searched, 127:126, No_BirA_6:XBirA_2	Brain_Searched, 127:128, No_BirA_6:No_BirA_5	Brain_Searched, 127:129, No_BirA_6:XBirA_3	Brain_Searched, 127:130, No_BirA_6:XBirA_1	Brain_Searched, 127:131, No_BirA_6:No_BirA_4	Brain_Searched, 128:126, No_BirA_5:XBirA_2	Brain_Searched, 128:127, No_BirA_5:No_BirA_6	Brain_Searched, 128:129, No_BirA_5:XBirA_3	Brain_Searched, 128:130, No_BirA_5:XBirA_1	Brain_Searched, 128:131, No_BirA_5:No_BirA_4	Brain_Searched, 129:126, XBirA_3:XBirA_2	Brain_Searched, 129:127, XBirA_3:No_BirA_6	Brain_Searched, 129:128, XBirA_3:No_BirA_5	Brain_Searched, 129:130, XBirA_3:XBirA_1	Brain_Searched, 129:131, XBirA_3:No_BirA_4	Brain_Searched, 130:126, XBirA_1:XBirA_2	Brain_Searched, 130:127, XBirA_1:No_BirA_6	Brain_Searched, 130:128, XBirA_1:No_BirA_5	Brain_Searched, 130:129, XBirA_1:XBirA_3	Brain_Searched, 130:131, XBirA_1:No_BirA_4	Brain_Searched, 131:126, No_BirA_4:XBirA_2	Brain_Searched, 131:127, No_BirA_4:No_BirA_6	Brain_Searched, 131:128, No_BirA_4:No_BirA_5	Brain_Searched, 131:129, No_BirA_4:XBirA_3	Brain_Searched, 131:130, No_BirA_4:XBirA_1	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Brain_Searched unique_peptides	Brain_Searched numSpectra	Brain_Searched totalIntensity	Brain_Searched pct_cov
-0.141	0.192	0.036	0.285	0.13	0.141	0.158	0.133	0.272	0.277	-0.192	-0.158	-0.0800000000000001	0.192	0.0229999999999999	-0.036	-0.133	0.0800000000000001	0.216	0.004	-0.285	-0.272	-0.192	-0.216	-0.167	-0.13	-0.277	-0.0229999999999999	-0.004	0.167	Q8BX02	Q8BX02	Kank2	1	6	5	5	Q8BX02|Q8BX02-2	MOUSE	91042.6	7.8	1602	1602.1	62.04	62.04		843	KN motif and ankyrin repeat domain-containing protein 2	cytoplasm|mitochondrion|	negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|apoptotic process|negative regulation of cell proliferation|negative regulation of intracellular estrogen receptor signaling pathway|negative regulation of programmed cell death|negative regulation of stress fiber assembly|negative regulation of vitamin D receptor signaling pathway|negative regulation of G1/S transition of mitotic cell cycle|		5	6	3.32e+08	7.8%
0.18	0.0859999999999999	-0.074	-0.135	0.118	-0.18	-0.229	-0.227	-0.468	-0.098	-0.0859999999999999	0.229	-0.153	-0.2	0.138	0.074	0.227	0.153	-0.041	0.395	0.135	0.468	0.2	0.041	0.337	-0.118	0.098	-0.138	-0.395	-0.337	Q3UZG4	Q3UZG4	Aimp1	1	8	6	6	Q3UZG4|P31230	MOUSE	35565.5	27.2	1603	1603.1	61.98	61.98		319	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1	cytoplasm|cell surface|aminoacyl-tRNA synthetase multienzyme complex|	negative regulation of endothelial cell proliferation|cell-cell signaling|blood vessel morphogenesis|leukocyte migration|defense response to virus|	tRNA binding|protein homodimerization activity|	6	8	4.1e+08	27.2%
-0.071	-0.004	0.066	0.055	0.058	0.071	0.069	0.0410000000000001	0.086	0.166	0.004	-0.069	0.0499999999999999	0.08	0.117	-0.066	-0.0410000000000001	-0.0499999999999999	0.017	0.056	-0.055	-0.086	-0.08	-0.017	0.022	-0.058	-0.166	-0.117	-0.056	-0.022	Q920L1	Q920L1	Fads1	1	8	7	7	Q920L1	MOUSE	52550	16.3	1604	1604.1	61.98	61.98		447	Fatty acid desaturase 1	nucleus|mitochondrion|endoplasmic reticulum membrane|membrane|integral component of membrane|	unsaturated fatty acid biosynthetic process|aging|cellular response to starvation|response to sucrose|response to organic cyclic compound|arachidonic acid metabolic process|response to insulin|response to vitamin A|response to isolation stress|long-chain fatty acid biosynthetic process|oxidation-reduction process|	linoleoyl-CoA desaturase activity|oxidoreductase activity|	7	8	2.75e+08	16.3%
0.19	0.215	-0.363	-0.054	0.153	-0.19	-0.174	-0.547	-0.339	-0.105	-0.215	0.174	-0.541	-0.364	0.0339999999999999	0.363	0.547	0.541	0.164	0.432	0.054	0.339	0.364	-0.164	0.257	-0.153	0.105	-0.0339999999999999	-0.432	-0.257	Q7TQH0-2	Q7TQH0-2	Atxn2l	1	9	7	7	A0A0U1RPL0|Q7TQH0-2|Q7TQH0-3|Q7TQH0|Q3TGG2	MOUSE	113326.5	9	1605	1605.1	61.9	61.9		1049	Isoform 2 of Ataxin-2-like protein	cytoplasm|cytoplasmic stress granule|membrane|nuclear speck|	regulation of cytoplasmic mRNA processing body assembly|stress granule assembly|	poly(A) RNA binding|	7	9	5.11e+08	9.0%
0.125	-0.035	0.187	0.102	0.124	-0.125	-0.087	0.0720000000000001	-0.0230000000000001	0.013	0.035	0.087	0.098	0.11	0.095	-0.187	-0.0720000000000001	-0.098	0.023	0.04	-0.102	0.0230000000000001	-0.11	-0.023	0.028	-0.124	-0.013	-0.095	-0.04	-0.028	Q8BJF9	Q8BJF9	Chmp2b	1	10	4	4	Q8BJF9	MOUSE	23991.2	17.8	1606	1606.1	61.83	61.83		213	Charged multivesicular body protein 2b	ESCRT III complex|intracellular|nucleus|nucleoplasm|cytoplasm|mitochondrion|cytosol|late endosome membrane|extracellular exosome|lysosome|endosome|late endosome|plasma membrane|	cell separation after cytokinesis|nucleus organization|endosome organization|vacuolar transport|mitotic metaphase plate congression|regulation of centrosome duplication|protein transport|viral budding via host ESCRT complex|cognition|neuron cellular homeostasis|regulation of mitotic spindle assembly|positive regulation of viral release from host cell|	protein domain specific binding|	4	10	3.06e+09	17.8%
2.916	1.928	0.419	-0.084	1.809	-2.916	-1.037	-2.535	-2.856	-1.125	-1.928	1.037	-1.505	-2.026	-0.00900000000000001	-0.419	2.535	1.505	-0.535	1.406	0.084	2.856	2.026	0.535	1.879	-1.809	1.125	0.00900000000000001	-1.406	-1.879	Q99KF1	Q99KF1	Tmed9	1	10	5	4	Q99KF1|A0A286YDS5	MOUSE	27240.8	18.2	1607	1607.1	61.8	46.99		235	Transmembrane emp24 domain-containing protein 9	Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of membrane|endoplasmic reticulum-Golgi intermediate compartment membrane|extracellular exosome|	Golgi organization|positive regulation of organelle organization|protein transport|COPI coating of Golgi vesicle|	syntaxin binding|	5	10	3.6e+08	18.2%
2.069	2.237	0.436	-0.084	1.919	-2.069	-0.003	-1.615	-2.177	-0.0579999999999999	-2.237	0.003	-1.904	-2.311	-0.3	-0.436	1.615	1.904	-0.475	1.546	0.084	2.177	2.311	0.475	2.042	-1.919	0.0579999999999999	0.3	-1.546	-2.042	Q8R1V4	Q8R1V4	Tmed4	1	3	4	3	Q8R1V4	MOUSE	26249.7	14.9	1607	1607.2	57	42.19		227	Transmembrane emp24 domain-containing protein 4	endoplasmic reticulum membrane|integral component of membrane|extracellular exosome|	signal transduction|protein transport|positive regulation of I-kappaB kinase/NF-kappaB signaling|	signal transducer activity|	3	3	3.47e+08	7.4%
0.0759999999999998	0.0289999999999999	-0.00800000000000001	0.189	0.13	-0.0759999999999998	0.055	-0.0249999999999999	0.146	0.078	-0.0289999999999999	-0.055	-0.126	0.0189999999999999	0.112	0.00800000000000001	0.0249999999999999	0.126	0.045	0.093	-0.189	-0.146	-0.0189999999999999	-0.045	-0.036	-0.13	-0.078	-0.112	-0.093	0.036	E9Q652	E9Q652	Rgs12	1	8	6	6	E9Q652|Q8CGE9|D3Z0G5|D3Z0G7|D3Z0G6|E9Q1K7|Q3TTW9	MOUSE	158226.6	5	1608	1608.1	61.75	61.75		1451	Regulator of G-protein-signaling 12	nucleus|nucleolus|cytoplasm|plasma membrane|	intracellular signal transduction|termination of G-protein coupled receptor signaling pathway|positive regulation of GTPase activity|regulation of catalytic activity|	receptor signaling protein activity|GTPase activator activity|GTPase regulator activity|	6	8	52200000	5.0%
-0.0130000000000001	0.171	0.074	0.079	-0.038	0.0130000000000001	0.135	0.028	0.00600000000000001	-0.0790000000000001	-0.171	-0.135	-0.0680000000000001	-0.144	-0.171	-0.074	-0.028	0.0680000000000001	-0.067	-0.11	-0.079	-0.00600000000000001	0.144	0.067	-0.12	0.038	0.0790000000000001	0.171	0.11	0.12	F8VQ05	F8VQ05	Fryl	1	9	7	7	F8VQ05	MOUSE	340950.9	2.1	1609	1609.1	61.72	61.72		3007	FRY-like transcription coactivator	cell cortex|site of polarized growth|	cell morphogenesis|neuron projection development|actin filament reorganization|		7	9	1.51e+08	2.1%
1.612	1.615	0.041	0.296	1.461	-1.612	-0.031	-1.522	-1.342	-0.212	-1.615	0.031	-1.387	-1.202	-0.12	-0.041	1.522	1.387	0.226	1.343	-0.296	1.342	1.202	-0.226	1.139	-1.461	0.212	0.12	-1.343	-1.139	Q9CYN9	Q9CYN9	Atp6ap2	1	6	4	4	Q9CYN9	MOUSE	39091.2	15.7	1610	1610.1	61.65	61.65		350	Renin receptor	external side of plasma membrane|integral component of membrane|neuron projection|cell body|extracellular exosome|	angiotensin maturation|rostrocaudal neural tube patterning|positive regulation of Wnt signaling pathway|positive regulation of transforming growth factor beta1 production|regulation of MAPK cascade|eye pigmentation|head morphogenesis|	aspartic-type endopeptidase activity|receptor activity|enzyme binding|	4	6	3.99e+08	15.7%
0.0469999999999999	0.114	-0.048	0.07	0.299	-0.0469999999999999	0.047	-0.173	-0.0469999999999999	0.296	-0.114	-0.047	-0.23	-0.0870000000000001	0.256	0.048	0.173	0.23	0.077	0.447	-0.07	0.0469999999999999	0.0870000000000001	-0.077	0.311	-0.299	-0.296	-0.256	-0.447	-0.311	Q91XU0	Q91XU0	Wrnip1	1	8	7	7	Q91XU0|Q91XU0-2	MOUSE	72591.3	11	1611	1611.1	61.6	61.6		660	ATPase WRNIP1	nucleus|membrane|perinuclear region of cytoplasm|	DNA synthesis involved in DNA repair|DNA replication|regulation of DNA-dependent DNA replication initiation|	DNA binding|protein binding|ATP binding|ATPase activity|identical protein binding|	7	8	3.81e+08	11.0%
0.0389999999999999	-0.245	0.046	0.00900000000000001	-0.365	-0.0389999999999999	-0.282	-0.0409999999999999	-0.228	-0.395	0.245	0.282	0.312	0.11	-0.031	-0.046	0.0409999999999999	-0.312	-0.303	-0.28	-0.00900000000000001	0.228	-0.11	0.303	-0.182	0.365	0.395	0.031	0.28	0.182	Q61249	Q61249	Igbp1	1	7	5	5	Q61249|A0A0B4J1F7|Q9QZ29	MOUSE	39141.4	20.2	1612	1612.1	61.46	61.46		340	Immunoglobulin-binding protein 1	cytoplasm|cytosol|microtubule|	negative regulation of transcription from RNA polymerase II promoter|negative regulation of stress-activated MAPK cascade|regulation of protein phosphatase type 2A activity|response to tumor necrosis factor|positive regulation of dephosphorylation|negative regulation of protein dephosphorylation|B cell activation|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of transcription from RNA polymerase II promoter|regulation of microtubule-based movement|response to interleukin-1|negative regulation of apoptotic signaling pathway|	protein binding|protein phosphatase type 2A regulator activity|protein domain specific binding|mitogen-activated protein kinase kinase binding|protein complex binding|protein phosphatase 2A binding|	5	7	6.26e+08	20.2%
1.377	1.607	-0.058	-0.104	1.133	-1.377	0.035	-1.457	-1.545	0.095	-1.607	-0.035	-1.489	-1.765	0.005	0.058	1.457	1.489	-0.057	1.147	0.104	1.545	1.765	0.057	1.634	-1.133	-0.095	-0.005	-1.147	-1.634	Q5FWH7	Q5FWH7	Slc39a12	1	9	6	6	Q5FWH7|Q5FWH7-2	MOUSE	77012.8	10.8	1613	1613.1	61.38	61.38		689	Zinc transporter ZIP12	plasma membrane|integral component of membrane|perinuclear region of cytoplasm|extracellular vesicle|	signal transduction|regulation of neuron projection development|regulation of microtubule polymerization|zinc II ion transmembrane import|	zinc ion transmembrane transporter activity|	6	9	1.08e+09	10.8%
-0.00100000000000011	0.012	0.088	0.148	0.191	0.00100000000000011	0.044	0.15	0.266	0.2	-0.012	-0.044	0.069	0.102	0.188	-0.088	-0.15	-0.069	0.078	0.028	-0.148	-0.266	-0.102	-0.078	-0.067	-0.191	-0.2	-0.188	-0.028	0.067	Q8CFV9	Q8CFV9	Rfk	1	8	4	4	Q8CFV9	MOUSE	17493.7	30.9	1614	1614.1	61.36	61.36		155	Riboflavin kinase	mitochondrion|	apoptotic process|riboflavin biosynthetic process|FMN biosynthetic process|phosphorylation|positive regulation of NAD(P)H oxidase activity|reactive oxygen species metabolic process|	protein binding|ATP binding|riboflavin kinase activity|metal ion binding|	4	8	2.12e+09	30.9%
-0.359	-0.258	-0.115	-0.427	-0.727	0.359	-0.004	0.306	-0.214	-0.425	0.258	0.004	0.104	-0.0790000000000001	-0.289	0.115	-0.306	-0.104	-0.256	-0.532	0.427	0.214	0.0790000000000001	0.256	-0.255	0.727	0.425	0.289	0.532	0.255	Q80TL4	Q80TL4	Phf24	1	11	6	6	Q80TL4|Q80TL4-2	MOUSE	45963.8	18	1615	1615.1	61.32	61.32		400	PHD finger protein 24			metal ion binding|	6	11	1.66e+09	18.0%
-0.233	-0.12	-0.116	-0.011	0.049	0.233	0.086	0.166	0.141	0.205	0.12	-0.086	0.085	0.203	0.187	0.116	-0.166	-0.085	0.028	0.154	0.011	-0.141	-0.203	-0.028	-0.07	-0.049	-0.205	-0.187	-0.154	0.07	P35235	P35235	Ptpn11	1	7	6	6	P35235|P35235-2	MOUSE	69029.6	12.5	1616	1616.1	61.3	61.3		597	Tyrosine-protein phosphatase non-receptor type 11	nucleus|cytoplasm|mitochondrion|cytosol|protein complex|	DNA damage checkpoint|activation of MAPK activity|lipid metabolic process|triglyceride metabolic process|epidermal growth factor receptor signaling pathway|integrin-mediated signaling pathway|axonogenesis|brain development|heart development|hormone-mediated signaling pathway|positive regulation of signal transduction|platelet formation|microvillus organization|abortive mitotic cell cycle|regulation of cell adhesion mediated by integrin|negative regulation of cell adhesion mediated by integrin|multicellular organism growth|organ growth|peptidyl-tyrosine dephosphorylation|megakaryocyte development|atrioventricular canal development|ERBB signaling pathway|regulation of multicellular organism growth|hormone metabolic process|glucose homeostasis|positive regulation of mitotic cell cycle|negative regulation of insulin secretion|regulation of protein export from nucleus|positive regulation of hormone secretion|negative regulation of hormone secretion|platelet-derived growth factor receptor signaling pathway|neurotrophin TRK receptor signaling pathway|ephrin receptor signaling pathway|multicellular organismal reproductive process|genitalia development|inner ear development|homeostasis of number of cells within a tissue|negative regulation of cortisol secretion|negative regulation of growth hormone secretion|face morphogenesis|intestinal epithelial cell migration|positive regulation of ERK1 and ERK2 cascade|positive regulation of glucose import in response to insulin stimulus|	phosphoprotein phosphatase activity|protein tyrosine phosphatase activity|non-membrane spanning protein tyrosine phosphatase activity|SH3/SH2 adaptor activity|insulin receptor binding|protein binding|protein domain specific binding|receptor tyrosine kinase binding|D1 dopamine receptor binding|phospholipase binding|insulin receptor substrate binding|peptide hormone receptor binding|	6	7	1.86e+09	12.5%
-0.0390000000000001	0.0459999999999999	-0.255	-0.148	-0.039	0.0390000000000001	-0.00799999999999995	-0.233	-0.133	0.011	-0.0459999999999999	0.00799999999999995	-0.22	-0.105	0.166	0.255	0.233	0.22	0.114	0.252	0.148	0.133	0.105	-0.114	0.16	0.039	-0.011	-0.166	-0.252	-0.16	Q6NVG1	Q6NVG1	Lpcat4	1	7	5	5	Q6NVG1	MOUSE	57655.6	17.3	1617	1617.1	61.24	61.24		524	Lysophospholipid acyltransferase LPCAT4	endoplasmic reticulum|endoplasmic reticulum membrane|membrane|integral component of membrane|	phospholipid metabolic process|phospholipid biosynthetic process|	1-alkenylglycerophosphoethanolamine O-acyltransferase activity|1-acylglycerophosphocholine O-acyltransferase activity|1-alkylglycerophosphocholine O-acetyltransferase activity|lysophospholipid acyltransferase activity|	5	7	4.73e+08	17.3%
0.176	-0.16	0.255	-0.151	-0.417	-0.176	-0.348	0.182	-0.307	-0.534	0.16	0.348	0.435	0.001	-0.231	-0.255	-0.182	-0.435	-0.435	-0.735	0.151	0.307	-0.001	0.435	-0.279	0.417	0.534	0.231	0.735	0.279	Q8K004	Q8K004	Spata2	1	7	6	6	Q8K004|Q3UML2	MOUSE	58780.7	16.3	1618	1618.1	61.23	61.23		515	Spermatogenesis-associated 2	nucleus|nucleolus|cytoplasm|			6	7	1.94e+08	16.3%
-0.205	-0.047	0.042	-0.123	-0.034	0.205	0.266	0.248	0.002	0.268	0.047	-0.266	0.131	-0.0700000000000001	0.0459999999999999	-0.042	-0.248	-0.131	-0.209	-0.021	0.123	-0.002	0.0700000000000001	0.209	0.054	0.034	-0.268	-0.0459999999999999	0.021	-0.054	O88986	O88986	Gcat	1	6	5	5	O88986|E9PWY6	MOUSE	45500.3	19.7	1619	1619.1	61.02	61.02		416	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	nucleoplasm|mitochondrion|	biosynthetic process|L-threonine catabolic process to glycine|	glycine C-acetyltransferase activity|pyridoxal phosphate binding|	5	6	1.57e+08	19.7%
-1.083	-0.274	-0.406	-0.272	-0.104	1.083	0.631	0.625	0.708	1.055	0.274	-0.631	-0.025	0.146	0.228	0.406	-0.625	0.025	0.123	0.35	0.272	-0.708	-0.146	-0.123	0.248	0.104	-1.055	-0.228	-0.35	-0.248	Q9CZC8	Q9CZC8	Scrn1	1	6	5	5	Q9CZC8	MOUSE	46952.6	13.7	1620	1620.1	60.98	60.98		414	Secernin-1	nucleus|cytoplasm|nuclear membrane|	proteolysis|exocytosis|	dipeptidase activity|	5	6	2.01e+08	13.7%
0.877	0.669	0.148	0.269	0.546	-0.877	0.093	-0.659	-0.515	-0.146	-0.669	-0.093	-0.599	-0.423	-0.0930000000000001	-0.148	0.659	0.599	0.175	0.39	-0.269	0.515	0.423	-0.175	0.32	-0.546	0.146	0.0930000000000001	-0.39	-0.32	P70699	P70699	Gaa	1	6	6	6	P70699|A2AFL3	MOUSE	106987.4	10.9	1621	1621.1	60.96	60.96		953	Lysosomal alpha-glucosidase	lysosome|lysosomal membrane|membrane|extracellular exosome|	maltose metabolic process|regulation of the force of heart contraction|diaphragm contraction|heart morphogenesis|glycogen metabolic process|glycogen catabolic process|striated muscle contraction|lysosome organization|locomotory behavior|tissue development|vacuolar sequestering|muscle cell cellular homeostasis|neuromuscular process controlling posture|neuromuscular process controlling balance|cardiac muscle contraction|	alpha-1,4-glucosidase activity|carbohydrate binding|maltose alpha-glucosidase activity|	6	6	3.35e+08	10.9%
-0.264	0.016	-0.014	0.273	0.134	0.264	0.262	0.13	0.36	0.196	-0.016	-0.262	0.018	0.196	0.00600000000000001	0.014	-0.13	-0.018	0.204	0.056	-0.273	-0.36	-0.196	-0.204	-0.118	-0.134	-0.196	-0.00600000000000001	-0.056	0.118	E9PY58	E9PY58	Clpb	1	6	5	5	E9PY58|Q8CCN6|Q60649	MOUSE	79964.7	9.9	1622	1622.1	60.95	60.95		707	Caseinolytic peptidase B protein homolog	mitochondrion|	cellular response to heat|	ATP binding|	5	6	1.76e+09	9.9%
-0.0290000000000001	0.108	-0.348	0.258	0.11	0.0290000000000001	0.196	-0.327	0.164	0.147	-0.108	-0.196	-0.431	0.159	-0.039	0.348	0.327	0.431	0.357	0.157	-0.258	-0.164	-0.159	-0.357	-0.179	-0.11	-0.147	0.039	-0.157	0.179	E9PV22	E9PV22	Lrrc47	1	7	6	6	E9PV22|Q505F5	MOUSE	66587.5	14	1623	1623.1	60.93	60.93		603	Leucine-rich repeat-containing protein 47	phenylalanine-tRNA ligase complex|	phenylalanyl-tRNA aminoacylation|	poly(A) RNA binding|phenylalanine-tRNA ligase activity|	6	7	9.01e+08	14.0%
0.233	0.18	-0.53	-0.237	0.057	-0.233	-0.107	-0.671	-0.327	-0.171	-0.18	0.107	-0.702	-0.364	-0.0900000000000001	0.53	0.671	0.702	0.233	0.562	0.237	0.327	0.364	-0.233	0.327	-0.057	0.171	0.0900000000000001	-0.562	-0.327	Q6PEV3	Q6PEV3	Wipf2	1	9	6	6	Q6PEV3	MOUSE	46353.7	17.9	1624	1624.1	60.9	60.9		440	WAS/WASL-interacting protein family member 2	cytoplasm|cytoskeleton|		actin binding|	6	9	2.91e+08	17.9%
-0.128	0.233	-0.257	0.064	0.347	0.128	0.35	-0.133	0.194	0.441	-0.233	-0.35	-0.49	-0.192	0.076	0.257	0.133	0.49	0.165	0.442	-0.064	-0.194	0.192	-0.165	0.33	-0.347	-0.441	-0.076	-0.442	-0.33	D3Z0M9	D3Z0M9	Ddx23	1	8	7	7	D3Z0M9	MOUSE	95835.2	8.7	1625	1625.1	60.87	60.87		819	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	nucleus|nucleoplasm|U5 snRNP|nucleolus|mitochondrion|plasma membrane|U4/U6 x U5 tri-snRNP complex|extracellular exosome|catalytic step 2 spliceosome|	RNA splicing, via transesterification reactions|RNA secondary structure unwinding|	ATP-dependent RNA helicase activity|ATP binding|poly(A) RNA binding|	7	8	1.37e+08	8.7%
-0.0980000000000001	-0.023	0.065	0.148	-0.017	0.0980000000000001	0.133	0.181	0.286	0.084	0.023	-0.133	0.115	0.181	0.0189999999999999	-0.065	-0.181	-0.115	0.052	-0.104	-0.148	-0.286	-0.181	-0.052	-0.143	0.017	-0.084	-0.0189999999999999	0.104	0.143	Q9ER35	Q9ER35	Fn3k	1	7	4	4	Q9ER35|Q7TQJ3|Q6P264	MOUSE	35259.6	16.5	1626	1626.1	60.86	60.86		309	Fructosamine-3-kinase	cytosol|	phosphorylation|fructosamine metabolic process|epithelial cell differentiation|	fructosamine-3-kinase activity|	4	7	2.01e+09	16.5%
-0.293	0.126	-0.365	-0.361	0.474	0.293	0.544	-0.0429999999999999	-0.0740000000000001	1.014	-0.126	-0.544	-0.46	-0.477	0.354	0.365	0.0429999999999999	0.46	0.016	0.97	0.361	0.0740000000000001	0.477	-0.016	0.985	-0.474	-1.014	-0.354	-0.97	-0.985	Q8K021	Q8K021	Scamp1	1	6	4	4	Q8K021|Q3TSA8	MOUSE	38427.3	18.3	1627	1627.1	60.76	60.76		338	Secretory carrier-associated membrane protein 1	trans-Golgi network|synaptic vesicle|integral component of membrane|synaptic vesicle membrane|zymogen granule membrane|synapse|recycling endosome membrane|	exocytosis|protein transport|	protein binding|	4	6	1.14e+08	18.3%
0.474	0.0219999999999999	-0.189	-0.205	-0.167	-0.474	-0.608	-0.567	-0.561	-0.76	-0.0219999999999999	0.608	-0.0920000000000001	-0.253	-0.178	0.189	0.567	0.0920000000000001	-0.06	-0.105	0.205	0.561	0.253	0.06	-0.114	0.167	0.76	0.178	0.105	0.114	D3YZ21	D3YZ21	D430041D05Rik	1	6	6	6	D3YZ21	MOUSE	153776.1	5.5	1628	1628.1	60.69	60.69		1414	RIKEN cDNA D430041D05 gene		activation of mitophagy in response to mitochondrial depolarization|		6	6	4.99e+08	5.5%
-0.365	-0.205	0.235	0.193	-0.114	0.365	0.187	0.631	0.549	0.239	0.205	-0.187	0.496	0.319	0.112	-0.235	-0.631	-0.496	-0.1	-0.312	-0.193	-0.549	-0.319	0.1	-0.244	0.114	-0.239	-0.112	0.312	0.244	Q9JHJ0	Q9JHJ0	Tmod3	1	12	5	5	Q9JHJ0	MOUSE	39616.1	16.1	1629	1629.1	60.68	60.68		352	Tropomodulin-3	ruffle|cytoskeleton|striated muscle thin filament|myofibril|lamellipodium|filamentous actin|	muscle contraction|actin filament organization|actin cytoskeleton organization|myofibril assembly|erythrocyte development|negative regulation of cellular component movement|pointed-end actin filament capping|positive regulation of mitotic cell cycle phase transition|	actin binding|tropomyosin binding|microtubule minus-end binding|	5	12	2.96e+10	16.1%
-0.02	0	0.113	-0.118	0.088	0.02	0.082	0.247	0.0629999999999999	0.3	0	-0.082	0.132	-0.0960000000000001	0.252	-0.113	-0.247	-0.132	-0.171	-0.032	0.118	-0.0629999999999999	0.0960000000000001	0.171	0.243	-0.088	-0.3	-0.252	0.032	-0.243	Q9CQ69	Q9CQ69	Uqcrq	1	16	5	5	Q9CQ69	MOUSE	9768.1	43.9	1630	1630.1	60.66	60.66		82	Cytochrome b-c1 complex subunit 8	mitochondrion|mitochondrial inner membrane|respiratory chain|	subthalamus development|pons development|cerebellar Purkinje cell layer development|hippocampus development|thalamus development|hypothalamus development|pyramidal neuron development|midbrain development|oxidation-reduction process|hydrogen ion transmembrane transport|	ubiquinol-cytochrome-c reductase activity|	5	16	1.8e+10	43.9%
-0.216	-0.435	-0.084	-0.141	-0.274	0.216	-0.146	0.0590000000000002	0.082	-0.017	0.435	0.146	0.459	0.311	0.0679999999999999	0.084	-0.0590000000000002	-0.459	-0.106	-0.042	0.141	-0.082	-0.311	0.106	0.114	0.274	0.017	-0.0679999999999999	0.042	-0.114	Q9EQQ9-3	Q9EQQ9-3	Mgea5	1	15	6	6	Q9EQQ9-3|Q9EQQ9|Q9EQQ9-2	MOUSE	108477.4	6.3	1631	1631.1	60.64	60.64		916	Isoform 3 of Protein O-GlcNAcase	nucleus|mitochondrion|cytosol|membrane|	N-acetylglucosamine metabolic process|protein deglycosylation|protein targeting to membrane|aging|positive regulation of calcium ion transport into cytosol|negative regulation of cardiac muscle adaptation|histone acetylation|positive regulation of cell killing|positive regulation of insulin secretion|positive regulation of protein complex disassembly|positive regulation of proteolysis|dATP metabolic process|positive regulation of glucose import|response to steroid hormone|positive regulation of DNA metabolic process|positive regulation of mitochondrial depolarization|negative regulation of protein glycosylation|positive regulation of growth hormone secretion|necrotic cell death|	histone acetyltransferase activity|beta-N-acetylglucosaminidase activity|	6	15	1.48e+11	6.3%
0.305	-0.0710000000000001	0.222	-0.073	-0.367	-0.305	-0.377	-0.0069999999999999	-0.272	-0.699	0.0710000000000001	0.377	0.44	0.084	-0.236	-0.222	0.0069999999999999	-0.44	-0.341	-0.633	0.073	0.272	-0.084	0.341	-0.258	0.367	0.699	0.236	0.633	0.258	O55091	O55091	Impact	1	9	5	5	O55091	MOUSE	36674.9	21	1632	1632.1	60.63	60.63		318	Protein IMPACT	cytoplasm|	negative regulation of protein phosphorylation|regulation of translational initiation|	protein binding|	5	9	1.09e+09	21.0%
-0.2	-0.438	-0.267	-0.17	-0.427	0.2	-0.328	-0.146	0.0169999999999999	-0.168	0.438	0.328	0.192	0.284	0.107	0.267	0.146	-0.192	0.118	-0.116	0.17	-0.0169999999999999	-0.284	-0.118	-0.252	0.427	0.168	-0.107	0.116	0.252	Q8QZT2	Q8QZT2	Ccsap	1	13	5	5	Q8QZT2	MOUSE	28606.3	31.7	1633	1633.1	60.5	60.5		252	Centriole, cilia and spindle-associated protein	centrosome|centriole|spindle|cilium|axoneme|axon|ciliary transition zone|ciliary basal body|	multicellular organismal development|regulation of embryonic development|regulation of cilium beat frequency involved in ciliary motility|		5	13	3.18e+09	31.7%
