id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
Q922Q4,0.984282642,-0.072333333,0.172733836,0.004666667,0.961007145,0.050512988,-0.166,-0.056,-0.002,-0.146,0.044,-0.108,Q922Q4,Pycr2,Q922Q4_Pycr2,Q922Q4,Pycr2,1,23,10,7,Q922Q4,MOUSE,34000.8,35,1040,1040.1,118.61,76.09,,320,Pyrroline-5-carboxylate reductase 2,cytoplasm|,oxidation-reduction process|L-proline biosynthetic process|,pyrroline-5-carboxylate reductase activity|,10,23,2980000000,35.0%
Q922W5,0.857510777,-0.153666667,1.838128391,0.061333333,0.654918353,0.464938391,-0.431,-0.164,0.042,-0.226,-0.01,-0.133,Q922W5,Pycr1,Q922W5_Pycr1,Q922W5,Pycr1,1,4,4,2,Q922W5,MOUSE,32658.1,16.1,1040,1040.2,55.95,26.82,,309,"Pyrroline-5-carboxylate reductase 1, mitochondrial",mitochondrion|,proline biosynthetic process|cellular response to oxidative stress|regulation of mitochondrial membrane potential|oxidation-reduction process|L-proline biosynthetic process|negative regulation of hydrogen peroxide-induced cell death|,pyrroline-5-carboxylate reductase activity|identical protein binding|,2,4,303000000,9.3%
E9PXY8,0.964889585,-0.033333333,0.406225166,0.011333333,0.910704502,0.115914233,0.069,-0.149,-0.037,-0.075,0.093,-0.101,E9PXY8,Usp7,E9PXY8_Usp7,E9PXY8,Usp7,1,13,10,10,E9PXY8|Q6A4J8-2|Q6A4J8|F8VP|Q6A4J8-3,MOUSE,133986.1,11.2,1041,1041.1,118.4,118.4,,1143,Ubiquitin carboxyl-terminal hydrolase 7,nucleus|cytoplasm|cytosol|nuclear body|,"transcription-coupled nucleotide-excision repair|regulation of transcription, DNA-templated|maintenance of DNA methylation|histone deubiquitination|protein deubiquitination|negative regulation of NF-kappaB transcription factor activity|proteasome-mediated ubiquitin-dependent protein catabolic process|regulation of sequence-specific DNA binding transcription factor activity|regulation of proteasomal protein catabolic process|",p53 binding|cysteine-type endopeptidase activity|ubiquitin-specific protease activity|protein C-terminus binding|transcription factor binding|ubiquitin protein ligase binding|,10,13,200000000,11.2%
Q68FM6,0.888666829,-0.0495,1.365095956,-0.077,0.730281677,-0.357930498,-0.455,-0.012,0.434,-0.037,-0.286,0.059,Q68FM6,Elfn2,Q68FM6_Elfn2,Q68FM6,Elfn2,1,20,10,8,Q68FM6,MOUSE,91111.6,14.5,1042,1042.1,118.28,99.01,,823,Protein phosphatase 1 regulatory subunit 29,extracellular space|integral component of membrane|,negative regulation of phosphatase activity|,protein phosphatase inhibitor activity|phosphatase binding|,10,20,13400000000,14.5%
Q8C8T7,0.935149068,-0.108666667,0.808723398,0.047333333,0.830094737,0.222210527,-0.468,-0.313,0.384,-0.007,-0.241,-0.007,Q8C8T7,Elfn1,Q8C8T7_Elfn1,Q8C8T7,Elfn1,1,6,4,3,Q8C8T7,MOUSE,91840.4,6.7,1042,1042.2,35.85,30.64,,828,Protein ELFN1,integral component of membrane|dendrite|excitatory synapse|extracellular exosome|,negative regulation of phosphatase activity|synapse organization|,protein phosphatase inhibitor activity|phosphatase binding|,3,6,10300000000,5.9%
O35954,0.88042359,-0.026333333,1.514539711,0.036666667,0.705579621,0.392238829,0.043,-0.153,-0.024,-0.079,-0.04,0.095,O35954,Pitpnm1,O35954_Pitpnm1,O35954,Pitpnm1,1,15,10,10,O35954,MOUSE,136078.5,10.6,1043,1043.1,118.13,118.13,,1243,Membrane-associated phosphatidylinositol transfer protein 1,cytoplasm|endoplasmic reticulum membrane|lipid particle|midbody|cleavage furrow|Golgi cisterna membrane|,protein transport|,phospholipid binding|metal ion binding|,10,15,1050000000,10.6%
Q80TL7,0.929838154,-0.042333333,0.849099512,0.020666667,0.822413156,0.23227825,0.048,-0.158,-0.048,-0.044,0.027,-0.079,Q80TL7,Mon2,Q80TL7_Mon2,Q80TL7,Mon2,1,17,13,13,Q80TL7|Q80TL7-2|B9EKJ3|A0A1W2P878,MOUSE,191243.1,8.6,1044,1044.1,118.1,118.1,,1715,Protein MON2 homolog,trans-Golgi network|extracellular exosome|,Golgi to endosome transport|protein transport|vesicle-mediated transport|positive regulation of GTPase activity|,ARF guanyl-nucleotide exchange factor activity|,13,17,838000000,8.6%
Q99JN2-2,0.352202644,-0.012166667,9.853727765,-0.210333333,0.103425403,-1.848318703,-0.132,0.148,0.263,-0.089,-0.155,-0.108,Q99JN2,Klhl22,Q99JN2-2_Klhl22,Q99JN2-2,Klhl22,1,16,10,10,Q99JN2-2|H9KV05|Q99JN2,MOUSE,75068.1,21.7,1045,1045.1,117.66,117.66,,634,Isoform 2 of Kelch-like protein 22,cytoplasm|centrosome|polar microtubule|Cul3-RING ubiquitin ligase complex|mitotic spindle|,mitotic sister chromatid segregation|protein monoubiquitination|mitotic spindle assembly checkpoint|cell division|,,10,16,1860000000,21.7%
Q922B9,0.867873773,0.1005,1.720328089,0.056333333,0.672925818,0.438807871,0.27,0.059,-0.112,0.179,0.259,-0.052,Q922B9,Itprid2,Q922B9_Itprid2,Q922B9,Ssfa2,1,16,13,13,Q922B9|A2AQD5|A2AQD6|Q922B9-3|Q922B9-2,MOUSE,138314,10.9,1046,1046.1,117.51,117.51,,1252,Sperm-specific antigen 2 homolog,nucleus|nucleoplasm|cytoplasm|plasma membrane|,,receptor binding|actin filament binding|,13,16,680000000,10.9%
O54988,0.477108712,-0.019166667,7.363560013,0.117,0.183503351,1.462210606,-0.127,-0.043,-0.063,0.022,0.1,-0.004,O54988,Slk,O54988_Slk,O54988,Slk,1,16,11,11,O54988|O54988-2,MOUSE,142138.8,11.7,1047,1047.1,117.34,117.34,,1233,STE20-like serine/threonine-protein kinase,cytoplasm|extracellular exosome|,apoptotic process|regulation of mitotic cell cycle|signal transduction by protein phosphorylation|stress-activated protein kinase signaling cascade|activation of protein kinase activity|regulation of apoptotic process|protein autophosphorylation|,protein serine/threonine kinase activity|ATP binding|identical protein binding|protein homodimerization activity|,11,16,2410000000,11.7%
Q9Z0V2,0.338611204,0.104166667,10.09440832,0.215666667,0.097849626,1.884916506,0.162,-0.056,-0.117,0.314,0.043,0.279,Q9Z0V2,Kcnd2,Q9Z0V2_Kcnd2,Q9Z0V2,Kcnd2,1,15,9,8,Q9Z0V2|Q9Z0V1-2|Q9Z0V1-3,MOUSE,71488.2,20.1,1048,1048.1,117.29,97.76,,630,Potassium voltage-gated channel subfamily D member 2,integral component of plasma membrane|caveola|voltage-gated potassium channel complex|membrane|integral component of membrane|cell junction|T-tubule|dendrite|intrinsic component of plasma membrane|neuronal cell body membrane|sarcolemma|neuronal cell body|dendritic spine|perikaryon|plasma membrane raft|postsynaptic membrane|,action potential|neuronal action potential|sensory perception of pain|regulation of ion transmembrane transport|locomotor rhythm|protein homooligomerization|cellular response to hypoxia|potassium ion transmembrane transport|cardiac muscle cell action potential|,voltage-gated potassium channel activity|A-type (transient outward) potassium channel activity|protein binding|metal ion binding|delayed rectifier potassium channel activity|,10,15,745000000,20.1%
Q5EBJ4,0.358746588,0.052166667,9.696604256,-0.227666667,0.107235745,-1.824378179,0.377,0.116,0.005,-0.098,0.098,-0.185,Q5EBJ4,Ermn,Q5EBJ4_Ermn,Q5EBJ4,Ermn,1,20,9,9,Q5EBJ4,MOUSE,32318.5,41.6,1049,1049.1,117.28,117.28,,281,Ermin,cytoplasm|cytoskeleton|cell cortex|filopodium|internode region of axon|paranode region of axon|neuronal cell body|myelin sheath|extracellular exosome|,morphogenesis of a branching structure|actin filament organization|regulation of cell shape|regulation of cell projection organization|,actin filament binding|,9,20,1320000000,41.6%
Q0VBD0,0.00013371,-0.181666667,53.21376593,1.354,4.77115E-06,11.31331651,-0.78,-1.095,-0.701,0.448,0.447,0.591,Q0VBD0,Itgb8,Q0VBD0_Itgb8,Q0VBD0,Itgb8,1,15,11,11,Q0VBD0,MOUSE,87598.2,16.9,1050,1050.1,117.25,117.25,,767,Integrin beta,cell surface|integrin alphav-beta8 complex|extracellular exosome|,ganglioside metabolic process|cell-matrix adhesion|integrin-mediated signaling pathway|positive regulation of gene expression|negative regulation of gene expression|cartilage development|,receptor activity|extracellular matrix protein binding|,11,15,967000000,16.9%
O08529,0.055195711,0.0345,21.98707703,0.329666667,0.006328376,3.723065657,-0.097,-0.132,-0.162,0.296,0.08,0.222,O08529,Capn2,O08529_Capn2,O08529,Capn2,1,14,11,11,O08529,MOUSE,80726.5,19.7,1051,1051.1,117.22,117.22,,700,Calpain-2 catalytic subunit,chromatin|nucleus|cytoplasm|lysosome|endoplasmic reticulum|Golgi apparatus|cytosol|plasma membrane|focal adhesion|dendrite|pseudopodium|membrane raft|extracellular exosome|perinuclear endoplasmic reticulum|membrane raft|,response to hypoxia|blastocyst development|proteolysis|myoblast fusion|protein autoprocessing|regulation of cytoskeleton organization|cellular response to amino acid stimulus|,calcium-dependent cysteine-type endopeptidase activity|calcium ion binding|cytoskeletal protein binding|peptidase activity|protein heterodimerization activity|,11,14,1630000000,19.7%
B5TVM2,0.9583835,-0.072833333,0.499326528,0.035666667,0.891389157,0.141265456,-0.598,-0.137,0.463,0.092,-0.296,0.039,B5TVM2,Ildr2,B5TVM2_Ildr2,B5TVM2,Ildr2,1,20,12,12,B5TVM2|A0A0A6YY76|A0A0A6YXV2|A0A0A6YVY9|A0A0A6YWD2|A0A0A6YY19|A0A0A6YXF0,MOUSE,74204.1,20.7,1052,1052.1,117.21,117.21,,661,Immunoglobulin-like domain-containing receptor 2,endoplasmic reticulum membrane|integral component of membrane|,response to glucose|insulin secretion|cell differentiation|pancreas development|homeostasis of number of cells within a tissue|,,12,20,2170000000,20.7%
Q9D883,0.168660344,0.042,14.91539297,0.386,0.032244875,2.61157556,0.102,-0.127,-0.428,0.129,0.408,0.168,Q9D883,U2af1,Q9D883_U2af1,Q9D883,U2af1,1,14,8,5,Q9D883|G3UW94|Q8BGJ9-3|F8WH71|Q8BGJ9-4|E9Q809|E9PWM2|E9PWX6,MOUSE,28328,41.8,1053,1053.1,116.96,79.28,,239,Splicing factor U2AF 35 kDa subunit,spliceosomal complex|nuclear speck|,mRNA processing|RNA splicing|,nucleotide binding|RNA binding|protein binding|metal ion binding|RS domain binding|,8,14,2780000000,41.8%
B1AQF4,0.587607845,-0.0025,5.620508281,-0.126333333,0.274125333,-1.178014086,-0.085,0.034,0.233,-0.102,-0.133,0.038,B1AQF4,NotFound,B1AQF4_NotFound,B1AQF4,Dusp3,1,37,7,7,B1AQF4|Q9D7X3|Q3V2Y9|H3BKL8,MOUSE,23565.4,42.8,1054,1054.1,116.82,116.82,,210,Dual-specificity protein phosphatase 3,immunological synapse|nucleus|nucleoplasm|cytoplasm|cytosol|extracellular exosome|,inactivation of MAPK activity|protein dephosphorylation|peptidyl-tyrosine dephosphorylation|negative regulation of MAPK cascade|positive regulation of mitotic cell cycle|negative regulation of JNK cascade|negative regulation of T cell receptor signaling pathway|negative regulation of T cell activation|negative regulation of ERK1 and ERK2 cascade|,phosphoprotein phosphatase activity|protein tyrosine phosphatase activity|protein tyrosine/serine/threonine phosphatase activity|protein kinase binding|MAP kinase phosphatase activity|,7,37,8870000000,42.8%
P08226,5.43228E-05,-0.098666667,58.64178421,1.218666667,1.36717E-06,13.41933805,-0.603,-0.749,-0.772,0.437,0.493,0.602,P08226,Apoe,P08226_Apoe,P08226,Apoe,1,16,10,10,P08226,MOUSE,35923,29.9,1055,1055.1,116.81,116.81,,311,Apolipoprotein E,extracellular region|extracellular space|nucleus|endoplasmic reticulum|Golgi apparatus|cytosol|membrane|extracellular matrix|very-low-density lipoprotein particle|low-density lipoprotein particle|intermediate-density lipoprotein particle|high-density lipoprotein particle|chylomicron|extracellular exosome|blood microparticle|extracellular vesicle|,negative regulation of endothelial cell proliferation|response to dietary excess|lipid metabolic process|triglyceride metabolic process|cholesterol biosynthetic process|cholesterol catabolic process|cellular calcium ion homeostasis|receptor-mediated endocytosis|response to oxidative stress|G-protein coupled receptor signaling pathway|nitric oxide mediated signal transduction|cholesterol metabolic process|regulation of gene expression|negative regulation of platelet activation|positive regulation of cholesterol esterification|positive regulation of cholesterol efflux|long-chain fatty acid transport|protein import|virion assembly|triglyceride catabolic process|cGMP-mediated signaling|negative regulation of blood coagulation|regulation of axon extension|positive regulation of cGMP biosynthetic process|regulation of cholesterol transport|regulation of Cdc42 protein signal transduction|positive regulation of low-density lipoprotein particle receptor catabolic process|cholesterol efflux|phospholipid efflux|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|chylomicron remnant clearance|high-density lipoprotein particle clearance|very-low-density lipoprotein particle clearance|lipoprotein metabolic process|lipoprotein biosynthetic process|lipoprotein catabolic process|vasodilation|cholesterol homeostasis|negative regulation of MAP kinase activity|negative regulation of neuron apoptotic process|negative regulation of blood vessel endothelial cell migration|reverse cholesterol transport|positive regulation by host of viral process|negative regulation of cholesterol biosynthetic process|positive regulation of lipid biosynthetic process|artery morphogenesis|negative regulation of inflammatory response|positive regulation of nitric-oxide synthase activity|positive regulation of membrane protein ectodomain proteolysis|negative regulation of lipid biosynthetic process|maintenance of location in cell|lipid homeostasis|fatty acid homeostasis|positive regulation of dendritic spine development|negative regulation of dendritic spine development|cardiovascular system development|negative regulation of cholesterol efflux|alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor clustering|N-methyl-D-aspartate receptor clustering|regulation of beta-amyloid clearance|regulation of neuron death|negative regulation of neuron death|positive regulation of neuron death|negative regulation of postsynaptic membrane organization|positive regulation of postsynaptic membrane organization|negative regulation of presynaptic membrane organization|positive regulation of presynaptic membrane organization|positive regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|regulation of tau-protein kinase activity|negative regulation of dendritic spine maintenance|positive regulation of dendritic spine maintenance|positive regulation of phospholipid efflux|positive regulation of neurofibrillary tangle assembly|negative regulation of phospholipid efflux|negative regulation of lipid transport across blood brain barrier|positive regulation of lipid transport across blood brain barrier|protein localization|axon regeneration|,beta-amyloid binding|lipid transporter activity|protein binding|phospholipid binding|heparin binding|lipid binding|cholesterol binding|antioxidant activity|cholesterol transporter activity|identical protein binding|protein homodimerization activity|metal chelating activity|tau protein binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|very-low-density lipoprotein particle receptor binding|lipoprotein particle binding|,10,16,1180000000,29.9%
Q9JIF7,0.412309282,-0.0085,8.587341008,0.129,0.138441373,1.654002543,-0.03,-0.073,-0.116,0.031,0.095,0.042,Q9JIF7,Copb1,Q9JIF7_Copb1,Q9JIF7,Copb1,1,19,10,10,Q9JIF7,MOUSE,108205.3,13.5,1056,1056.1,116.77,116.77,,953,Coatomer subunit beta,cytoplasm|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|plasma membrane|membrane|COPI vesicle coat|COPI-coated vesicle|intracellular membrane-bounded organelle|,intracellular protein transport|intra-Golgi vesicle-mediated transport|,structural molecule activity|,10,19,1880000000,13.5%
Q9CQS4,0.955232747,0.003333333,0.553195397,-0.014,0.880400864,-0.155565194,0.078,-0.003,-0.044,-0.035,0.112,-0.088,Q9CQS4,Slc25a46,Q9CQS4_Slc25a46,Q9CQS4,Slc25a46,1,26,8,8,Q9CQS4,MOUSE,46565.8,24.6,1057,1057.1,116.48,116.48,,418,Solute carrier family 25 member 46,mitochondrion|mitochondrial inner membrane|integral component of membrane|,transport|,,8,26,4810000000,24.6%
Q9D892,0.97617901,0.026,0.251399491,-0.006666667,0.943756707,-0.072897839,-0.068,0.117,0.039,0.023,-0.064,0.109,Q9D892,Itpa,Q9D892_Itpa,Q9D892,Itpa,1,18,9,9,Q9D892,MOUSE,22238.9,73.2,1058,1058.1,116.45,116.45,,198,Inosine triphosphate pyrophosphatase,cytoplasm|,ITP catabolic process|deoxyribonucleoside triphosphate catabolic process|chromosome organization|,nucleotide binding|dITP diphosphatase activity|ITP diphosphatase activity|XTP diphosphatase activity|metal ion binding|nucleoside-triphosphate diphosphatase activity|,9,18,2640000000,73.2%
Q8K596,0.921068966,0.0505,0.946626157,-0.032333333,0.804150589,-0.256735269,-0.019,0.124,0.095,-0.051,-0.142,0.296,Q8K596,Slc8a2,Q8K596_Slc8a2,Q8K596,Slc8a2,1,19,10,10,Q8K596|Q8K596-2,MOUSE,101850.6,12.2,1059,1059.1,116.35,116.35,,921,Sodium/calcium exchanger 2,integral component of membrane|,calcium ion transport|cell communication|sodium ion transmembrane transport|,calcium:sodium antiporter activity|,10,19,28300000000,12.2%
O08759,0.889209763,0.020833333,1.351555388,-0.032333333,0.732562125,-0.354461559,0.031,0.154,-0.074,-0.015,0.065,-0.036,O08759,Ube3a,O08759_Ube3a,O08759,Ube3a,1,17,11,11,O08759|O08759-2|O08759-3,MOUSE,100787.6,17.2,1060,1060.1,116.33,116.33,,870,Ubiquitin-protein ligase E3A,proteasome complex|nucleus|cytoplasm|cytosol|,ovarian follicle development|ubiquitin-dependent protein catabolic process|positive regulation of phosphatidylinositol 3-kinase signaling|protein ubiquitination|androgen receptor signaling pathway|positive regulation of protein ubiquitination|sperm entry|regulation of circadian rhythm|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|positive regulation of transcription from RNA polymerase II promoter|protein autoubiquitination|prostate gland growth|protein K48-linked ubiquitination|regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process|,transcription coactivator activity|ubiquitin-protein transferase activity|protein binding|ligase activity|metal ion binding|ubiquitin protein ligase activity|,11,17,830000000,17.2%
Q3TXX4,0.700138178,-0.030833333,3.856323594,0.097666667,0.411497916,0.868563274,-0.232,-0.044,0.037,-0.081,-0.052,0.187,Q3TXX4,Slc17a7,Q3TXX4_Slc17a7,Q3TXX4,Slc17a7,1,23,10,7,Q3TXX4|A0A1B0GRU0,MOUSE,62320.8,15.8,1061,1061.1,116.26,71.23,,560,Vesicular glutamate transporter 1,synaptic vesicle|integral component of membrane|cell junction|synaptic vesicle membrane|cerebellar mossy fiber|synapse|presynaptic active zone|excitatory synapse|,"chloride transport|neurotransmitter transport|synaptic transmission|long-term memory|synaptic transmission, glutamatergic|phosphate ion transmembrane transport|sodium ion transmembrane transport|sequestering of neurotransmitter|sodium-dependent phosphate transport|response to stimulus|L-glutamate import|regulation of excitatory postsynaptic membrane potential|synaptic vesicle lumen acidification|chloride transmembrane transport|",inorganic phosphate transmembrane transporter activity|extracellular-glutamate-gated chloride channel activity|sodium:inorganic phosphate symporter activity|sodium-dependent phosphate transmembrane transporter activity|,10,23,5340000000,15.8%
Q8BLE7,0.166010703,0.070166667,15.0555204,-0.257666667,0.031221083,-2.632802006,0.264,0.29,0.043,-0.047,0.003,-0.132,Q8BLE7,Slc17a6,Q8BLE7_Slc17a6,Q8BLE7,Slc17a6,1,2,5,2,Q8BLE7|A0A0R4J0A6|A0A140LHC9,MOUSE,65244,11.1,1061,1061.2,56.32,11.29,,582,Vesicular glutamate transporter 2,synaptic vesicle|integral component of membrane|cell junction|synaptic vesicle membrane|neuron projection|,neurotransmitter uptake|sodium ion transport|L-glutamate transmembrane transport|,L-glutamate transmembrane transporter activity|symporter activity|,2,2,320000000,4.8%
P62267,0.476492084,0.0035,7.386225223,-0.126333333,0.182548168,-1.46581003,-0.006,0.183,0.023,-0.082,-0.051,-0.046,P62267,Rps23,P62267_Rps23,P62267,Rps23,1,27,7,7,P62267,MOUSE,15978.4,47.5,1062,1062.1,116.23,116.23,,143,40S ribosomal protein S23,nucleolus|cytoplasm|membrane|cytosolic small ribosomal subunit|,translation|,structural constituent of ribosome|poly(A) RNA binding|,7,27,12200000000,47.5%
A2ALV3,0.833168929,0.104333333,2.145326396,-0.077333333,0.610193196,-0.531433352,0.46,0.056,-0.087,-0.041,0.094,0.144,A2ALV3,NotFound,A2ALV3_NotFound,A2ALV3,Sh3gl2,1,18,10,5,A2ALV3|Q62420|Q8BXU5|A2ALV1,MOUSE,48637.5,25.2,1063,1063.1,116.11,57.74,,431,Endophilin-A1,cytoplasm|extracellular exosome|,regulation of receptor internalization|synaptic vesicle endocytosis|,protein binding|identical protein binding|,10,18,2500000000,25.2%
Q62419,0.336293266,-0.003333333,10.13304015,0.176666667,0.096983083,1.890783058,0.015,-0.131,-0.159,-0.017,0.095,0.177,Q62419,Sh3gl1,Q62419_Sh3gl1,Q62419,Sh3gl1,1,2,7,2,Q62419,MOUSE,41745.7,16.3,1063,1063.2,78.88,20.51,,368,Endophilin-A2,podosome|cytoplasm|cell junction|early endosome membrane|cell projection|,endocytosis|,protein binding|lipid binding|phosphatase binding|identical protein binding|GTPase binding|,2,2,112000000,8.1%
Q60865,0.865106014,-0.146333333,1.7571964,0.056,0.667237367,0.447025815,-0.395,-0.191,0.063,-0.204,-0.071,-0.08,Q60865,Caprin1,Q60865_Caprin1,Q60865,Caprin1,1,18,8,8,Q60865,MOUSE,78338.7,13.7,1064,1064.1,115.95,115.95,,707,Caprin-1,cytoplasmic mRNA processing body|cytoplasm|cytosol|cytoplasmic stress granule|membrane|dendrite|,negative regulation of translation|positive regulation of dendrite morphogenesis|positive regulation of dendritic spine morphogenesis|,RNA binding|poly(A) RNA binding|,8,18,1450000000,13.7%
P53395,0.018261164,0.126333333,27.8664921,-0.47,0.001634372,-4.749408743,0.339,0.415,0.33,-0.189,-0.2,0.063,P53395,Dbt,P53395_Dbt,P53395,Dbt,1,16,10,10,P53395,MOUSE,53587.9,20.9,1065,1065.1,115.74,115.74,,482,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",mitochondrion|mitochondrial nucleoid|,metabolic process|,ubiquitin protein ligase binding|dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity|,10,16,2570000000,20.9%
Q62443,0.000179917,-0.127666667,51.64883432,0.998,6.84095E-06,10.76446579,-0.519,-0.769,-0.592,0.379,0.338,0.397,Q62443,Nptx1,Q62443_Nptx1,Q62443,Nptx1,1,17,9,9,Q62443,MOUSE,47629.9,26.1,1066,1066.1,115.52,115.52,,432,Neuronal pentraxin-1,mitochondrion|plasma membrane|transport vesicle|neuron projection|,mitochondrial transport|cellular response to potassium ion|mitochondrial fragmentation involved in apoptotic process|axonogenesis involved in innervation|cellular response to glucose stimulus|,metal ion binding|,9,17,1890000000,26.1%
Q9Z1J3,0.553123362,0.027,6.150792838,-0.105333333,0.242616714,-1.266226386,0.072,0.154,0.013,0.028,-0.027,-0.078,Q9Z1J3,Nfs1,Q9Z1J3_Nfs1,Q9Z1J3,Nfs1,1,19,12,12,Q9Z1J3,MOUSE,50968.5,36.1,1067,1067.1,115.52,115.52,,459,"Cysteine desulfurase, mitochondrial",nucleus|nucleoplasm|nucleolus|cytoplasm|mitochondrion|mitochondrial matrix|cytosol|intracellular membrane-bounded organelle|,cysteine metabolic process|Mo-molybdopterin cofactor biosynthetic process|iron incorporation into metallo-sulfur cluster|,pyridoxal phosphate binding|cysteine desulfurase activity|protein homodimerization activity|metal ion binding|iron-sulfur cluster binding|,12,19,1450000000,36.1%
Q9EPR5,0.001911789,-0.195833333,39.06721943,1.123,0.000123959,7.122706211,-0.885,-0.999,-0.388,0.447,0.309,0.341,Q9EPR5,Sorcs2,Q9EPR5_Sorcs2,Q9EPR5,Sorcs2,1,12,9,9,Q9EPR5|Q8BI74,MOUSE,129984.1,9.4,1068,1068.1,115.41,115.41,,1159,VPS10 domain-containing receptor SorCS2,integral component of membrane|,,protein binding|,9,12,569000000,9.4%
Q99LI2,1.05732E-05,-0.283833333,73.6086154,1.735,4.35651E-08,21.28966519,-1.162,-1.104,-1.188,0.66,0.543,0.548,Q99LI2,Clcc1,Q99LI2_Clcc1,Q99LI2,Clcc1,1,14,9,9,A2AEM2|Q99LI2,MOUSE,61418.9,20,1069,1069.1,115.1,115.1,,539,Chloride channel CLIC-like protein 1,nucleus|endoplasmic reticulum|Golgi apparatus|membrane|chloride channel complex|intracellular membrane-bounded organelle|,chloride transmembrane transport|,chloride channel activity|,9,14,1260000000,20.0%
Q62376,0.255720172,0.025666667,12.14976503,0.338666667,0.060956988,2.195060304,0.128,-0.266,-0.293,0.073,0.451,0.061,Q62376,Snrnp70,Q62376_Snrnp70,Q62376,Snrnp70,1,23,9,9,Q62376|Q62376-2|A0A1B0GRV8,MOUSE,52048.2,22.5,1070,1070.1,115,115,,448,U1 small nuclear ribonucleoprotein 70 kDa,nucleus|nucleoplasm|spliceosomal complex|U1 snRNP|nuclear speck|,"mRNA splicing, via spliceosome|regulation of RNA splicing|positive regulation of mRNA splicing, via spliceosome|",nucleotide binding|RNA binding|poly(A) RNA binding|,10,23,8370000000,22.5%
E9PW83,0.847543843,-0.0025,1.956682867,-0.071,0.63728209,-0.490873072,-0.125,-0.025,0.249,0.173,-0.275,-0.012,E9PW83,Fam184a,E9PW83_Fam184a,E9PW83,Fam184a,1,10,9,9,E9PW83,MOUSE,133313.1,11.1,1071,1071.1,114.84,114.84,,1143,"Family with sequence similarity 184, member A",extracellular space|,,,9,10,331000000,11.1%
Q3UY21,0.072810149,0.0765,20.25303457,-0.377666667,0.009434015,-3.440767787,0.455,0.189,0.152,-0.106,-0.016,-0.215,Q3UY21,Mog,Q3UY21_Mog,Q3UY21,Mog,1,25,9,9,Q3UY21|Q61885|Q29ZQ5,MOUSE,28773,34,1072,1072.1,114.84,114.84,,247,Myelin-oligodendrocyte glycoprotein,cell surface|myelin sheath|membrane raft|,aging|response to lipid|response to folic acid|,,9,25,6150000000,34.0%
D3YYT1,0.347164416,0.029333333,9.950509507,0.197333333,0.101146078,1.863045657,0.09,-0.09,-0.208,0.153,0.213,0.018,D3YYT1,Glyr1,D3YYT1_Glyr1,D3YYT1,Glyr1,1,17,10,10,D3YYT1|Q922P9,MOUSE,61061.9,24.2,1073,1073.1,114.68,114.68,,552,Putative oxidoreductase GLYR1,nucleoplasm|cytoplasm|Golgi apparatus|,oxidation-reduction process|,DNA binding|phosphogluconate dehydrogenase (decarboxylating) activity|methylated histone binding|NAD binding|,10,17,2970000000,24.2%
