id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Brain_Searched..127.126.127.128.129.130.131..No_BirA_6.multimedian,Brain_Searched..128.126.127.128.129.130.131..No_BirA_5.multimedian,Brain_Searched..131.126.127.128.129.130.131..No_BirA_4.multimedian,Brain_Searched..126.126.127.128.129.130.131..XBirA_2.multimedian,Brain_Searched..129.126.127.128.129.130.131..XBirA_3.multimedian,Brain_Searched..130.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Brain_Searched.unique_peptides,Brain_Searched.numSpectra,Brain_Searched.totalIntensity,Brain_Searched.pct_cov
Q9D880,0.055583263,-0.152166667,16.86510484,0.688333333,0.020582092,2.315833216,-0.857,-0.514,-0.118,0.211,0.151,0.214,Q9D880,Timm50,Q9D880_Timm50,Q9D880,Timm50,1,26,10,10,Q9D880,MOUSE,40003.9,28,875,875.1,144.93,144.93,,353,Mitochondrial import inner membrane translocase subunit TIM50,nucleoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial inner membrane presequence translocase complex|integral component of membrane|nuclear speck|,release of cytochrome c from mitochondria|protein dephosphorylation|mitochondrial membrane organization|protein transport|peptidyl-tyrosine dephosphorylation|,phosphoprotein phosphatase activity|protein serine/threonine phosphatase activity|protein tyrosine phosphatase activity|interleukin-2 receptor binding|ribonucleoprotein complex binding|,10,26,5790000000,28.0%
G3X9K4,0.100001315,-0.156166667,11.41196436,0.534333333,0.072244296,1.797714598,-0.914,-0.526,0.17,0.153,0.053,0.127,G3X9K4,Ppp6r2,G3X9K4_Ppp6r2,G3X9K4,Ppp6r2,1,19,12,12,G3X9K4|Q8R3Q2,MOUSE,101884.6,21.6,876,876.1,144.89,144.89,,923,"SAPS domain family, member 2, isoform CRA_a",cytoplasm|intracellular membrane-bounded organelle|,regulation of phosphoprotein phosphatase activity|,protein phosphatase binding|,12,19,1720000000,21.6%
Q505D1,0.07688304,-0.2365,13.5294147,0.597666667,0.044366843,2.010793684,-1.155,-0.62,0.169,0.03,0.068,0.089,Q505D1,Ankrd28,Q505D1_Ankrd28,Q505D1,Ankrd28,1,16,11,11,Q505D1,MOUSE,114607.3,16.5,877,877.1,144.62,144.62,,1053,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,nucleoplasm|,,,11,16,1840000000,16.5%
O55042,0.189822598,-0.1185,7.689790373,0.407666667,0.170224067,1.371556428,-0.888,-0.446,0.367,0.251,-0.046,0.051,O55042,Snca,O55042_Snca,O55042,Snca,1,35,9,6,O55042|O55042-2,MOUSE,14485,57.8,878,878.1,144.23,107.85,,140,Alpha-synuclein,extracellular space|nucleus|nuclear outer membrane|cytoplasm|mitochondrion|rough endoplasmic reticulum|Golgi apparatus|cytosol|ribosome|cytoskeleton|plasma membrane|cell cortex|synaptic vesicle|actin cytoskeleton|membrane|inclusion body|cell junction|axon|growth cone|terminal bouton|fibril|synapse|perinuclear region of cytoplasm|platelet alpha granule membrane|,"microglial cell activation|positive regulation of receptor recycling|negative regulation of protein phosphorylation|positive regulation of neurotransmitter secretion|synaptic transmission, dopaminergic|fatty acid metabolic process|neutral lipid metabolic process|phospholipid metabolic process|activation of cysteine-type endopeptidase activity involved in apoptotic process|mitochondrial membrane organization|synaptic transmission|aging|adult locomotory behavior|response to iron(II) ion|regulation of phospholipase activity|negative regulation of platelet-derived growth factor receptor signaling pathway|regulation of glutamate secretion|regulation of dopamine secretion|negative regulation of microtubule polymerization|receptor internalization|protein destabilization|response to magnesium ion|negative regulation of transporter activity|response to lipopolysaccharide|negative regulation of monooxygenase activity|positive regulation of peptidyl-serine phosphorylation|response to interferon-gamma|cellular response to oxidative stress|negative regulation of histone acetylation|regulation of locomotion|dopamine biosynthetic process|dopamine metabolic process|response to drug|mitochondrial ATP synthesis coupled electron transport|regulation of macrophage activation|negative regulation of apoptotic process|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|negative regulation of neuron apoptotic process|cellular response to fibroblast growth factor stimulus|positive regulation of endocytosis|negative regulation of exocytosis|negative regulation of dopamine metabolic process|regulation of neurotransmitter secretion|behavioral response to cocaine|regulation of neuronal synaptic plasticity|regulation of long-term neuronal synaptic plasticity|synaptic vesicle endocytosis|synaptic vesicle transport|positive regulation of synaptic transmission|synapse organization|regulation of acyl-CoA biosynthetic process|positive regulation of release of sequestered calcium ion into cytosol|negative regulation of dopamine uptake involved in synaptic transmission|negative regulation of serotonin uptake|negative regulation of norepinephrine uptake|oxidation-reduction process|regulation of excitatory postsynaptic membrane potential|long-term synaptic potentiation|positive regulation of inositol phosphate biosynthetic process|membrane organization|negative regulation of thrombin receptor signaling pathway|response to interleukin-1|cellular response to copper ion|positive regulation of protein serine/threonine kinase activity|positive regulation of glutathione peroxidase activity|positive regulation of hydrogen peroxide catabolic process|regulation of reactive oxygen species metabolic process|",magnesium ion binding|copper ion binding|calcium ion binding|protein binding|phospholipid binding|microtubule binding|ferrous iron binding|zinc ion binding|oxidoreductase activity|kinesin binding|protein domain specific binding|Hsp70 protein binding|histone binding|identical protein binding|alpha-tubulin binding|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|phospholipase binding|dynein binding|protein N-terminus binding|tau protein binding|beta-tubulin binding|arachidonic acid binding|phosphoprotein binding|,9,35,12700000000,57.8%
Q91ZZ3,0.086584479,-0.158166667,12.46017194,0.566333333,0.056752214,1.90537561,-0.758,-0.709,0.143,0.35,-0.06,0.085,Q91ZZ3,Sncb,Q91ZZ3_Sncb,Q91ZZ3,Sncb,1,14,5,3,Q91ZZ3,MOUSE,14051.4,41.3,878,878.2,79.77,51.46,,133,Beta-synuclein,nucleoplasm|cytoplasm|mitochondrion|Golgi apparatus|inclusion body|synapse|,synaptic transmission|dopamine metabolic process|negative regulation of neuron apoptotic process|synapse organization|,calcium ion binding|,3,14,3380000000,33.0%
Q3THE2,0.181334728,-0.034666667,7.91403152,0.416,0.161657868,1.399593149,-0.523,-0.314,0.109,0.452,-0.087,0.155,Q3THE2,Myl12b,Q3THE2_Myl12b,Q3THE2,Myl12b,1,27,11,5,Q3THE2|Q6ZWQ9,MOUSE,19835.9,60.4,879,879.1,143.92,76.98,,172,Myosin regulatory light chain 12B,stress fiber|brush border|myosin II complex|Z disc|apical part of cell|extracellular exosome|,regulation of cell shape|platelet aggregation|,calcium ion binding|myosin heavy chain binding|,11,27,14600000000,60.4%
Q9CQ19,0.037933186,0.060833333,20.3371373,0.773666667,0.009253079,2.602929247,-0.459,-0.335,-0.184,0.876,0.293,0.174,Q9CQ19,Myl9,Q9CQ19_Myl9,Q9CQ19,Myl9,1,2,7,2,Q9CQ19,MOUSE,19910.9,42.4,879,879.2,76.29,19.91,,172,Myosin regulatory light polypeptide 9,stress fiber|myosin II complex|Z disc|,platelet aggregation|,calcium ion binding|myosin heavy chain binding|,2,2,699000000,16.2%
Q6RHR9,0.134121556,-0.1225,9.564595299,0.474333333,0.110545348,1.595850202,-0.712,-0.465,0.098,0.252,0.033,0.059,Q6RHR9,Magi1,Q6RHR9_Magi1,Q6RHR9,Magi1,1,27,14,14,Q6RHR9|A0A0N4SUZ0|Q6RHR9-3|E9PZ12|A0A0N4SWH0|Q6RHR9-2|A0A0R4J0S6|A0A0N4SUP9,MOUSE,162884.2,11.6,880,880.1,143.61,143.61,,1471,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",nucleoplasm|cytoplasm|plasma membrane|bicellular tight junction|cell junction|cell projection|,neuron death|,protein binding|ATP binding|protein complex scaffold|alpha-actinin binding|,14,27,3980000000,11.6%
P17742,0.631527153,0.007,2.042050748,0.145333333,0.624877555,0.488960427,0.142,-0.102,-0.237,0.032,-0.037,0.244,P17742,Ppia,P17742_Ppia,P17742,Ppia,1,34,12,12,P17742|A0A1L1SST0|F8VPN3|V9GX31|V9GXC1,MOUSE,18142.2,67.6,881,881.1,143.5,143.5,,164,Peptidyl-prolyl cis-trans isomerase A,extracellular space|nucleus|cytosol|focal adhesion|membrane|myelin sheath|extracellular exosome|,protein peptidyl-prolyl isomerization|protein folding|neuron differentiation|lipid particle organization|regulation of viral genome replication|positive regulation of viral genome replication|positive regulation of protein secretion|,peptidyl-prolyl cis-trans isomerase activity|peptide binding|poly(A) RNA binding|,12,34,10700000000,67.6%
Q5U3K5,0.070026445,-0.105333333,14.38924647,0.622,0.036397818,2.092660911,-0.73,-0.464,-0.055,0.385,0.151,0.081,Q5U3K5,Rabl6,Q5U3K5_Rabl6,Q5U3K5,Rabl6,1,24,11,11,Q5U3K5,MOUSE,80114.9,16.6,882,882.1,143.4,143.4,,725,Rab-like protein 6,nucleus|nucleolus|cytoplasm|centrosome|,small GTPase mediated signal transduction|,GTP binding|,11,24,2340000000,16.6%
Q9CQF3,0.02558446,-0.130333333,23.11009658,0.836666667,0.004886415,2.814886863,-0.841,-0.521,-0.284,0.257,0.206,0.401,Q9CQF3,Nudt21,Q9CQF3_Nudt21,Q9CQF3,Nudt21,1,21,12,12,Q9CQF3|A0A1D5RM23,MOUSE,26296.8,44,883,883.1,143.25,143.25,,227,Cleavage and polyadenylation specificity factor subunit 5,nucleus|centrosome|mRNA cleavage factor complex|paraspeckles|,mRNA polyadenylation|mRNA cleavage|mRNA processing|protein tetramerization|,mRNA binding|hydrolase activity|AU-rich element binding|protein homodimerization activity|histone deacetylase binding|poly(A) RNA binding|RNA binding|,12,21,4170000000,44.0%
Q8BVQ9,0.024273653,-0.1015,23.39878098,0.843,0.004572165,2.836194772,-0.734,-0.547,-0.288,0.347,0.314,0.299,Q8BVQ9,Psmc2,Q8BVQ9_Psmc2,Q8BVQ9,Psmc2,1,21,13,13,Q8BVQ9|P46471,MOUSE,53322.1,32.6,884,884.1,143.21,143.21,,475,26S proteasome regulatory subunit 7,"proteasome complex|nucleus|cytoplasm|proteasome regulatory particle, base subcomplex|membrane|nuclear proteasome complex|cytosolic proteasome complex|",osteoblast differentiation|ubiquitin-dependent protein catabolic process|ER-associated ubiquitin-dependent protein catabolic process|positive regulation of RNA polymerase II transcriptional preinitiation complex assembly|positive regulation of proteasomal protein catabolic process|,protein binding|ATP binding|ATPase activity|TBP-class protein binding|proteasome-activating ATPase activity|,13,21,933000000,32.6%
Q60841,3.3055E-09,-0.2815,98.27140684,1.905666667,1.48888E-10,6.411437529,-1.59,-1.391,-0.722,0.658,0.474,0.882,Q60841,Reln,Q60841_Reln,Q60841,Reln,1,15,14,14,Q60841|Q60841-2|Q60841-3,MOUSE,394505.8,5.5,885,885.1,143.12,143.12,,3461,Reelin,proteinaceous extracellular matrix|extracellular space|cytoplasm|dendrite|,"cell morphogenesis involved in differentiation|neuron migration|proteolysis|cell adhesion|axon guidance|central nervous system development|brain development|learning|long-term memory|associative learning|glial cell differentiation|regulation of gene expression|positive regulation of neuron projection development|positive regulation of phosphatidylinositol 3-kinase signaling|dendrite development|cell migration|peptidyl-tyrosine phosphorylation|spinal cord patterning|ventral spinal cord development|hippocampus development|cerebral cortex tangential migration|layer formation in cerebral cortex|cerebral cortex development|forebrain development|positive regulation of TOR signaling|positive regulation of CREB transcription factor activity|protein localization to synapse|reelin-mediated signaling pathway|positive regulation of protein kinase activity|response to pain|positive regulation of peptidyl-tyrosine phosphorylation|regulation of behavior|regulation of synaptic transmission|positive regulation of small GTPase mediated signal transduction|positive regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|positive regulation of dendritic spine morphogenesis|positive regulation of protein tyrosine kinase activity|positive regulation of synapse maturation|postsynaptic density assembly|N-methyl-D-aspartate receptor clustering|postsynaptic density protein 95 clustering|receptor localization to synapse|lateral motor column neuron migration|positive regulation of long-term synaptic potentiation|positive regulation of lateral motor column neuron migration|regulation of N-methyl-D-aspartate selective glutamate receptor activity|positive regulation of excitatory postsynaptic membrane potential|positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity|",protein binding|serine-type peptidase activity|metal ion binding|lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|,14,15,347000000,5.5%
P70290,0.146532422,-0.187,9.049687621,0.456666667,0.124460413,1.536412352,-0.84,-0.55,0.144,0.098,0.054,-0.028,P70290,Mpp1,P70290_Mpp1,P70290,Mpp1,1,19,9,9,P70290|B7ZCL8|A2AN84|D6RFD5,MOUSE,52511.5,27.2,886,886.1,142.71,142.71,,466,55 kDa erythrocyte membrane protein,intracellular|membrane|cortical cytoskeleton|stereocilium|,regulation of neutrophil chemotaxis|,protein binding|,9,19,1090000000,27.2%
Q9D0F3,7.64078E-15,-0.068,158.7990917,2.464,1.31853E-16,8.286613657,-1.94,-1.305,-0.655,1.555,0.468,1.469,Q9D0F3,Lman1,Q9D0F3_Lman1,Q9D0F3,Lman1,1,34,11,11,Q9D0F3,MOUSE,58073,27,887,887.1,142.52,142.52,,517,Protein ERGIC-53,Golgi membrane|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|membrane|integral component of membrane|sarcomere|ER to Golgi transport vesicle|endoplasmic reticulum-Golgi intermediate compartment membrane|host cell perinuclear region of cytoplasm|extracellular exosome|,ER to Golgi vesicle-mediated transport|endoplasmic reticulum organization|Golgi organization|positive regulation of organelle organization|protein transport|,carbohydrate binding|metal ion binding|,11,34,7940000000,27.0%
Q9JMK2,0.072310642,-0.197166667,14.06821466,0.613,0.039190295,2.062381252,-0.976,-0.56,0.025,0.207,-0.063,0.184,Q9JMK2,Csnk1e,Q9JMK2_Csnk1e,Q9JMK2,Csnk1e,1,20,11,4,Q9JMK2|Q3TYE1,MOUSE,47606.5,27.8,888,888.1,142.18,54.19,,416,Casein kinase I isoform epsilon,nucleus|nucleoplasm|cytoplasm|cytosol|ribonucleoprotein complex|,protein phosphorylation|endocytosis|circadian rhythm|regulation of cell shape|Wnt signaling pathway|peptidyl-serine phosphorylation|negative regulation of Wnt signaling pathway|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|circadian regulation of gene expression|cellular protein localization|regulation of circadian rhythm|positive regulation of canonical Wnt signaling pathway|,protein kinase activity|protein serine/threonine kinase activity|protein binding|ATP binding|poly(A) RNA binding|,11,20,2130000000,27.8%
Q9DC28,0.079372755,-0.2025,13.25236618,0.589666667,0.047289354,1.983878431,-0.915,-0.627,0.05,0.202,-0.015,0.09,Q9DC28,Csnk1d,Q9DC28_Csnk1d,Q9DC28,Csnk1d,1,6,10,3,Q9DC28|Q9DC28-2,MOUSE,47600.5,23.6,888,888.2,125.1,37.11,,415,Casein kinase I isoform delta,nucleus|nucleoplasm|cytoplasm|Golgi apparatus|centrosome|spindle|cytosol|spindle microtubule|plasma membrane|perinuclear region of cytoplasm|,positive regulation of protein phosphorylation|protein phosphorylation|endocytosis|microtubule nucleation|Golgi organization|circadian rhythm|regulation of cell shape|Wnt signaling pathway|peptidyl-serine phosphorylation|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|circadian regulation of gene expression|protein localization to Golgi apparatus|nonmotile primary cilium assembly|regulation of circadian rhythm|spindle assembly|protein localization to cilium|protein localization to centrosome|positive regulation of canonical Wnt signaling pathway|,glycoprotein binding|protein kinase activity|protein serine/threonine kinase activity|protein binding|ATP binding|peptide binding|tau-protein kinase activity|phosphoprotein binding|,3,6,583000000,8.9%
P81122,0.146532422,-0.16,9.049687621,0.456666667,0.124460413,1.536412352,-0.819,-0.489,0.143,0.174,-0.016,0.047,P81122,Irs2,P81122_Irs2,P81122,Irs2,1,16,12,12,P81122,MOUSE,137958.9,13.1,889,889.1,142.14,142.14,,1321,Insulin receptor substrate 2,cytosol|plasma membrane|,positive regulation of mesenchymal cell proliferation|negative regulation of B cell apoptotic process|brain development|cell proliferation|positive regulation of cell proliferation|insulin receptor signaling pathway|response to glucose|negative regulation of plasma membrane long-chain fatty acid transport|positive regulation of glucose metabolic process|regulation of lipid metabolic process|positive regulation of cell migration|mammary gland development|positive regulation of B cell proliferation|positive regulation of fatty acid beta-oxidation|positive regulation of insulin secretion|cellular response to insulin stimulus|negative regulation of kinase activity|positive regulation of glycogen biosynthetic process|positive regulation of glucose import|cellular response to glucose stimulus|,signal transducer activity|insulin receptor binding|protein binding|protein kinase binding|protein phosphatase binding|protein domain specific binding|phosphatidylinositol 3-kinase binding|14-3-3 protein binding|,12,16,1740000000,13.1%
Q9QWW1,0.056078129,-0.241333333,16.67831559,0.684,0.021486637,2.299798917,-1.353,-0.739,0.342,0.364,-0.367,0.305,Q9QWW1,Homer2,Q9QWW1_Homer2,Q9QWW1,Homer2,1,24,12,12,Q9QWW1|Q9QWW1-2|E9Q4F9|A0A140LJ06,MOUSE,40797.7,37.2,890,890.1,141.99,141.99,,354,Homer protein homolog 2,nucleus|nucleoplasm|nucleolus|cytoplasm|plasma membrane|cell junction|dendrite|neuronal cell body|apical part of cell|postsynaptic membrane|neuronal postsynaptic density|,G-protein coupled glutamate receptor signaling pathway|regulation of G-protein coupled receptor protein signaling pathway|calcium-mediated signaling using intracellular calcium source|behavioral response to cocaine|chemical homeostasis within a tissue|regulation of store-operated calcium entry|,actin binding|protein binding|protein domain specific binding|GKAP/Homer scaffold activity|G-protein coupled glutamate receptor binding|protein homodimerization activity|protein heterodimerization activity|,12,24,5530000000,37.2%
Q9D5V5,0.058152023,-0.135333333,16.28826227,0.673333333,0.023505732,2.265367117,-0.892,-0.472,-0.052,0.223,0.05,0.331,Q9D5V5,Cul5,Q9D5V5_Cul5,Q9D5V5,Cul5,1,22,15,15,Q9D5V5|G3X914|E9PV12|E9Q6Z0,MOUSE,91543.2,22.6,891,891.1,141.99,141.99,,780,Cullin-5,Cul5-RING ubiquitin ligase complex|,protein ubiquitination|cerebral cortex radially oriented cell migration|radial glia guided migration of Purkinje cell|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|,protein binding|ubiquitin protein ligase binding|protein heterodimerization activity|ubiquitin protein ligase activity|,15,22,1260000000,22.6%
A2ALK6,0.114597224,-0.174166667,10.46914431,0.504333333,0.089760563,1.6967824,-0.96,-0.547,0.228,0.231,-0.136,0.139,A2ALK6,Epb41l4b,A2ALK6_Epb41l4b,A2ALK6,Epb41l4b,1,26,12,11,A2ALK6|Q9JMC8|Q8BGS1-3,MOUSE,100579.7,15.3,892,892.1,141.84,131.34,,899,Band 4.1-like protein 4B,cytoplasm|cytoskeleton|extrinsic component of membrane|apical part of cell|,actomyosin structure organization|,protein binding|cytoskeletal protein binding|,12,26,1400000000,15.3%
Q6ZQ82,0.068823548,-0.076333333,14.58115942,0.627333333,0.034824433,2.110604413,-0.544,-0.605,-0.021,0.349,0.035,0.328,Q6ZQ82,Arhgap26,Q6ZQ82_Arhgap26,Q6ZQ82,Arhgap26,1,28,13,13,Q6ZQ82|E9QAQ3,MOUSE,92810.6,21,893,893.1,141.83,141.83,,814,Rho GTPase-activating protein 26,cytoplasm|cytoskeleton|focal adhesion|,plasma membrane organization|signal transduction|actin cytoskeleton organization|positive regulation of GTPase activity|regulation of small GTPase mediated signal transduction|,GTPase activator activity|protein binding|phospholipid binding|,13,28,4270000000,21.0%
Q62425,0.117780422,-0.104333333,10.2953631,0.498666667,0.093425125,1.677717429,-0.696,-0.352,-0.013,0.245,0.09,0.1,Q62425,Ndufa4,Q62425_Ndufa4,Q62425,Ndufa4,1,49,10,10,Q62425|A0A0N4SVQ1,MOUSE,9326.6,65.8,894,894.1,141.78,141.78,,82,Cytochrome c oxidase subunit NDUFA4,mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain complex IV|extracellular exosome|mitochondrial respiratory chain complex I|,oxidation-reduction process|hydrogen ion transmembrane transport|,protein complex binding|cytochrome-c oxidase activity|,10,49,83400000000,65.8%
F8WHQ1,0.091878856,-0.1505,11.99615662,0.552333333,0.063151597,1.858273917,-0.966,-0.482,0.168,0.309,-0.103,0.171,F8WHQ1,Tpd52,F8WHQ1_Tpd52,F8WHQ1,Tpd52,1,24,11,1,F8WHQ1|Q62393|D3Z637,MOUSE,26983.6,48.5,895,895.1,141.64,12.43,,247,Tumor protein D52,cytoplasm|endoplasmic reticulum|perinuclear region of cytoplasm|,positive regulation of cell proliferation|,calcium ion binding|protein homodimerization activity|protein heterodimerization activity|,11,24,3920000000,48.5%
Q9CW03,0.014994038,-0.113833333,26.35346564,0.905666667,0.002315546,3.047030919,-0.758,-0.684,-0.258,0.465,0.218,0.334,Q9CW03,Smc3,Q9CW03_Smc3,Q9CW03,Smc3,1,21,13,13,Q9CW03,MOUSE,141952.6,12.6,896,896.1,141.34,141.34,,1217,Structural maintenance of chromosomes protein 3,"chromosome, centromeric region|chromatin|lateral element|spindle pole|basement membrane|nucleus|nucleoplasm|cytoplasm|cohesin core heterodimer|nuclear matrix|meiotic cohesin complex|nuclear meiotic cohesin complex|",regulation of DNA replication|DNA repair|mitotic spindle organization|sister chromatid cohesion|mitotic sister chromatid cohesion|meiotic nuclear division|signal transduction|stem cell maintenance|negative regulation of DNA endoreduplication|cell division|,chromatin binding|protein binding|ATP binding|mediator complex binding|dynein binding|protein heterodimerization activity|,13,21,1400000000,12.6%
Q8K0E8,0.014259844,-0.090666667,26.62946609,0.911333333,0.002172968,3.06609589,-0.338,-0.925,-0.376,0.193,0.589,0.313,Q8K0E8,Fgb,Q8K0E8_Fgb,Q8K0E8,Fgb,1,24,14,14,Q8K0E8|F1MAV0|P02676,MOUSE,55436.4,32.2,897,897.1,141.28,141.28,,481,Fibrinogen beta chain,fibrinogen complex|extracellular space|cell cortex|external side of plasma membrane|cell surface|platelet alpha granule|extracellular exosome|blood microparticle|extracellular vesicle|,"cell-matrix adhesion|signal transduction|plasminogen activation|positive regulation of heterotypic cell-cell adhesion|fibrinolysis|induction of bacterial agglutination|cellular protein complex assembly|cellular response to leptin stimulus|innate immune response|positive regulation of vasoconstriction|positive regulation of exocytosis|positive regulation of protein secretion|protein polymerization|response to calcium ion|positive regulation of ERK1 and ERK2 cascade|platelet aggregation|cellular response to interleukin-1|blood coagulation, fibrin clot formation|positive regulation of peptide hormone secretion|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors|negative regulation of endothelial cell apoptotic process|","structural molecule activity|protein binding, bridging|chaperone binding|receptor binding|cell adhesion molecule binding|",14,24,1540000000,32.2%
Q91W86,0.091081388,-0.203333333,12.07290554,0.554666667,0.06204538,1.866124199,-1.005,-0.566,0.129,0.146,-0.005,0.081,Q91W86,Vps11,Q91W86_Vps11,Q91W86,Vps11,1,26,14,14,Q91W86|A0A1L1SRH3,MOUSE,109028.9,16.5,898,898.1,141.22,141.22,,941,Vacuolar protein sorting-associated protein 11 homolog,lysosome|lysosomal membrane|endosome|early endosome|late endosome|actin filament|endocytic vesicle|HOPS complex|late endosome membrane|lysosome|early endosome|late endosome|,intracellular protein transport|vesicle docking involved in exocytosis|endosome organization|lysosome organization|regulation of protein stability|endosomal vesicle fusion|regulation of SNARE complex assembly|toxin transport|regulation of organelle assembly|positive regulation of cellular protein catabolic process|positive regulation of protein targeting to mitochondrion|positive regulation of early endosome to late endosome transport|,"nucleotide binding|protein binding|zinc ion binding|protein domain specific binding|syntaxin binding|protein binding, bridging|",14,26,859000000,16.5%
Q91V12-2,0.060514991,-0.101,15.85902157,0.662,0.025947639,2.227237175,-0.71,-0.45,-0.136,0.248,0.124,0.318,Q91V12,Acot7,Q91V12-2_Acot7,Q91V12-2,Acot7,1,28,9,9,Q91V12-2|E9PYH2|Q91V12|Q91V12-4|Q91V12-3,MOUSE,37953.7,32.5,899,899.1,141.11,141.11,,381,Isoform A of Cytosolic acyl coenzyme A thioester hydrolase,nucleoplasm|cytoplasm|cytosol|neuron projection|cell body|extracellular exosome|,fatty acid catabolic process|coenzyme A biosynthetic process|medium-chain fatty-acyl-CoA catabolic process|long-chain fatty-acyl-CoA catabolic process|medium-chain fatty acid biosynthetic process|palmitic acid biosynthetic process|,fatty-acyl-CoA binding|palmitoyl-CoA hydrolase activity|long-chain fatty acyl-CoA binding|protein homodimerization activity|carboxylic ester hydrolase activity|,9,28,6130000000,32.5%
Q6P4T2,0.050742606,-0.155666667,17.87528637,0.714,0.016310654,2.402186319,-0.863,-0.546,-0.129,0.199,0.212,0.193,Q6P4T2,Snrnp200,Q6P4T2_Snrnp200,Q6P4T2,Snrnp200,1,18,15,15,Q6P4T2,MOUSE,246196.8,8.4,900,900.1,141.09,141.09,,2136,U5 small nuclear ribonucleoprotein 200 kDa helicase,nucleus|nucleoplasm|spliceosomal complex|U5 snRNP|membrane|catalytic step 2 spliceosome|,"mRNA splicing, via spliceosome|osteoblast differentiation|",ATP-dependent RNA helicase activity|ATP binding|ATP-dependent helicase activity|identical protein binding|poly(A) RNA binding|,15,18,992000000,8.4%
Q9Z110,0.095386464,-0.124333333,11.74563173,0.544666667,0.06690165,1.832480133,-0.78,-0.444,0.034,0.171,0.02,0.253,Q9Z110,Aldh18a1,Q9Z110_Aldh18a1,Q9Z110,Aldh18a1,1,19,11,11,Q9Z110|Q9Z110-2,MOUSE,87835.3,13.9,901,901.1,141.02,141.02,,795,Delta-1-pyrroline-5-carboxylate synthase,cytoplasm|mitochondrion|mitochondrial inner membrane|,glutamate metabolic process|proline biosynthetic process|ornithine biosynthetic process|cellular amino acid biosynthetic process|phosphorylation|citrulline biosynthetic process|oxidation-reduction process|L-proline biosynthetic process|,glutamate 5-kinase activity|glutamate-5-semialdehyde dehydrogenase activity|ATP binding|poly(A) RNA binding|,11,19,937000000,13.9%
Q9CU62,0.0494155,-0.063333333,18.06210209,0.718666667,0.015623912,2.417886883,-0.503,-0.56,-0.205,0.425,0.274,0.189,Q9CU62,Smc1a,Q9CU62_Smc1a,Q9CU62,Smc1a,1,16,12,12,Q9CU62,MOUSE,143859.9,11.1,902,902.1,140.77,140.77,,1233,Structural maintenance of chromosomes protein 1A,kinetochore|nucleus|nucleoplasm|nucleolus|cytoplasm|cohesin core heterodimer|meiotic cohesin complex|,DNA repair|sister chromatid cohesion|mitotic sister chromatid cohesion|mitotic cell cycle checkpoint|meiotic nuclear division|response to radiation|stem cell maintenance|negative regulation of DNA endoreduplication|signal transduction in response to DNA damage|cell division|,chromatin binding|protein binding|ATP binding|mediator complex binding|poly(A) RNA binding|protein heterodimerization activity|,12,16,2170000000,11.1%
G5E896,0.062451163,-0.215666667,15.5594392,0.654,0.027800722,2.200321923,-1.009,-0.714,0.095,0.144,0.138,0.052,G5E896,Edc4,G5E896_Edc4,G5E896,Edc4,1,22,13,13,G5E896|Q3UJB9|D6RE33|A0A0R4J1Q0|Q3UJB9-2,MOUSE,153850.4,14.6,903,903.1,140.74,140.74,,1406,"Enhancer of mRNA decapping 4, isoform CRA_b",cytoplasmic mRNA processing body|nucleus|nucleoplasm|membrane|intracellular membrane-bounded organelle|,,protein binding|,14,22,3410000000,14.6%
