id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
Q91WU0,0.000236162,-1.1925,38.5553507,4.375666667,0.000139465,6.73439224,-3.517,-1.992,-4.632,1.128,1.03,0.828,Q91WU0,Ces1f,Q91WU0_Ces1f,Q91WU0,Ces1f,1,22,11,11,Q91WU0,MOUSE,62010.5,25.3,186,186.1,139.61,139.61,,561,Carboxylesterase 1F,lipid particle|cytosol|,short-chain fatty acid catabolic process|,hydrolase activity|,11,22,1.95E+11,25.3%
P31532,7.14977E-05,-1.042166667,48.69027201,4.697666667,1.35199E-05,9.291820584,-3.71,-2.485,-3.978,1.481,1.554,0.885,P31532,Saa4,P31532_Saa4,P31532,Saa4,1,24,9,9,P31532,MOUSE,15144.6,62.3,187,187.1,139.37,139.37,,130,Serum amyloid A-4 protein,extracellular space|high-density lipoprotein particle|,acute-phase response|positive chemotaxis|cell chemotaxis|,chemoattractant activity|,9,24,9930000000,62.3%
Q61805,0.000133257,-1.1515,42.27838255,4.588333333,5.91782E-05,7.599103499,-3.43,-2.313,-4.594,1.557,0.954,0.917,Q61805,Lbp,Q61805_Lbp,Q61805,Lbp,1,23,11,11,Q61805|A2AC65,MOUSE,53282.7,21.4,188,188.1,139.1,139.1,,481,Lipopolysaccharide-binding protein,extracellular space|cell surface|extracellular exosome|,"liver development|leukocyte chemotaxis involved in inflammatory response|macrophage activation involved in immune response|acute-phase response|opsonization|lipopolysaccharide transport|lipopolysaccharide-mediated signaling pathway|detection of molecule of bacterial origin|response to lipopolysaccharide|negative regulation of tumor necrosis factor production|positive regulation of chemokine production|positive regulation of interleukin-6 production|positive regulation of interleukin-8 production|positive regulation of tumor necrosis factor production|positive regulation of toll-like receptor 4 signaling pathway|positive regulation of tumor necrosis factor biosynthetic process|positive regulation of macrophage activation|negative regulation of growth of symbiont in host|innate immune response|defense response to Gram-negative bacterium|defense response to Gram-positive bacterium|positive regulation of phagocytosis, engulfment|positive regulation of respiratory burst involved in inflammatory response|cellular response to lipopolysaccharide|cellular response to lipoteichoic acid|positive regulation of neutrophil chemotaxis|regulation of membrane permeability|",lipopolysaccharide binding|receptor binding|lipoteichoic acid binding|,11,23,2590000000,21.4%
P47879,9.46914E-05,-0.850166667,44.79862675,4.203666667,3.31236E-05,8.231586186,-3.103,-2.071,-3.682,1.559,1.349,0.847,P47879,Igfbp4,P47879_Igfbp4,P47879,Igfbp4,1,39,11,11,P47879|H3BLB7,MOUSE,28947.5,42.1,189,189.1,137.73,137.73,,254,Insulin-like growth factor-binding protein 4,extracellular space|,regulation of cell growth|inflammatory response|regulation of glucose metabolic process|regulation of growth|positive regulation of MAPK cascade|positive regulation of insulin-like growth factor receptor signaling pathway|type B pancreatic cell proliferation|,insulin-like growth factor binding|insulin-like growth factor I binding|insulin-like growth factor II binding|,11,39,20200000000,42.1%
P12246,0.000319538,-0.2344,36.94356586,3.965166667,0.000202136,6.979876385,-2.619,-2.608,,0.941,2.238,0.876,P12246,Apcs,P12246_Apcs,P12246,Apcs,1,30,10,10,P12246,MOUSE,26417.6,33.9,190,190.1,132.07,132.07,,224,Serum amyloid P-component,extracellular space|nucleus|protein complex|extracellular exosome|blood microparticle|extracellular matrix|,protein complex assembly|negative regulation by host of viral exo-alpha-sialidase activity|negative regulation by host of viral glycoprotein metabolic process|innate immune response|negative regulation of monocyte differentiation|negative regulation of viral entry into host cell|negative regulation of viral process|negative regulation of exo-alpha-sialidase activity|negative regulation of glycoprotein metabolic process|,complement component C1q binding|calcium ion binding|carbohydrate binding|virion binding|,10,30,14900000000,33.9%
Q8CIT9,9.37119E-05,-0.863166667,44.90656382,3.680333333,3.23105E-05,8.259585575,-3.43,-2.456,-2.224,0.875,1.095,0.961,Q8CIT9,Sbsn,Q8CIT9_Sbsn,Q8CIT9,Sbsn,1,19,9,9,Q8CIT9|E9QPB2|S4R2I1|Q8CIT9-3|A0A0R4J2A5,MOUSE,72446.7,18.2,191,191.1,131.62,131.62,,700,Suprabasin,cytoplasm|extracellular exosome|,,,9,19,357000000,18.2%
P11152,7.14977E-05,-0.9276,48.82501438,4.889,1.31069E-05,10.61119806,-4.204,-3.518,,1.01,1.083,0.991,P11152,Lpl,P11152_Lpl,P11152,Lpl,1,20,10,10,P11152,MOUSE,53679,25.5,192,192.1,130.51,130.51,,474,Lipoprotein lipase,extracellular space|plasma membrane|cell surface|extracellular matrix|anchored component of membrane|very-low-density lipoprotein particle|chylomicron|extracellular exosome|,fatty acid biosynthetic process|response to cold|positive regulation of macrophage derived foam cell differentiation|positive regulation of cholesterol storage|positive regulation of sequestering of triglyceride|triglyceride biosynthetic process|triglyceride catabolic process|very-low-density lipoprotein particle remodeling|response to drug|triglyceride homeostasis|,lipoprotein lipase activity|triglyceride lipase activity|receptor binding|protein binding|heparin binding|triglyceride binding|apolipoprotein binding|,10,20,3530000000,25.5%
Q60590,7.14977E-05,-0.9515,50.95893869,4.121,8.01874E-06,9.961252003,-3.296,-2.482,-3.258,1.046,1.344,0.937,Q60590,Orm1,Q60590_Orm1,Q60590,Orm1,1,29,9,4,Q60590|J3JRU4|Q63805,MOUSE,24008.9,34.7,193,193.1,128.84,68.79,,207,Alpha-1-acid glycoprotein 1,extracellular space|,regulation of immune system process|transport|acute-phase response|,,9,29,23100000000,34.7%
P07361,0.008137587,-1.176333333,21.39444503,3.809333333,0.007253632,3.691212877,-0.494,-4.478,-4.271,0.363,0.694,1.128,P07361,Orm2,P07361_Orm2,P07361,Orm2,1,10,9,4,P07361,MOUSE,23957.1,29.4,193,193.2,104.23,44.18,,207,Alpha-1-acid glycoprotein 2,extracellular space|,regulation of immune system process|transport|acute-phase response|,,4,10,1900000000,12.5%
Q61406,7.14977E-05,-1.232166667,49.96337848,4.766333333,1.00847E-05,9.662570807,-3.877,-2.731,-4.238,1.452,0.919,1.082,Q61406,Cfhr1,Q61406_Cfhr1,Q61406,Cfhr1,1,21,10,10,Q61406,MOUSE,39640.4,34.6,194,194.1,128.37,128.37,,343,Complement factor H-related 1,extracellular exosome|blood microparticle|,,,10,21,3530000000,34.6%
P06330,7.14977E-05,-1.193333333,49.04420712,4.732666667,1.24618E-05,9.393656156,-3.929,-2.669,-4.081,0.893,1.626,1,P06330,NotFound,P06330_NotFound,P06330,,1,22,9,2,P06330|P01757|P01756|A0A075B5U6,MOUSE,13048.2,72.8,195,195.1,126.98,27.06,,118,Ig heavy chain V region AC38 205.12,,,antigen binding|,10,22,7790000000,72.8%
A0A075B5Y4,0.000122425,-0.4255,42.77342168,3.887666667,5.28029E-05,7.720192752,-2.362,-2.312,-2.434,1.204,2.499,0.852,A0A075B5Y4,NotFound,A0A075B5Y4_NotFound,A0A075B5Y4,Ighv1-81,1,12,8,5,A0A075B5Y4|A0A0A6YVW3,MOUSE,13102.5,64.1,195,195.2,100.95,70.32,,117,Immunoglobulin heavy variable 1-81 (Fragment),,,,5,12,1990000000,47.0%
A0A075B5U4,0.000245548,-0.238,38.30095881,3.826666667,0.000147878,7.333423993,-2.947,-2.121,,1.725,1.331,0.822,A0A075B5U4,NotFound,A0A075B5U4_NotFound,A0A075B5U4,Ighv1-18,1,6,7,2,A0A075B5U4,MOUSE,11351.7,58.8,195,195.3,93.02,40.22,,102,Immunoglobulin heavy variable V1-18,,,,2,6,354000000,34.3%
A0A075B5U7,0.00021913,-0.1978,38.9957052,4.455333333,0.000126017,7.519778455,-3.085,-2.657,,1.237,2.516,1,A0A075B5U7,NotFound,A0A075B5U7_NotFound,A0A075B5U7,Ighv1-22,1,7,6,3,A0A075B5U7|P01758,MOUSE,13135.6,61.5,195,195.4,83.03,45.15,,117,Immunoglobulin heavy variable 1-22 (Fragment),,,,3,7,129000000,35.8%
A0A075B5V6,0.001787316,-0.970166667,28.43669384,4.733666667,0.001433279,4.981926886,-5.084,-3.759,-1.168,0.952,2.041,1.197,A0A075B5V6,NotFound,A0A075B5V6_NotFound,A0A075B5V6,Ighv1-42,1,5,6,2,A0A075B5V6|A0A075B5V7,MOUSE,10890,55.1,195,195.5,78.8,18.65,,98,Immunoglobulin heavy variable V1-42,,,,2,5,6680000000,15.3%
A0A075B5U5,,1.267666667,,,,,,,,1.125,1.678,1,A0A075B5U5,NotFound,A0A075B5U5_NotFound,A0A075B5U5,Ighv1-19,1,1,4,1,A0A075B5U5,MOUSE,12970.5,41.3,195,195.6,43.73,11.28,,116,Immunoglobulin heavy variable V1-19,,,,1,1,2660000,17.2%
A0A0A6YXA5,,1.363333333,,,,,,,,1.759,1.331,1,A0A0A6YXA5,NotFound,A0A0A6YXA5_NotFound,A0A0A6YXA5,Ighv1-15,1,1,2,1,A0A0A6YXA5,MOUSE,13066.5,29.9,195,195.7,24.6,12.63,,117,Immunoglobulin heavy variable 1-15 (Fragment),,,,1,1,5640000,21.3%
P01746,0.000538253,-0.354,34.22583136,3.330833333,0.000377935,6.311496308,-2.96,-1.745,,0.94,1.176,0.819,P01746,NotFound,P01746_NotFound,P01746,,1,4,2,1,P01746|P01747,MOUSE,15628.2,17.1,195,195.8,20.7,8.48,,140,Ig heavy chain V region 93G7,,,antigen binding|,1,4,162000000,7.1%
P04202,0.000134428,-0.3896,42.10256266,3.990666667,6.16231E-05,8.400865601,-3.085,-2.483,,1.287,1.452,0.881,P04202,Tgfb1,P04202_Tgfb1,P04202,Tgfb1,1,17,10,10,P04202,MOUSE,44993.8,27.6,196,196.1,126.73,126.73,,390,Transforming growth factor beta-1,proteinaceous extracellular matrix|extracellular space|nucleus|cytoplasm|cell surface|secretory granule|axon|neuronal cell body|blood microparticle|microvillus|,"protein import into nucleus, translocation|negative regulation of transcription from RNA polymerase II promoter|MAPK cascade|skeletal system development|ureteric bud development|response to hypoxia|cell activation|epithelial to mesenchymal transition|negative regulation of protein phosphorylation|positive regulation of protein phosphorylation|regulation of sodium ion transport|chondrocyte differentiation|hematopoietic progenitor cell differentiation|CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment|adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains|tolerance induction to self antigen|protein phosphorylation|protein export from nucleus|ATP biosynthetic process|phosphate-containing compound metabolic process|cellular calcium ion homeostasis|defense response|inflammatory response|cell cycle arrest|mitotic cell cycle checkpoint|epidermal growth factor receptor signaling pathway|transforming growth factor beta receptor signaling pathway|common-partner SMAD protein phosphorylation|SMAD protein complex assembly|SMAD protein import into nucleus|Notch signaling pathway|negative regulation of neuroblast proliferation|salivary gland morphogenesis|endoderm development|skeletal muscle tissue development|female pregnancy|aging|negative regulation of DNA replication|cell proliferation|positive regulation of cell proliferation|negative regulation of cell proliferation|germ cell migration|response to radiation|response to wounding|response to glucose|defense response to fungus, incompatible interaction|organ morphogenesis|regulation of gene expression|positive regulation of gene expression|negative regulation of gene expression|positive regulation of epithelial to mesenchymal transition|positive regulation of fibroblast migration|positive regulation of peptidyl-threonine phosphorylation|positive regulation of pathway-restricted SMAD protein phosphorylation|negative regulation of macrophage cytokine production|oligodendrocyte development|cell growth|regulation of striated muscle tissue development|regulation of transforming growth factor beta receptor signaling pathway|evasion or tolerance of host defenses by virus|negative regulation of cell-cell adhesion|hyaluronan catabolic process|T cell differentiation|negative regulation of ossification|negative regulation of cell growth|positive regulation of cell migration|positive regulation of bone mineralization|mammary gland development|positive regulation of histone deacetylation|organ regeneration|positive regulation of protein complex assembly|positive regulation of exit from mitosis|lipopolysaccharide-mediated signaling pathway|positive regulation of cellular protein metabolic process|response to estradiol|response to progesterone|regulation of interleukin-23 production|negative regulation of interleukin-17 production|positive regulation of interleukin-17 production|receptor catabolic process|regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation|positive regulation of superoxide anion generation|mononuclear cell proliferation|positive regulation of collagen biosynthetic process|positive regulation of peptidyl-serine phosphorylation|response to vitamin D|response to laminar fluid shear stress|positive regulation of histone acetylation|positive regulation of protein dephosphorylation|wound healing|T cell activation|regulation of cell proliferation|negative regulation of T cell proliferation|regulation of protein import into nucleus|positive regulation of protein import into nucleus|positive regulation of odontogenesis|response to drug|myelination|regulation of apoptotic process|myeloid dendritic cell differentiation|T cell homeostasis|positive regulation of apoptotic process|positive regulation of MAP kinase activity|regulation of MAPK cascade|protein kinase B signaling|positive regulation of blood vessel endothelial cell migration|negative regulation of blood vessel endothelial cell migration|positive regulation of phosphatidylinositol 3-kinase activity|ossification involved in bone remodeling|regulatory T cell differentiation|cell-cell junction organization|negative regulation of fat cell differentiation|negative regulation of myoblast differentiation|negative regulation of cell cycle|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|negative regulation of mitotic cell cycle|positive regulation of transcription from RNA polymerase II promoter|positive regulation of fibroblast proliferation|positive regulation of isotype switching to IgA isotypes|cell development|lymph node development|digestive tract development|negative regulation of skeletal muscle tissue development|inner ear development|positive regulation of epithelial cell proliferation|negative regulation of epithelial cell proliferation|positive regulation of protein secretion|negative regulation of phagocytosis|negative regulation of T cell activation|positive regulation of chemotaxis|positive regulation of NF-kappaB transcription factor activity|regulation of binding|regulation of DNA binding|positive regulation of smooth muscle cell differentiation|negative regulation of release of sequestered calcium ion into cytosol|positive regulation of protein kinase B signaling|face morphogenesis|frontal suture morphogenesis|pathway-restricted SMAD protein phosphorylation|positive regulation of SMAD protein import into nucleus|SMAD protein signal transduction|mammary gland branching involved in thelarche|branch elongation involved in mammary gland duct branching|regulation of branching involved in mammary gland duct morphogenesis|negative regulation of gene silencing by miRNA|regulation of cartilage development|lens fiber cell differentiation|response to cholesterol|positive regulation of cell cycle arrest|cellular response to growth factor stimulus|cellular response to organic cyclic compound|cellular response to dexamethasone stimulus|cellular response to transforming growth factor beta stimulus|T-helper 17 cell lineage commitment|extracellular matrix assembly|positive regulation of branching involved in ureteric bud morphogenesis|extrinsic apoptotic signaling pathway|negative regulation of hyaluronan biosynthetic process|positive regulation of protein localization to nucleus|positive regulation of NAD+ ADP-ribosyltransferase activity|regulation of actin cytoskeleton reorganization|positive regulation of transcription regulatory region DNA binding|",glycoprotein binding|antigen binding|type II transforming growth factor beta receptor binding|cytokine activity|transforming growth factor beta receptor binding|protein binding|growth factor activity|enzyme binding|type I transforming growth factor beta receptor binding|type III transforming growth factor beta receptor binding|protein homodimerization activity|protein heterodimerization activity|protein N-terminus binding|,10,17,1100000000,27.6%
P11589,7.14977E-05,-1.0635,50.64812172,4.722333333,8.61366E-06,9.867160705,-3.664,-2.783,-3.827,1.058,1.916,0.919,P11589,NotFound,P11589_NotFound,P11589,Mup2,1,18,9,9,P11589|Q4FZE8|A2BIN1|P04938|A2CEK7|P02762|P11588|A2CEL1|A2AKN8|Q58EV3|A2AKN9|A9R9W0|A9C496|E9PVW0|A2CEL0|E9QA79|A9C497|B5X0G2|A2CEK6|A2BIN0|L7N222|A2AV72|P04939|Q3KQQ2|Q80YX8|A2ANT6|P11591,MOUSE,20948.4,58.8,197,197.1,125.86,125.86,,180,Major urinary protein 2,extracellular space|nucleus|cytosol|,"energy reserve metabolic process|transport|insulin receptor signaling pathway|aerobic respiration|positive regulation of gene expression|negative regulation of lipid storage|positive regulation of glucose metabolic process|heat generation|glucose homeostasis|locomotor rhythm|negative regulation of gluconeogenesis|positive regulation of lipid metabolic process|negative regulation of transcription, DNA-templated|negative regulation of lipid biosynthetic process|positive regulation of protein kinase B signaling|negative regulation of insulin secretion involved in cellular response to glucose stimulus|mitochondrion morphogenesis|cellular response to lipid|",insulin-activated receptor activity|transporter activity|pheromone binding|small molecule binding|,9,18,2000000000,58.8%
Q7TSK7,0.000112948,-0.5598,43.37155348,4.180333333,4.60092E-05,8.784619027,-3.418,-2.718,,1.065,1.373,0.899,Q7TSK7,Adamtsl2,Q7TSK7_Adamtsl2,Q7TSK7,Adamtsl2,1,18,12,12,Q7TSK7,MOUSE,109068.3,15.1,198,198.1,124.97,124.97,,957,ADAMTS-like protein 2,extracellular region|proteinaceous extracellular matrix|,proteolysis|negative regulation of transforming growth factor beta receptor signaling pathway|,metalloendopeptidase activity|zinc ion binding|,12,18,1910000000,15.1%
P98063,7.14977E-05,-1.285333333,53.87101034,4.554,4.10109E-06,10.88147389,-3.895,-2.959,-3.833,1.078,0.936,0.961,P98063,Bmp1,P98063_Bmp1,P98063,Bmp1,1,14,11,11,P98063|Q9WVM6|E9Q5B9|G3X9F5|Q62381|Q62381-2,MOUSE,113889.4,12.4,199,199.1,124.35,124.35,,991,Bone morphogenetic protein 1,proteinaceous extracellular matrix|extracellular space|Golgi apparatus|membrane-bounded vesicle|,ossification|proteolysis|cell differentiation|cartilage development|positive regulation of cartilage development|,metalloendopeptidase activity|cytokine activity|calcium ion binding|protein binding|growth factor activity|peptidase activity|zinc ion binding|,11,14,1260000000,12.4%
P47877,7.14977E-05,-1.127833333,50.77146098,4.641,8.37248E-06,9.904406017,-3.867,-2.685,-3.793,1.561,1.105,0.912,P47877,Igfbp2,P47877_Igfbp2,P47877,Igfbp2,1,24,10,10,P47877|D3YU40,MOUSE,33930.2,36.7,200,200.1,124.35,124.35,,305,Insulin-like growth factor-binding protein 2,extracellular region|extracellular space|apical plasma membrane|cytoplasmic vesicle|extracellular exosome|,regulation of cell growth|signal transduction|female pregnancy|aging|response to nutrient|response to mechanical stimulus|response to lithium ion|response to estradiol|response to retinoic acid|cellular response to hormone stimulus|positive regulation of activated T cell proliferation|response to drug|regulation of insulin-like growth factor receptor signaling pathway|response to glucocorticoid|,insulin-like growth factor binding|insulin-like growth factor I binding|insulin-like growth factor II binding|,10,24,2700000000,36.7%
O88968,0.000863709,-1.539166667,31.92753938,5.034333333,0.000641573,5.704268974,-3.442,-2.539,-6.188,0.945,1.072,0.917,O88968,Tcn2,O88968_Tcn2,O88968,Tcn2,1,21,10,10,O88968,MOUSE,48041.3,22.3,201,201.1,124.2,124.2,,430,Transcobalamin-2,extracellular space|extracellular exosome|,cobalt ion transport|cobalamin transport|,cobalamin binding|metal ion binding|,10,21,3020000000,22.3%
A0A075B5R6,0.000450418,-0.2932,35.14569545,4.611333333,0.000305795,6.532063534,-3.987,-2.133,,1.546,2.246,0.862,A0A075B5R6,NotFound,A0A075B5R6_NotFound,A0A075B5R6,Ighv11-1,1,15,9,9,A0A075B5R6|A0A075B5R8,MOUSE,13378.9,51.2,202,202.1,123.19,123.19,,117,Immunoglobulin heavy variable 11-1 (Fragment),,,,9,15,561000000,51.2%
P70274,0.000169926,-1.174166667,40.41269499,4.637,9.09349E-05,7.155907827,-3.341,-2.273,-4.864,1.382,1.193,0.858,P70274,Selenop,P70274_Selenop,P70274,Selenop,1,26,9,9,P70274,MOUSE,43595.1,20.7,203,203.1,119.99,119.99,,380,Selenoprotein P,extracellular region|extracellular space|extracellular exosome|,selenium compound metabolic process|brain development|locomotory behavior|post-embryonic development|sexual reproduction|growth|,selenium binding|,9,26,8610000000,20.7%
P14106,0.000623005,0.2608,33.49836382,3.843,0.000446852,6.140978318,-1.846,-2.244,,1.911,2.655,0.828,P14106,C1qb,P14106_C1qb,P14106,C1qb,1,35,8,8,P14106,MOUSE,26945.1,38.7,204,204.1,118.69,118.69,,253,Complement C1q subcomponent subunit B,collagen trimer|extracellular exosome|blood microparticle|,"complement activation, classical pathway|innate immune response|inner ear development|",protein homodimerization activity|,8,35,1.17E+11,38.7%
Q8CJH3,7.14977E-05,-1.035333333,51.8581654,4.316666667,6.51904E-06,10.23785884,-3.071,-2.756,-3.754,1.188,1.27,0.911,Q8CJH3,Plxnb1,Q8CJH3_Plxnb1,Q8CJH3,Plxnb1,1,17,10,10,Q8CJH3,MOUSE,234738.4,5.6,205,205.1,115.97,115.97,,2119,Plexin-B1,semaphorin receptor complex|integral component of plasma membrane|,negative regulation of cell adhesion|regulation of cell shape|positive regulation of phosphatidylinositol 3-kinase signaling|negative regulation of osteoblast proliferation|positive regulation of GTPase activity|ossification involved in bone maturation|neuron projection morphogenesis|positive regulation of axonogenesis|regulation of cytoskeleton organization|semaphorin-plexin signaling pathway|semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis|,protein binding|semaphorin receptor activity|GTPase activating protein binding|,10,17,646000000,5.6%
P39876,7.35494E-05,-0.828,47.40900268,3.789333333,1.81593E-05,8.930920519,-3.334,-2.494,-2.34,1.205,1.091,0.904,P39876,Timp3,P39876_Timp3,P39876,Timp3,1,17,9,9,P39876,MOUSE,24923.3,38.3,206,206.1,113.21,113.21,,211,Metalloproteinase inhibitor 3,proteinaceous extracellular matrix|basement membrane|extracellular space|nucleus|cytoplasm|extracellular exosome|extracellular matrix|,central nervous system development|aging|response to mechanical stimulus|response to hormone|negative regulation of endopeptidase activity|response to cytokine|tissue regeneration|response to estrogen|negative regulation of metalloenzyme activity|negative regulation of membrane protein ectodomain proteolysis|response to folic acid|cellular response to organic substance|,protease binding|metalloendopeptidase inhibitor activity|metal ion binding|,9,17,614000000,38.3%
F8VQJ3,0.000208558,-1.453833333,39.28343545,4.947,0.000117939,6.925172697,-3.381,-2.763,-5.638,1.145,0.896,1.018,F8VQJ3,Lamc1,F8VQJ3_Lamc1,F8VQJ3,Lamc1,1,12,10,10,F8VQJ3|P02468,MOUSE,182889.8,8.2,207,207.1,112.69,112.69,,1607,Laminin subunit gamma-1,basement membrane|basal lamina|laminin-1 complex|extracellular matrix|laminin-10 complex|extracellular exosome|basement membrane|extracellular matrix|,protein complex assembly|cell adhesion|cell migration|extracellular matrix disassembly|neuron projection development|hemidesmosome assembly|substrate adhesion-dependent cell spreading|,extracellular matrix structural constituent|protein binding|glycosphingolipid binding|,10,12,284000000,8.2%
P10493,0.000372495,-0.7885,36.16602431,3.311,0.000241767,6.219058441,-2.734,-1.365,-3.233,0.817,0.899,0.885,P10493,Nid1,P10493_Nid1,P10493,Nid1,1,14,11,11,P10493,MOUSE,139387.9,9.9,208,208.1,112.58,112.58,,1245,Nidogen-1,extracellular region|proteinaceous extracellular matrix|basement membrane|basal lamina|extracellular matrix|extracellular exosome|cell periphery|extracellular matrix|,cell-matrix adhesion|positive regulation of cell-substrate adhesion|extracellular matrix organization|glomerular basement membrane development|,calcium ion binding|protein binding|collagen binding|laminin binding|laminin-1 binding|proteoglycan binding|extracellular matrix binding|,11,14,146000000,9.9%
Q02257,0.278687647,-0.56,5.60468139,1.480666667,0.275126144,1.180195781,-2.091,1.808,-3.618,0.174,-0.164,0.531,Q02257,Jup,Q02257_Jup,Q02257,Jup,1,16,11,11,Q02257,MOUSE,82541,15.1,209,209.1,110.12,110.12,,745,Junction plakoglobin,nucleus|cytoplasm|cytosol|intermediate filament|plasma membrane|cell-cell junction|cell-cell adherens junction|focal adhesion|intercalated disc|membrane|catenin complex|Z disc|desmosome|protein-DNA complex|extracellular exosome|gamma-catenin-TCF7L2 complex|,desmosome assembly|cell adhesion|signal transduction|single organismal cell-cell adhesion|cell migration|adherens junction assembly|regulation of cell proliferation|positive regulation of protein import into nucleus|regulation of cell fate specification|skin development|detection of mechanical stimulus|positive regulation of sequence-specific DNA binding transcription factor activity|cellular response to indole-3-methanol|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|establishment of protein localization to plasma membrane|regulation of ventricular cardiac muscle cell action potential|positive regulation of transcription from RNA polymerase II promoter|,transcription coactivator activity|signal transducer activity|structural molecule activity|protein binding|protein phosphatase binding|alpha-catenin binding|cadherin binding|cell adhesion molecule binding|nuclear hormone receptor binding|,11,16,477000000,15.1%
P51885,9.46914E-05,-1.307166667,44.75871619,4.502333333,3.34294E-05,8.221252671,-3.038,-2.907,-4.73,0.953,0.998,0.881,P51885,Lum,P51885_Lum,P51885,Lum,1,14,9,9,P51885,MOUSE,38663.6,29.5,210,210.1,108.75,108.75,,338,Lumican,proteinaceous extracellular matrix|fibrillar collagen trimer|extracellular space|extracellular exosome|extracellular matrix|,visual perception|response to organic cyclic compound|collagen fibril organization|positive regulation of transforming growth factor beta1 production|positive regulation of transcription from RNA polymerase II promoter|cartilage development|response to growth factor|,collagen binding|,9,14,2610000000,29.5%
Q02105,7.14977E-05,-0.5015,48.4534423,4.219,1.42776E-05,9.224202373,-2.643,-2.506,-2.684,1.738,2.225,0.861,Q02105,C1qc,Q02105_C1qc,Q02105,C1qc,1,33,8,8,Q02105,MOUSE,26390.5,35.3,211,211.1,107.63,107.63,,246,Complement C1q subcomponent subunit C,collagen trimer|extracellular space|membrane|extracellular exosome|blood microparticle|,"complement activation, classical pathway|negative regulation of granulocyte differentiation|innate immune response|negative regulation of macrophage differentiation|",tumor necrosis factor receptor binding|,8,33,75000000000,35.3%
P22629,0.001350398,-0.194833333,29.74147487,1.907666667,0.001061335,4.96510698,-1.075,-0.876,-1.495,0.882,0.734,0.661,P22629,NotFound,P22629_NotFound,P22629,,1,187,6,1,P22629,STRAV,18833.4,43.1,212,212.1,107.4,23.98,,183,Streptavidin,,,,6,187,8.85E+12,43.1%
Q53532,0.006680034,-0.161,22.29856559,1.482,0.005890382,3.703010448,-0.511,-0.865,-1.33,0.585,0.719,0.436,Q53532,NotFound,Q53532_NotFound,Q53532,,1,27,6,2,Q53532|Q53533,STRVL,18863.4,43.1,212,212.2,95.68,31.24,,183,Streptavidin-V1,,,,2,27,2.72E+11,20.2%
B2RXS4,7.16426E-05,-1.011333333,48.25780005,4.241333333,1.49355E-05,9.168657639,-2.892,-2.594,-3.91,1.158,1.279,0.891,B2RXS4,Plxnb2,B2RXS4_Plxnb2,B2RXS4,Plxnb2,1,15,9,9,B2RXS4,MOUSE,209079.3,5.7,213,213.1,106.85,106.85,,1842,Plexin-B2,integral component of plasma membrane|cell surface|extracellular exosome|,neural tube closure|regulation of protein phosphorylation|neuroblast proliferation|brain development|regulation of cell shape|regulation of GTPase activity|positive regulation of axonogenesis|semaphorin-plexin signaling pathway|regulation of neuron migration|,protein binding|semaphorin receptor activity|,9,15,1050000000,5.7%
P52480,0.000399637,-0.7505,35.7895891,3.234333333,0.000263658,6.140479431,-2.285,-1.472,-3.346,1.012,0.75,0.838,P52480,Pkm,P52480_Pkm,P52480,Pkm,1,16,10,10,P52480|P52480-2|P53657|G3X925|E9Q509,MOUSE,58414.4,23.5,214,214.1,106.79,106.79,,531,Pyruvate kinase PKM,nucleus|cytoplasm|mitochondrion|plasma membrane|cilium|extracellular matrix|vesicle|myelin sheath|extracellular exosome|extracellular vesicle|,glycolytic process|programmed cell death|phosphorylation|,magnesium ion binding|pyruvate kinase activity|protein binding|ATP binding|MHC class II protein complex binding|potassium ion binding|poly(A) RNA binding|,12,16,4760000000,23.5%
