id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
Q9D1Q6,0.008416065,-1.647833333,21.52237213,5.295666667,0.007043083,3.802028126,-2.873,-2.196,-7.818,1.13,1.037,0.833,Q9D1Q6,Erp44,Q9D1Q6_Erp44,Q9D1Q6,Erp44,1,5,3,3,Q9D1Q6,MOUSE,47251.5,7.1,354,354.1,37.16,37.16,,406,Endoplasmic reticulum resident protein 44,endoplasmic reticulum lumen|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|cell surface|extracellular exosome|,protein folding|response to unfolded protein|glycoprotein metabolic process|response to endoplasmic reticulum stress|cell redox homeostasis|,protein disulfide isomerase activity|protein binding|,3,5,107000000,7.1%
P16014,0.00844018,-0.845166667,21.5034877,3.719,0.007073775,3.798628746,-1.784,-1.241,-5.089,1.319,0.723,1.001,P16014,Chgb,P16014_Chgb,P16014,Chgb,1,7,5,5,P16014,MOUSE,78081.7,6.9,355,355.1,37.05,37.05,,677,Secretogranin-1,extracellular region|secretory granule|,,protein binding|,5,7,53400000,6.9%
Q60805,0.000614446,-1.377333333,34.10368116,4.993333333,0.000388716,6.458484292,-3.494,-2.505,-5.623,1.193,1.282,0.883,Q60805,Mertk,Q60805_Mertk,Q60805,Mertk,1,4,4,4,Q60805,MOUSE,111239.5,3.3,356,356.1,36.83,36.83,,994,Tyrosine-protein kinase Mer,photoreceptor outer segment|extracellular space|cytoplasm|integral component of membrane|rhabdomere|,natural killer cell differentiation|phagocytosis|spermatogenesis|peptidyl-tyrosine phosphorylation|platelet activation|secretion by cell|substrate adhesion-dependent cell spreading|apoptotic cell clearance|protein kinase B signaling|positive regulation of phagocytosis|negative regulation of lymphocyte activation|retina development in camera-type eye|vagina development|negative regulation of leukocyte apoptotic process|,transmembrane receptor protein tyrosine kinase activity|ATP binding|,4,4,82800000,3.3%
Q91W90,0.000284375,-0.5074,38.64236838,4.065166667,0.000136698,8.572448639,-2.403,-3.49,,1.202,1.148,1.006,Q91W90,Txndc5,Q91W90_Txndc5,Q91W90,Txndc5,1,2,2,2,Q91W90|E9PXX7|A0A0R4J1Y7,MOUSE,47099.3,6.2,357,357.1,35.79,35.79,,417,Thioredoxin domain-containing protein 5,endoplasmic reticulum lumen|extracellular exosome|,protein folding|response to endoplasmic reticulum stress|apoptotic cell clearance|cell redox homeostasis|,protein disulfide isomerase activity|,2,2,552000000,6.2%
A0A075B697,0.000263875,-0.5262,39.21024132,4.4855,0.000119943,8.774119707,-3.658,-2.777,,1.039,1.834,0.931,A0A075B697,NotFound,A0A075B697_NotFound,A0A075B697,Ighv2-9-1,1,12,3,1,A0A075B697|P01820|P01819|A0A075B5Q1|P01821|A0A075B6A7|A0A075B696|A0A075B5Q7,MOUSE,12709.4,22.4,358,358.1,35.78,17.8,,116,Immunoglobulin heavy variable 2-9-1 (Fragment),,,,4,12,5440000000,22.4%
A0A075B5Q5,0.001682366,-0.532,29.02820756,3.555833333,0.001250775,5.699671729,-3.607,-1.724,,0.763,0.955,0.953,A0A075B5Q5,NotFound,A0A075B5Q5_NotFound,A0A075B5Q5,Ighv2-9,1,1,3,1,A0A075B5Q5,MOUSE,12705.5,26.7,358,358.2,28.74,10.76,,116,Immunoglobulin heavy variable 2-9 (Fragment),,,,1,1,12200000,13.7%
A0A075B5P8,0.001320533,0.133,30.18297773,3.761333333,0.000958743,6.915500356,,-2.688,,1.321,0.883,1.016,A0A075B5P8,NotFound,A0A075B5P8_NotFound,A0A075B5P8,Ighv2-2,1,1,3,1,A0A075B5P8,MOUSE,12806.4,26.7,358,358.3,28.38,10.2,,116,Immunoglobulin heavy variable 2-2 (Fragment),,,,1,1,23000000,13.7%
A0A075B680,0.00100208,-0.614333333,31.50996667,3.592,0.000706323,5.732246701,-3.607,-2.401,-1.223,0.892,1.602,1.051,A0A075B680,NotFound,A0A075B680_NotFound,A0A075B680,Ighv1-62-2,1,5,3,3,A0A075B680|A0A0G2JFL3|A0A075B5V8,MOUSE,11338.5,40,359,359.1,35.28,35.28,,100,Immunoglobulin heavy variable 1-62-2,,,,3,5,839000000,40.0%
A0A075B5W3,0.00014804,-0.6614,46.84117407,4.889333333,2.06958E-05,11.92699516,-3.701,-3.489,,0.98,1.575,1.328,A0A075B5W3,NotFound,A0A075B5W3_NotFound,A0A075B5W3,Ighv1-53,1,6,2,2,A0A075B5W3,MOUSE,12962.4,27.3,360,360.1,35.22,35.22,,117,Immunoglobulin heavy variable 1-53 (Fragment),,,,2,6,2150000000,27.3%
P12382,0.000372266,-0.5208,36.75850687,3.656166667,0.000210935,7.931818191,-3.221,-2.208,,1.014,0.885,0.926,P12382,Pfkl,P12382_Pfkl,P12382,Pfkl,1,6,3,2,P12382|Q9WUA3-2,MOUSE,86157.1,5.3,361,361.1,35.21,23.89,,780,"ATP-dependent 6-phosphofructokinase, liver type",cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|,"fructose 6-phosphate metabolic process|glycolytic process|response to glucose|fructose 1,6-bisphosphate metabolic process|negative regulation of insulin secretion|carbohydrate phosphorylation|protein oligomerization|protein homotetramerization|",6-phosphofructokinase activity|ATP binding|kinase binding|identical protein binding|metal ion binding|fructose binding|fructose-6-phosphate binding|6-phosphofructokinase activity|,3,6,140000000,5.3%
P47857-3,0.019652321,-0.4626,17.61268428,2.5665,0.017327327,3.29310784,-3.258,-0.747,,0.813,0.285,0.594,P47857,Pfkm,P47857-3_Pfkm,P47857-3,Pfkm,1,2,3,2,P47857-3|P47857-2|P47857,MOUSE,103523.5,3.6,361,361.2,26.23,14.91,,780,"Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type",cytosol|6-phosphofructokinase complex|apical plasma membrane|extracellular exosome|sperm principal piece|,fructose 6-phosphate metabolic process|glycolytic process|positive regulation of insulin secretion|glucose homeostasis|muscle cell cellular homeostasis|carbohydrate phosphorylation|protein oligomerization|glycolytic process through fructose-6-phosphate|,6-phosphofructokinase activity|protein binding|ATP binding|protein C-terminus binding|phosphofructokinase activity|kinase binding|identical protein binding|protein homodimerization activity|metal ion binding|fructose binding|,2,2,3900000,2.6%
Q8C605,0.000873557,0.004,32.222725,4.069333333,0.000599415,7.652139164,,-3.048,,1.206,0.948,0.91,Q8C605,Pfkp,Q8C605_Pfkp,Q8C605,Pfkp,1,1,2,1,Q8C605|Q9WUA3,MOUSE,86686.7,2.6,361,361.3,17.93,6.61,,784,ATP-dependent 6-phosphofructokinase,nucleus|cytosol|6-phosphofructokinase complex|membrane|extracellular exosome|,fructose 6-phosphate metabolic process|glycolytic process|carbohydrate phosphorylation|activation of mitophagy in response to mitochondrial depolarization|,6-phosphofructokinase activity|ATP binding|protein complex binding|metal ion binding|,1,1,2660000,1.5%
Q8K2I4,0.000165321,-1.117333333,43.61003812,4.244,4.35508E-05,8.955082442,-2.729,-2.824,-4.165,1.207,0.894,0.913,Q8K2I4,Manba,Q8K2I4_Manba,Q8K2I4,Manba,1,3,3,3,A0A0R4J092|Q8K2I4|D6RGR1,MOUSE,101513.6,4.3,362,362.1,34.92,34.92,,879,Beta-mannosidase,lysosome|intracellular membrane-bounded organelle|,carbohydrate metabolic process|glycoprotein catabolic process|mannan catabolic process|,beta-mannosidase activity|,3,3,18400000,4.3%
P10107,0.004575493,-0.223833333,24.32702682,3.198333333,0.003692303,4.3230226,-1.818,-0.727,-2.924,1.245,0.389,2.492,P10107,Anxa1,P10107_Anxa1,P10107,Anxa1,1,4,4,4,P10107,MOUSE,39018.9,12.7,363,363.1,34.86,34.86,,346,Annexin A1,cornified envelope|extracellular space|nucleus|cytoplasm|endosome|cytosol|plasma membrane|focal adhesion|cilium|cell surface|basolateral plasma membrane|mitochondrial membrane|vesicle|sarcolemma|mast cell granule|protein complex|extracellular exosome|,DNA strand renaturation|neutrophil homeostasis|signal transduction|cell surface receptor signaling pathway|response to X-ray|myoblast migration involved in skeletal muscle regeneration|peptide cross-linking|insulin secretion|keratinocyte differentiation|prostate gland development|endocrine pancreas development|positive regulation of vesicle fusion|positive regulation of prostaglandin biosynthetic process|response to estradiol|DNA duplex unwinding|positive regulation of neutrophil apoptotic process|DNA rewinding|gliogenesis|regulation of cell proliferation|response to drug|response to peptide hormone|estrous cycle|alpha-beta T cell differentiation|arachidonic acid secretion|cellular response to hydrogen peroxide|hepatocyte differentiation|prolactin secretion|response to interleukin-1|cellular response to glucocorticoid stimulus|neutrophil clearance|positive regulation of G1/S transition of mitotic cell cycle|negative regulation of phospholipase A2 activity|negative regulation of interleukin-8 secretion|,"single-stranded DNA binding|single-stranded RNA binding|helicase activity|structural molecule activity|calcium ion binding|protein binding|calcium-dependent phospholipid binding|phospholipase A2 inhibitor activity|protein binding, bridging|double-stranded DNA-dependent ATPase activity|annealing helicase activity|protein homodimerization activity|calcium-dependent protein binding|",4,4,40600000,12.7%
P09542,0.897423074,0.0268,0.486283265,0.2255,0.894070311,0.139090993,-3.051,2.834,,0.34,0.046,-0.035,P09542,Myl3,P09542_Myl3,P09542,Myl3,1,4,4,4,P09542|A0A0G2JDM3,MOUSE,22535.3,20,364,364.1,33.67,33.67,,204,Myosin light chain 3,myosin complex|A band|I band|,regulation of the force of heart contraction|regulation of striated muscle contraction|skeletal muscle tissue development|metabolic process|ventricular cardiac muscle tissue morphogenesis|cardiac muscle contraction|,motor activity|actin monomer binding|calcium ion binding|,4,4,418000000,20.0%
Q80W65,0.01551188,-1.054333333,18.71441873,3.422666667,0.013444917,3.310518484,-3.197,-0.405,-4.695,1.23,0.309,0.432,Q80W65,Pcsk9,Q80W65_Pcsk9,Q80W65,Pcsk9,1,4,3,3,Q80W65,MOUSE,76419.3,5.4,365,365.1,32.73,32.73,,694,Proprotein convertase subtilisin/kexin type 9,extracellular region|extracellular space|cytoplasm|lysosome|early endosome|late endosome|endoplasmic reticulum|endoplasmic reticulum lumen|rough endoplasmic reticulum|Golgi apparatus|plasma membrane|cell surface|ER to Golgi transport vesicle|perinuclear region of cytoplasm|PCSK9-LDLR complex|PCSK9-AnxA2 complex|,kidney development|liver development|negative regulation of receptor recycling|positive regulation of receptor internalization|triglyceride metabolic process|phospholipid metabolic process|apoptotic process|lysosomal transport|cholesterol metabolic process|cellular response to starvation|regulation of receptor activity|negative regulation of low-density lipoprotein particle clearance|protein autoprocessing|neurogenesis|neuron differentiation|low-density lipoprotein receptor particle metabolic process|low-density lipoprotein particle receptor catabolic process|regulation of low-density lipoprotein particle receptor catabolic process|positive regulation of low-density lipoprotein particle receptor catabolic process|cellular response to insulin stimulus|lipoprotein metabolic process|cholesterol homeostasis|regulation of neuron apoptotic process|positive regulation of neuron apoptotic process|negative regulation of receptor activity|negative regulation of sodium ion transmembrane transporter activity|,serine-type endopeptidase activity|sodium channel inhibitor activity|low-density lipoprotein particle binding|receptor inhibitor activity|apolipoprotein binding|very-low-density lipoprotein particle binding|apolipoprotein receptor binding|protein self-association|poly(A) RNA binding|low-density lipoprotein particle receptor binding|very-low-density lipoprotein particle receptor binding|,3,4,101000000,5.4%
Q9CYA0,0.000164241,-0.9292,44.29846133,4.724666667,3.71667E-05,10.77762399,-4.197,-3.331,,0.971,0.947,0.964,Q9CYA0,Creld2,Q9CYA0_Creld2,Q9CYA0,Creld2,1,3,2,2,Q9CYA0,MOUSE,40386.9,9.7,366,366.1,32.65,32.65,,350,Cysteine-rich with EGF-like domain protein 2,extracellular space|endoplasmic reticulum|Golgi apparatus|,,calcium ion binding|,2,3,20600000,9.7%
O08742,0.001806964,-0.792166667,28.67448658,3.243666667,0.001356911,5.122449019,-2.707,-1.044,-3.491,0.937,0.593,0.959,O08742,NotFound,O08742_NotFound,O08742,Gp5,1,4,3,3,O08742,MOUSE,63980.2,5.2,367,367.1,32.51,32.51,,567,Platelet glycoprotein V,integral component of membrane|,cell adhesion|blood coagulation|,,3,4,321000000,5.2%
Q62351,0.00048211,-0.7915,35.32260301,3.366333333,0.000293589,6.629521374,-2.983,-1.412,-3.029,0.943,0.833,0.899,Q62351,Tfrc,Q62351_Tfrc,Q62351,Tfrc,1,4,4,4,Q62351|Q8C872,MOUSE,86129.2,5.3,368,368.1,32.18,32.18,,763,Transferrin receptor protein 1,extracellular region|extracellular space|mitochondrion|endosome|plasma membrane|coated pit|external side of plasma membrane|cell surface|membrane|integral component of membrane|cytoplasmic membrane-bounded vesicle|melanosome|intracellular membrane-bounded organelle|perinuclear region of cytoplasm|recycling endosome|recycling endosome membrane|extracellular exosome|blood microparticle|extracellular vesicle|HFE-transferrin receptor complex|,response to hypoxia|cellular iron ion homeostasis|receptor-mediated endocytosis|acute-phase response|aging|response to nutrient|response to manganese ion|osteoclast differentiation|cellular response to extracellular stimulus|response to retinoic acid|transferrin transport|iron ion transmembrane transport|cellular response to drug|positive regulation of bone resorption|response to copper ion|cellular response to iron ion|iron ion import|,glycoprotein binding|double-stranded RNA binding|transferrin receptor activity|iron ion transmembrane transporter activity|protein binding|Hsp70 protein binding|transferrin transmembrane transporter activity|identical protein binding|poly(A) RNA binding|chaperone binding|,4,4,121000000,5.3%
A0A0B4J1I1,0.000145021,-1.281666667,47.60029631,5.030666667,1.73768E-05,10.29895373,-4.303,-2.805,-4.283,1.261,1.117,1.323,A0A0B4J1I1,NotFound,A0A0B4J1I1_NotFound,A0A0B4J1I1,Igkv16-104,1,4,2,2,A0A0B4J1I1,MOUSE,13045.5,23.2,369,369.1,32.13,32.13,,116,Immunoglobulin kappa variable 16-104 (Fragment),,,,2,4,284000000,23.2%
A0A075B5R4,0.006326758,-0.28,22.80234167,2.454666667,0.005245246,3.988546665,-2.765,-1.373,-0.384,0.998,0.69,1.154,A0A075B5R4,NotFound,A0A075B5R4_NotFound,A0A075B5R4,Ighv14-1,1,4,2,2,A0A075B5R4|A0A075B5R9|A0A075B5R7|A0A075B5S3,MOUSE,13162.6,19.6,370,370.1,31.83,31.83,,117,Immunoglobulin heavy variable 14-1 (Fragment),,,,2,4,149000000,19.6%
Q6GSS7,0.418365942,-0.313666667,3.871844905,0.898666667,0.410029883,0.877605758,-1.12,1.554,-2.723,0.483,-0.395,0.319,Q6GSS7,Hist2h2aa1,Q6GSS7_Hist2h2aa1,Q6GSS7,Hist2h2aa1,1,6,5,3,Q6GSS7|Q64523|Q8R1M2|A0A0N4SV66|P27661|Q8CGP5|Q8CGP7|C0HKE6|Q8BFU2|Q8CGP4|Q8CGP6|Q64522,MOUSE,14095.2,25.3,371,371.1,31.76,17.12,,130,Histone H2A type 2-A,nucleosome|nucleus|extracellular exosome|,nucleosome assembly|,DNA binding|protein heterodimerization activity|,5,6,123000000,25.3%
P0C0S6,0.009050105,-1.482833333,21.16832254,4.685,0.007641309,3.738520616,-2.642,-1.868,-6.966,0.788,0.944,0.847,P0C0S6,H2afz,P0C0S6_H2afz,P0C0S6,H2afz,1,1,3,1,P0C0S6|Q3THW5|Q3UA95|G3UWL7,MOUSE,13552.5,17.1,371,371.2,19.58,4.94,,128,Histone H2A.Z,nucleosome|nucleus|nuclear euchromatin|nuclear heterochromatin|extracellular exosome|Barr body|,multicellular organismal development|positive regulation of transcription from RNA polymerase II promoter|cellular response to estradiol stimulus|,RNA polymerase II core promoter proximal region sequence-specific DNA binding|RNA polymerase II core promoter sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|chromatin DNA binding|nucleosomal DNA binding|protein heterodimerization activity|,1,1,73100000,11.7%
P27046,0.078469425,-0.433666667,11.41370635,2.51,0.072215324,2.125445077,-4.447,-1.181,0.562,1.321,0.617,0.526,P27046,Man2a1,P27046_Man2a1,P27046,Man2a1,1,2,2,2,P27046,MOUSE,132370.8,2.2,372,372.1,31.51,31.51,,1150,Alpha-mannosidase 2,Golgi membrane|Golgi apparatus|cis-Golgi network|membrane|integral component of membrane|extracellular exosome|,in utero embryonic development|liver development|mannose metabolic process|N-glycan processing|mitochondrion organization|vacuole organization|respiratory gaseous exchange|lung alveolus development|positive regulation of neurogenesis|retina morphogenesis in camera-type eye|,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity|zinc ion binding|mannosidase activity|hydrolase activity, hydrolyzing N-glycosyl compounds|carbohydrate binding|",2,2,9350000,2.2%
A0A075B5T7,0.00080842,-0.501333333,32.66296361,3.912666667,0.000541631,5.993706474,-3.607,-2.543,-1.223,0.934,2.041,1.39,A0A075B5T7,NotFound,A0A075B5T7_NotFound,A0A075B5T7,Ighv1-7,1,4,2,2,A0A075B5T7|A0A075B5T4,MOUSE,13273.8,23.9,373,373.1,31.48,31.48,,117,Immunoglobulin heavy variable V1-7 (Fragment),,,,2,4,799000000,23.9%
Q8VCN3,0.002398765,-0.2738,27.3163616,3.470333333,0.001855085,5.278318058,-3.32,-1.392,,1.522,0.912,0.909,Q8VCN3,Ugt2b37,Q8VCN3_Ugt2b37,Q8VCN3,Ugt2b37,1,3,3,3,Q8VCN3|Q91WH2|Q8K169|P17717|Q8BJL9|Q8R084|Q3UEP4|K9J7B2|Q64435|E9PXN7|P70691|D3Z748|Q63886|B2RT14|Q62452|Q6ZQM8|D3YZE6,MOUSE,61328.4,6.6,374,374.1,30.92,30.92,,530,UDP-glucuronosyltransferase,mitochondrial inner membrane|endoplasmic reticulum|intracellular membrane-bounded organelle|,flavonoid biosynthetic process|cellular response to hormone stimulus|flavonoid glucuronidation|,glucuronosyltransferase activity|,3,3,61900000,6.6%
P17742,0.282195815,-1.158833333,5.620703738,2.482333333,0.274112996,1.189281191,-2.085,2.095,-7.21,0.262,-0.229,0.214,P17742,Ppia,P17742_Ppia,P17742,Ppia,1,4,4,4,P17742|A0A1L1SST0|F8VPN3,MOUSE,18142.2,17.6,375,375.1,30.78,30.78,,164,Peptidyl-prolyl cis-trans isomerase A,extracellular space|nucleus|cytosol|focal adhesion|membrane|myelin sheath|extracellular exosome|,protein peptidyl-prolyl isomerization|protein folding|neuron differentiation|lipid particle organization|regulation of viral genome replication|positive regulation of viral genome replication|positive regulation of protein secretion|,peptidyl-prolyl cis-trans isomerase activity|peptide binding|poly(A) RNA binding|,4,4,41400000,17.6%
P15116,0.000145021,-1.344333333,49.37691243,4.858,1.15427E-05,10.95259582,-3.691,-3.097,-4.532,1.189,1.065,1,P15116,Cdh2,P15116_Cdh2,P15116,Cdh2,1,5,3,3,P15116|D3YYT0,MOUSE,100251,4.6,376,376.1,30.14,30.14,,906,Cadherin-2,cell-cell junction|adherens junction|cell-cell adherens junction|fascia adherens|focal adhesion|intercalated disc|membrane|integral component of membrane|basolateral plasma membrane|apical plasma membrane|catenin complex|lamellipodium|plasma membrane raft|synapse|extracellular exosome|cortical actin cytoskeleton|,cell adhesion|homophilic cell adhesion via plasma membrane adhesion molecules|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|glial cell differentiation|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|cell migration|regulation of myelination|regulation of Rho protein signal transduction|positive regulation of MAPK cascade|cell-cell adhesion mediated by cadherin|blood vessel morphogenesis|regulation of axonogenesis|striated muscle cell differentiation|protein heterooligomerization|establishment of protein localization to plasma membrane|negative regulation of canonical Wnt signaling pathway|neuroligin clustering involved in postsynaptic membrane assembly|neuronal stem cell maintenance|regulation of postsynaptic density protein 95 clustering|positive regulation of synaptic vesicle clustering|,calcium ion binding|protein binding|beta-catenin binding|enzyme binding|protein kinase binding|protein phosphatase binding|protein complex binding|alpha-catenin binding|gamma-catenin binding|nitric-oxide synthase binding|,3,5,17400000,4.6%
A0A0B4J1H6,0.000209249,-0.7264,41.18129866,5.327666667,7.61851E-05,9.506816838,-4.543,-3.303,,0.939,1.921,1.354,A0A0B4J1H6,NotFound,A0A0B4J1H6_NotFound,A0A0B4J1H6,Igkv2-137,1,5,2,2,A0A0B4J1H6|P01630,MOUSE,13302,20,377,377.1,29.72,29.72,,120,Immunoglobulin kappa chain variable 2-137 (Fragment),,,,2,5,2600000000,20.0%
P10404,0.000165321,-0.6408,43.84458988,4.062833333,4.12611E-05,10.5834987,-3.233,-2.924,,0.99,1.027,0.936,P10404,NotFound,P10404_NotFound,P10404,,1,3,2,2,P10404,MOUSE,70752.6,4,378,378.1,29.47,29.47,,641,MLV-related proviral Env polyprotein,plasma membrane|integral component of membrane|viral capsid|viral envelope|virion membrane|,viral life cycle|,metal ion binding|,2,3,65300000,4.0%
A0A075B5R0,0.000165321,-0.8785,43.64827995,3.763,4.3169E-05,8.967199752,-2.504,-2.311,-3.465,0.903,0.877,1.229,A0A075B5R0,NotFound,A0A075B5R0_NotFound,A0A075B5R0,Ighv5-16,1,4,2,2,A0A075B5R0,MOUSE,13388.1,23.2,379,379.1,29.37,29.37,,116,Immunoglobulin heavy variable 5-16,,,,2,4,88700000,23.2%
E9QNX4,0.000195332,-0.8712,41.84189245,4.817166667,6.54351E-05,9.764250212,-4.358,-3.165,,1.172,1.078,0.917,E9QNX4,Alpk1,E9QNX4_Alpk1,E9QNX4,Alpk1,1,6,3,3,E9QNX4|Q9CXB8,MOUSE,137413.2,2.1,380,380.1,29.21,29.21,,1231,Alpha-protein kinase 1,,positive regulation of defense response to virus by host|protein phosphorylation|activation of mitophagy in response to mitochondrial depolarization|,protein serine/threonine kinase activity|ATP binding|,3,6,559000000,2.1%
P02668,0.000418835,-0.881333333,36.10575092,3.856,0.000245146,6.825995688,-3.414,-3.396,-1.618,1.397,0.999,0.744,P02668,NotFound,P02668_NotFound,P02668,CSN3,1,3,2,2,P02668,BOVIN,21383.1,14.7,381,381.1,28.9,28.9,,190,Kappa-casein,,,,2,3,74100000,14.7%
Q9EPL0,0.000312497,-1.047666667,37.9391897,4.153333333,0.000160724,7.303614414,-3.154,-2.037,-4.182,1.234,0.813,1.04,Q9EPL0,Xylt2,Q9EPL0_Xylt2,Q9EPL0,Xylt2,1,3,3,3,Q9EPL0|F2Z436,MOUSE,97608.3,4.1,382,382.1,28.85,28.85,,865,Xylosyltransferase 2,Golgi membrane|endoplasmic reticulum membrane|integral component of membrane|,glycosaminoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process|proteoglycan biosynthetic process|chondroitin sulfate biosynthetic process|heparin biosynthetic process|,acetylglucosaminyltransferase activity|protein xylosyltransferase activity|,3,3,13600000,4.1%
Q59IW6,0.00016068,-0.794333333,44.50780523,3.39,3.54176E-05,9.243297419,-2.473,-2.061,-2.934,1.022,0.842,0.838,Q59IW6,Abi3bp,Q59IW6_Abi3bp,Q59IW6,Abi3bp,1,4,3,3,Q59IW6|Q59IW5|Q59IW9|E9Q8E3,MOUSE,130163.5,2,383,383.1,28.44,28.44,,1179,"ABI gene family, member 3 (NESH)-binding protein",proteinaceous extracellular matrix|interstitial matrix|extracellular space|,positive regulation of cell-substrate adhesion|extracellular matrix organization|,collagen binding|glycosaminoglycan binding|heparin binding|,3,4,67200000,2.0%
P17182,0.093895525,-0.9335,10.57009387,2.283666667,0.087698187,1.992409066,-1.481,0.06,-4.805,0.41,-0.064,0.279,P17182,Eno1,P17182_Eno1,P17182,Eno1,1,6,4,4,P17182,MOUSE,47482.3,6.9,384,384.1,28.29,28.29,,434,Alpha-enolase,phosphopyruvate hydratase complex|plasma membrane|myelin sheath|,glycolytic process|,magnesium ion binding|phosphopyruvate hydratase activity|,4,6,17800000000,6.9%
P47880,0.00014804,-0.6876,46.8116035,4.658166667,2.08372E-05,11.91300114,-3.439,-3.526,,1.282,0.934,1.311,P47880,Igfbp6,P47880_Igfbp6,P47880,Igfbp6,1,4,3,3,P47880,MOUSE,26259,11.7,385,385.1,28.29,28.29,,238,Insulin-like growth factor-binding protein 6,extracellular space|Golgi apparatus|extracellular exosome|,regulation of cell growth|regulation of insulin-like growth factor receptor signaling pathway|,insulin-like growth factor I binding|insulin-like growth factor II binding|,3,4,113000000,11.7%
Q9CQ45,0.000228633,-0.4268,40.46856415,4.052,8.97726E-05,9.235863484,-3.206,-2.51,,1.428,1.24,0.914,Q9CQ45,Nenf,Q9CQ45_Nenf,Q9CQ45,Nenf,1,3,3,3,Q9CQ45,MOUSE,18904.1,17.5,386,386.1,27.96,27.96,,171,Neudesin,extracellular space|nucleus|nucleoplasm|endomembrane system|membrane|,negative regulation of appetite|positive regulation of MAPK cascade|,growth factor activity|heme binding|metal ion binding|,3,3,32100000,17.5%
P18528,0.000304552,-0.2318,38.1252862,3.828666667,0.000153983,8.392329448,-2.578,-2.48,,1.213,1.83,0.856,P18528,NotFound,P18528_NotFound,P18528,,1,4,2,2,P18528,MOUSE,11121.3,24.4,387,387.1,27.92,27.92,,98,Ig heavy chain V region 6.96,,,antigen binding|,2,4,134000000,24.4%
A2ASS6,0.003717029,-2.020833333,25.2563376,6.083666667,0.002981029,4.503297843,-3.75,-2.971,-8.467,0.942,0.98,1.141,A2ASS6,NotFound,A2ASS6_NotFound,A2ASS6,Ttn,1,12,5,5,A2ASS6|E9Q8K5|E9Q8N1|A2ASS6-2,MOUSE,3935740.7,0.1,388,388.1,27.84,27.84,,35213,Titin,nucleus|cytoplasm|,somitogenesis|protein phosphorylation|heart development|regulation of relaxation of cardiac muscle|,protein serine/threonine kinase activity|protein binding|calmodulin binding|ATP binding|ankyrin binding|metal ion binding|,5,12,81000000000,0.1%
