id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Amanda_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Amanda_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Amanda_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Amanda_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Amanda_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Amanda_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Amanda_newDatabase.unique_peptides,Amanda_newDatabase.numSpectra,Amanda_newDatabase.totalIntensity,Amanda_newDatabase.pct_cov
P55284,0.254188227,-0.1239,12.07609933,0.633083333,0.061999768,2.396116131,-0.4175,-0.59,,0.11,0.278,0,P55284,Cdh5,P55284_Cdh5,P55284,Cdh5,1,12,9,9,P55284,MOUSE,88186.6,12.5,223,223.1,106.11,106.11,,784,Cadherin-5,plasma membrane|cell-cell junction|adherens junction|bicellular tight junction|integral component of membrane|cell junction|cell periphery|,blood vessel maturation|homophilic cell adhesion via plasma membrane adhesion molecules|negative regulation of cell proliferation|single organismal cell-cell adhesion|regulation of establishment of cell polarity|,receptor binding|calcium ion binding|protein binding|beta-catenin binding|protein phosphatase binding|ion channel binding|,9,12,500000000,12.5%
B2RXS4,0.654257714,-0.105916667,3.499237616,0.3525,0.446762012,0.814937997,0.3705,-0.045,-1.172,0.013,0.22,-0.022,B2RXS4,Plxnb2,B2RXS4_Plxnb2,B2RXS4,Plxnb2,1,17,10,10,B2RXS4,MOUSE,209079.3,6.3,224,224.1,106.08,106.08,,1842,Plexin-B2,integral component of plasma membrane|cell surface|extracellular exosome|,neural tube closure|regulation of protein phosphorylation|neuroblast proliferation|brain development|regulation of cell shape|regulation of GTPase activity|positive regulation of axonogenesis|semaphorin-plexin signaling pathway|regulation of neuron migration|,protein binding|semaphorin receptor activity|,10,17,935000000,6.3%
E9QPK1,0.78213603,-0.045916667,1.892651735,0.181833333,0.646747601,0.482633751,0.5495,-0.262,-0.698,-0.202,0.257,0.08,E9QPK1,Cgref1,E9QPK1_Cgref1,E9QPK1,Cgref1,1,21,8,8,E9QPK1|Q8R1U2,MOUSE,35428.9,33.5,225,225.1,105.96,105.96,,325,Cell growth regulator with EF hand domain protein 1,,negative regulation of cell growth|,calcium ion binding|,8,21,24900000000,33.5%
Q9WUB3,0.918638583,-0.124083333,0.607572712,0.1175,0.86944623,0.171656544,0.9135,0.263,-1.725,0.02,-0.171,-0.045,Q9WUB3,Pygm,Q9WUB3_Pygm,Q9WUB3,Pygm,1,13,12,12,Q9WUB3|E9PUM3|Q8CI94|Q9ET01|Q3UEJ6,MOUSE,97741,16.5,226,226.1,105.52,105.52,,842,"Glycogen phosphorylase, muscle form",cytoplasm|sarcoplasmic reticulum|Z disc|extracellular exosome|,response to hypoxia|glycogen catabolic process|cellular calcium ion homeostasis|response to cAMP|,drug binding|glycogen phosphorylase activity|AMP binding|pyridoxal phosphate binding|carbohydrate binding|,12,13,376000000,16.5%
O09159,0.752963149,0.1663,2.172609484,0.175083333,0.606371878,0.549449945,-0.1505,0.273,,0.254,0.505,-0.05,O09159,Man2b1,O09159_Man2b1,O09159,Man2b1,1,14,12,12,O09159,MOUSE,115216.7,13.6,227,227.1,104.55,104.55,,1013,Lysosomal alpha-mannosidase,lysosome|extracellular exosome|,mannose metabolic process|cellular protein modification process|learning or memory|,alpha-mannosidase activity|mannose binding|zinc ion binding|,12,14,466000000,13.6%
Q91XL1,0.739889317,-0.089416667,2.603025291,0.140166667,0.549158198,0.634565327,-0.0605,-0.25,-0.168,-0.142,-0.088,0.172,Q91XL1,Lrg1,Q91XL1_Lrg1,Q91XL1,Lrg1,1,26,7,7,Q91XL1,MOUSE,37829.6,21.6,228,228.1,100.29,100.29,,342,Leucine-rich HEV glycoprotein,extracellular space|extracellular exosome|,positive regulation of endothelial cell proliferation|positive regulation of transforming growth factor beta receptor signaling pathway|positive regulation of angiogenesis|brown fat cell differentiation|,transforming growth factor beta receptor binding|,7,26,5480000000,21.6%
Q99P87,0.416202343,-0.302416667,7.2311816,0.596833333,0.189182883,1.484002001,-0.2295,-0.134,-1.439,0.011,-0.124,0.101,Q99P87,Retn,Q99P87_Retn,Q99P87,Retn,1,14,6,6,Q99P87,MOUSE,13119,55.2,229,229.1,99.37,99.37,,114,Resistin,extracellular region|extracellular space|extracellular exosome|,,hormone activity|,6,14,4150000000,55.2%
P39876,0.390133764,0.23475,8.040178053,-0.396833333,0.157029842,-1.617198591,0.3375,0.28,0.682,0.266,-0.12,-0.037,P39876,Timp3,P39876_Timp3,P39876,Timp3,1,15,9,9,P39876,MOUSE,24923.3,37.9,230,230.1,99.27,99.27,,211,Metalloproteinase inhibitor 3,proteinaceous extracellular matrix|basement membrane|extracellular space|nucleus|cytoplasm|extracellular exosome|extracellular matrix|,central nervous system development|aging|response to mechanical stimulus|response to hormone|negative regulation of endopeptidase activity|response to cytokine|tissue regeneration|response to estrogen|negative regulation of metalloenzyme activity|negative regulation of membrane protein ectodomain proteolysis|response to folic acid|cellular response to organic substance|,protease binding|metalloendopeptidase inhibitor activity|metal ion binding|,9,15,796000000,37.9%
P02663,0.663065362,0.25375,3.420076053,-0.546833333,0.454980093,-0.799516494,0.1295,-0.604,2.056,0.079,-0.097,-0.041,P02663,NotFound,P02663_NotFound,P02663,CSN1S2,1,21,8,8,P02663,BOVIN,26189.4,30.6,231,231.1,97.03,97.03,,222,Alpha-S2-casein,,,,8,21,2000000000,30.6%
Q07235,0.708127867,0.0837,2.940263763,0.239083333,0.508128581,0.712385706,-0.0385,-0.081,,0.62,-0.137,0.055,Q07235,Serpine2,Q07235_Serpine2,Q07235,Serpine2,1,13,8,8,Q07235,MOUSE,44263.6,22.1,232,232.1,96.89,96.89,,397,Glia-derived nexin,extracellular region|extracellular space|cytosol|extracellular matrix|platelet alpha granule|extrinsic component of external side of plasma membrane|neuromuscular junction|neuronal cell body|extracellular vesicle|,"embryo implantation|blood coagulation|negative regulation of cell proliferation|response to radiation|response to wounding|negative regulation of peptidase activity|negative regulation of platelet activation|negative regulation of plasminogen activation|negative regulation of sodium ion transport|negative regulation of endopeptidase activity|negative regulation of protein processing|positive regulation of neuron projection development|negative regulation of phosphatidylinositol 3-kinase signaling|cerebellar granular layer morphogenesis|negative regulation of blood coagulation|negative regulation of cell growth|secretion by cell|secretory granule organization|negative regulation of protein catabolic process|mating plug formation|negative regulation of proteolysis|negative regulation of smoothened signaling pathway|regulation of timing of cell differentiation|positive regulation of astrocyte differentiation|detection of mechanical stimulus involved in sensory perception|regulation of synaptic transmission, glutamatergic|long-term synaptic potentiation|innervation|seminal vesicle epithelium development|dense core granule biogenesis|negative regulation of platelet aggregation|",serine-type endopeptidase inhibitor activity|receptor binding|glycosaminoglycan binding|heparin binding|,8,13,216000000,22.1%
Q61406,0.415101064,-0.062583333,7.29800344,0.447166667,0.186294338,1.492281416,-0.0075,-0.114,-0.737,0.278,-0.134,0.339,Q61406,Cfhr1,Q61406_Cfhr1,Q61406,Cfhr1,1,19,7,7,Q61406,MOUSE,39640.4,26.5,233,233.1,95.78,95.78,,343,Complement factor H-related 1,extracellular exosome|blood microparticle|,,,7,19,2080000000,26.5%
Q01705,0.295068854,0.228916667,10.76857329,-0.531833333,0.083780447,-2.071469925,0.8175,0.256,0.411,-0.22,0.125,-0.016,Q01705,Notch1,Q01705_Notch1,Q01705,Notch1,1,12,9,9,Q01705|Q01705-3|Q01705-4|Q01705-2,MOUSE,284808.6,4.3,234,234.1,95.61,95.61,,2531,Neurogenic locus notch homolog protein 1,Golgi membrane|acrosomal vesicle|ruffle|MAML1-RBP-Jkappa- ICN1 complex|extracellular region|nucleus|nucleoplasm|cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|cytosol|cytoskeleton|plasma membrane|integral component of plasma membrane|cell surface|lamellipodium|cytoplasmic vesicle|receptor complex|cell periphery|,"negative regulation of transcription from RNA polymerase II promoter|in utero embryonic development|cell fate specification|epithelial to mesenchymal transition|liver development|heart looping|sprouting angiogenesis|osteoblast fate commitment|positive regulation of neuroblast proliferation|inflammatory response to antigenic stimulus|endocardium development|endocardium morphogenesis|atrioventricular node development|coronary vein morphogenesis|aortic valve morphogenesis|atrioventricular valve morphogenesis|pulmonary valve morphogenesis|mitral valve formation|epithelial to mesenchymal transition involved in endocardial cushion formation|endocardial cushion morphogenesis|cardiac chamber formation|cardiac ventricle morphogenesis|cardiac atrium morphogenesis|cardiac right atrium morphogenesis|cardiac left ventricle morphogenesis|cardiac right ventricle formation|ventricular trabecula myocardium morphogenesis|growth involved in heart morphogenesis|regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation|Notch signaling pathway involved in regulation of secondary heart field cardioblast proliferation|cell migration involved in endocardial cushion formation|pericardium morphogenesis|regulation of transcription from RNA polymerase II promoter|transcription from RNA polymerase II promoter|humoral immune response|Notch signaling pathway|positive regulation of transcription of Notch receptor target|spermatogenesis|determination of left/right symmetry|compartment pattern specification|axonogenesis|foregut morphogenesis|endoderm development|heart development|positive regulation of cell proliferation|negative regulation of cell proliferation|epidermis development|regulation of Notch signaling pathway|auditory receptor cell fate commitment|glial cell differentiation|regulation of gene expression|positive regulation of epithelial to mesenchymal transition|negative regulation of cell-substrate adhesion|negative regulation of myotube differentiation|mesenchymal cell development|regulation of somitogenesis|cell differentiation in spinal cord|neural tube development|cell differentiation|neuron differentiation|keratinocyte differentiation|negative regulation of ossification|lung development|embryonic limb morphogenesis|regulation of cell migration|positive regulation of cell migration|positive regulation of BMP signaling pathway|negative regulation of BMP signaling pathway|forebrain development|hair follicle morphogenesis|organ regeneration|response to corticosteroid|response to muramyl dipeptide|response to lipopolysaccharide|embryonic hindlimb morphogenesis|tube formation|skeletal muscle cell differentiation|cellular response to vascular endothelial growth factor stimulus|regulation of cell proliferation|tissue regeneration|positive regulation of apoptotic process|negative regulation of catalytic activity|cell fate commitment|negative regulation of cell differentiation|positive regulation of endothelial cell differentiation|regulation of auditory receptor cell differentiation|negative regulation of auditory receptor cell differentiation|positive regulation of keratinocyte differentiation|negative regulation of myoblast differentiation|negative regulation of neuron differentiation|negative regulation of osteoblast differentiation|positive regulation of Notch signaling pathway|negative regulation of transcription, DNA-templated|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|negative regulation of calcium ion-dependent exocytosis|positive regulation of JAK-STAT cascade|negative regulation of photoreceptor cell differentiation|somatic stem cell division|neuron fate commitment|astrocyte differentiation|oligodendrocyte differentiation|positive regulation of astrocyte differentiation|negative regulation of oligodendrocyte differentiation|branching morphogenesis of an epithelial tube|regulation of epithelial cell proliferation|positive regulation of epithelial cell proliferation|regulation of neurogenesis|negative regulation of neurogenesis|cardiac muscle tissue morphogenesis|cardiac muscle cell proliferation|positive regulation of cardiac muscle cell proliferation|negative regulation of glial cell proliferation|cilium morphogenesis|cardiac epithelial to mesenchymal transition|cardiac septum morphogenesis|ventricular septum morphogenesis|secretory columnal luminar epithelial cell differentiation involved in prostate glandular acinus development|negative regulation of cell death|prostate gland epithelium morphogenesis|regulation of epithelial cell proliferation involved in prostate gland development|arterial endothelial cell differentiation|venous endothelial cell differentiation|cardiac vascular smooth muscle cell development|endocardial cell differentiation|vasculogenesis involved in coronary vascular morphogenesis|coronary artery morphogenesis|Notch signaling involved in heart development|regulation of cell adhesion involved in heart morphogenesis|heart trabecula morphogenesis|positive regulation of transcription from RNA polymerase II promoter in response to hypoxia|left/right axis specification|cellular response to follicle-stimulating hormone stimulus|distal tubule development|collecting duct development|glomerular mesangial cell development|interleukin-4 secretion|negative regulation of cell migration involved in sprouting angiogenesis|negative regulation of canonical Wnt signaling pathway|neuronal stem cell maintenance|positive regulation of ephrin receptor signaling pathway|regulation of extracellular matrix assembly|apoptotic process involved in embryonic digit morphogenesis|negative regulation of stem cell differentiation|negative regulation of anoikis|negative regulation of pro-B cell differentiation|negative regulation of endothelial cell chemotaxis|",core promoter binding|RNA polymerase II transcription factor binding transcription activator activity|chromatin binding|sequence-specific DNA binding transcription factor activity|enzyme inhibitor activity|receptor activity|Notch binding|calcium ion binding|protein binding|enzyme binding|chromatin DNA binding|sequence-specific DNA binding|protein heterodimerization activity|,9,12,407000000,4.3%
Q8C7G5,0.486898887,0.124416667,5.797870341,-0.354833333,0.263155812,-1.234710612,-0.1745,0.453,0.627,0.051,-0.162,-0.048,Q8C7G5,Apoa5,Q8C7G5_Apoa5,Q8C7G5,Apoa5,1,11,8,8,Q8C7G5|A0A1L1SQP3|A0A1L1SV61,MOUSE,41318.5,25,235,235.1,95.58,95.58,,368,Apolipoprotein A-V,extracellular region|extracellular space|very-low-density lipoprotein particle|high-density lipoprotein particle|chylomicron|blood microparticle|,triglyceride metabolic process|cholesterol biosynthetic process|lipid transport|response to hormone|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|positive regulation of very-low-density lipoprotein particle remodeling|triglyceride catabolic process|regulation of intestinal cholesterol absorption|organ regeneration|neuron projection regeneration|cholesterol efflux|phospholipid efflux|triglyceride-rich lipoprotein particle remodeling|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|lipoprotein metabolic process|tissue regeneration|cholesterol homeostasis|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|positive regulation of lipid catabolic process|positive regulation of lipoprotein lipase activity|acylglycerol homeostasis|triglyceride homeostasis|,phospholipid binding|enzyme activator activity|heparin binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|lipase binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|lipase activator activity|lipoprotein lipase activator activity|lipoprotein particle receptor binding|,8,11,309000000,25.0%
Q62356,0.906482719,-0.059583333,0.728741985,0.045833333,0.845523731,0.203440645,-0.2675,0.074,-0.054,-0.184,0.035,0.039,Q62356,Fstl1,Q62356_Fstl1,Q62356,Fstl1,1,9,7,7,Q62356,MOUSE,35694.4,27.4,236,236.1,93.34,93.34,,306,Follistatin-related protein 1,extracellular space|extracellular exosome|,response to starvation|,calcium ion binding|protein binding|heparin binding|,7,9,179000000,27.4%
P62827,0.425473432,0.386416667,6.979311071,-0.7275,0.200479003,-1.441069448,-0.1805,0.713,1.718,0.263,-0.189,-0.006,P62827,Ran,P62827_Ran,P62827,Ran,1,9,8,8,P62827|Q14AA6|Q61820,MOUSE,24593.8,33.3,237,237.1,91.77,91.77,,216,GTP-binding nuclear protein Ran,nucleus|nuclear envelope|nucleoplasm|nucleolus|cytoplasm|centriole|membrane|midbody|melanosome|RNA nuclear export complex|recycling endosome|extracellular exosome|chromatin|,"ribosomal subunit export from nucleus|ribosomal large subunit export from nucleus|ribosomal small subunit export from nucleus|protein import into nucleus, translocation|protein import into nucleus|protein export from nucleus|mitotic nuclear division|small GTPase mediated signal transduction|metabolic process|actin cytoskeleton organization|positive regulation of protein binding|cellular protein localization|cellular protein complex localization|cell division|protein localization to nucleolus|",GTPase activity|protein binding|GTP binding|GDP binding|poly(A) RNA binding|pre-miRNA binding|,8,9,4630000000,33.3%
Q8VC49,0.84738773,0.02425,1.35802262,-0.0805,0.731472053,-0.35961139,0.2765,-0.136,0.053,-0.004,-0.002,-0.042,Q8VC49,Ifi27l2b,Q8VC49_Ifi27l2b,Q8VC49,Ifi27l2b,1,11,6,6,Q8VC49,MOUSE,27886.1,26.1,238,238.1,91.53,91.53,,283,Interferon alpha-inducible protein 27-like protein 2B,integral component of membrane|,,,6,11,8510000000,26.1%
P43025,0.579776471,-0.1421,4.50210584,0.281916667,0.354641386,1.019880568,-0.5025,-0.12,,-0.146,0.034,0.024,P43025,NotFound,P43025_NotFound,P43025,Clec3b,1,13,6,6,P43025|Q8CFZ6,MOUSE,22656.5,28.7,239,239.1,91.52,91.52,,202,Tetranectin,granular component|proteinaceous extracellular matrix|extracellular space|cytoplasm|extracellular exosome|,skeletal system development|ossification|positive regulation of plasminogen activation|bone mineralization|,calcium ion binding|protein binding|heparin binding|carbohydrate binding|kringle domain binding|,6,13,320000000,28.7%
Q9ET66,0.425473432,-0.287916667,7.008814736,0.5265,0.19912167,1.445995144,-0.6025,0.113,-1.164,0.039,-0.074,-0.039,Q9ET66,Pi16,Q9ET66_Pi16,Q9ET66,Pi16,1,17,6,6,E9QNE5|Q9ET66|D3Z6T6|Q9ET66-2,MOUSE,53234.3,15.1,240,240.1,90.52,90.52,,489,Peptidase inhibitor 16,extracellular space|integral component of membrane|extracellular exosome|,negative regulation of peptidase activity|negative regulation of cell growth involved in cardiac muscle cell development|,peptidase inhibitor activity|,6,17,908000000,15.1%
Q8QZR4,0.611417348,-0.0103,3.999884184,0.329083333,0.398117787,0.923777616,-0.5745,0.159,,0.408,0.023,-0.067,Q8QZR4,Oaf,Q8QZR4_Oaf,Q8QZR4,Oaf,1,8,8,8,Q8QZR4,MOUSE,32151.3,26.2,241,241.1,90.03,90.03,,282,Out at first protein homolog,extracellular exosome|,,,8,8,613000000,26.2%
O88200,0.456433733,0.335083333,6.332195096,-0.7535,0.232691485,-1.329843589,0.0805,0.063,1.992,-0.185,0.074,-0.014,O88200,Clec11a,O88200_Clec11a,O88200,Clec11a,1,10,8,8,O88200,MOUSE,36793.1,24.3,242,242.1,86.94,86.94,,328,C-type lectin domain family 11 member A,extracellular region|extracellular space|cytoplasm|,positive regulation of cell proliferation|,growth factor activity|carbohydrate binding|,8,10,691000000,24.3%
A0A075B5S2,0.444023573,-0.10825,6.607124228,0.455833333,0.218417573,1.375365315,-0.5145,0.145,-0.639,-0.175,0.53,0.004,A0A075B5S2,NotFound,A0A075B5S2_NotFound,A0A075B5S2,Ighv7-1,1,17,7,7,A0A075B5S2|P01791|P01794|P01788|P01787|P01790|P01793|P01792|P01789,MOUSE,13815.5,56.1,243,243.1,86.57,86.57,,121,Immunoglobulin heavy variable 7-1 (Fragment),,,,8,17,1260000000,56.1%
P11627,0.315406172,-0.23625,10.15442674,0.483166667,0.096506669,1.969316776,-0.2995,-0.317,-0.817,-0.027,0.058,-0.015,P11627,NotFound,P11627_NotFound,P11627,L1cam,1,12,9,9,P11627|Q6PGJ3|A2AFG8|A2AFG7,MOUSE,141935.8,6.9,244,244.1,85.86,85.86,,1260,Neural cell adhesion molecule L1,plasma membrane|focal adhesion|external side of plasma membrane|cell surface|membrane|integral component of membrane|presynaptic membrane|terminal bouton|,homophilic cell adhesion via plasma membrane adhesion molecules|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|leukocyte cell-cell adhesion|cell surface receptor signaling pathway|axon guidance|positive regulation of cell-cell adhesion|neuron projection development|cell-cell adhesion mediated by integrin|homotypic cell-cell adhesion|positive regulation of calcium-mediated signaling|,integrin binding|protein binding|sialic acid binding|identical protein binding|protein self-association|,9,12,228000000,6.9%
O35664-3,0.390133764,-0.1501,8.00284407,0.60775,0.158385563,1.659281907,-0.9515,-0.078,,0.285,0.038,-0.044,O35664,Ifnar2,O35664-3_Ifnar2,O35664-3,Ifnar2,1,23,7,7,O35664-3|O35664|O35664-2|F6XX07,MOUSE,28268.1,19.3,245,245.1,85.84,85.84,,513,Isoform 3 of Interferon alpha/beta receptor 2,extracellular space|plasma membrane|integral component of plasma membrane|integral component of membrane|,regulation of transcription from RNA polymerase II promoter|cell proliferation|cytokine-mediated signaling pathway|response to interferon-alpha|type I interferon signaling pathway|,type I interferon receptor activity|protein kinase binding|type I interferon binding|,7,23,7720000000,19.3%
A0A140T8M2,0.399659508,0.1231,7.741086951,0.763083333,0.168225297,1.616067902,-0.7945,0.125,,0.975,0.37,-0.06,A0A140T8M2,NotFound,A0A140T8M2_NotFound,A0A140T8M2,Igkv12-44,1,21,5,3,A0A140T8M2,MOUSE,12728.1,43.4,246,246.1,83.99,43.97,,115,Immunoglobulin kappa variable 12-44 (Fragment),,,,5,21,6560000000,43.4%
P01636,0.64802674,0.0551,3.582059753,0.573083333,0.438322763,0.843252345,-1.2615,0.684,,0.818,0.172,-0.137,P01636,NotFound,P01636_NotFound,P01636,,1,1,3,1,P01636,MOUSE,12144.3,35.1,246,246.2,47.48,7.46,,108,Ig kappa chain V-V region MOPC 149,,,antigen binding|,1,1,7820000,9.2%
Q9Z0M6,0.372499343,-0.072083333,8.40829645,0.422833333,0.144268114,1.678779948,-0.4775,-0.145,-0.228,-0.001,0.451,-0.032,Q9Z0M6,Adgre5,Q9Z0M6_Adgre5,Q9Z0M6,Cd97,1,12,6,6,E9QJS7|Q9Z0M6|Q9Z0M6-3|E9QMJ5|Q9Z0M6-2|A0A0D9SEG8|Q9DC42,MOUSE,92922.2,7.9,247,247.1,83.7,83.7,,818,CD97 antigen,plasma membrane|focal adhesion|membrane|integral component of membrane|extracellular exosome|,cell adhesion|G-protein coupled receptor signaling pathway|positive regulation of synapse assembly|,transmembrane signaling receptor activity|G-protein coupled receptor activity|calcium ion binding|,6,12,170000000,7.9%
Q99K41,0.476454309,0.736916667,6.040575388,-0.8425,0.24885276,-1.27919793,2.3585,1.038,0.078,0.617,0.77,-0.44,Q99K41,Emilin1,Q99K41_Emilin1,Q99K41,Emilin1,1,8,7,7,Q99K41,MOUSE,108895,9.1,248,248.1,82.51,82.51,,1017,EMILIN-1,extracellular region|proteinaceous extracellular matrix|collagen trimer|extracellular matrix|extracellular exosome|extracellular matrix|,cell adhesion|positive regulation of cell-substrate adhesion|extracellular matrix organization|,protein binding|extracellular matrix constituent conferring elasticity|identical protein binding|,7,8,57600000,9.1%
A0A0B4J1H7,0.199303152,-0.079583333,14.59473302,1.0725,0.034715762,2.73166096,-0.7865,-0.22,-0.841,-0.256,0.717,0.909,A0A0B4J1H7,NotFound,A0A0B4J1H7_NotFound,A0A0B4J1H7,Igkv1-135,1,19,6,1,A0A0B4J1H7,MOUSE,13419.1,32.5,249,249.1,82.23,16.3,,120,Immunoglobulin kappa variable 1-135 (Fragment),,,,6,19,6150000000,32.5%
A0A0B4J1H8,0.960706745,0.278916667,0.23948222,0.048166667,0.946349981,0.070205762,1.4075,0.198,-0.841,-0.117,-0.201,1.227,A0A0B4J1H8,NotFound,A0A0B4J1H8_NotFound,A0A0B4J1H8,Igkv1-133,1,4,6,3,A0A0B4J1H8|A0A0B4J1H9,MOUSE,13351.1,32.5,249,249.2,72.78,29.92,,120,Immunoglobulin kappa variable 1-133 (Fragment),,,,3,4,30400000,21.6%
P01869,0.937564668,0.21775,0.434126103,0.0545,0.9048725,0.124740248,0.3055,-0.474,0.74,-0.045,-0.089,0.869,P01869,NotFound,P01869_NotFound,P01869,Ighg1,1,13,5,5,P01869|P01868,MOUSE,44070.3,20.8,250,250.1,81.62,81.62,,393,"Ig gamma-1 chain C region, membrane-bound form",plasma membrane|integral component of membrane|,,antigen binding|immunoglobulin receptor binding|,5,13,355000000,20.8%
P14847,0.654257714,0.0095,3.493943487,0.22875,0.447306955,0.824385153,-0.0205,-0.235,,0.323,0,-0.02,P14847,Crp,P14847_Crp,P14847,Crp,1,8,7,7,P14847,MOUSE,25530.6,35.1,251,251.1,81.42,81.42,,225,C-reactive protein,extracellular space|extracellular exosome|,acute-phase response|positive regulation of gene expression|negative regulation of macrophage derived foam cell differentiation|negative regulation of lipid storage|positive regulation of superoxide anion generation|negative regulation of vasodilation|regulation of interleukin-8 secretion|,complement component C1q binding|calcium ion binding|low-density lipoprotein particle binding|low-density lipoprotein particle receptor binding|,7,8,155000000,35.1%
A0A075B5R6,0.708680709,0.345916667,2.915863706,0.292166667,0.510991445,0.699297726,-0.4325,0.443,0.589,0.509,1.025,-0.058,A0A075B5R6,NotFound,A0A075B5R6_NotFound,A0A075B5R6,Ighv11-1,1,11,7,7,A0A075B5R6|A0A075B5R8,MOUSE,13378.9,51.2,252,252.1,81.35,81.35,,117,Immunoglobulin heavy variable 11-1 (Fragment),,,,7,11,623000000,51.2%
P01845,0.940910696,0.07925,0.377234849,0.0415,0.916804033,0.109016626,-0.3495,-0.173,0.698,-0.198,-0.045,0.543,P01845,NotFound,P01845_NotFound,P01845,Iglc3,1,12,5,2,P01845,MOUSE,11541.6,65.3,253,253.1,81.17,41.91,,104,Ig lambda-3 chain C region,plasma membrane|,,antigen binding|,5,12,4960000000,65.3%
P01844,0.32515976,-0.1387,9.70849109,0.67175,0.106942638,1.96320279,-0.7435,-0.34,,-0.28,0.292,0.378,P01844,NotFound,P01844_NotFound,P01844,Iglc2,1,8,5,2,P01844,MOUSE,11425.5,65.3,253,253.2,80.68,41.42,,104,Ig lambda-2 chain C region,plasma membrane|,,,2,8,1060000000,38.4%
P10493,0.156058059,0.257916667,17.38301491,-0.747833333,0.018268316,-3.215782342,0.5145,0.909,0.472,-0.171,-0.114,-0.063,P10493,Nid1,P10493_Nid1,P10493,Nid1,1,11,9,9,P10493,MOUSE,139387.9,8.3,254,254.1,81.02,81.02,,1245,Nidogen-1,extracellular region|proteinaceous extracellular matrix|basement membrane|basal lamina|extracellular matrix|extracellular exosome|cell periphery|extracellular matrix|,cell-matrix adhesion|positive regulation of cell-substrate adhesion|extracellular matrix organization|glomerular basement membrane development|,calcium ion binding|protein binding|collagen binding|laminin binding|laminin-1 binding|proteoglycan binding|extracellular matrix binding|,9,11,261000000,8.3%
P47878,0.574625459,-0.271083333,4.551346018,0.440833333,0.350643182,1.013365915,0.1495,-0.24,-1.384,-0.24,0.007,0.081,P47878,Igfbp3,P47878_Igfbp3,P47878,Igfbp3,1,12,7,7,P47878,MOUSE,32713.3,22.6,255,255.1,80.78,80.78,,292,Insulin-like growth factor-binding protein 3,extracellular space|nucleus|insulin-like growth factor ternary complex|extracellular exosome|,regulation of cell growth|osteoblast differentiation|negative regulation of protein phosphorylation|protein phosphorylation|negative regulation of cell proliferation|regulation of glucose metabolic process|negative regulation of smooth muscle cell migration|regulation of growth|positive regulation of apoptotic process|positive regulation of catalytic activity|positive regulation of MAPK cascade|positive regulation of insulin-like growth factor receptor signaling pathway|type B pancreatic cell proliferation|positive regulation of myoblast differentiation|negative regulation of smooth muscle cell proliferation|,fibronectin binding|insulin-like growth factor binding|protein tyrosine phosphatase activator activity|insulin-like growth factor I binding|insulin-like growth factor II binding|,7,12,1490000000,22.6%
Q8R357,0.44527584,-2.800583333,6.555743844,5.641833333,0.221016967,1.36843378,-0.7215,-0.522,-15.621,0.075,-0.021,0.007,Q8R357,Olfm1,Q8R357_Olfm1,Q8R357,Olfm1,1,8,6,6,Q8R357|O88998|G3X9Q7|O88998-3|A3KGE4|O88998-2|O88998-4,MOUSE,55769.1,13.6,256,256.1,79.67,79.67,,485,Noelin,extracellular space|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|synaptic membrane|,atrioventricular valve formation|positive regulation of gene expression|negative regulation of gene expression|positive regulation of epithelial to mesenchymal transition|protein oligomerization|cardiac epithelial to mesenchymal transition|regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|negative regulation of neuron migration|,beta-amyloid binding|protein binding|,6,8,347000000,13.6%
