PlexesSearchedTogether_correct, 126:127, NoBirA_6Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 126:128, NoBirA_6Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 126:129, NoBirA_6Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 126:130, NoBirA_6Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 126:131, NoBirA_6Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 127:126, BirA/Cre_3Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 127:128, BirA/Cre_3Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 127:129, BirA/Cre_3Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 127:130, BirA/Cre_3Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 127:131, BirA/Cre_3Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 128:126, NoBirA_4Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 128:127, NoBirA_4Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 128:129, NoBirA_4Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 128:130, NoBirA_4Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 128:131, NoBirA_4Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 129:126, NoBirA_5Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 129:127, NoBirA_5Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 129:128, NoBirA_5Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 129:130, NoBirA_5Combo:BirA/Cre_2Combo	PlexesSearchedTogether_correct, 129:131, NoBirA_5Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 130:126, BirA/Cre_2Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 130:127, BirA/Cre_2Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 130:128, BirA/Cre_2Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 130:129, BirA/Cre_2Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 130:131, BirA/Cre_2Combo:BirA/Cre_1Combo	PlexesSearchedTogether_correct, 131:126, BirA/Cre_1Combo:NoBirA_6Combo	PlexesSearchedTogether_correct, 131:127, BirA/Cre_1Combo:BirA/Cre_3Combo	PlexesSearchedTogether_correct, 131:128, BirA/Cre_1Combo:NoBirA_4Combo	PlexesSearchedTogether_correct, 131:129, BirA/Cre_1Combo:NoBirA_5Combo	PlexesSearchedTogether_correct, 131:130, BirA/Cre_1Combo:BirA/Cre_2Combo	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	PlexesSearchedTogether_correct unique_peptides	PlexesSearchedTogether_correct numSpectra	PlexesSearchedTogether_correct totalIntensity	PlexesSearchedTogether_correct pct_cov
-4.382	-0.166	-1.066	-5.18	-4.105	4.382	4.965	5.12	-0.813	0.352	0.166	-4.965	0.494	-5.206	-4.45	1.066	-5.12	-0.494	-6.102	-3.94	5.18	0.813	5.206	6.102	1.165	4.105	-0.352	4.45	3.94	-1.165	A0A075B5K0	A0A075B5K0	Igkv14-126	1	37	4	2	A0A075B5K0|P01637	MOUSE	13228.7	41.8	323	323.1	60.63	37.43		117	Immunoglobulin kappa variable 14-126 (Fragment)				5	37	1.5e+10	41.8%
-4.772	0.855	-0.525	-6.625	-5.012	4.772	5.45	5.104	-1.724	-0.181	-0.855	-5.45	-0.39	-7.213	-5.534	0.525	-5.104	0.39	-7.505	-5.533	6.625	1.724	7.213	7.505	1.533	5.012	0.181	5.534	5.533	-1.533	A0A140T8P9	A0A140T8P9	Igkv14-111	1	7	4	1	A0A140T8P9	MOUSE	13403.1	40.1	323	323.2	56.08	23.18		117	Immunoglobulin kappa variable 14-111 (Fragment)				1	7	3.85e+08	15.3%
-6.526	-0.854	2.397	-6.237	-5.963	6.526	4.849	7.002	0.085	0.407	0.854	-4.849	0.118	-4.651	-4.301	-2.397	-7.002	-0.118	-6.611	-6.347	6.237	-0.085	4.651	6.611	0.3	5.963	-0.407	4.301	6.347	-0.3	P01887	P01887	B2m	1	45	4	4	P01887	MOUSE	13892.8	22.6	324	324.1	60.5	60.5		119	Beta-2-microglobulin	extracellular space|cytoplasm|Golgi apparatus|plasma membrane|focal adhesion|external side of plasma membrane|membrane|phagocytic vesicle membrane|MHC class I protein complex|extracellular exosome|	positive regulation of T cell mediated cytotoxicity|response to molecule of bacterial origin|antigen processing and presentation of peptide antigen via MHC class I|antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent|cellular defense response|T cell differentiation in thymus|protein refolding|response to drug|response to cadmium ion|iron ion homeostasis|negative regulation of receptor binding|	glycoprotein binding|protein binding|identical protein binding|	4	45	6.34e+10	22.6%
-5.788	-0.964	1.678	-6.305	-5.85	5.788	5.502	7.108	-0.344	0.096	0.964	-5.502		-5.954	-5.614	-1.678	-7.108		-7.457	-7.073	6.305	0.344	5.954	7.457	0.484	5.85	-0.096	5.614	7.073	-0.484	O54819	O54819	Tfpi	1	10	4	4	O54819|A2ARA0|O54819-2|A2ARA3|Q8BSB7	MOUSE	36070.2	16.3	325	325.1	59.28	59.28		306	Tissue factor pathway inhibitor	extracellular space|cell surface|	blood coagulation|negative regulation of endopeptidase activity|	serine-type endopeptidase inhibitor activity|	4	10	4.63e+08	16.3%
-1.811	0.308	-1.472	-1.112	-2.345	1.811	1.304	0.811	0.225	-0.393	-0.308	-1.304	-1.641	-1.599	-2.371	1.472	-0.811	1.641	-0.501	-1.085	1.112	-0.225	1.599	0.501	-0.475	2.345	0.393	2.371	1.085	0.475	Q6P542	Q6P542	Abcf1	1	8	6	6	Q6P542	MOUSE	95400.1	6.2	326	326.1	59.23	59.23		837	ATP-binding cassette sub-family F member 1	nuclear envelope|nucleoplasm|cytoplasm|membrane|polysomal ribosome|	translational initiation|positive regulation of translation|ribosome biogenesis|	ATP binding|translation activator activity|ATPase activity|ribosome binding|poly(A) RNA binding|	6	8	1.8e+08	6.2%
-4.878	0.583	0.358	-4.583	-4.415	4.878	3.978	4.992	0.488	0.569	-0.583	-3.978	0.333	-3.877	-4.246	-0.358	-4.992	-0.333	-4.751	-4.703	4.583	-0.488	3.877	4.751	0.065	4.415	-0.569	4.246	4.703	-0.065	Q9Z2L6	Q9Z2L6	Minpp1	1	10	5	5	Q9Z2L6	MOUSE	55164	11.6	327	327.1	58.66	58.66		481	Multiple inositol polyphosphate phosphatase 1	endoplasmic reticulum lumen|plasma membrane|extracellular exosome|	dephosphorylation|	acid phosphatase activity|bisphosphoglycerate 3-phosphatase activity|inositol hexakisphosphate 2-phosphatase activity|	5	10	79400000	11.6%
-5.819	3.478	1.271	-5.473	-5.15	5.819	9.57	6.789	0.371	0.761	-3.478	-9.57	-2.219	-9.125	-8.938	-1.271	-6.789	2.219	-6.359	-6.045	5.473	-0.371	9.125	6.359	0.387	5.15	-0.761	8.938	6.045	-0.387	D3Z4E2	D3Z4E2	Nrn1	1	20	4	4	D3Z4E2|A0A286YD56|Q8CFV4	MOUSE	17406.3	20.8	328	328.1	58.51	58.51		158	Neuritin	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|	axonogenesis|		4	20	4.64e+09	20.8%
-4.12	0.682	1.46	-3.632	-4.584	4.12	4.397	4.754	0.365	-0.591	-0.682	-4.397	0.629	-4.313	-5.138	-1.46	-4.754	-0.629	-4.143	-5.162	3.632	-0.365	4.313	4.143	-0.956	4.584	0.591	5.138	5.162	0.956	Q3UFC6	Q3UFC6	Dsg3	1	11	6	6	Q3UFC6|O35902|O35902-2	MOUSE	109212.9	8.3	329	329.1	58.28	58.28		993	Desmoglein-3	plasma membrane|integral component of membrane|extracellular exosome|	homophilic cell adhesion via plasma membrane adhesion molecules|	calcium ion binding|	6	11	3.68e+08	8.3%
-4.452	0.359	1.625	-4.894	-4.721	4.452	4.499	6.303	-0.429	-0.187	-0.359	-4.499	1.279	-4.476	-4.142	-1.625	-6.303	-1.279	-6.433	-6.199	4.894	0.429	4.476	6.433	0.242	4.721	0.187	4.142	6.199	-0.242	Q8VCC9	Q8VCC9	Spon1	1	5	4	4	Q8VCC9|Q3UYD7	MOUSE	93444.1	6.1	330	330.1	57.89	57.89		807	Spondin-1	proteinaceous extracellular matrix|extracellular space|extracellular matrix|	cell adhesion|		4	5	45600000	6.1%
-5.078	0.471	0.956	-4.881	-4.896	5.078	1.343	6.291	0.242	0.309	-0.471	-1.343	0.846	-0.705	-0.665	-0.956	-6.291	-0.846	-6.105	-5.985	4.881	-0.242	0.705	6.105	0.059	4.896	-0.309	0.665	5.985	-0.059	A0A140T8P6	A0A140T8P6	Igkv12-46	1	27	3	3	A0A140T8P6	MOUSE	12733.1	40.8	331	331.1	57.85	57.85		115	Immunoglobulin kappa variable 12-46 (Fragment)				3	27	1.85e+09	40.8%
-4.573	1.834	1.976	-3.908	-4.135	4.573	5.712	6.28	0.513	0.684	-1.834	-5.712		-5.172	-5.2	-1.976	-6.28		-5.788	-5.54	3.908	-0.513	5.172	5.788	0.244	4.135	-0.684	5.2	5.54	-0.244	Q6T5E4	Q6T5E4	Gcnt2	1	7	5	5	Q6T5E4	MOUSE	46854.9	13.2	332	332.1	57.09	57.09		401	Glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	membrane|	protein glycosylation|transforming growth factor beta receptor signaling pathway|posttranscriptional regulation of gene expression|positive regulation of epithelial to mesenchymal transition|negative regulation of cell-substrate adhesion|positive regulation of cell migration|positive regulation of heterotypic cell-cell adhesion|maintenance of lens transparency|positive regulation of protein kinase B signaling|positive regulation of ERK1 and ERK2 cascade|	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase activity|acetylglucosaminyltransferase activity|	5	7	95600000	13.2%
-3.876	-0.807	1.02	-4.279	-3.768	3.876	2.438	4.2	-0.583	-0.381	0.807	-2.438	1.537	-2.202	-2.432	-1.02	-4.2	-1.537	-3.937	-4.154	4.279	0.583	2.202	3.937	0.511	3.768	0.381	2.432	4.154	-0.511	A0A0A6YYE7	A0A0A6YYE7	Igkv4-57	1	13	3	3	A0A0A6YYE7|A0A075B5M4|A0A0B4J1I4|A0A0B4J1I3|A0A0A6YYE5|A0A075B5L8	MOUSE	12803.3	39.3	333	333.1	57.01	42.86		117	Immunoglobulin kappa variable 4-57 (Fragment)				4	13	2.26e+09	39.3%
-3.534	1.367	2.303	-4.574	-3.646	3.534	4.758	6.025	-0.835	-0.087	-1.367	-4.758	1.319	-5.462	-4.956	-2.303	-6.025	-1.319	-6.57	-5.943	4.574	0.835	5.462	6.57	1.016	3.646	0.087	4.956	5.943	-1.016	A0A0B4J1I9	A0A0B4J1I9	Igkv4-55	1	8	2	1	A0A0B4J1I9|P04945	MOUSE	12850.3	27.3	333	333.2	37.9	17.02		117	Immunoglobulin kappa variable 4-55 (Fragment)				1	8	4.31e+08	13.6%
-4.313	1.02	2.009	-3.954	-3.988	4.313	4.754	7.268	0.474	0.238	-1.02	-4.754	-0.027	-4.314	-4.674	-2.009	-7.268	0.027	-6.787	-7.03	3.954	-0.474	4.314	6.787	-0.255	3.988	-0.238	4.674	7.03	0.255	P09803	P09803	Cdh1	1	7	5	5	A0A0R4IZW5|P09803	MOUSE	98767.5	6.3	334	334.1	56.55	56.55		884	Cadherin-1	cytoplasm|endosome|trans-Golgi network|plasma membrane|cell-cell junction|adherens junction|cell-cell adherens junction|focal adhesion|cytoplasmic side of plasma membrane|cell surface|actin cytoskeleton|integral component of membrane|aggresome|basolateral plasma membrane|lateral plasma membrane|catenin complex|flotillin complex|lamellipodium|cell junction|axon|node of Ranvier|lateral loop|Schmidt-Lanterman incisure|apical junction complex|axon terminus|apical part of cell|perinuclear region of cytoplasm|extracellular exosome|cell periphery|catenin complex|cortical actin cytoskeleton|	in utero embryonic development|trophectodermal cell differentiation|epithelial cell morphogenesis|homophilic cell adhesion via plasma membrane adhesion molecules|embryo implantation|sensory perception of sound|single organismal cell-cell adhesion|calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules|protein metabolic process|negative regulation of cell-cell adhesion|regulation of protein localization|regulation of water loss via skin|adherens junction organization|uterine epithelium development|positive regulation of transcription factor import into nucleus|regulation of cysteine-type endopeptidase activity involved in apoptotic process|positive regulation of transcription, DNA-templated|decidualization|negative regulation of epithelial cell proliferation|protein homooligomerization|intestinal epithelial cell development|salivary gland cavitation|regulation of branching involved in salivary gland morphogenesis|bicellular tight junction assembly|cellular response to amino acid stimulus|cellular response to lithium ion|cellular response to indole-3-methanol|protein localization to plasma membrane|establishment of protein localization to plasma membrane|negative regulation of canonical Wnt signaling pathway|cochlea development|regulation of protein localization to cell surface|regulation of neuron migration|	glycoprotein binding|calcium ion binding|protein binding|beta-catenin binding|protein phosphatase binding|protein domain specific binding|ankyrin binding|GTPase activating protein binding|gamma-catenin binding|cell adhesion molecule binding|	5	7	88500000	6.3%
-5.049	1.311	0.709	-4.448	-4.295	5.049	5.873	5.616	0.502	0.516	-1.311	-5.873	0.147	-4.82	-5.546	-0.709	-5.616	-0.147	-4.564	-4.815	4.448	-0.502	4.82	4.564	0.238	4.295	-0.516	5.546	4.815	-0.238	Q8BM72	Q8BM72	Hspa13	1	12	5	5	Q8BM72|D3Z0Y0|Q8BM72-2	MOUSE	51765.4	10.8	335	335.1	56.35	56.35		471	Heat shock 70 kDa protein 13	endoplasmic reticulum|extracellular exosome|		ATP binding|	5	12	1.98e+08	10.8%
-4.828	0.66	0.519	-4.734	-4.411	4.828	6.18	5.217	0.051	0.664	-0.66	-6.18	-0.906	-5.606	-5.81	-0.519	-5.217	0.906	-5.035	-4.43	4.734	-0.051	5.606	5.035	0.667	4.411	-0.664	5.81	4.43	-0.667	Q62178	Q62178	Sema4a	1	9	5	5	Q62178|D3YWV5	MOUSE	84389.1	7.1	336	336.1	55.99	55.99		760	Semaphorin-4A	plasma membrane|integral component of membrane|	angiogenesis|T cell differentiation involved in immune response|axonogenesis|regulation of cell shape|regulation of endothelial cell migration|negative regulation of angiogenesis|T-helper 1 cell differentiation|semaphorin-plexin signaling pathway|		5	9	1.08e+08	7.1%
-3.497	1.901	0.596	-2.8	-3.996	3.497	6.143	3.692	0.773	-0.213	-1.901	-6.143	-2.379	-5.623	-6.242	-0.596	-3.692	2.379	-2.787	-3.538	2.8	-0.773	5.623	2.787	-1.057	3.996	0.213	6.242	3.538	1.057	A0A1Y7VJX7	A0A1Y7VJX7	Ighe	1	9	5	5	A0A1Y7VJX7|P06336	MOUSE	55752.3	13.7	337	337.1	55.96	55.96		486	Immunoglobulin heavy constant epsilon (Fragment)				5	9	3.34e+08	13.7%
-4.773	0.678	0.347	-4.461	-4.367	4.773	4.722	5.327	0.287	0.327	-0.678	-4.722	1.113	-4.516	-4.36	-0.347	-5.327	-1.113	-5.238	-5.053	4.461	-0.287	4.516	5.238	0.134	4.367	-0.327	4.36	5.053	-0.134	Q9D1Q6	Q9D1Q6	Erp44	1	10	5	5	Q9D1Q6	MOUSE	47251.5	11	338	338.1	55.78	55.78		406	Endoplasmic reticulum resident protein 44	endoplasmic reticulum lumen|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|cell surface|extracellular exosome|	protein folding|response to unfolded protein|glycoprotein metabolic process|response to endoplasmic reticulum stress|cell redox homeostasis|	protein disulfide isomerase activity|protein binding|	5	10	2.23e+08	11.0%
-4.573	0.394	1.832	-5.511	-4.755	4.573	3.735	4.163	-0.939	-0.503	-0.394	-3.735	1.278	-4.312	-3.861	-1.832	-4.163	-1.278	-4.734	-4.456	5.511	0.939	4.312	4.734	0.451	4.755	0.503	3.861	4.456	-0.451	A0A075B680	A0A075B680	Ighv1-62-2	1	12	5	3	A0A075B680|A0A0G2JFL3	MOUSE	11338.5	53	339	339.1	54.86	38.72		100	Immunoglobulin heavy variable 1-62-2				5	12	3.01e+09	53.0%
-4.376		0.706	-3.615	-3.328	4.376		5.082	0.761	1.048						-0.706	-5.082		-4.322	-4.034	3.615	-0.761		4.322	0.287	3.328	-1.048		4.034	-0.287	A0A075B5V8	A0A075B5V8	Ighv1-47	1	1	3	1	A0A075B5V8	MOUSE	11197.4	31.6	339	339.2	24.26	8.12		98	Immunoglobulin heavy variable 1-47				1	1	3.16e+08	13.2%
-2.98	-0.4	1.827	-2.082	-2.391	2.98	3.091	4.383	0.601	0.263	0.4	-3.091	0.186	-2.663	-3.122	-1.827	-4.383	-0.186	-3.482	-3.92	2.082	-0.601	2.663	3.482	-0.391	2.391	-0.263	3.122	3.92	0.391	Q922Q9	Q922Q9	Chid1	1	9	6	6	A0A0R4J242|Q922Q9|A0A0R4J058|Q922Q9-2|A0A1B0GSH5	MOUSE	45075.9	12.2	340	340.1	54.69	54.69		393	Chitinase domain-containing protein 1	extracellular region|extracellular space|nucleus|lysosome|late endosome|trans-Golgi network|membrane|extracellular exosome|	carbohydrate metabolic process|chitin catabolic process|innate immune response|negative regulation of cytokine production involved in inflammatory response|	chitinase activity|chitin binding|oligosaccharide binding|	6	9	5.39e+08	12.2%
-4.963	0.614	1.254	-4.373	-4.087	4.963	5.472	6.133	0.607	0.819	-0.614	-5.472	0.661	-4.913	-4.826	-1.254	-6.133	-0.661	-5.684	-5.558	4.373	-0.607	4.913	5.684	0.207	4.087	-0.819	4.826	5.558	-0.207	Q9EQ21	Q9EQ21	Hamp	1	22	3	2	Q9EQ21	MOUSE	9865.4	45.7	341	341.1	54.27	42.54		83	Hepcidin	extracellular region|extracellular space|nucleus|	negative regulation of transcription from RNA polymerase II promoter|myeloid cell homeostasis|cellular iron ion homeostasis|JAK-STAT cascade|cellular response to extracellular stimulus|membrane protein proteolysis|negative regulation of iron ion transmembrane transport|defense response to bacterium|positive regulation of macrophage activation|negative regulation of bone resorption|positive regulation of transcription from RNA polymerase II promoter|negative regulation of inflammatory response|defense response to fungus|iron ion homeostasis|cellular response to iron ion|positive regulation of cellular protein catabolic process|	hormone activity|copper ion binding|	3	22	7.74e+08	45.7%
-5.327		0.643	-4.581	-4.369	5.327	4.911	6.715	0.711	1.12		-4.911		-4.244	-3.477	-0.643	-6.715		-6.01	-5.495	4.581	-0.711	4.244	6.01	0.409	4.369	-1.12	3.477	5.495	-0.409	Q80T19	Q80T19	Hamp2	1	7	3	2	Q5M9M1|Q80T19	MOUSE	9923.4	46.9	341	341.2	42.23	30.5		83	Hepcidin-2	extracellular region|cell|	cellular iron ion homeostasis|killing of cells of other organism|defense response to bacterium|defense response to fungus|	hormone activity|	2	7	1.62e+08	30.1%
-4.111	3.28	3.421	-4.334	-4.692	4.111	4.898	7.274	-0.402	-0.273	-3.28	-4.898	-2.092	-5.95	-5.304	-3.421	-7.274	2.092	-7.454	-7.532	4.334	0.402	5.95	7.454	0.05	4.692	0.273	5.304	7.532	-0.05	P01723	P01723		1	28	3	2	P01727|A0A075B663|P01723|P01726|P01729	MOUSE	12335.6	41.8	342	342.1	53.88	38.06		117	Ig lambda-1 chain V region	plasma membrane|		antigen binding|	4	28	3.78e+10	41.8%
							7.607	-0.73	0.003							-7.607		-8.638	-7.633		0.73		8.638	0.873		-0.003		7.633	-0.873	P01728	P01728		1	4	3	1	P01728|A0A075B664	MOUSE	12392.7	41.8	342	342.2	50.96	26.26		117	Ig lambda-2 chain V region			antigen binding|	1	4	1.11e+08	28.2%
-4.901	0.775	1.222	-4.602	-4.371	4.901	5.886	6.208	0.222	0.463	-0.775	-5.886	0.446	-5.337	-5.352	-1.222	-6.208	-0.446	-5.715	-5.568	4.602	-0.222	5.337	5.715	0.213	4.371	-0.463	5.352	5.568	-0.213	Q9Z1R3	Q9Z1R3	Apom	1	18	4	4	Q9Z1R3	MOUSE	21615.3	16.3	343	343.1	53.55	53.55		190	Apolipoprotein M	extracellular region|very-low-density lipoprotein particle|low-density lipoprotein particle|high-density lipoprotein particle|discoidal high-density lipoprotein particle|spherical high-density lipoprotein particle|extracellular exosome|	response to glucose|cholesterol efflux|high-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|high-density lipoprotein particle clearance|negative regulation of plasma lipoprotein particle oxidation|lipoprotein metabolic process|reverse cholesterol transport|	lipid transporter activity|phospholipid binding|antioxidant activity|	4	18	7.35e+08	16.3%
-1.504	0.83	2.465	-0.91	-1.4	1.504	1.379	4.069	0.351	-0.329	-0.83	-1.379	3.112	-0.829	-1.423	-2.465	-4.069	-3.112	-3.802	-4.493	0.91	-0.351	0.829	3.802	-0.248	1.4	0.329	1.423	4.493	0.248	E9Q0F0	E9Q0F0	Krt78	1	34	3	3	E9Q0F0	MOUSE	114088.5	1.9	344	344.1	53.5	53.5		1068	Keratin 78	extracellular space|keratin filament|extracellular exosome|		structural molecule activity|	3	34	4.01e+10	1.9%
-5.121	-0.238	2.281	-5.6	-5.338	5.121	5.155	7.034	-0.306	-0.239	0.238	-5.155	1.879	-5.316	-6.533	-2.281	-7.034	-1.879	-7.196	-8.412	5.6	0.306	5.316	7.196	0.097	5.338	0.239	6.533	8.412	-0.097	A0A140T8N3	A0A140T8N3	Igkv13-84	1	14	4	4	A0A140T8N3|A0A075B666	MOUSE	12788.3	37.3	345	345.1	53.07	53.07		115	Immunoglobulin kappa chain variable 13-84 (Fragment)				4	14	2.49e+09	37.3%
-3.814	0.981	1.814	-3.637	-3.61	3.814	4.153	6.642	0.153	0.223	-0.981	-4.153	0.176	-3.987	-3.883	-1.814	-6.642	-0.176	-6.457	-6.419	3.637	-0.153	3.987	6.457	0.057	3.61	-0.223	3.883	6.419	-0.057	Q8CAR0	Q8CAR0	Igf1	1	15	4	4	Q8CAR0|Q4VJB9|P05017-2|P05017|E9PU89|E9Q138	MOUSE	18872.4	25.4	346	346.1	52.96	52.96		165	Insulin-like growth factor I	extracellular space|intracellular|insulin-like growth factor ternary complex|	cell activation|regulation of protein phosphorylation|blood vessel remodeling|nervous system development|cell proliferation|positive regulation of cell proliferation|negative regulation of cell proliferation|response to heat|glial cell differentiation|regulation of gene expression|positive regulation of glycoprotein biosynthetic process|positive regulation of cardiac muscle hypertrophy|phosphatidylinositol 3-kinase signaling|positive regulation of phosphatidylinositol 3-kinase signaling|skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration|muscle hypertrophy|myotube cell development|positive regulation of smooth muscle cell migration|positive regulation of cerebellar granule cell precursor proliferation|water homeostasis|proteoglycan biosynthetic process|lung development|positive regulation of cell migration|mammary gland development|exocrine pancreas development|regulation of establishment or maintenance of cell polarity|positive regulation of protein import into nucleus, translocation|negative regulation of smooth muscle cell apoptotic process|multicellular organism growth|bone mineralization involved in bone maturation|regulation of multicellular organism growth|positive regulation of activated T cell proliferation|positive regulation of tyrosine phosphorylation of Stat5 protein|negative regulation of apoptotic process|positive regulation of DNA binding|positive regulation of MAPK cascade|protein kinase B signaling|positive regulation of insulin-like growth factor receptor signaling pathway|myoblast differentiation|positive regulation of osteoblast differentiation|positive regulation of glycogen biosynthetic process|positive regulation of DNA replication|positive regulation of glycolytic process|positive regulation of mitotic nuclear division|positive regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|positive regulation of glucose import|positive regulation of Ras protein signal transduction|insulin-like growth factor receptor signaling pathway|phosphatidylinositol-mediated signaling|positive regulation of fibroblast proliferation|lung alveolus development|cell development|positive regulation of smooth muscle cell proliferation|branching morphogenesis of an epithelial tube|inner ear development|chondroitin sulfate proteoglycan biosynthetic process|positive regulation of epithelial cell proliferation|positive regulation of protein secretion|positive regulation of peptidyl-tyrosine phosphorylation|protein stabilization|regulation of protein metabolic process|myoblast proliferation|positive regulation of protein kinase B signaling|negative regulation of oocyte development|lung vasculature development|lung lobe morphogenesis|Type I pneumocyte differentiation|Type II pneumocyte differentiation|prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis|prostate gland growth|prostate gland epithelium morphogenesis|prostate gland stromal morphogenesis|negative regulation of androgen receptor signaling pathway|ERK1 and ERK2 cascade|negative regulation of ERK1 and ERK2 cascade|positive regulation of calcineurin-NFAT signaling cascade|extrinsic apoptotic signaling pathway in absence of ligand|positive regulation of trophectodermal cell proliferation|positive regulation of myoblast proliferation|negative regulation of extrinsic apoptotic signaling pathway|	insulin receptor binding|insulin-like growth factor receptor binding|integrin binding|hormone activity|protein binding|growth factor activity|	4	15	1.12e+09	25.4%
-5.321	1.026	1.801	-4.754	-5.399	5.321	4.821	6.985	0.224	-0.092	-1.026	-4.821	0.146	-4.628	-5.247	-1.801	-6.985	-0.146	-6.412	-6.958	4.754	-0.224	4.628	6.412	-0.471	5.399	0.092	5.247	6.958	0.471	Q6P069	Q6P069	Sri	1	6	5	5	Q6P069|Q6P069-2	MOUSE	21912.2	28.7	347	347.1	52.92	52.92		198	Sorcin	intracellular|nucleoplasm|cytoplasm|mitochondrion|endoplasmic reticulum membrane|smooth endoplasmic reticulum|cytosol|plasma membrane|membrane|Z disc|T-tubule|vesicle|sarcoplasmic reticulum membrane|axon terminus|dendritic spine neck|extracellular exosome|chromaffin granule membrane|	proteolysis|calcium ion transport|heart development|negative regulation of heart rate|positive regulation of insulin secretion involved in cellular response to glucose stimulus|cytoplasmic sequestering of transcription factor|positive regulation of release of sequestered calcium ion into cytosol|regulation of calcium ion transport|negative regulation of ryanodine-sensitive calcium-release channel activity|regulation of cardiac muscle cell contraction|regulation of relaxation of muscle|regulation of high voltage-gated calcium channel activity|regulation of cell communication by electrical coupling involved in cardiac conduction|negative regulation of transcription regulatory region DNA binding|	protease binding|calcium-dependent cysteine-type endopeptidase activity|calcium ion binding|protein binding|protein heterodimerization activity|repressing transcription factor binding|	5	6	4.09e+08	28.7%
-4.385	0.936	0.721	-4.681	-4.638	4.385	5.034	5.976	-0.62	-0.249	-0.936	-5.034	-1.142	-5.564	-5.607	-0.721	-5.976	1.142	-6.464	-5.878	4.681	0.62	5.564	6.464	0.447	4.638	0.249	5.607	5.878	-0.447	A0A087WPN7	A0A087WPN7	Ighv13-2	1	16	4	4	A0A087WPN7	MOUSE	11456.7	44	348	348.1	52.57	52.57		100	Immunoglobulin heavy variable 13-2				4	16	7.79e+08	44.0%
-5.595	1.998	1.034	-5.272	-5.234	5.595	5.36	5.055	0.316	0.324	-1.998	-5.36	-0.333	-4.94	-4.996	-1.034	-5.055	0.333	-4.303	-4.421	5.272	-0.316	4.94	4.303	-0.006	5.234	-0.324	4.996	4.421	0.006	O35622	O35622	Fgf15	1	10	5	5	O35622	MOUSE	25520.6	26.6	349	349.1	52.37	52.37		218	Fibroblast growth factor 15	extracellular region|	neural crest cell migration|positive regulation of protein phosphorylation|heart development|positive regulation of cell proliferation|fibroblast growth factor receptor signaling pathway|negative regulation of gene expression|positive regulation of glucose import|positive regulation of JNK cascade|positive regulation of ERK1 and ERK2 cascade|negative regulation of bile acid biosynthetic process|	fibroblast growth factor receptor binding|growth factor activity|	5	10	2.19e+08	26.6%
-4.415	0.01	0.157	-4.404	-4.204	4.415	3.625	4.759	0.31	0.092	-0.01	-3.625	-0.354	-3.009	-3.719	-0.157	-4.759	0.354	-4.384	-4.764	4.404	-0.31	3.009	4.384	-0.113	4.204	-0.092	3.719	4.764	0.113	A0A075B5R9	A0A075B5R9	Ighv14-3	1	12	4	2	A0A075B5R9|A0A075B5R4|A0A075B5S3	MOUSE	13088.7	31.6	350	350.1	52.3	27.75		117	Immunoglobulin heavy variable V14-3 (Fragment)				4	12	1.03e+09	31.6%
