"Ilia_newDatabase, 126:127, NoBirA_6:BirA/Cre_3"	"Ilia_newDatabase, 126:128, NoBirA_6:NoBirA_4"	"Ilia_newDatabase, 126:129, NoBirA_6:NoBirA_5"	"Ilia_newDatabase, 126:130, NoBirA_6:BirA/Cre_2"	"Ilia_newDatabase, 126:131, NoBirA_6:BirA/Cre_1"	"Ilia_newDatabase, 127:126, BirA/Cre_3:NoBirA_6"	"Ilia_newDatabase, 127:128, BirA/Cre_3:NoBirA_4"	"Ilia_newDatabase, 127:129, BirA/Cre_3:NoBirA_5"	"Ilia_newDatabase, 127:130, BirA/Cre_3:BirA/Cre_2"	"Ilia_newDatabase, 127:131, BirA/Cre_3:BirA/Cre_1"	"Ilia_newDatabase, 128:126, NoBirA_4:NoBirA_6"	"Ilia_newDatabase, 128:127, NoBirA_4:BirA/Cre_3"	"Ilia_newDatabase, 128:129, NoBirA_4:NoBirA_5"	"Ilia_newDatabase, 128:130, NoBirA_4:BirA/Cre_2"	"Ilia_newDatabase, 128:131, NoBirA_4:BirA/Cre_1"	"Ilia_newDatabase, 129:126, NoBirA_5:NoBirA_6"	"Ilia_newDatabase, 129:127, NoBirA_5:BirA/Cre_3"	"Ilia_newDatabase, 129:128, NoBirA_5:NoBirA_4"	"Ilia_newDatabase, 129:130, NoBirA_5:BirA/Cre_2"	"Ilia_newDatabase, 129:131, NoBirA_5:BirA/Cre_1"	"Ilia_newDatabase, 130:126, BirA/Cre_2:NoBirA_6"	"Ilia_newDatabase, 130:127, BirA/Cre_2:BirA/Cre_3"	"Ilia_newDatabase, 130:128, BirA/Cre_2:NoBirA_4"	"Ilia_newDatabase, 130:129, BirA/Cre_2:NoBirA_5"	"Ilia_newDatabase, 130:131, BirA/Cre_2:BirA/Cre_1"	"Ilia_newDatabase, 131:126, BirA/Cre_1:NoBirA_6"	"Ilia_newDatabase, 131:127, BirA/Cre_1:BirA/Cre_3"	"Ilia_newDatabase, 131:128, BirA/Cre_1:NoBirA_4"	"Ilia_newDatabase, 131:129, BirA/Cre_1:NoBirA_5"	"Ilia_newDatabase, 131:130, BirA/Cre_1:BirA/Cre_2"	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Ilia_newDatabase unique_peptides	Ilia_newDatabase numSpectra	Ilia_newDatabase totalIntensity	Ilia_newDatabase pct_cov
-4.698	1.025	1.867	-4.402	-4.653	4.698	5.846	6.145	0.34	0.124	-1.025	-5.846	1.374	-5.363	-5.564	-1.867	-6.145	-1.374	-6.114	-5.949	4.402	-0.34	5.363	6.114	-0.188	4.653	-0.124	5.564	5.949	0.188	F8VQJ3	F8VQJ3	Lamc1	1	12	10	10	F8VQJ3|P02468	MOUSE	182889.8	8.2	207	207.1	112.69	112.69		1607	Laminin subunit gamma-1	basement membrane|basal lamina|laminin-1 complex|extracellular matrix|laminin-10 complex|extracellular exosome|basement membrane|extracellular matrix|	protein complex assembly|cell adhesion|cell migration|extracellular matrix disassembly|neuron projection development|hemidesmosome assembly|substrate adhesion-dependent cell spreading|	extracellular matrix structural constituent|protein binding|glycosphingolipid binding|	10	12	2.84E+08	8.20%
-3.647	-0.532	0.514	-3.482	-3.555	3.647	2.354	3.204	-0.023	-0.021	0.532	-2.354	0.855	-2.507	-2.358	-0.514	-3.204	-0.855	-3.392	-3.256	3.482	0.023	2.507	3.392	0.05	3.555	0.021	2.358	3.256	-0.05	P10493	P10493	Nid1	1	14	11	11	P10493	MOUSE	139387.9	9.9	208	208.1	112.58	112.58		1245	Nidogen-1	extracellular region|proteinaceous extracellular matrix|basement membrane|basal lamina|extracellular matrix|extracellular exosome|cell periphery|extracellular matrix|	cell-matrix adhesion|positive regulation of cell-substrate adhesion|extracellular matrix organization|glomerular basement membrane development|	calcium ion binding|protein binding|collagen binding|laminin binding|laminin-1 binding|proteoglycan binding|extracellular matrix binding|	11	14	1.46E+08	9.90%
-2.325	-3.941	1.444	-1.94	-2.473	2.325	-1.454	3.22	0.54	-0.39	3.941	1.454	4.987	1.945	1.246	-1.444	-3.22	-4.987	-2.469	-3.461	1.94	-0.54	-1.945	2.469	-0.761	2.473	0.39	-1.246	3.461	0.761	Q02257	Q02257	Jup	1	16	11	11	Q02257	MOUSE	82541	15.1	209	209.1	110.12	110.12		745	Junction plakoglobin	nucleus|cytoplasm|cytosol|intermediate filament|plasma membrane|cell-cell junction|cell-cell adherens junction|focal adhesion|intercalated disc|membrane|catenin complex|Z disc|desmosome|protein-DNA complex|extracellular exosome|gamma-catenin-TCF7L2 complex|	desmosome assembly|cell adhesion|signal transduction|single organismal cell-cell adhesion|cell migration|adherens junction assembly|regulation of cell proliferation|positive regulation of protein import into nucleus|regulation of cell fate specification|skin development|detection of mechanical stimulus|positive regulation of sequence-specific DNA binding transcription factor activity|cellular response to indole-3-methanol|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|establishment of protein localization to plasma membrane|regulation of ventricular cardiac muscle cell action potential|positive regulation of transcription from RNA polymerase II promoter|	transcription coactivator activity|signal transducer activity|structural molecule activity|protein binding|protein phosphatase binding|alpha-catenin binding|cadherin binding|cell adhesion molecule binding|nuclear hormone receptor binding|	11	16	4.77E+08	15.10%
-4.271	1.427	0.611	-4.174	-4.164	4.271	6.196	4.148	0.096	0.102	-1.427	-6.196	0.856	-6.096	-6.049	-0.611	-4.148	-0.856	-3.891	-3.851	4.174	-0.096	6.096	3.891	0.078	4.164	-0.102	6.049	3.851	-0.078	P51885	P51885	Lum	1	14	9	9	P51885	MOUSE	38663.6	29.5	210	210.1	108.75	108.75		338	Lumican	proteinaceous extracellular matrix|fibrillar collagen trimer|extracellular space|extracellular exosome|extracellular matrix|	visual perception|response to organic cyclic compound|collagen fibril organization|positive regulation of transforming growth factor beta1 production|positive regulation of transcription from RNA polymerase II promoter|cartilage development|response to growth factor|	collagen binding|	9	14	2.61E+09	29.50%
-4.455	0.556	1.854	-4.818	-3.766	4.455	4.78	5.779	-0.401	0.85	-0.556	-4.78	1.078	-4.949	-4.097	-1.854	-5.779	-1.078	-5.602	-4.991	4.818	0.401	4.949	5.602	1.226	3.766	-0.85	4.097	4.991	-1.226	Q02105	Q02105	C1qc	1	33	8	8	Q02105	MOUSE	26390.5	35.3	211	211.1	107.63	107.63		246	Complement C1q subcomponent subunit C	collagen trimer|extracellular space|membrane|extracellular exosome|blood microparticle|	"complement activation, classical pathway|negative regulation of granulocyte differentiation|innate immune response|negative regulation of macrophage differentiation|"	tumor necrosis factor receptor binding|	8	33	7.50E+10	35.30%
-2.051	0.274	0.276	-1.683	-1.764	2.051	2.252	2.449	0.302	0.276	-0.274	-2.252	-0.004	-1.858	-1.937	-0.276	-2.449	0.004	-2.112	-2.069	1.683	-0.302	1.858	2.112	-0.05	1.764	-0.276	1.937	2.069	0.05	P22629	P22629		1	187	6	1	P22629	STRAV	18833.4	43.1	212	212.1	107.4	23.98		183	Streptavidin				6	187	8.85E+12	43.10%
-1.108	0.634	0.548	-1.127	-0.975	1.108	1.63	1.559	0.112	0.184	-0.634	-1.63	-0.046	-1.713	-1.452	-0.548	-1.559	0.046	-1.679	-1.396	1.127	-0.112	1.713	1.679	0.068	0.975	-0.184	1.452	1.396	-0.068	Q53532	Q53532		1	27	6	2	Q53532|Q53533	STRVL	18863.4	43.1	212	212.2	95.68	31.24		183	Streptavidin-V1				2	27	2.72E+11	20.20%
-4.034	0.998	0.592	-4.012	-3.851	4.034	4.795	4.543	-0.036	0.231	-0.998	-4.795	-1.355	-4.758	-4.611	-0.592	-4.543	1.355	-4.714	-4.469	4.012	0.036	4.758	4.714	0.299	3.851	-0.231	4.611	4.469	-0.299	B2RXS4	B2RXS4	Plxnb2	1	15	9	9	B2RXS4	MOUSE	209079.3	5.7	213	213.1	106.85	106.85		1842	Plexin-B2	integral component of plasma membrane|cell surface|extracellular exosome|	neural tube closure|regulation of protein phosphorylation|neuroblast proliferation|brain development|regulation of cell shape|regulation of GTPase activity|positive regulation of axonogenesis|semaphorin-plexin signaling pathway|regulation of neuron migration|	protein binding|semaphorin receptor activity|	9	15	1.05E+09	5.70%
-3.455	-0.35	0.879	-3.06	-3.226	3.455	2.827	4.3	0.354	0.239	0.35	-2.827	1.283	-2.587	-2.731	-0.879	-4.3	-1.283	-3.98	-4.058	3.06	-0.354	2.587	3.98	-0.143	3.226	-0.239	2.731	4.058	0.143	P52480	P52480	Pkm	1	16	10	10	P52480|P52480-2|P53657|G3X925|E9Q509	MOUSE	58414.4	23.5	214	214.1	106.79	106.79		531	Pyruvate kinase PKM	nucleus|cytoplasm|mitochondrion|plasma membrane|cilium|extracellular matrix|vesicle|myelin sheath|extracellular exosome|extracellular vesicle|	glycolytic process|programmed cell death|phosphorylation|	magnesium ion binding|pyruvate kinase activity|protein binding|ATP binding|MHC class II protein complex binding|potassium ion binding|poly(A) RNA binding|	12	16	4.76E+09	23.50%
-4.301	-0.356	-0.055	-3.202	-3.678	4.301	3.6	4.075	1.15	0.527	0.356	-3.6	0.108	-3.197	-3.125	0.055	-4.075	-0.108	-3.235	-3.464	3.202	-1.15	3.197	3.235	-0.428	3.678	-0.527	3.125	3.464	0.428	P16858	P16858	Gapdh	1	18	9	9	A0A0A0MQF6|P16858|A0A1D5RLD8|S4R1W1|P10096|V9GXA7|Q64467|S4R2G5|A0A0R4J0X7|V9GX06	MOUSE	36094.6	34.5	215	215.1	106.3	106.3		333	Glyceraldehyde-3-phosphate dehydrogenase	nucleus|cytoplasm|cytosol|microtubule cytoskeleton|myelin sheath|GAIT complex|	microtubule cytoskeleton organization|glucose metabolic process|glycolytic process|negative regulation of translation|peptidyl-cysteine S-trans-nitrosylation|protein stabilization|neuron apoptotic process|oxidation-reduction process|	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity|protein binding|microtubule binding|enzyme binding|peptidyl-cysteine S-nitrosylase activity|NADP binding|NAD binding|	9	18	6.86E+08	34.50%
-3.938	1.222	0.906	-3.748	-4.093	3.938	4.725	4.662	0.128	0.095	-1.222	-4.725	-1.26	-4.696	-4.921	-0.906	-4.662	1.26	-4.629	-4.648	3.748	-0.128	4.696	4.629	-0.019	4.093	-0.095	4.921	4.648	0.019	Q922D8	Q922D8	Mthfd1	1	14	10	10	Q922D8|A0A1W2P733	MOUSE	101882.4	11.1	216	216.1	105.97	105.97		935	"C-1-tetrahydrofolate synthase, cytoplasmic"	mitochondrion|cytosol|membrane|extracellular exosome|	histidine biosynthetic process|neutrophil homeostasis|neural tube closure|purine nucleotide biosynthetic process|methionine metabolic process|one-carbon metabolic process|heart development|serine family amino acid metabolic process|serine family amino acid biosynthetic process|methionine biosynthetic process|10-formyltetrahydrofolate biosynthetic process|transsulfuration|tetrahydrofolate interconversion|oxidation-reduction process|somite development|	formate-tetrahydrofolate ligase activity|methenyltetrahydrofolate cyclohydrolase activity|methylenetetrahydrofolate dehydrogenase (NAD+) activity|methylenetetrahydrofolate dehydrogenase (NADP+) activity|ATP binding|	10	14	7.58E+08	11.10%
-4.603	-0.061	0.194	-3.76	-4.266	4.603	4.468	5.126	0.721	0.326	0.061	-4.468	1.468	-3.896	-4.16	-0.194	-5.126	-1.468	-4.455	-4.729	3.76	-0.721	3.896	4.455	-0.428	4.266	-0.326	4.16	4.729	0.428	P05213	P05213	Tuba1b	1	9	9	9	P05213|P68369|P68373|P68368|P05214|Q9JJZ2|Q3UX10	MOUSE	50835.4	24.1	217	217.1	105.91	105.91		451	Tubulin alpha-1B chain	cytosol|microtubule|cytoplasmic microtubule|myelin sheath|extracellular exosome|	microtubule cytoskeleton organization|protein folding|protein polymerization|cellular response to interleukin-4|	double-stranded RNA binding|GTPase activity|structural constituent of cytoskeleton|protein binding|GTP binding|ubiquitin protein ligase binding|	9	9	5.11E+08	24.10%
-4.106	0.185	1.169	-3.584	-3.832	4.106	3.943	4.986	-0.219	0.135	-0.185	-3.943	0.565	-3.855	-3.698	-1.169	-4.986	-0.565	-5.024	-4.935	3.584	0.219	3.855	5.024	0.337	3.832	-0.135	3.698	4.935	-0.337	Q8R1U2	Q8R1U2	Cgref1	1	16	7	7	E9QPK1|Q8R1U2	MOUSE	30846.9	28.4	218	218.1	103.77	103.77		281	Cell growth regulator with EF hand domain protein 1	extracellular region|	cell cycle arrest|cell adhesion|	calcium ion binding|	7	16	5.08E+09	28.40%
-5.626	-0.889	1.318	-5.726	-5.364	5.626	4.805	5.501	-0.217	0.224	0.889	-4.805	0.583	-4.834	-4.484	-1.318	-5.501	-0.583	-5.862	-5.376	5.726	0.217	4.834	5.862	0.487	5.364	-0.224	4.484	5.376	-0.487	Q9Z0M6	Q9Z0M6	Cd97	1	15	7	7	E9QJS7|Q9Z0M6|Q9Z0M6-3|E9QMJ5|Q9Z0M6-2|A0A0D9SEG8|Q9DC42	MOUSE	92922.2	10	219	219.1	103.04	103.04		818	CD97 antigen	plasma membrane|focal adhesion|membrane|integral component of membrane|extracellular exosome|	cell adhesion|G-protein coupled receptor signaling pathway|positive regulation of synapse assembly|	transmembrane signaling receptor activity|G-protein coupled receptor activity|calcium ion binding|	7	15	2.74E+08	10.00%
-5.993	-1.667	-3.108	-5.545	-5.998	5.993	4.384	2.216	0.596	0.227	1.667	-4.384	-2.31	-3.892	-4.148	3.108	-2.216	2.31	-1.59	-1.945	5.545	-0.596	3.892	1.59	-0.382	5.998	-0.227	4.148	1.945	0.382	Q91VB8	Q91VB8	Hba-a1	1	29	6	6	Q91VB8|P01942|P01966	MOUSE	15169	63.3	220	220.1	102.22	102.22		142	Alpha globin 1	hemoglobin complex|	oxygen transport|	oxygen transporter activity|iron ion binding|oxygen binding|heme binding|	6	29	6.43E+10	63.30%
-4.628	-0.047	-0.014	-4.556	-4.767	4.628	3.093	3.175	0.187	-0.05	0.047	-3.093	0.446	-2.748	-3.353	0.014	-3.175	-0.446	-2.364	-3.184	4.556	-0.187	2.748	2.364	-0.184	4.767	0.05	3.353	3.184	0.184	Q91XL1	Q91XL1	Lrg1	1	29	8	8	Q91XL1	MOUSE	37829.6	23.9	221	221.1	102.04	102.04		342	Leucine-rich HEV glycoprotein	extracellular space|extracellular exosome|	positive regulation of endothelial cell proliferation|positive regulation of transforming growth factor beta receptor signaling pathway|positive regulation of angiogenesis|brown fat cell differentiation|	transforming growth factor beta receptor binding|	8	29	9.45E+09	23.90%
-4.566	1.438	1.917	-4.935	-4.906	4.566	5.705	6.625	-0.223	-0.195	-1.438	-5.705	0.479	-5.731	-5.995	-1.917	-6.625	-0.479	-6.458	-6.595	4.935	0.223	5.731	6.458	0.084	4.906	0.195	5.995	6.595	-0.084	P01592	P01592	Jchain	1	34	7	7	P01592	MOUSE	18469.7	40.2	222	222.1	100.39	100.39		159	Immunoglobulin J chain	extracellular space|extracellular exosome|monomeric IgA immunoglobulin complex|dimeric IgA immunoglobulin complex|secretory IgA immunoglobulin complex|secretory dimeric IgA immunoglobulin complex|pentameric IgM immunoglobulin complex|blood microparticle|	adaptive immune response|glomerular filtration|humoral immune response|antibacterial humoral response|positive regulation of protein oligomerization|innate immune response|positive regulation of respiratory burst|	antigen binding|IgA binding|protein homodimerization activity|single-stranded DNA binding|phosphatidylcholine binding|immunoglobulin receptor binding|peptidoglycan binding|	7	34	4.26E+10	40.20%
-4.292	-0.548	0.311	-4.305	-4.218	4.292	3.138	4.195	0.044	0.07	0.548	-3.138	0.756	-3.363	-3.377	-0.311	-4.195	-0.756	-4.329	-4.184	4.305	-0.044	3.363	4.329	0.229	4.218	-0.07	3.377	4.184	-0.229	P47878	P47878	Igfbp3	1	21	8	8	P47878	MOUSE	32713.3	29.1	223	223.1	98.85	98.85		292	Insulin-like growth factor-binding protein 3	extracellular space|nucleus|insulin-like growth factor ternary complex|extracellular exosome|	regulation of cell growth|osteoblast differentiation|negative regulation of protein phosphorylation|protein phosphorylation|negative regulation of cell proliferation|regulation of glucose metabolic process|negative regulation of smooth muscle cell migration|regulation of growth|positive regulation of apoptotic process|positive regulation of catalytic activity|positive regulation of MAPK cascade|positive regulation of insulin-like growth factor receptor signaling pathway|type B pancreatic cell proliferation|positive regulation of myoblast differentiation|negative regulation of smooth muscle cell proliferation|	fibronectin binding|insulin-like growth factor binding|protein tyrosine phosphatase activator activity|insulin-like growth factor I binding|insulin-like growth factor II binding|	8	21	1.33E+10	29.10%
-3.974	-0.705	0.677	-4.559	-5.267	3.974	4.95	4.62	-1.031	-1.036	0.705	-4.95	1.383	-5.743	-6.763	-0.677	-4.62	-1.383	-5.813	-5.815	4.559	1.031	5.743	5.813	0.254	5.267	1.036	6.763	5.815	-0.254	A0A0B4J1H7	A0A0B4J1H7	Igkv1-135	1	20	9	9	A0A0B4J1H7	MOUSE	13419.1	45.8	224	224.1	96.5	96.5		120	Immunoglobulin kappa variable 1-135 (Fragment)				9	20	3.91E+09	45.80%
-3.637	1.232	-0.007	-3.38	-4.687	3.637	3.937	2.697	0.256	-1.235	-1.232	-3.937	-0.77	-3.43	-4.934	0.007	-2.697	0.77	-2.191	-3.729	3.38	-0.256	3.43	2.191	-1.687	4.687	1.235	4.934	3.729	1.687	A0A0B4J1H9	A0A0B4J1H9	Igkv1-132	1	4	3	3	A0A0B4J1H9	MOUSE	13548.3	33.3	224	224.2	29.1	29.1		120	Immunoglobulin kappa variable 1-132 (Fragment)				3	4	51800000	33.30%
-5.964	-1.178	1.573	-5.264	-5.291	5.964	4.216	7.63	0.385	0.543	1.178	-4.216	0.305	-4.191	-3.866	-1.573	-7.63	-0.305	-7.315	-6.947	5.264	-0.385	4.191	7.315	0.149	5.291	-0.543	3.866	6.947	-0.149	O35664-3	O35664-3	Ifnar2	1	25	7	7	O35664-3|O35664|O35664-2|F6XX07	MOUSE	28268.1	19.3	225	225.1	96.24	96.24		513	Isoform 3 of Interferon alpha/beta receptor 2	extracellular space|plasma membrane|integral component of plasma membrane|integral component of membrane|	regulation of transcription from RNA polymerase II promoter|cell proliferation|cytokine-mediated signaling pathway|response to interferon-alpha|type I interferon signaling pathway|	type I interferon receptor activity|protein kinase binding|type I interferon binding|	7	25	8.13E+09	19.30%
-5.404	0.666	1.022	-5.201	-5.343	5.404	4.624	4.575	-0.14	0.029	-0.666	-4.624	1.494	-4.828	-4.695	-1.022	-4.575	-1.494	-4.833	-5.007	5.201	0.14	4.828	4.833	-0.023	5.343	-0.029	4.695	5.007	0.023	Q04857	Q04857	Col6a1	1	10	8	8	Q04857	MOUSE	109628.6	8.8	226	226.1	95.72	95.72		1025	Collagen alpha-1(VI) chain	extracellular region|proteinaceous extracellular matrix|collagen trimer|lysosomal membrane|membrane|extracellular matrix|sarcolemma|protein complex|extracellular exosome|extracellular matrix|	osteoblast differentiation|cell adhesion|endodermal cell differentiation|protein heterotrimerization|cellular response to amino acid stimulus|	platelet-derived growth factor binding|	8	10	5.69E+08	8.80%
-4.285	1.184	0.824	-3.714	-3.731	4.285	4.382	4.232	0.315	0.457	-1.184	-4.382	1.087	-4.189	-4.179	-0.824	-4.232	-1.087	-4.172	-4.203	3.714	-0.315	4.189	4.172	0.085	3.731	-0.457	4.179	4.203	-0.085	Q8C7G5	Q8C7G5	Apoa5	1	9	6	6	Q8C7G5|A0A1L1SQP3	MOUSE	41318.5	17.6	227	227.1	92.14	92.14		368	Apolipoprotein A-V	extracellular region|extracellular space|very-low-density lipoprotein particle|high-density lipoprotein particle|chylomicron|blood microparticle|	triglyceride metabolic process|cholesterol biosynthetic process|lipid transport|response to hormone|positive regulation of cholesterol esterification|positive regulation of triglyceride catabolic process|positive regulation of very-low-density lipoprotein particle remodeling|triglyceride catabolic process|regulation of intestinal cholesterol absorption|organ regeneration|neuron projection regeneration|cholesterol efflux|phospholipid efflux|triglyceride-rich lipoprotein particle remodeling|very-low-density lipoprotein particle remodeling|high-density lipoprotein particle assembly|lipoprotein metabolic process|tissue regeneration|cholesterol homeostasis|reverse cholesterol transport|positive regulation of fatty acid biosynthetic process|phosphatidylcholine metabolic process|positive regulation of lipid catabolic process|positive regulation of lipoprotein lipase activity|acylglycerol homeostasis|triglyceride homeostasis|	phospholipid binding|enzyme activator activity|heparin binding|lipid binding|cholesterol binding|cholesterol transporter activity|enzyme binding|phosphatidylcholine binding|lipase binding|low-density lipoprotein particle receptor binding|phosphatidylcholine-sterol O-acyltransferase activator activity|lipase activator activity|lipoprotein lipase activator activity|lipoprotein particle receptor binding|	6	9	1.48E+08	17.60%
-5.419	-0.117	0.341	-5.567	-5.53	5.419	6.913	6.371	-0.343	-0.18	0.117	-6.913		-6.608	-6.72	-0.341	-6.371		-6.797	-6.588	5.567	0.343	6.608	6.797	0.087	5.53	0.18	6.72	6.588	-0.087	P01843	P01843		1	19	5	5	A0A0G2JE99|P01843	MOUSE	11745.8	69.5	228	228.1	91.87	91.87		105	Ig lambda-1 chain C region	plasma membrane|		antigen binding|	5	19	9.52E+09	69.50%
-3.27	-0.42	0.071	-3.734	-3.469	3.27	3.536	3.654	-0.217	-0.266	0.42	-3.536	0.153	-3.693	-3.429	-0.071	-3.654	-0.153	-3.861	-4.441	3.734	0.217	3.693	3.861	0.093	3.469	0.266	3.429	4.441	-0.093	Q71KU9	Q71KU9	Fgl1	1	18	7	7	Q71KU9|A0A0R4J0E1|Q3SZZ7	MOUSE	36724.1	24.2	229	229.1	90.96	90.96		314	Fibrinogen-like protein 1	extracellular exosome|	cholesterol metabolic process|regulation of glucose metabolic process|response to stilbenoid|adipose tissue development|		7	18	6.45E+08	24.20%
-5.255	1.097	0.917	-4.604	-4.467	5.255	6.38	6.309	0.464	0.701	-1.097	-6.38	0.469	-5.935	-5.678	-0.917	-6.309	-0.469	-5.716	-5.666	4.604	-0.464	5.935	5.716	0.252	4.467	-0.701	5.678	5.666	-0.252	Q8VCS0	Q8VCS0	Pglyrp2	1	14	6	6	Q8VCS0|Q8VCS0-2|Q8VCS0-3	MOUSE	58219.2	15	230	230.1	90.57	90.57		530	N-acetylmuramoyl-L-alanine amidase	membrane|extracellular exosome|	pattern recognition receptor signaling pathway|peptidoglycan catabolic process|detection of bacterium|negative regulation of interferon-gamma production|negative regulation of natural killer cell differentiation involved in immune response|growth of symbiont in host|regulation of inflammatory response|defense response to Gram-positive bacterium|	zinc ion binding|N-acetylmuramoyl-L-alanine amidase activity|peptidoglycan receptor activity|peptidoglycan binding|	6	14	7.30E+08	15.00%
-2.81	0.313	2.169	-2.61	-1.231	2.81	3.083	4.873	0.235	1.583	-0.313	-3.083	0.962	-2.613	-1.677	-2.169	-4.873	-0.962	-4.655	-3.934	2.61	-0.235	2.613	4.655	1.069	1.231	-1.583	1.677	3.934	-1.069	Q99K41	Q99K41	Emilin1	1	8	8	8	Q99K41	MOUSE	108895	10.1	231	231.1	89.88	89.88		1017	EMILIN-1	extracellular region|proteinaceous extracellular matrix|collagen trimer|extracellular matrix|extracellular exosome|extracellular matrix|	cell adhesion|positive regulation of cell-substrate adhesion|extracellular matrix organization|	protein binding|extracellular matrix constituent conferring elasticity|identical protein binding|	8	8	1.01E+08	10.10%
-4.895	2.657	1.72	-5.226	-4.613	4.895	5.096	5.65	-0.093	0.265	-2.657	-5.096	1.21	-4.908	-4.645	-1.72	-5.65	-1.21	-5.679	-5.321	5.226	0.093	4.908	5.679	0.407	4.613	-0.265	4.645	5.321	-0.407	O54782	O54782	Man2b2	1	14	9	9	O54782	MOUSE	115835.7	9.6	232	232.1	88.38	88.38		1018	Epididymis-specific alpha-mannosidase	extracellular exosome|	mannose metabolic process|	alpha-mannosidase activity|zinc ion binding|carbohydrate binding|	9	14	4.46E+09	9.60%
-4.491	-0.469	0.978	-4.485	-4.376	4.491	4.276	4.335	-0.216	-0.033	0.469	-4.276	1.389	-4.336	-4.122	-0.978	-4.335	-1.389	-4.586	-4.534	4.485	0.216	4.336	4.586	0.151	4.376	0.033	4.122	4.534	-0.151	P43025	P43025	Clec3b	1	12	7	7	P43025|Q8CFZ6	MOUSE	22656.5	37.6	233	233.1	88.26	88.26		202	Tetranectin	granular component|proteinaceous extracellular matrix|extracellular space|cytoplasm|extracellular exosome|	skeletal system development|ossification|positive regulation of plasminogen activation|bone mineralization|	calcium ion binding|protein binding|heparin binding|carbohydrate binding|kringle domain binding|	7	12	4.66E+08	37.60%
-5.512	-0.83	0.822	-5.403	-5.146	5.512	4.335	4.398	0.126	0.223	0.83	-4.335	0.775	-4.28	-4.242	-0.822	-4.398	-0.775	-3.904	-4.404	5.403	-0.126	4.28	3.904	0.165	5.146	-0.223	4.242	4.404	-0.165	P27656	P27656	Lipc	1	17	7	7	P27656|Q3TYU0	MOUSE	58072.5	14.9	234	234.1	87.43	87.43		510	Hepatic triacylglycerol lipase	extracellular space|high-density lipoprotein particle|	fatty acid biosynthetic process|cholesterol metabolic process|triglyceride catabolic process|cholesterol transport|very-low-density lipoprotein particle remodeling|low-density lipoprotein particle remodeling|high-density lipoprotein particle remodeling|cholesterol homeostasis|triglyceride homeostasis|	triglyceride lipase activity|protein binding|heparin binding|lipase activity|	7	17	1.77E+09	14.90%
-5.509	0.987	2.29	-5.392	-5.15	5.509	4.906	7.515	0.098	0.328	-0.987	-4.906	1.003	-4.789	-4.702	-2.29	-7.515	-1.003	-7.595	-7.343	5.392	-0.098	4.789	7.595	0.234	5.15	-0.328	4.702	7.343	-0.234	P55284	P55284	Cdh5	1	12	8	8	P55284	MOUSE	88186.6	11.4	235	235.1	86.98	86.98		784	Cadherin-5	plasma membrane|cell-cell junction|adherens junction|bicellular tight junction|integral component of membrane|cell junction|cell periphery|	blood vessel maturation|homophilic cell adhesion via plasma membrane adhesion molecules|negative regulation of cell proliferation|single organismal cell-cell adhesion|regulation of establishment of cell polarity|	receptor binding|calcium ion binding|protein binding|beta-catenin binding|protein phosphatase binding|ion channel binding|	8	12	1.29E+10	11.40%
-4.063	-0.148	0.53	-4.041	-4	4.063	2.367	3.349	-0.009	0.064	0.148	-2.367	0.995	-2.713	-2.621	-0.53	-3.349	-0.995	-3.356	-3.241	4.041	0.009	2.713	3.356	0.08	4	-0.064	2.621	3.241	-0.08	O88200	O88200	Clec11a	1	12	9	9	O88200	MOUSE	36793.1	34.4	236	236.1	86.48	86.48		328	C-type lectin domain family 11 member A	extracellular region|extracellular space|cytoplasm|	positive regulation of cell proliferation|	growth factor activity|carbohydrate binding|	9	12	6.40E+08	34.40%
-4.795	-0.371	1.034	-4.758	-4.733	4.795	3.183	5.273	-0.044	-0.037	0.371	-3.183	1.798	-3.174	-3.288	-1.034	-5.273	-1.798	-5.196	-5.345	4.758	0.044	3.174	5.196	-0.137	4.733	0.037	3.288	5.345	0.137	Q02788	Q02788	Col6a2	1	11	9	9	Q02788|D3Z7D5	MOUSE	111473.4	7.8	237	237.1	85.85	85.85		1034	Collagen alpha-2(VI) chain	extracellular region|proteinaceous extracellular matrix|collagen trimer|extracellular space|extracellular matrix|sarcolemma|protein complex|extracellular exosome|extracellular vesicle|extracellular matrix|	cell adhesion|response to glucose|protein heterotrimerization|		9	11	3.70E+08	7.80%
