id,adj.P.Val.xBirA.Cre.over.NoBirA,AveExpr.xBirA.Cre.over.NoBirA,Log.P.Value.xBirA.Cre.over.NoBirA,logFC.xBirA.Cre.over.NoBirA,P.Value.xBirA.Cre.over.NoBirA,t.xBirA.Cre.over.NoBirA,Ilia_newDatabase..126.126.127.128.129.130.131..NoBirA_6.multimedian,Ilia_newDatabase..128.126.127.128.129.130.131..NoBirA_4.multimedian,Ilia_newDatabase..129.126.127.128.129.130.131..NoBirA_5.multimedian,Ilia_newDatabase..127.126.127.128.129.130.131..BirA.Cre_3.multimedian,Ilia_newDatabase..130.126.127.128.129.130.131..BirA.Cre_2.multimedian,Ilia_newDatabase..131.126.127.128.129.130.131..BirA.Cre_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Ilia_newDatabase.unique_peptides,Ilia_newDatabase.numSpectra,Ilia_newDatabase.totalIntensity,Ilia_newDatabase.pct_cov
A0A140T8M2,0.399101763,0.1064,8.367784414,0.884416667,0.145620178,1.71701553,-0.979,0.1305,,1.074,0.345,-0.0385,A0A140T8M2,NotFound,A0A140T8M2_NotFound,A0A140T8M2,Igkv12-44,1,20,5,5,A0A140T8M2|P01636,MOUSE,12728.1,43.4,240,240.1,84.6,84.6,,115,Immunoglobulin kappa variable 12-44 (Fragment),,,,5,20,10200000000,43.4%
Q8QZR4,0.376897582,-0.80425,8.858972307,1.8655,0.130047728,1.751663615,-0.629,-0.3155,-4.2665,0.545,-0.165,0.0055,Q8QZR4,Oaf,Q8QZR4_Oaf,Q8QZR4,Oaf,1,8,6,6,Q8QZR4,MOUSE,32151.3,21.9,241,241.1,84.36,84.36,,282,Out at first protein homolog,extracellular exosome|,,,6,8,895000000,21.9%
Q8BI84,0.812519126,0.119416667,1.724966983,-0.223833333,0.672207419,-0.44427929,-0.249,-0.4035,1.3465,-0.063,-0.14,0.2255,Q8BI84,Mia3,Q8BI84_Mia3,Q8BI84,Mia3,1,13,9,9,Q8BI84|Q8BI84-2|J3KMH5|Q8BI84-3,MOUSE,214298.7,5.7,242,242.1,83.76,83.76,,1930,Transport and Golgi organization protein 1 homolog,endoplasmic reticulum membrane|membrane|integral component of membrane|intracellular membrane-bounded organelle|,chondrocyte development|positive regulation of leukocyte migration|exocytosis|negative regulation of cell adhesion|protein transport|collagen fibril organization|negative regulation of cell migration|positive regulation of bone mineralization|wound healing|,,9,13,5760000000,5.7%
P01844,0.449503035,-0.192416667,7.217241327,0.5485,0.189791111,1.472469039,-0.832,0.2335,-0.8015,-0.218,0.363,0.1005,P01844,NotFound,P01844_NotFound,P01844,Iglc2,1,16,5,2,P01844,MOUSE,11425.5,65.3,243,243.1,83.53,37.91,,104,Ig lambda-2 chain C region,plasma membrane|,,,5,16,7980000000,65.3%
P01845,0.468261811,0.194083333,6.746263021,-0.393833333,0.211530842,-1.393072741,0.773,0.0425,0.3575,0.008,-0.22,0.2035,P01845,NotFound,P01845_NotFound,P01845,Iglc3,1,5,4,2,P01845,MOUSE,11541.6,61.5,243,243.2,66.64,25.32,,104,Ig lambda-3 chain C region,plasma membrane|,,antigen binding|,2,5,275000000,37.5%
Q80VA0-2,0.804206729,0.010083333,1.845840067,0.134833333,0.65375646,0.471018091,-0.291,-0.3135,0.4325,0.176,0.063,-0.0065,Q80VA0,Galnt7,Q80VA0-2_Galnt7,Q80VA0-2,Galnt7,1,12,10,10,Q80VA0-2|Q80VA0|Q80VA0-3,MOUSE,76183.4,13,244,244.1,83.24,83.24,,657,Isoform 2 of N-acetylgalactosaminyltransferase 7,Golgi membrane|membrane|integral component of membrane|extracellular exosome|,protein O-linked glycosylation|,polypeptide N-acetylgalactosaminyltransferase activity|carbohydrate binding|metal ion binding|,10,12,399000000,13.0%
Q8VC49,0.231846274,-0.10175,14.80806877,0.617833333,0.033051648,2.731039262,-0.338,-0.5295,-0.3645,0.251,0.368,0.0025,Q8VC49,Ifi27l2b,Q8VC49_Ifi27l2b,Q8VC49,Ifi27l2b,1,8,5,5,Q8VC49,MOUSE,27886.1,20.8,245,245.1,82.73,82.73,,283,Interferon alpha-inducible protein 27-like protein 2B,integral component of membrane|,,,5,8,4160000000,20.8%
O08689,0.612008945,0.18275,3.972743501,-0.361833333,0.400613564,-0.902771685,0.129,-0.2275,1.1895,-0.084,0.108,-0.0185,O08689,Mstn,O08689_Mstn,O08689,Mstn,1,14,7,7,O08689|A0A087WQL8,MOUSE,43662.3,19.9,246,246.1,82.03,82.03,,376,Growth/differentiation factor 8,extracellular space|cytoplasm|,"positive regulation of defense response to virus by host|transforming growth factor beta receptor signaling pathway|response to heat|response to gravity|positive regulation of pathway-restricted SMAD protein phosphorylation|skeletal muscle atrophy|negative regulation of muscle hypertrophy|response to muscle activity|ovulation cycle process|response to testosterone|negative regulation of kinase activity|regulation of apoptotic process|skeletal muscle tissue regeneration|regulation of MAPK cascade|response to estrogen|response to ethanol|negative regulation of myoblast differentiation|positive regulation of transcription, DNA-templated|negative regulation of insulin receptor signaling pathway|muscle cell cellular homeostasis|cell development|negative regulation of skeletal muscle tissue growth|response to electrical stimulus|negative regulation of protein kinase B signaling|SMAD protein signal transduction|cellular response to dexamethasone stimulus|activation of mitophagy in response to mitochondrial depolarization|negative regulation of skeletal muscle satellite cell proliferation|negative regulation of satellite cell differentiation|negative regulation of myoblast proliferation|",receptor binding|cytokine activity|transforming growth factor beta receptor binding|protein binding|growth factor activity|heparin binding|identical protein binding|,7,14,255000000,19.9%
Q91YW3,0.533724271,-0.208,5.369431007,0.327916667,0.290440315,1.176581227,-0.563,-0.2465,,-0.233,-0.08,0.0825,Q91YW3,Dnajc3,Q91YW3_Dnajc3,Q91YW3,Dnajc3,1,10,8,8,Q91YW3,MOUSE,57919.4,14,247,247.1,81.79,81.79,,504,DnaJ homolog subfamily C member 3,cytoplasm|endoplasmic reticulum lumen|smooth endoplasmic reticulum|cytosol|membrane|extracellular exosome|extracellular vesicle|endoplasmic reticulum Sec complex|,negative regulation of protein kinase activity|endoplasmic reticulum unfolded protein response|negative regulation of apoptotic process|proteolysis involved in cellular protein catabolic process|negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation|negative regulation of cyclin-dependent protein kinase activity|,protein binding|chaperone binding|misfolded protein binding|,8,10,305000000,14.0%
A0A075B5R2,0.582508411,0.186083333,4.443380463,-0.445833333,0.359469422,-0.990207741,1.167,-0.4535,0.5135,-0.074,-0.302,0.2655,A0A075B5R2,NotFound,A0A075B5R2_NotFound,A0A075B5R2,Ighv7-3,1,19,5,5,A0A075B5R2|A0A075B5R3|P01786,MOUSE,13628.3,41.6,248,248.1,80.93,80.93,,120,Immunoglobulin heavy variable 7-3 (Fragment),,,,5,19,1280000000,41.6%
A0A075B5R5,0.917768271,0.351583333,0.652031926,-0.142833333,0.860591015,-0.18325787,-1.062,0.2475,2.0835,0.387,0.489,-0.0355,A0A075B5R5,NotFound,A0A075B5R5_NotFound,A0A075B5R5,Ighv4-1,1,20,6,6,A0A075B5R5|P01807|P01808|P01812|P01806|P01809|P01810|A0A075B5Q2|A0A075B5P7|A0A0A6YWG4,MOUSE,13044.9,49.1,249,249.1,80.39,74.92,,116,Immunoglobulin heavy variable 4-1 (Fragment),,,,8,20,2550000000,49.1%
P18524,0.495148757,0.482083333,6.092513839,-0.9405,0.245894387,-1.284873552,0.884,-0.4835,2.4565,-0.323,0.154,0.2045,P18524,NotFound,P18524_NotFound,P18524,,1,2,3,1,P18524,MOUSE,13036.9,23.9,249,249.2,32.57,14.59,,117,Ig heavy chain V region RF,,,antigen binding|,1,2,16100000,9.4%
Q8R0Z6,0.16997749,0.44825,17.39171729,-0.9155,0.018231746,-3.181189342,0.677,0.6325,1.4085,0.044,-0.061,-0.0115,Q8R0Z6,Angptl6,Q8R0Z6_Angptl6,Q8R0Z6,Angptl6,1,10,7,7,Q8R0Z6,MOUSE,51493.9,17.9,250,250.1,79.74,79.74,,457,Angiopoietin-related protein 6,secretory granule|extracellular exosome|,angiogenesis|cell differentiation|,,7,10,329000000,17.9%
Q8R357,0.246733887,-0.331,13.74142548,0.734583333,0.042252991,2.678002341,-0.956,-0.5875,,0.017,-0.143,0.0145,Q8R357,Olfm1,Q8R357_Olfm1,Q8R357,Olfm1,1,8,6,6,Q8R357|O88998|G3X9Q7|O88998-3|A3KGE4|O88998-2|O88998-4,MOUSE,55769.1,14.2,251,251.1,79.52,79.52,,485,Noelin,extracellular space|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex|synaptic membrane|,atrioventricular valve formation|positive regulation of gene expression|negative regulation of gene expression|positive regulation of epithelial to mesenchymal transition|protein oligomerization|cardiac epithelial to mesenchymal transition|regulation of beta-amyloid formation|negative regulation of beta-amyloid formation|negative regulation of neuron migration|,beta-amyloid binding|protein binding|,6,8,246000000,14.2%
P14847,0.576829565,-0.0016,4.536564026,0.323583333,0.351838692,1.022346911,-0.371,-0.0205,,0.473,-0.049,-0.0405,P14847,Crp,P14847_Crp,P14847,Crp,1,10,6,6,P14847,MOUSE,25530.6,30.6,252,252.1,79.33,79.33,,225,C-reactive protein,extracellular space|extracellular exosome|,acute-phase response|positive regulation of gene expression|negative regulation of macrophage derived foam cell differentiation|negative regulation of lipid storage|positive regulation of superoxide anion generation|negative regulation of vasodilation|regulation of interleukin-8 secretion|,complement component C1q binding|calcium ion binding|low-density lipoprotein particle binding|low-density lipoprotein particle receptor binding|,6,10,436000000,30.6%
P97873,0.562782873,0.35975,4.777800184,-0.637166667,0.332828097,-1.052508885,1.854,0.6945,-0.5135,-0.038,0.356,-0.1945,P97873,Loxl1,P97873_Loxl1,P97873,Loxl1,1,9,7,7,P97873|A0A0R4J0Q4,MOUSE,67189.7,12.8,253,253.1,79.09,79.09,,607,Lysyl oxidase homolog 1,proteinaceous extracellular matrix|extracellular space|extracellular matrix|,oxidation-reduction process|,"copper ion binding|protein binding|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor|",7,9,656000000,12.8%
P99024,0.969495192,0.093416667,0.211535577,0.026166667,0.952459334,0.062090472,0.465,0.4995,-0.7235,0.291,-0.333,0.3615,P99024,Tubb5,P99024_Tubb5,P99024,Tubb5,1,9,7,4,P99024|Q9CWF2|Q7TMM9|P68372|Q922F4|Q9ERD7|Q9D6F9,MOUSE,50126.4,15.5,254,254.1,78.93,47.71,,444,Tubulin beta-5 chain,nucleus|nuclear envelope lumen|cytosol|microtubule|cytoplasmic ribonucleoprotein granule|cell body|tubulin complex|extracellular exosome|,protein folding|microtubule-based process|cellular process|spindle assembly|protein polymerization|,GTPase activity|structural constituent of cytoskeleton|GTP binding|protein domain specific binding|ubiquitin protein ligase binding|protein complex binding|GTPase activating protein binding|MHC class I protein binding|,7,9,224000000,15.5%
A2AQ07,0.447547975,0.482583333,7.290942293,-0.746166667,0.186597478,-1.488192313,1.333,1.3135,-0.0795,0.244,-0.501,0.5855,A2AQ07,Tubb1,A2AQ07_Tubb1,A2AQ07,Tubb1,1,1,4,1,A2AQ07,MOUSE,51124.7,6.8,254,254.2,44.57,13.35,,451,Tubulin beta-1 chain,cytoplasm|microtubule|extracellular exosome|,microtubule-based process|metabolic process|spindle assembly|protein polymerization|,GTPase activity|structural constituent of cytoskeleton|GTP binding|,1,1,2340000,2.6%
P05366,0.279130421,0.209583333,11.67214528,-2.050166667,0.068043316,-2.218370286,3.389,-0.2895,0.6045,-0.931,-0.729,-0.7865,P05366,Saa1,P05366_Saa1,P05366,Saa1,1,13,6,5,P05366|P04918,MOUSE,13884.1,50,255,255.1,78.71,66.26,,122,Serum amyloid A-1 protein,extracellular space|cytosol|cytoplasmic microtubule|high-density lipoprotein particle|extracellular exosome|,acute-phase response|cholesterol metabolic process|positive chemotaxis|cell chemotaxis|,G-protein coupled receptor binding|protein binding|heparin binding|chemoattractant activity|,6,13,2010000000,50.0%
P05367,0.015036166,1.236916667,33.18407229,-4.338833333,0.000480389,-6.801572182,4.824,3.0945,2.3005,-0.951,-0.929,-0.9175,P05367,Saa2,P05367_Saa2,P05367,Saa2,1,7,4,3,P05367|A0A1B0GQV5,MOUSE,13736,44.2,255,255.2,40.69,28.24,,122,Serum amyloid A-2 protein,extracellular space|cytosol|cytoplasmic microtubule|high-density lipoprotein particle|extracellular exosome|,acute-phase response|response to stilbenoid|positive chemotaxis|cell chemotaxis|,G-protein coupled receptor binding|protein binding|chemoattractant activity|,3,7,227000000,36.0%
A0A075B5N4,0.985417456,0.3426,0.105623923,-0.014416667,0.975972561,-0.031608535,0.243,0.4595,,-0.066,1.105,-0.0285,A0A075B5N4,NotFound,A0A075B5N4_NotFound,A0A075B5N4,Igkv8-27,1,16,6,2,A0A075B5N4,MOUSE,11090.2,60,256,256.1,78.69,28.56,,100,Immunoglobulin kappa chain variable 8-27,,,,6,16,4480000000,60.0%
A0A140T8P5,0.559519208,0.538916667,4.839018998,-0.4515,0.328169413,-1.061934177,1.11,0.6515,0.5325,-0.182,1.168,-0.0465,A0A140T8P5,NotFound,A0A140T8P5_NotFound,A0A140T8P5,Igkv8-24,1,8,5,2,A0A140T8P5,MOUSE,13434.9,35.5,256,256.2,63.99,30.66,,121,Immunoglobulin kappa chain variable 8-24 (Fragment),,,,2,8,1590000000,17.3%
A0A140T8N7,0.441723111,0.0022,7.450171691,0.502416667,0.17987998,1.549036257,-0.307,-0.2915,,-0.222,0.406,0.4255,A0A140T8N7,NotFound,A0A140T8N7_NotFound,A0A140T8N7,Igkv6-25,1,8,5,3,A0A140T8N7|A0A140T8N5,MOUSE,12853.2,40,256,256.3,63.03,41.27,,115,Immunoglobulin kappa chain variable 6-25 (Fragment),,,,3,8,2680000000,32.1%
A0A140T8M3,0.637148916,0.3472,3.726934298,-0.360916667,0.423942123,-0.867696145,0.805,0.3225,,-0.211,0.81,0.0095,A0A140T8M3,NotFound,A0A140T8M3_NotFound,A0A140T8M3,Igkv8-30,1,2,5,1,A0A140T8M3,MOUSE,13506,35.5,256,256.4,62.2,12.07,,121,Immunoglobulin kappa chain variable 8-30 (Fragment),,,,1,2,117000000,9.9%
A0A140T8P7,0.524685888,0.3426,5.464752515,-1.036916667,0.28413501,-1.198134389,2.389,-0.4595,,0.124,0.002,-0.3425,A0A140T8P7,NotFound,A0A140T8P7_NotFound,A0A140T8P7,Igkv8-21,1,1,5,1,A0A140T8P7,MOUSE,13298.8,33.3,256,256.5,59.22,9.09,,120,Immunoglobulin kappa variable 8-21 (Fragment),,,,1,1,13000000,7.5%
A0A140T8M4,0.46334768,-0.400416667,6.952027887,1.6865,0.201742413,1.432140433,0.173,0.1045,-4.0085,-0.214,0.554,0.9885,A0A140T8M4,NotFound,A0A140T8M4_NotFound,A0A140T8M4,Igkv8-19,1,6,4,2,A0A140T8M4,MOUSE,11230.2,42.5,256,256.6,59.04,34.64,,101,Immunoglobulin kappa variable 8-19,,,,2,6,918000000,26.7%
Q9ET66,0.89919911,-0.162583333,0.860115114,0.130166667,0.8203298,0.237213915,0.288,0.4955,-1.4665,0.007,-0.275,-0.0245,Q9ET66,Pi16,Q9ET66_Pi16,Q9ET66,Pi16,1,12,5,5,E9QNE5|Q9ET66|D3Z6T6|Q9ET66-2,MOUSE,53234.3,13.9,257,257.1,78.67,78.67,,489,Peptidase inhibitor 16,extracellular space|integral component of membrane|extracellular exosome|,negative regulation of peptidase activity|negative regulation of cell growth involved in cardiac muscle cell development|,peptidase inhibitor activity|,5,12,909000000,13.9%
E9QPU1,0.765325466,-0.15675,2.323926549,0.4845,0.585608464,0.575696726,0.718,0.4405,-2.3555,-0.284,0.075,0.4655,E9QPU1,Vwf,E9QPU1_Vwf,E9QPU1,Vwf,1,10,8,8,E9QPU1|Q8CIZ8|Q3TPE1|Q3TD35|Q8CIZ8-2,MOUSE,322558.9,2.8,258,258.1,78.58,78.58,,2813,von Willebrand factor,extracellular region|proteinaceous extracellular matrix|endoplasmic reticulum|external side of plasma membrane|extracellular matrix|Weibel-Palade body|extracellular exosome|,liver development|placenta development|cell adhesion|blood coagulation|hemostasis|platelet activation|cell-substrate adhesion|protein homooligomerization|platelet activation|,glycoprotein binding|protease binding|integrin binding|protein binding|collagen binding|immunoglobulin binding|identical protein binding|protein homodimerization activity|protein N-terminus binding|chaperone binding|,9,10,648000000,2.8%
P97464,0.703042167,-0.12675,3.002581007,0.169833333,0.500889467,0.714589405,-0.003,-0.2295,-0.4025,0.101,-0.235,0.0085,P97464,Ext1,P97464_Ext1,P97464,Ext1,1,9,7,7,P97464,MOUSE,87047.9,9.5,259,259.1,77.63,77.63,,746,Exostosin-1,Golgi membrane|endoplasmic reticulum|Golgi apparatus|integral component of endoplasmic reticulum membrane|,"ossification|glycosaminoglycan biosynthetic process|protein glycosylation|gastrulation|axon guidance|brain development|endoderm development|mesoderm development|heparan sulfate proteoglycan biosynthetic process|heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process|olfactory bulb development|cellular polysaccharide biosynthetic process|embryonic skeletal joint development|","acetylglucosaminyltransferase activity|glucuronosyltransferase activity|transferase activity, transferring glycosyl groups|protein homodimerization activity|metal ion binding|protein heterodimerization activity|glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity|N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity|",7,9,453000000,9.5%
Q91ZA3,0.054917198,0.854083333,26.09707935,-2.5005,0.00245636,-4.958643454,3.055,1.3525,1.9055,0.004,-0.918,-0.2745,Q91ZA3,Pcca,Q91ZA3_Pcca,Q91ZA3,Pcca,1,10,8,8,Q91ZA3,MOUSE,80547.9,13.1,260,260.1,77.55,77.55,,724,"Propionyl-CoA carboxylase alpha chain, mitochondrial",mitochondrion|mitochondrial matrix|,metabolic process|,biotin carboxylase activity|propionyl-CoA carboxylase activity|ATP binding|enzyme binding|metal ion binding|,8,10,98000000,13.1%
O09159,0.998029387,0.15,0.015509868,-0.00125,0.99643509,-0.004686883,0.19,0.1115,,0.201,0.285,-0.0375,O09159,Man2b1,O09159_Man2b1,O09159,Man2b1,1,7,7,7,O09159,MOUSE,115216.7,8.3,261,261.1,75.15,75.15,,1013,Lysosomal alpha-mannosidase,lysosome|extracellular exosome|,mannose metabolic process|cellular protein modification process|learning or memory|,alpha-mannosidase activity|mannose binding|zinc ion binding|,7,7,79900000,8.3%
A0A075B5N3,0.542293565,-0.369416667,5.283137762,1.431166667,0.296269008,1.143079215,0.741,0.0125,-4.0085,-0.304,0.417,0.9255,A0A075B5N3,NotFound,A0A075B5N3_NotFound,A0A075B5N3,Igkv8-28,1,12,5,5,A0A075B5N3,MOUSE,11017,59.4,262,262.1,75,75,,101,Immunoglobulin kappa variable 8-28,,,,5,12,2450000000,59.4%
Q61646,0.498295882,-0.0002,6.035426979,-1.77325,0.249147941,-1.30223942,3.38,-1.2525,,-0.419,-0.809,-0.9005,Q61646,Hp,Q61646_Hp,Q61646,Hp,1,7,6,6,Q61646,MOUSE,39265.1,18.1,263,263.1,74.99,74.99,,347,Haptoglobin,extracellular space|endoplasmic reticulum|Golgi apparatus|haptoglobin-hemoglobin complex|extracellular exosome|blood microparticle|,response to hypoxia|liver development|immune system process|acute-phase response|Notch signaling pathway|spermatogenesis|response to heat|response to X-ray|response to lead ion|positive regulation of cell death|organ regeneration|response to magnesium ion|response to lipopolysaccharide|response to cobalamin|response to L-ascorbic acid|response to drug|response to hydrogen peroxide|defense response to bacterium|negative regulation of oxidoreductase activity|response to glucocorticoid|response to electrical stimulus|response to growth hormone|negative regulation of hydrogen peroxide catabolic process|,antioxidant activity|hemoglobin binding|protein homodimerization activity|,6,7,275000000,18.1%
Q3U367,0.439067296,0.0908,7.648771594,-0.51575,0.171839437,-1.584074829,0.752,0.0485,,-0.1,-0.243,-0.0035,Q3U367,Aldh9a1,Q3U367_Aldh9a1,Q3U367,Aldh9a1,1,6,6,6,Q3U367|Q9JLJ2,MOUSE,56856.5,12.3,264,264.1,74.02,74.02,,518,4-trimethylaminobutyraldehyde dehydrogenase,mitochondrion|cytosol|extracellular exosome|,cellular aldehyde metabolic process|carnitine metabolic process|neurotransmitter biosynthetic process|oxidation-reduction process|,"aldehyde dehydrogenase (NAD) activity|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|aminobutyraldehyde dehydrogenase activity|4-trimethylammoniobutyraldehyde dehydrogenase activity|",6,6,442000000,12.3%
P08003,0.519628152,0.045416667,5.665138812,-0.4345,0.271322693,-1.20745775,0.756,0.4705,-0.4385,-0.186,-0.307,-0.0225,P08003,Pdia4,P08003_Pdia4,P08003,Pdia4,1,9,7,7,A0A0R4J0Z1|P08003,MOUSE,72323.4,9.5,265,265.1,71.51,71.51,,638,Protein disulfide-isomerase A4,endoplasmic reticulum|endoplasmic reticulum lumen|cell surface|endoplasmic reticulum chaperone complex|melanosome|,protein folding|response to endoplasmic reticulum stress|cell redox homeostasis|chaperone-mediated protein folding|,protein disulfide isomerase activity|poly(A) RNA binding|,7,9,224000000,9.5%
P01631,0.231846274,-0.218916667,14.78418891,1.020166667,0.033233885,2.726969484,-1.229,-0.5475,-0.4105,-0.128,0.867,0.1345,P01631,NotFound,P01631_NotFound,P01631,,1,25,4,4,P01631|A0A140T8M0|A0A0B4J1I0|A0A140T8N1|A0A075B5K8|A0A140T8M9|A0A075B5N0,MOUSE,12386.7,38,266,266.1,71.16,71.16,,113,Ig kappa chain V-II region 26-10,,,antigen binding|,6,25,38500000000,38.0%
Q8BYB9,0.502532234,0.14125,5.957233264,-0.6015,0.253674419,-1.260432515,-0.345,0.2415,1.4295,-0.291,-0.257,0.0695,Q8BYB9,Poglut1,Q8BYB9_Poglut1,Q8BYB9,Poglut1,1,8,7,7,Q8BYB9,MOUSE,46892.1,19.3,267,267.1,71.06,71.06,,392,Protein O-glucosyltransferase 1,endoplasmic reticulum lumen|extracellular exosome|,protein O-linked glycosylation|regulation of Notch signaling pathway|cardiovascular system development|,protein xylosyltransferase activity|UDP-glucosyltransferase activity|UDP-xylosyltransferase activity|glucosyltransferase activity|,7,8,617000000,19.3%
Q9Z0L8,0.378897235,-0.0966,8.815931633,0.473583333,0.131342971,1.789516148,-0.499,-0.2625,,0.197,0.104,-0.0225,Q9Z0L8,Ggh,Q9Z0L8_Ggh,Q9Z0L8,Ggh,1,7,5,5,Q9Z0L8|Q9Z0L8-2,MOUSE,35697.1,17.9,268,268.1,70.58,70.58,,317,Gamma-glutamyl hydrolase,extracellular space|nucleus|lysosome|cytosol|melanosome|extracellular exosome|,proteolysis|glutamine metabolic process|response to zinc ion|response to insulin|response to drug|response to ethanol|,gamma-glutamyl-peptidase activity|,5,7,342000000,17.9%
E9QPX1,0.971784399,-0.016083333,0.187192464,-0.018166667,0.957813058,-0.055073613,0.636,-0.2775,-0.3795,0.002,-0.051,-0.0265,E9QPX1,Col18a1,E9QPX1_Col18a1,E9QPX1,Col18a1,1,11,5,5,E9QPX1|P39061|P39061-1|P39061-2,MOUSE,183320.5,3.4,269,269.1,70,70,,1774,Collagen alpha-1(XVIII) chain,collagen trimer|basement membrane|extracellular space|extracellular matrix|extracellular exosome|extracellular matrix|,angiogenesis|endothelial cell morphogenesis|cell adhesion|positive regulation of cell proliferation|extracellular matrix organization|positive regulation of cell migration|positive regulation of endothelial cell apoptotic process|,structural molecule activity|identical protein binding|,5,11,1870000000,3.4%
P16056,0.830935436,-0.05575,1.478422635,0.085166667,0.711471875,0.387326443,-0.238,-0.1425,0.0855,0.065,-0.068,-0.0365,P16056,NotFound,P16056_NotFound,P16056,Met,1,6,6,6,P16056|F8VQL0,MOUSE,155885.1,5.4,270,270.1,69.98,69.98,,1379,Hepatocyte growth factor receptor,basal plasma membrane|cell surface|membrane|integral component of membrane|,activation of MAPK activity|endothelial cell morphogenesis|liver development|placenta development|synaptic transmission|brain development|muscle organ development|skeletal muscle tissue development|positive regulation of glucose transport|muscle cell migration|myotube differentiation|peptidyl-tyrosine phosphorylation|adult behavior|glucose homeostasis|positive regulation of transcription from RNA polymerase II promoter|protein autophosphorylation|hepatocyte growth factor receptor signaling pathway|branching morphogenesis of an epithelial tube|regulation of synaptic transmission|positive chemotaxis|myoblast proliferation|regulation of excitatory postsynaptic membrane potential|regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling|semaphorin-plexin signaling pathway|negative regulation of hydrogen peroxide-mediated programmed cell death|positive regulation of endothelial cell chemotaxis|,protein kinase activity|hepatocyte growth factor-activated receptor activity|protein binding|ATP binding|protein phosphatase binding|,6,6,118000000,5.4%
Q5MJS3,0.962933411,-0.069083333,0.275338201,-0.0275,0.938568944,-0.080248987,0.018,0.4865,-0.6705,-0.103,-0.193,0.0475,Q5MJS3,Fam20c,Q5MJS3_Fam20c,Q5MJS3,Fam20c,1,11,7,7,Q5MJS3|Q8CID3,MOUSE,66392.3,12.6,271,271.1,69.02,69.02,,579,Extracellular serine/threonine protein kinase FAM20C,extracellular space|Golgi apparatus|extracellular exosome|,skeletal system development|protein phosphorylation|positive regulation of bone mineralization|biomineral tissue development|osteoclast maturation|regulation of fibroblast growth factor receptor signaling pathway|positive regulation of osteoblast differentiation|regulation of phosphorus metabolic process|enamel mineralization|odontoblast differentiation|dentinogenesis|,protein serine/threonine kinase activity|calcium ion binding|manganese ion binding|,7,11,712000000,12.6%
A0A140T8M5,0.363785285,-0.011,9.155829185,0.654583333,0.121455471,1.849359512,-0.372,-0.4355,,-0.219,0.664,0.3075,A0A140T8M5,NotFound,A0A140T8M5_NotFound,A0A140T8M5,Igkv6-15,1,16,5,4,A0A140T8M5|A0A140T8P1,MOUSE,12871.1,40,272,272.1,68.54,49.7,,115,Immunoglobulin kappa variable 6-15 (Fragment),,,,6,16,5990000000,40.0%
A0A075B5N7,0.781082551,0.1642,2.163484359,0.204083333,0.607647288,0.54606117,0.456,-0.3725,,0.221,0.525,-0.0085,A0A075B5N7,NotFound,A0A075B5N7_NotFound,A0A075B5N7,Igkv6-13,1,6,5,2,A0A075B5N7,MOUSE,10554.5,47.3,272,272.2,61.31,31.53,,95,Immunoglobulin kappa variable 6-13,,,,2,6,3460000000,30.5%
A0A140T8Q3,0.511564622,-0.012,5.825238526,0.554583333,0.261502682,1.260693317,-0.568,-0.1215,,-0.224,-0.041,0.8945,A0A140T8Q3,NotFound,A0A140T8Q3_NotFound,A0A140T8Q3,Igkv6-17,1,3,5,2,A0A140T8Q3|P01633,MOUSE,12874.2,40,272,272.3,58.48,28.7,,115,Immunoglobulin kappa variable 6-17 (Fragment),,,,2,3,55200000,26.0%
P01645,0.830935436,0.29575,1.48903491,-0.339166667,0.709735468,-0.390255543,-0.808,-0.2655,2.4695,-0.19,0.572,-0.0035,P01645,NotFound,P01645_NotFound,P01645,,1,20,6,5,P01645|P01644|P01646|P01647|A0A140T8M1|P01643|P01648|P01649|A0A075B5L0,MOUSE,12068.2,60.1,273,273.1,68.34,59.44,,108,Ig kappa chain V-V region HP 93G7,,,antigen binding|,7,20,3980000000,60.1%
P01670,0.973172594,-0.101583333,0.166938142,0.030833333,0.962290472,0.049272726,0.541,0.6655,-1.5575,-0.257,0.116,-0.1175,P01670,NotFound,P01670_NotFound,P01670,,1,5,3,1,P01670,MOUSE,12153.4,25.2,273,273.2,35.16,19.59,,111,Ig kappa chain V-III region PC 6684,,,antigen binding|,1,5,243000000,15.3%
