id,adj.P.Val.xBirA.over.NoBirA,AveExpr.xBirA.over.NoBirA,Log.P.Value.xBirA.over.NoBirA,logFC.xBirA.over.NoBirA,P.Value.xBirA.over.NoBirA,t.xBirA.over.NoBirA,Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian,Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian,Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian,Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian,Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian,Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian,id.query,id.mapped,id.concat,accession_number,geneSymbol,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,orfCategory,sequenceLength,entry_name,cellular_component,biological_process,molecular_function,Liver_Searched.unique_peptides,Liver_Searched.numSpectra,Liver_Searched.totalIntensity,Liver_Searched.pct_cov
P26262,0.005368126,-0.158666667,35.36435811,1.250666667,0.00029078,6.926775196,-0.551,-0.608,-1.193,0.401,0.437,0.562,P26262,Klkb1,P26262_Klkb1,P26262,Klkb1,1,6,4,4,P26262,MOUSE,73492.3,8.7,1898,1898.1,52.89,52.89,,638,Plasma kallikrein,extracellular space|extracellular exosome|,inflammatory response|blood coagulation|plasminogen activation|fibrinolysis|positive regulation of fibrinolysis|liver regeneration|,serine-type endopeptidase activity|,4,6,199000000,8.7%
Q5M8N4,0.214980661,0.039333333,15.39445487,-0.290666667,0.028877162,-2.773227969,0.023,0.288,0.243,-0.194,-0.058,-0.066,Q5M8N4,Sdr39u1,Q5M8N4_Sdr39u1,Q5M8N4,Sdr39u1,1,8,5,5,Q5M8N4|Q5M8N4-2,MOUSE,33165.3,18.8,1899,1899.1,52.87,52.87,,308,Epimerase family protein SDR39U1,nucleus|,oxidation-reduction process|,oxidoreductase activity|coenzyme binding|,5,8,376000000,18.8%
Q3UHA3,0.636939506,-0.008333333,5.618922763,-0.116666667,0.274225428,-1.190794016,-0.029,0.017,0.162,0.041,-0.138,-0.103,Q3UHA3,Spg11,Q3UHA3_Spg11,Q3UHA3,Spg11,1,8,7,7,Q3UHA3|Q3UHA3-2,MOUSE,278150.9,4,1900,1900.1,52.86,52.86,,2430,Spatacsin,nucleolus|cytoplasm|lysosomal membrane|cytosol|plasma membrane|integral component of membrane|cytoplasmic vesicle|extracellular exosome|,,,7,8,1200000000,4.0%
Q8R2U6,0.683824379,0.006,4.796155429,-0.091333333,0.331424383,-1.046966653,0.026,-0.014,0.143,-0.078,-0.055,0.014,Q8R2U6,Nudt4,Q8R2U6_Nudt4,Q8R2U6,Nudt4,1,11,5,5,Q8R2U6|P0C027,MOUSE,20383.7,40.7,1901,1901.1,52.83,52.83,,179,Diphosphoinositol polyphosphate phosphohydrolase 2,cytoplasm|,metabolic process|,"diphosphoinositol-polyphosphate diphosphatase activity|snoRNA binding|metal ion binding|inositol diphosphate tetrakisphosphate diphosphatase activity|inositol-1-diphosphate-2,3,4,5,6-pentakisphosphate diphosphatase activity|inositol-3-diphosphate-1,2,4,5,6-pentakisphosphate diphosphatase activity|inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity|inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 1-diphosphatase activity|inositol-1,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity|inositol-3,5-bisdiphosphate-2,3,4,6-tetrakisphosphate 5-diphosphatase activity|m7G(5')pppN diphosphatase activity|",5,11,1670000000,40.7%
Q9CQ26,0.736844736,-0.004833333,3.996484211,0.085,0.398429585,0.901810323,0.027,-0.014,-0.155,0.126,-0.026,0.013,Q9CQ26,Stambp,Q9CQ26_Stambp,Q9CQ26,Stambp,1,5,5,5,Q9CQ26,MOUSE,49197.4,14.3,1902,1902.1,52.59,52.59,,424,STAM-binding protein,nucleoplasm|cytoplasm|endosome|plasma membrane|cleavage furrow|extracellular exosome|,mitotic cytokinesis|negative regulation of phosphatidylinositol 3-kinase signaling|protein deubiquitination|negative regulation of neuron apoptotic process|negative regulation of Ras protein signal transduction|,ubiquitin-specific protease activity|metallopeptidase activity|protein domain specific binding|metal ion binding|,5,5,876000000,14.3%
Q3U8Y1,0.841746758,-0.017,2.509038697,-0.099333333,0.561172177,-0.611659546,-0.112,0.353,-0.143,-0.243,0.066,-0.023,Q3U8Y1,Mrps11,Q3U8Y1_Mrps11,Q3U8Y1,Mrps11,1,7,4,4,Q3U8Y1|Q9DCA2,MOUSE,20365,35,1903,1903.1,52.56,52.56,,191,"28S ribosomal protein S11, mitochondrial",mitochondrion|mitochondrial small ribosomal subunit|,translation|,structural constituent of ribosome|poly(A) RNA binding|,4,7,706000000,35.0%
O08586,0.469507952,-0.031,8.911704282,0.171333333,0.128478238,1.733845312,-0.017,-0.143,-0.19,0.176,-0.033,0.021,O08586,Pten,O08586_Pten,O08586,Pten,1,6,5,5,O08586,MOUSE,47721.9,16.3,1904,1904.1,52.44,52.44,,403,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",nucleus|nucleoplasm|cytoplasm|mitochondrion|plasma membrane|cytoplasmic side of plasma membrane|PML body|myelin sheath adaxonal region|cell projection|neuron projection|dendritic spine|Schmidt-Lanterman incisure|postsynaptic membrane|,"angiogenesis|negative regulation of protein phosphorylation|regulation of B cell apoptotic process|protein dephosphorylation|apoptotic process|activation of APC-Cdc20 complex activity|neuron-neuron synaptic transmission|synapse assembly|central nervous system development|heart development|aging|response to nutrient|learning or memory|memory|locomotory behavior|positive regulation of cell proliferation|negative regulation of cell proliferation|response to glucose|response to zinc ion|regulation of neuron projection development|cell migration|dentate gyrus development|central nervous system neuron axonogenesis|negative regulation of cell migration|adult behavior|negative regulation of myelination|regulation of protein stability|negative regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle|regulation of synaptic transmission, GABAergic|central nervous system myelin maintenance|response to estradiol|regulation of cellular component size|regulation of myeloid cell apoptotic process|response to ATP|multicellular organismal response to stress|social behavior|peptidyl-tyrosine dephosphorylation|cellular response to decreased oxygen levels|response to drug|maternal behavior|negative regulation of apoptotic process|protein kinase B signaling|endothelial cell migration|response to ethanol|locomotor rhythm|negative regulation of cell size|negative regulation of organ growth|response to arsenic-containing substance|inositol phosphate dephosphorylation|phosphatidylinositol dephosphorylation|platelet-derived growth factor receptor signaling pathway|regulation of axon regeneration|cardiac muscle tissue development|forebrain morphogenesis|brain morphogenesis|negative regulation of epithelial cell proliferation|negative regulation of phagocytosis|negative regulation of axonogenesis|protein stabilization|positive regulation of sequence-specific DNA binding transcription factor activity|regulation of cell cycle|negative regulation of focal adhesion assembly|negative regulation of protein kinase B signaling|rhythmic synaptic transmission|canonical Wnt signaling pathway|synapse maturation|prepulse inhibition|male mating behavior|long-term synaptic potentiation|long term synaptic depression|regulation of cellular localization|prostate gland growth|dendritic spine morphogenesis|negative regulation of dendritic spine morphogenesis|positive regulation of ERK1 and ERK2 cascade|cellular response to hypoxia|negative regulation of ribosome biogenesis|negative regulation of cell aging|negative regulation of excitatory postsynaptic membrane potential|presynaptic membrane assembly|postsynaptic density assembly|positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process|negative regulation of G1/S transition of mitotic cell cycle|positive regulation of excitatory postsynaptic membrane potential|negative regulation of synaptic vesicle clustering|positive regulation of apoptotic signaling pathway|","magnesium ion binding|phosphatidylinositol-3-phosphatase activity|phosphoprotein phosphatase activity|protein serine/threonine phosphatase activity|protein tyrosine phosphatase activity|platelet-derived growth factor receptor binding|protein binding|protein tyrosine/serine/threonine phosphatase activity|anaphase-promoting complex binding|phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity|enzyme binding|protein kinase binding|PDZ domain binding|inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity|phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity|",5,6,874000000,16.3%
Q8R216,0.919416995,0.009666667,1.238030306,-0.040666667,0.751963861,-0.329490792,0.134,0.084,-0.128,0.17,-0.043,-0.159,Q8R216,Sirt4,Q8R216_Sirt4,Q8R216,Sirt4,1,9,5,5,Q8R216,MOUSE,38037.7,21.3,1905,1905.1,52.44,52.44,,333,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial",mitochondrion|mitochondrial inner membrane|mitochondrial matrix|,regulation of glutamine family amino acid metabolic process|protein ADP-ribosylation|glutamine metabolic process|cellular response to DNA damage stimulus|negative regulation of cardiac muscle cell apoptotic process|peptidyl-lysine deacetylation|negative regulation of fatty acid oxidation|negative regulation of insulin secretion|positive regulation of lipid biosynthetic process|cellular response to hypoxia|tricarboxylic acid metabolic process|negative regulation of protein processing involved in protein targeting to mitochondrion|regulation of pyruvate dehydrogenase activity|,"NAD+ ADP-ribosyltransferase activity|protein binding|zinc ion binding|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|NAD-dependent protein deacetylase activity|biotinidase activity|lipoamidase activity|NAD+ binding|",5,9,473000000,21.3%
Q9DBG5,0.526056,-0.043,7.709389037,0.209333333,0.169457618,1.541814907,-0.301,-0.065,-0.077,-0.168,0.1,0.253,Q9DBG5,Plin3,Q9DBG5_Plin3,Q9DBG5,Plin3,1,5,4,4,Q9DBG5,MOUSE,47375.5,15.5,1906,1906.1,52.37,52.37,,437,Perilipin-3,cytoplasm|lipid particle|endosome membrane|membrane|intracellular membrane-bounded organelle|,transport|,,4,5,67800000,15.5%
Q8R480,0.953420192,0.002166667,0.689122579,-0.023666667,0.853272486,-0.192300308,0.009,0.015,0.018,0.201,-0.231,0.001,Q8R480,Nup85,Q8R480_Nup85,Q8R480,Nup85,1,6,5,5,Q8R480,MOUSE,75916,9.7,1907,1907.1,52.34,52.34,,656,Nuclear pore complex protein Nup85,condensed chromosome kinetochore|spindle pole|cytoplasm|plasma membrane|membrane|nuclear pore outer ring|nuclear membrane|kinetochore|,chemotaxis|protein transport|cytokine-mediated signaling pathway|lamellipodium assembly|macrophage chemotaxis|mRNA transport|,CCR2 chemokine receptor binding|,5,6,67600000,9.7%
Q9Z0V7,0.933608247,0.005833333,0.950278119,-0.047666667,0.803474667,-0.259038951,-0.181,0.387,-0.117,-0.257,0.108,0.095,Q9Z0V7,Timm17b,Q9Z0V7_Timm17b,Q9Z0V7,Timm17b,1,13,4,4,Q9Z0V7,MOUSE,18522.9,33.7,1908,1908.1,52.32,52.32,,172,Mitochondrial import inner membrane translocase subunit Tim17-B,mitochondrion|mitochondrial inner membrane|mitochondrial inner membrane presequence translocase complex|integral component of mitochondrial inner membrane|,intracellular protein transport|protein transmembrane transport|,P-P-bond-hydrolysis-driven protein transmembrane transporter activity|,4,13,3030000000,33.7%
P62878,0.514657719,0.0035,7.911920597,0.155,0.161736463,1.572610265,0.004,-0.058,-0.168,0.207,0.013,0.023,P62878,Rbx1,P62878_Rbx1,P62878,Rbx1,1,11,4,4,P62878,MOUSE,12730.2,30.5,1909,1909.1,52.26,52.26,,108,E3 ubiquitin-protein ligase RB,ubiquitin ligase complex|anaphase-promoting complex|cytosol|SCF ubiquitin ligase complex|VCB complex|cullin-RING ubiquitin ligase complex|Cul2-RING ubiquitin ligase complex|Cul3-RING ubiquitin ligase complex|Cul4A-RING E3 ubiquitin ligase complex|Cul4B-RING E3 ubiquitin ligase complex|Cul5-RING ubiquitin ligase complex|Cul7-RING ubiquitin ligase complex|nuclear SCF ubiquitin ligase complex|Cul4-RING E3 ubiquitin ligase complex|,DNA repair|ubiquitin-dependent protein catabolic process|protein monoubiquitination|protein ubiquitination|protein catabolic process|SCF-dependent proteasomal ubiquitin-dependent protein catabolic process|protein ubiquitination involved in ubiquitin-dependent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|protein neddylation|,ubiquitin-protein transferase activity|protein binding|eukaryotic initiation factor 4E binding|zinc ion binding|ligase activity|NEDD8 transferase activity|ubiquitin protein ligase binding|protein complex binding|ubiquitin-ubiquitin ligase activity|ubiquitin protein ligase activity|cullin family protein binding|ubiquitin-protein transferase activity|,4,11,1650000000,30.5%
A2AI52,0.885307507,0.018666667,1.827525509,0.050666667,0.656519226,0.465280678,-0.173,-0.006,0.159,0.006,0.104,0.022,A2AI52,Usp8,A2AI52_Usp8,A2AI52,Usp8,1,5,5,5,A2AI52|Q80U87,MOUSE,124854.8,5.8,1910,1910.1,52.16,52.16,,1091,Ubiquitin carboxyl-terminal hydrolase 8,intracellular|nucleoplasm|cytoplasm|early endosome|Golgi apparatus|cytosol|extrinsic component of plasma membrane|midbody|acrosomal vesicle|,mitotic cytokinesis|endosome organization|Ras protein signal transduction|protein deubiquitination|proteasome-mediated ubiquitin-dependent protein catabolic process|regulation of proteasomal protein catabolic process|protein K63-linked deubiquitination|protein K48-linked deubiquitination|,cysteine-type endopeptidase activity|ubiquitin-specific protease activity|protein binding|,5,5,67600000,5.8%
Q6P9Q4,0.461918472,0.0355,9.092482971,0.175,0.123240004,1.762804137,-0.028,-0.098,-0.03,0.261,-0.012,0.12,Q6P9Q4,Fhod1,Q6P9Q4_Fhod1,Q6P9Q4,Fhod1,1,7,4,4,Q6P9Q4,MOUSE,130853.3,4.7,1911,1911.1,52.09,52.09,,1197,FH1/FH2 domain-containing protein 1,stress fiber|nucleus|cytosol|membrane|bleb|,positive regulation of transcription from RNA polymerase II promoter|positive regulation of stress fiber assembly|,actin binding|identical protein binding|,4,7,101000000,4.7%
P97823,0.57548373,0.002666667,6.867201233,-0.114666667,0.205721592,-1.401313724,-0.001,0.13,0.051,-0.056,-0.056,-0.052,P97823,Lypla1,P97823_Lypla1,P97823,Lypla1,1,12,4,4,P97823|J3QP56|P97823-2|D3Z111,MOUSE,25029.6,21.3,1912,1912.1,52.08,52.08,,230,Acyl-protein thioesterase 1,mitochondrion|cytosol|extracellular exosome|,protein depalmitoylation|fatty acid metabolic process|negative regulation of Golgi to plasma membrane protein transport|,palmitoyl-(protein) hydrolase activity|lipase activity|,4,12,1170000000,21.3%
P70699,0.140580414,-0.010666667,17.95364972,0.457333333,0.016018986,3.210772524,-0.392,-0.239,-0.087,0.202,0.005,0.447,P70699,Gaa,P70699_Gaa,P70699,Gaa,1,8,4,4,P70699,MOUSE,106987.4,7.2,1913,1913.1,52.07,52.07,,953,Lysosomal alpha-glucosidase,lysosome|lysosomal membrane|membrane|extracellular exosome|,maltose metabolic process|regulation of the force of heart contraction|diaphragm contraction|heart morphogenesis|glycogen metabolic process|glycogen catabolic process|striated muscle contraction|lysosome organization|locomotory behavior|tissue development|vacuolar sequestering|muscle cell cellular homeostasis|neuromuscular process controlling posture|neuromuscular process controlling balance|cardiac muscle contraction|,"alpha-1,4-glucosidase activity|carbohydrate binding|maltose alpha-glucosidase activity|",4,8,238000000,7.2%
Q91YM4,0.991556352,-0.0375,0.165732451,0.008333333,0.962557661,0.048748601,0.137,0.168,-0.43,0.033,-0.066,-0.067,Q91YM4,Tbrg4,Q91YM4_Tbrg4,Q91YM4,Tbrg4,1,5,4,4,Q91YM4|Q91YM4-2|E9PUT1,MOUSE,72025.6,10.9,1914,1914.1,52.06,52.06,,630,Protein TBRG4,mitochondrion|,protein phosphorylation|cellular respiration|,protein kinase activity|poly(A) RNA binding|,4,5,785000000,10.9%
Q91WK2,0.797504707,-0.025833333,3.139414136,0.223666667,0.48535397,0.738867324,-0.815,0.006,0.396,-0.046,-0.025,0.329,Q91WK2,Eif3h,Q91WK2_Eif3h,Q91WK2,Eif3h,1,7,5,5,Q91WK2,MOUSE,40002.7,17,1915,1915.1,51.96,51.96,,352,Eukaryotic translation initiation factor 3 subunit H,"eukaryotic translation initiation factor 3 complex|membrane|eukaryotic 43S preinitiation complex|eukaryotic 48S preinitiation complex|extracellular exosome|eukaryotic translation initiation factor 3 complex, eIF3m|",formation of translation preinitiation complex|translational initiation|,poly(A) RNA binding|translation initiation factor activity|,5,7,57000000,17.0%
Q8BH97,0.005723664,-0.028833333,34.97476506,1.765666667,0.000318071,6.822225344,-1.042,-0.65,-1.043,0.699,0.447,1.416,Q8BH97,Rcn3,Q8BH97_Rcn3,Q8BH97,Rcn3,1,6,3,3,Q8BH97,MOUSE,38000.9,13.7,1916,1916.1,51.95,51.95,,328,Reticulocalbin-3,endoplasmic reticulum lumen|,,,3,6,559000000,13.7%
P23589,0.885511519,-0.023333333,1.819695752,0.049333333,0.657703912,0.463527878,0.095,-0.023,-0.216,0.042,0.023,-0.061,P23589,Car5a,P23589_Car5a,P23589,Ca5a,1,9,5,5,P23589,MOUSE,34471.2,19,1917,1917.1,51.86,51.86,,299,"Carbonic anhydrase 5A, mitochondrial",mitochondrion|,gluconeogenesis|one-carbon metabolic process|,carbonate dehydratase activity|zinc ion binding|,5,9,206000000,19.0%
Q9D2V7,0.02721786,-0.043166667,26.85598078,0.651666667,0.002062538,4.896884741,-0.415,-0.354,-0.338,0.062,0.247,0.539,Q9D2V7,Coro7,Q9D2V7_Coro7,Q9D2V7,Coro7,1,7,6,6,Q9D2V7,MOUSE,101666.2,9.1,1918,1918.1,51.74,51.74,,922,Coronin-7,Golgi membrane|Golgi apparatus|trans-Golgi network|cytosol|membrane|integral component of membrane|cytoplasmic membrane-bounded vesicle|,Golgi to endosome transport|protein transport|actin filament polymerization|,actin binding|,6,7,694000000,9.1%
Q80UM7,0.010780707,0.013166667,31.80712099,0.691,0.000659611,6.002698776,-0.464,-0.261,-0.272,0.458,0.179,0.439,Q80UM7,Mogs,Q80UM7_Mogs,Q80UM7,Mogs,1,7,5,5,Q80UM7,MOUSE,92000.8,8.9,1919,1919.1,51.73,51.73,,834,Mannosyl-oligosaccharide glucosidase,endoplasmic reticulum membrane|membrane|integral component of membrane|extracellular exosome|,protein N-linked glycosylation|oligosaccharide metabolic process|,mannosyl-oligosaccharide glucosidase activity|,5,7,457000000,8.9%
Q91W63,0.933608247,-0.030333333,0.955978493,0.063333333,0.80242075,0.260464514,0.239,0.195,-0.62,-0.152,0.194,-0.038,Q91W63,Nmrk1,Q91W63_Nmrk1,Q91W63,Nmrk1,1,5,4,4,Q91W63,MOUSE,22474.1,33.8,1920,1920.1,51.69,51.69,,195,Nicotinamide riboside kinase 1,,NAD biosynthetic process|phosphorylation|,ATP binding|metal ion binding|ribosylnicotinamide kinase activity|,4,5,395000000,33.8%
Q8BFR4,0.000552294,-0.2175,48.81964446,1.851,1.31231E-05,11.46036641,-1.165,-0.834,-1.43,0.602,0.82,0.702,Q8BFR4,Gns,Q8BFR4_Gns,Q8BFR4,Gns,1,9,6,6,Q8BFR4,MOUSE,61915.5,12.3,1921,1921.1,51.56,51.56,,544,N-acetylglucosamine-6-sulfatase,lysosome|extracellular exosome|,glycosaminoglycan metabolic process|,N-acetylglucosamine-6-sulfatase activity|sulfuric ester hydrolase activity|metal ion binding|,6,9,4440000000,12.3%
Q91YE6,0.578909417,-0.042333333,6.779336231,0.180666667,0.209926071,1.388446255,0.02,-0.028,-0.39,0.129,-0.014,0.029,Q91YE6,NotFound,Q91YE6_NotFound,Q91YE6,Ipo9,1,9,5,5,Q91YE6|E9QKZ2|E0CXB2|E0CY46,MOUSE,117076.9,5.9,1922,1922.1,51.41,51.41,,1041,Importin-9,nucleus|cytoplasm|membrane|,protein import into nucleus|ribosomal protein import into nucleus|ribosome biogenesis|protein stabilization|,Ran GTPase binding|protein transporter activity|histone binding|,5,9,985000000,5.9%
P97770,0.230392003,0.038,14.79231057,-0.3,0.033171793,-2.677556475,0.116,0.058,0.39,-0.06,-0.119,-0.157,P97770,Thumpd3,P97770_Thumpd3,P97770,Thumpd3,1,8,5,5,P97770|P97770-2|P97770-3,MOUSE,57285.9,15.6,1923,1923.1,51.38,51.38,,505,THUMP domain-containing protein 3,nucleolus|cytoplasm|,methylation|,RNA binding|methyltransferase activity|,5,8,560000000,15.6%
Q921G9,0.889263733,-0.047166667,1.769250967,-0.063,0.665387907,-0.452464848,-0.004,0.173,-0.216,0.061,-0.272,-0.025,Q921G9,Tjp3,Q921G9_Tjp3,Q921G9,Tjp3,1,6,6,6,Q921G9|Q9QXY1,MOUSE,99338.7,9.8,1924,1924.1,51.38,51.38,,904,Tight junction protein 3,nucleus|nucleoplasm|bicellular tight junction|cell surface|apical plasma membrane|cell junction|,regulation of G1/S transition of mitotic cell cycle|,protein binding|,6,6,426000000,9.8%
H3BJW3,0.939705289,-0.032,0.856450306,0.027333333,0.821022331,0.23536277,-0.224,0.011,0.076,-0.151,0.028,0.068,H3BJW3,Cpsf6,H3BJW3_Cpsf6,H3BJW3,Cpsf6,1,7,6,6,H3BJW3|H3BJ30|Q6NVF9,MOUSE,63583.9,14.4,1925,1925.1,51.36,51.36,,588,Cleavage and polyadenylation-specificity factor subunit 6,nucleus|nucleoplasm|mRNA cleavage factor complex|membrane|ribonucleoprotein complex|paraspeckles|,mRNA polyadenylation|mRNA processing|protein tetramerization|,nucleotide binding|mRNA binding|poly(A) RNA binding|RNA binding|,6,7,240000000,14.4%
P54731,0.935669179,0.0125,0.926887312,-0.023666667,0.807813801,-0.253059368,-0.025,0.124,-0.026,0.026,-0.094,0.07,P54731,Faf1,P54731_Faf1,P54731,Faf1,1,8,6,6,P54731,MOUSE,74318.2,8.9,1926,1926.1,51.32,51.32,,649,FAS-associated factor 1,nucleus|nuclear envelope|cytoplasm|cytosol|VCP-NPL4-UFD1 AAA ATPase complex|perinuclear region of cytoplasm|,apoptotic process|cytoplasmic sequestering of NF-kappaB|cell death|positive regulation of cell death|regulation of cell adhesion|positive regulation of protein complex assembly|regulation of protein catabolic process|positive regulation of extrinsic apoptotic signaling pathway via death domain receptors|,protein binding|protein kinase binding|protein domain specific binding|heat shock protein binding|ubiquitin protein ligase binding|ubiquitin binding|NF-kappaB binding|,6,8,337000000,8.9%
Q91WU5,0.020231179,-0.037166667,28.37389807,0.597666667,0.001454153,5.212362576,-0.187,-0.285,-0.536,0.185,0.298,0.302,Q91WU5,As3mt,Q91WU5_As3mt,Q91WU5,As3mt,1,8,4,4,Q91WU5,MOUSE,42477.5,13,1927,1927.1,51.31,51.31,,376,Arsenite methyltransferase,mitochondrion|cytosol|,toxin metabolic process|arsonoacetate metabolic process|methylation|response to arsenic-containing substance|,S-adenosylmethionine-dependent methyltransferase activity|arsenite methyltransferase activity|methylarsonite methyltransferase activity|,4,8,523000000,13.0%
P52293,0.647450828,-0.016333333,5.420085428,-0.136,0.287072411,-1.157405286,0.037,0.171,-0.053,0.083,-0.248,-0.088,P52293,Kpna2,P52293_Kpna2,P52293,Kpna2,1,6,6,6,P52293|A2A602|F2Z431,MOUSE,58269.4,13.9,1928,1928.1,51.29,51.29,,529,Importin subunit alpha-1,nucleus|cytoplasm|,protein import into nucleus|,protein binding|protein transporter activity|,6,6,126000000,13.9%
Q62523,0.513922711,0.0045,7.961738328,0.241666667,0.159891791,1.582974252,-0.264,-0.171,0.086,0.138,-0.114,0.352,Q62523,Zyx,Q62523_Zyx,Q62523,Zyx,1,5,4,4,Q62523|Q7TQE2,MOUSE,61857,12.7,1929,1929.1,51.18,51.18,,564,Zyxin,stress fiber|nucleus|cytoplasm|cell-cell adherens junction|focal adhesion|,cell-matrix adhesion|transforming growth factor beta receptor signaling pathway|integrin-mediated signaling pathway|stress fiber assembly|regulation of inflammatory response|,protein binding|zinc ion binding|poly(A) RNA binding|,4,5,72300000,12.7%
Q8CDA1,0.923890139,-0.004666667,1.132620172,-0.026666667,0.77043851,-0.303885613,0.036,0.046,-0.056,0.073,-0.069,-0.058,Q8CDA1,Inpp5f,Q8CDA1_Inpp5f,Q8CDA1,Inpp5f,1,6,5,5,Q8CDA1|Q8CDA1-2|Q8CDA1-3|Q8CDA1-4,MOUSE,128861.2,4.5,1930,1930.1,51.09,51.09,,1132,Phosphatidylinositide phosphatase SAC2,intracellular|,cardiac muscle hypertrophy in response to stress|phosphatidylinositol catabolic process|phosphatidylinositol-mediated signaling|regulation of protein kinase B signaling|,phosphoric ester hydrolase activity|,5,6,121000000,4.5%
Q9D7N9,0.003361304,-0.0355,37.67629519,1.031666667,0.000170754,7.573765906,-0.323,-0.585,-0.746,0.56,0.325,0.556,Q9D7N9,Apmap,Q9D7N9_Apmap,Q9D7N9,Apmap,1,13,5,5,Q9D7N9,MOUSE,46604.7,19.5,1931,1931.1,51.02,51.02,,415,Adipocyte plasma membrane-associated protein,cell surface|membrane|integral component of membrane|extracellular exosome|,biosynthetic process|,arylesterase activity|strictosidine synthase activity|,5,13,1040000000,19.5%
P48025,0.73101227,0.051666667,4.097209559,-0.210666667,0.389295196,-0.921178992,0.106,-0.198,0.563,0.281,-0.199,-0.243,P48025,Syk,P48025_Syk,P48025,Syk,1,5,5,5,P48025|E9PWE9,MOUSE,71888.5,11.7,1932,1932.1,50.96,50.96,,629,Tyrosine-protein kinase SYK,nucleus|cytoplasm|cytosol|B cell receptor complex|extrinsic component of cytoplasmic side of plasma membrane|early phagosome|T cell receptor complex|protein complex|,activation of MAPK activity|angiogenesis|serotonin secretion|lymph vessel development|positive regulation of receptor internalization|adaptive immune response|macrophage activation involved in immune response|neutrophil activation involved in immune response|leukocyte activation involved in immune response|serotonin secretion by platelet|protein phosphorylation|leukocyte cell-cell adhesion|cell surface receptor signaling pathway|enzyme linked receptor protein signaling pathway|transmembrane receptor protein tyrosine kinase signaling pathway|G-protein coupled receptor signaling pathway|integrin-mediated signaling pathway|activation of JUN kinase activity|regulation of platelet activation|regulation of tumor necrosis factor-mediated signaling pathway|cell migration|peptidyl-serine phosphorylation|peptidyl-tyrosine phosphorylation|leukotriene biosynthetic process|cell differentiation|neutrophil chemotaxis|positive regulation of type I interferon production|regulation of superoxide anion generation|positive regulation of cell adhesion mediated by integrin|intracellular signal transduction|peptidyl-tyrosine autophosphorylation|defense response to bacterium|transcription factor import into nucleus|positive regulation of mast cell degranulation|regulation of neutrophil degranulation|beta selection|innate immune response|positive regulation of interleukin-3 biosynthetic process|positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process|positive regulation of B cell differentiation|positive regulation of gamma-delta T cell differentiation|positive regulation of bone resorption|positive regulation of alpha-beta T cell differentiation|positive regulation of alpha-beta T cell proliferation|protein autophosphorylation|blood vessel morphogenesis|positive regulation of cytokine secretion|positive regulation of peptidyl-tyrosine phosphorylation|regulation of phagocytosis|positive regulation of calcium-mediated signaling|B cell receptor signaling pathway|regulation of sequence-specific DNA binding transcription factor activity|regulation of ERK1 and ERK2 cascade|cellular response to molecule of fungal origin|regulation of arachidonic acid secretion|regulation of platelet aggregation|,protein kinase activity|protein serine/threonine kinase activity|protein tyrosine kinase activity|non-membrane spanning protein tyrosine kinase activity|receptor signaling protein tyrosine kinase activity|receptor binding|integrin binding|protein binding|ATP binding|protein kinase binding|,5,5,366000000,11.7%
D3YZZ5,0.009108093,0.1025,32.66052491,1.296333333,0.000541935,6.226043937,-0.611,-0.375,-0.651,0.287,0.925,1.04,D3YZZ5,Tmed7,D3YZZ5_Tmed7,D3YZZ5,Tmed7,1,12,4,4,D3YZZ5|E9Q7G1,MOUSE,25542.4,20.9,1933,1933.1,50.7,50.7,,224,Transmembrane p24-trafficking protein 7,endoplasmic reticulum|endoplasmic reticulum-Golgi intermediate compartment|Golgi apparatus|integral component of membrane|extracellular exosome|,transport|,,4,12,683000000,20.9%
