"","id","adj.P.Val.xBirA.over.NoBirA","AveExpr.xBirA.over.NoBirA","Log.P.Value.xBirA.over.NoBirA","logFC.xBirA.over.NoBirA","P.Value.xBirA.over.NoBirA","t.xBirA.over.NoBirA","Liver_Searched..126.126.127.128.129.130.131..No_BirA_4.multimedian","Liver_Searched..127.126.127.128.129.130.131..No_BirA_5.multimedian","Liver_Searched..129.126.127.128.129.130.131..No_BirA_6.multimedian","Liver_Searched..128.126.127.128.129.130.131..XBirA_2.multimedian","Liver_Searched..130.126.127.128.129.130.131..XBirA_3.multimedian","Liver_Searched..131.126.127.128.129.130.131..XBirA_1.multimedian","id.query","id.mapped","id.concat","accession_number","geneSymbol","numColumnsProteinObserved","numSpectraProteinObserved","numPepsUnique","numPepsUniqueSubgroupSpecificCI","accession_numbers","species","protein_mw","percentCoverage","groupNum","subgroupNum","scoreUnique","scoreUniqueSubgroupSpecificCI","orfCategory","sequenceLength","entry_name","cellular_component","biological_process","molecular_function","Liver_Searched.unique_peptides","Liver_Searched.numSpectra","Liver_Searched.totalIntensity","Liver_Searched.pct_cov"
"206","Q921I1",0.001233432,-0.2085,43.38917884,1.791666667,4.58229e-05,9.585179602,-0.873,-0.951,-1.489,0.588,0.575,0.899,"Q921I1","Trf","Q921I1_Trf","Q921I1","Tf",1,13,38,3,"Q921I1","MOUSE",78890.5,52.6,135,135.2,544.25,51.74,NA,697,"Serotransferrin","extracellular space|endosome|early endosome|late endosome|coated pit|basal plasma membrane|cell surface|membrane|cytoplasmic membrane-bounded vesicle|apical plasma membrane|vesicle coat|endocytic vesicle|vesicle|basal part of cell|perinuclear region of cytoplasm|recycling endosome|extracellular exosome|blood microparticle|dense body|","iron ion transport|cellular iron ion homeostasis|actin filament organization|activation of JUN kinase activity|ferric iron transport|osteoclast differentiation|positive regulation of phosphorylation|positive regulation of bone resorption|positive regulation of transcription, DNA-templated|SMAD protein signal transduction|ERK1 and ERK2 cascade|positive regulation of cell motility|","protein binding|ferric iron binding|ferric iron transmembrane transporter activity|",3,13,2.2e+09,"7.8%"
"1314","E9QP",0.000646237,-0.147666667,47.64420184,1.768666667,1.7202e-05,11.23782799,-1.004,-0.911,-1.181,0.426,0.818,0.966,"E9QP","NotFound","E9QP_NotFound","E9QP","Col18a1",1,28,10,10,"E9QP|P39061|P39061-1|P39061-2","MOUSE",183320.5,6.8,1062,1062.1,133.72,133.72,NA,1774,"Collagen alpha-1(XVIII) chain","collagen trimer|basement membrane|extracellular space|extracellular matrix|extracellular exosome|extracellular matrix|","angiogenesis|endothelial cell morphogenesis|cell adhesion|positive regulation of cell proliferation|extracellular matrix organization|positive regulation of cell migration|positive regulation of endothelial cell apoptotic process|","structural molecule activity|identical protein binding|",10,28,6.92e+09,"6.8%"
"1508","Q9QXT0",0.000340811,-0.272166667,52.06389152,1.747,6.21743e-06,13.22660182,-1.015,-0.995,-1.427,0.583,0.574,0.647,"Q9QXT0","Cnpy2","Q9QXT0_Cnpy2","Q9QXT0","Cnpy2",1,28,7,7,"Q9QXT0","MOUSE",21109.3,45,1240,1240.1,110.22,110.22,NA,182,"Protein canopy homolog 2","endoplasmic reticulum|","negative regulation of gene expression|regulation of low-density lipoprotein particle clearance|positive regulation of low-density lipoprotein particle receptor biosynthetic process|","",7,28,7.02e+09,"45.0%"
"2481","Q8VDL4",0.002507942,-0.310666667,39.1696984,1.746666667,0.000121068,8.162177494,-1.179,-0.753,-1.62,0.543,0.469,0.676,"Q8VDL4","Adpgk","Q8VDL4_Adpgk","Q8VDL4","Adpgk",1,4,3,3,"A0A1L1SSF2|Q8VDL4|Q3UDS7|Q8VDL4-3|Q8VDL4-2","MOUSE",54243.8,9.2,2181,2181.1,40.15,40.15,NA,496,"ADP-dependent glucokinase","extracellular region|endoplasmic reticulum|membrane|","glycolytic process|phosphorylation|","ADP-specific glucokinase activity|metal ion binding|",3,4,96300000,"9.2%"
"1459","A11112",0.0005273,-0.101333333,48.85275769,1.737333333,1.30234e-05,11.75221519,-0.912,-0.938,-1.06,0.455,0.868,0.979,"A11112","NotFound","A11112_NotFound","A11112","A11112",1,18,11,11,"A11112","MOUSE",26302.5,67.2,1197,1197.1,115.42,115.42,NA,NA,"mKate2","","","",11,18,1.7e+09,"67.2%"
"2211","Q8BH97",0.006300131,-0.020166667,34.64664537,1.736333333,0.000343033,6.838628252,-1.035,-0.677,-0.953,0.672,0.455,1.417,"Q8BH97","Rcn3","Q8BH97_Rcn3","Q8BH97","Rcn3",1,6,3,3,"Q8BH97","MOUSE",38000.9,13.7,1916,1916.1,51.95,51.95,NA,328,"Reticulocalbin-3","endoplasmic reticulum lumen|","","",3,6,5.59e+08,"13.7%"
"2311","G5E8J0",0.001458916,-0.110166667,42.09526865,1.733,6.17267e-05,9.127558553,-0.962,-0.788,-1.18,0.526,1.142,0.601,"G5E8J0","Notch2","G5E8J0_Notch2","G5E8J0","Notch2",1,8,7,6,"G5E8J0|O35516|O35516-2","MOUSE",279492.6,3.3,2014,2014.1,47.46,41.1,NA,2473,"Neurogenic locus notch homolog protein 2","nucleus|integral component of plasma membrane|cell surface|receptor complex|","pulmonary valve morphogenesis|cell cycle arrest|Notch signaling pathway|negative regulation of cell proliferation|cell growth|cell differentiation|positive regulation of Ras protein signal transduction|bone remodeling|regulation of developmental process|atrial septum morphogenesis|","calcium ion binding|",7,8,4.9e+08,"3.3%"
"292","Q8BWQ1",0.023363073,-0.283333333,27.68312502,1.72,0.001704855,5.131370547,-0.832,-0.636,-1.962,0.591,0.671,0.468,"Q8BWQ1","Ugt2a3","Q8BWQ1_Ugt2a3","Q8BWQ1","Ugt2a3",1,101,26,23,"Q8BWQ1|A0A0J9YU36|Q80X89|Q6PDD0|D3YUX6","MOUSE",61860,56.5,196,196.2,373.76,329.28,NA,534,"UDP-glucuronosyltransferase 2A3","integral component of membrane|intracellular membrane-bounded organelle|","flavonoid biosynthetic process|cellular response to hormone stimulus|cellular glucuronidation|flavonoid glucuronidation|","glucuronosyltransferase activity|",23,101,1.94e+11,"52.4%"
"1775","O54998",0.000247287,-0.252833333,55.13784906,1.719666667,3.06348e-06,14.79880036,-1.075,-1.062,-1.201,0.436,0.574,0.811,"O54998","Fkbp7","O54998_Fkbp7","O54998","Fkbp7",1,15,7,7,"O54998|H3BJI5","MOUSE",25198,29.3,1495,1495.1,81.64,81.64,NA,218,"Peptidyl-prolyl cis-trans isomerase FKBP7","cytoplasm|endoplasmic reticulum|endoplasmic reticulum lumen|endoplasmic reticulum membrane|","protein peptidyl-prolyl isomerization|chaperone-mediated protein folding|","peptidyl-prolyl cis-trans isomerase activity|calcium ion binding|protein binding|FK506 binding|",7,15,1.25e+09,"29.3%"
"1097","Q8R0X7",0.000126343,-0.225833333,59.87866843,1.714333333,1.02833e-06,17.34666434,-1.054,-1.01,-1.185,0.587,0.771,0.536,"Q8R0X7","Sgpl1","Q8R0X7_Sgpl1","Q8R0X7","Sgpl1",1,41,14,14,"Q8R0X7|D6REF7","MOUSE",64303.7,32.7,860,860.1,167.6,167.6,NA,568,"Sphingosine-1-phosphate lyase 1","endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|","luteinization|vasculogenesis|kidney development|fatty acid metabolic process|ceramide metabolic process|nitrogen compound metabolic process|spermatogenesis|androgen metabolic process|estrogen metabolic process|female gonad development|post-embryonic development|fibroblast migration|hemopoiesis|sphingolipid catabolic process|Leydig cell differentiation|regulation of multicellular organism growth|platelet-derived growth factor receptor signaling pathway|skeletal system morphogenesis|palate development|face morphogenesis|apoptotic signaling pathway|","sphinganine-1-phosphate aldolase activity|carboxy-lyase activity|pyridoxal phosphate binding|",14,41,1.55e+10,"32.7%"
"2871","P30204",0.004302626,-0.106333333,36.50910488,1.706666667,0.000223403,7.360576813,-0.996,-1.237,-0.646,1.163,0.399,0.679,"P30204","Msr1","P30204_Msr1","P30204","Msr1",1,2,2,2,"P30204|P30204-2","MOUSE",50739.3,6.1,2565,2565.1,27.06,27.06,NA,458,"Macrophage scavenger receptor types I and II","collagen trimer|cytosol|plasma membrane|integral component of membrane|cytoplasmic vesicle|low-density lipoprotein particle|","receptor-mediated endocytosis|positive regulation of macrophage derived foam cell differentiation|positive regulation of cholesterol storage|cholesterol transport|plasma lipoprotein particle clearance|lipoprotein transport|cellular response to organic cyclic compound|","scavenger receptor activity|low-density lipoprotein particle binding|",2,2,4540000,"6.1%"
"205","E9Q035",0.000385808,-0.207,51.08112643,1.700666667,7.79628e-06,12.75803949,-0.991,-0.92,-1.261,0.536,0.55,0.844,"E9Q035","NotFound","E9Q035_NotFound","E9Q035","Gm20425",1,166,41,5,"E9Q035|P47758|Q2HJF0|Q29443|E9Q939","MOUSE",109962.4,39.4,135,135.1,581.34,71.68,NA,978,"Predicted gene 20425","extracellular region|intracellular|","small GTPase mediated signal transduction|","GTP binding|",41,166,6.64e+10,"39.4%"
"1503","P41317",0.001446578,-0.272166667,42.36138067,1.686333333,5.8058e-05,9.220075939,-0.937,-0.867,-1.542,0.61,0.549,0.554,"P41317","Mbl2","P41317_Mbl2","P41317","Mbl2",1,19,9,8,"P41317","MOUSE",26356,50,1235,1235.2,110.76,105.75,NA,244,"Mannose-binding protein C","collagen trimer|extracellular space|","complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|innate immune response|negative regulation of viral process|positive regulation of phagocytosis|defense response to Gram-positive bacterium|killing by host of symbiont cells|","receptor binding|calcium ion binding|mannose binding|calcium-dependent protein binding|",8,19,6.29e+09,"45.4%"
"1280","O70378",0.001923787,-0.0425,40.60833025,1.676333333,8.69295e-05,8.625313182,-0.973,-0.913,-0.756,0.353,0.997,1.037,"O70378","Emc8","O70378_Emc8","O70378","Emc8",1,32,9,9,"O70378|M0QWC9|M0QWE2|M0QWS0","MOUSE",23804.5,56.5,1031,1031.1,138.25,138.25,NA,207,"ER membrane protein complex subunit 8","cytoplasm|mitochondrion|membrane|ER membrane protein complex|","","",9,32,1.01e+10,"56.5%"
"3402","Q9WV54",0.000713816,-0.2205,46.72923965,1.672333333,2.12362e-05,10.86219019,-0.818,-1.368,-0.984,0.74,0.536,0.571,"Q9WV54","Asah1","Q9WV54_Asah1","Q9WV54","Asah1",1,2,2,2,"Q9WV54","MOUSE",45068.1,5,3219,3219.1,14.45,14.45,NA,394,"Acid ceramidase","lysosome|extracellular exosome|","lipid metabolic process|","ceramidase activity|",2,2,13400000,"5.0%"
"146","P37040",0.00076674,-0.114666667,46.21844941,1.668,2.38866e-05,10.65748665,-0.922,-0.862,-1.062,0.465,1.037,0.656,"P37040","Por","P37040_Por","P37040","Por",1,145,48,48,"P37040|Q05DV1","MOUSE",77441.9,62.5,92,92.1,681.85,681.85,NA,678,"NADPH--cytochrome P450 reductase","mitochondrion|endoplasmic reticulum membrane|cytosol|membrane|intracellular membrane-bounded organelle|","regulation of growth plate cartilage chondrocyte proliferation|response to nutrient|carnitine metabolic process|flavonoid metabolic process|internal peptidyl-lysine acetylation|fatty acid oxidation|positive regulation of chondrocyte differentiation|positive regulation of monooxygenase activity|response to drug|negative regulation of cysteine-type endopeptidase activity involved in apoptotic process|nitrate catabolic process|positive regulation of cholesterol biosynthetic process|positive regulation of smoothened signaling pathway|nitric oxide catabolic process|oxidation-reduction process|negative regulation of lipase activity|demethylation|cellular response to follicle-stimulating hormone stimulus|cellular response to peptide hormone stimulus|positive regulation of steroid hormone biosynthetic process|cellular organofluorine metabolic process|","NADPH-hemoprotein reductase activity|cytochrome-b5 reductase activity, acting on NAD(P)H|iron ion binding|nitric oxide dioxygenase activity|electron carrier activity|FMN binding|oxidoreductase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen|hydrolase activity|enzyme binding|iron-cytochrome-c reductase activity|flavin adenine dinucleotide binding|NADP binding|",48,145,1.05e+11,"62.5%"
"1373","Q99KI3",0.00095391,-0.083,44.92721101,1.638666667,3.21572e-05,10.1554583,-1.072,-0.744,-0.891,0.423,0.94,0.846,"Q99KI3","Emc3","Q99KI3_Emc3","Q99KI3","Emc3",1,32,10,10,"Q99KI3","MOUSE",29979.5,47.1,1115,1115.1,126.32,126.32,NA,261,"ER membrane protein complex subunit 3","integral component of membrane|ER membrane protein complex|","protein folding in endoplasmic reticulum|","",10,32,1.72e+10,"47.1%"
"988","Q8BFZ9",0.000103341,-0.172333333,61.59222784,1.636,6.9307e-07,18.33716257,-0.954,-0.966,-1.051,0.589,0.577,0.771,"Q8BFZ9","Erlin2","Q8BFZ9_Erlin2","Q8BFZ9","Erlin2",1,44,13,10,"Q8BFZ9","MOUSE",38100.1,38.2,766,766.1,186.5,140.37,NA,340,"Erlin-2","cytoplasm|endoplasmic reticulum|endoplasmic reticulum membrane|plasma membrane|integral component of membrane|protein complex|membrane raft|extracellular exosome|","cholesterol metabolic process|ER-associated ubiquitin-dependent protein catabolic process|SREBP signaling pathway|negative regulation of cholesterol biosynthetic process|negative regulation of fatty acid biosynthetic process|","protein binding|ubiquitin protein ligase binding|",13,44,1.71e+10,"38.2%"
"434","Q3TQC7",0.009319657,-0.1935,32.62269626,1.635,0.000546676,6.304878538,-0.695,-0.765,-1.573,0.506,0.917,0.449,"Q3TQC7","Entpd5","Q3TQC7_Entpd5","Q3TQC7","Entpd5",1,120,25,25,"Q3TQC7|Q9WUZ9","MOUSE",50293.2,63.7,302,302.1,389.11,389.11,NA,452,"Ectonucleoside triphosphate diphosphohydrolase 5","extracellular exosome|","metabolic process|","hydrolase activity|",25,120,1.34e+11,"63.7%"
"1282","G3X8T3",8.03584e-05,-0.194666667,64.82529756,1.620666667,3.29208e-07,20.57456918,-0.958,-1.006,-1.051,0.564,0.684,0.599,"G3X8T3","Ctsa","G3X8T3_Ctsa","G3X8T3","Ctsa",1,34,12,12,"G3X8T3|P16675","MOUSE",56352.8,22.9,1033,1033.1,138.13,138.13,NA,492,"Carboxypeptidase","nucleoplasm|mitochondrion|membrane|intracellular membrane-bounded organelle|extracellular exosome|","proteolysis|","serine-type carboxypeptidase activity|protein binding|",12,34,1.16e+10,"22.9%"
"1752","Q9CZX9",0.007035493,-0.104833333,34.10055062,1.611,0.000388996,6.691295424,-1.332,-0.841,-0.558,0.336,0.812,0.954,"Q9CZX9","Emc4","Q9CZX9_Emc4","Q9CZX9","Emc4",1,17,6,6,"Q9CZX9","MOUSE",20287.5,34.4,1472,1472.1,83.43,83.43,NA,183,"ER membrane protein complex subunit 4","integral component of membrane|ER membrane protein complex|","apoptotic process|","",6,17,3.05e+09,"34.4%"
"271","Q8BSY0",0.000456973,-0.202166667,49.62506705,1.604333333,1.09017e-05,12.09218166,-0.818,-0.953,-1.242,0.463,0.64,0.697,"Q8BSY0","Asph","Q8BSY0_Asph","Q8BSY0","Asph",1,131,37,37,"Q8BSY0|A2AL85|Q8CBM2","MOUSE",83440,41.9,183,183.1,513.1,513.1,NA,741,"Aspartyl/asparaginyl beta-hydroxylase","cytoplasm|endoplasmic reticulum|plasma membrane|integral component of membrane|integral component of endoplasmic reticulum membrane|cortical endoplasmic reticulum|sarcoplasmic reticulum membrane|","pattern specification process|negative regulation of cell proliferation|positive regulation of calcium ion transport into cytosol|regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity|regulation of protein stability|activation of store-operated calcium channel activity|response to ATP|limb morphogenesis|peptidyl-aspartic acid hydroxylation|positive regulation of proteolysis|positive regulation of transcription, DNA-templated|oxidation-reduction process|palate development|face morphogenesis|calcium ion transmembrane transport|cellular response to calcium ion|positive regulation of intracellular protein transport|activation of cysteine-type endopeptidase activity|regulation of protein depolymerization|","peptide-aspartate beta-dioxygenase activity|calcium ion binding|protein binding|",37,131,3.36e+11,"41.9%"
"1932","Q8K2I4",0.00023431,-0.094333333,55.69241498,1.598666667,2.69624e-06,14.98043638,-1.029,-0.823,-0.829,0.644,0.613,0.858,"Q8K2I4","Manba","Q8K2I4_Manba","Q8K2I4","Manba",1,8,6,6,"A0A0R4J092|Q8K2I4|D6RGR1","MOUSE",101513.6,8,1643,1643.1,70.64,70.64,NA,879,"Beta-mannosidase","lysosome|intracellular membrane-bounded organelle|","carbohydrate metabolic process|glycoprotein catabolic process|mannan catabolic process|","beta-mannosidase activity|",6,8,1.07e+08,"8.0%"
"845","Q07113",0.000114593,-0.148833333,60.53033246,1.591,8.85048e-07,17.65507991,-1.012,-0.957,-0.864,0.587,0.761,0.592,"Q07113","Igf2r","Q07113_Igf2r","Q07113","Igf2r",1,47,19,19,"Q07113","MOUSE",280828.2,9.5,637,637.1,220.6,220.6,NA,2483,"Cation-independent mannose-6-phosphate receptor","nucleus|nuclear envelope lumen|lysosomal membrane|endosome|early endosome|late endosome|trans-Golgi network|focal adhesion|cell surface|membrane|integral component of membrane|endocytic vesicle|trans-Golgi network transport vesicle|extracellular exosome|","transport|","glycoprotein binding|transporter activity|insulin-like growth factor binding|mannose binding|identical protein binding|phosphoprotein binding|",19,47,2.81e+09,"9.5%"
"291","Q8K169",0.025003286,-0.281666667,27.30572856,1.589333333,0.001859633,5.048454646,-0.765,-0.613,-1.851,0.457,0.55,0.532,"Q8K169","Ugt2b5","Q8K169_Ugt2b5","Q8K169","Ugt2b5",1,157,29,6,"Q8K169|P17717","MOUSE",61443.5,60.5,196,196.1,501.02,122.74,NA,530,"UDP-glucuronosyltransferase","mitochondrial inner membrane|endoplasmic reticulum|intracellular membrane-bounded organelle|","flavonoid biosynthetic process|cellular response to hormone stimulus|flavonoid glucuronidation|","glucuronosyltransferase activity|",29,157,8.39e+11,"60.5%"
"89","P23953",0.02179321,-0.150166667,28.03561492,1.587,0.001571949,5.20961764,-0.68,-0.524,-1.627,0.335,0.798,0.797,"P23953","Ces1c","P23953_Ces1c","P23953","Ces1c",1,12,10,6,"P23953","MOUSE",61339.9,24.1,56,56.3,130.68,71.66,NA,554,"Carboxylesterase 1C","extracellular space|endoplasmic reticulum lumen|","metabolic process|","hydrolase activity, acting on ester bonds|carboxylic ester hydrolase activity|",6,12,2.18e+09,"18.2%"
"1502","P39039",0.000697718,-0.215833333,47.01064736,1.575,1.99038e-05,10.97648561,-0.727,-1.062,-1.221,0.447,0.601,0.667,"P39039","Mbl1","P39039_Mbl1","P39039","Mbl1",1,19,10,9,"P39039|P39039-2|A0A2C9F2B6","MOUSE",25852,31.7,1235,1235.1,93.05,88.04,NA,239,"Mannose-binding protein A","collagen trimer|extracellular space|","complement activation, lectin pathway|complement activation, classical pathway|negative regulation of growth of symbiont in host|positive regulation of phagocytosis|defense response to Gram-positive bacterium|protein homotetramerization|killing by host of symbiont cells|protein homotrimerization|","protease binding|calcium ion binding|mannose binding|polysaccharide binding|protein homodimerization activity|calcium-dependent protein binding|phosphatidylinositol-4-phosphate binding|",10,19,3.94e+09,"31.7%"
"873","Q9D1Q6",0.000192555,-0.150333333,56.75497991,1.57,2.11107e-06,15.53115827,-0.957,-0.908,-0.941,0.528,0.559,0.817,"Q9D1Q6","Erp44","Q9D1Q6_Erp44","Q9D1Q6","Erp44",1,53,19,19,"Q9D1Q6","MOUSE",47251.5,35.2,663,663.1,213.29,213.29,NA,406,"Endoplasmic reticulum resident protein 44","endoplasmic reticulum lumen|endoplasmic reticulum membrane|endoplasmic reticulum-Golgi intermediate compartment|cell surface|extracellular exosome|","protein folding|response to unfolded protein|glycoprotein metabolic process|response to endoplasmic reticulum stress|cell redox homeostasis|","protein disulfide isomerase activity|protein binding|",19,53,2.17e+10,"35.2%"
"2312","Q9Z0M5",0.000269332,-0.190166667,53.44737837,1.566333333,4.52129e-06,13.86610555,-0.977,-1.153,-0.79,0.632,0.638,0.509,"Q9Z0M5","Lipa","Q9Z0M5_Lipa","Q9Z0M5","Lipa",1,11,4,4,"Q9Z0M5","MOUSE",45609.9,7.5,2015,2015.1,47.41,47.41,NA,397,"Lysosomal acid lipase/cholesteryl ester hydrolase","lysosome|extracellular exosome|","cytokine production|inflammatory response|cell proliferation|lipid catabolic process|lung development|tissue remodeling|homeostasis of number of cells within a tissue|","sterol esterase activity|lipase activity|",4,11,9.08e+09,"7.5%"
"1070","P18242",0.000717439,-0.162333333,46.6664679,1.554,2.15453e-05,10.83684309,-0.799,-0.785,-1.234,0.664,0.686,0.494,"P18242","Ctsd","P18242_Ctsd","P18242","Ctsd",1,45,11,11,"P18242|F8WIR1","MOUSE",45409.4,32.9,837,837.1,173.22,173.22,NA,410,"Cathepsin D","extracellular space|mitochondrion|lysosome|melanosome|membrane raft|extracellular exosome|extracellular matrix|","autophagosome assembly|proteolysis|autophagy|protein catabolic process|epithelial tube branching involved in lung morphogenesis|","aspartic-type endopeptidase activity|peptidase activity|peptide binding|",11,45,1.44e+10,"32.9%"
"1861","Q8CIM3",0.016114926,-0.138833333,29.58981225,1.550333333,0.001099053,5.564223788,-0.525,-0.682,-1.535,0.648,0.872,0.389,"Q8CIM3","D2hgdh","Q8CIM3_D2hgdh","Q8CIM3","D2hgdh",1,9,5,5,"E9QN44|Q8CIM3","MOUSE",59373.3,15.8,1577,1577.1,76.11,76.11,NA,535,"D-2-hydroxyglutarate dehydrogenase, mitochondrial","mitochondrion|","response to manganese ion|response to zinc ion|response to cobalt ion|cellular protein metabolic process|oxidation-reduction process|response to magnesium ion|response to calcium ion|","UDP-N-acetylmuramate dehydrogenase activity|flavin adenine dinucleotide binding|(R)-2-hydroxyglutarate dehydrogenase activity|",5,9,1.44e+09,"15.8%"
"667","G3UWS4",0.007585153,-0.211833333,33.70821467,1.549666667,0.000425773,6.586982647,-0.633,-0.827,-1.5,0.355,0.744,0.59,"G3UWS4","Ppp2r1b","G3UWS4_Ppp2r1b","G3UWS4","Ppp2r1b",1,2,6,2,"G3UWS4|H3BKU1|Q3TTF6|Q7TNP2|H3BLQ0|H3BLE7|H3BIV7","MOUSE",76804.9,10,494,494.2,67.73,15.61,NA,694,"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform","membrane raft|extracellular exosome|","protein complex assembly|regulation of protein phosphatase type 2A activity|apoptotic process involved in morphogenesis|positive regulation of extrinsic apoptotic signaling pathway in absence of ligand|","protein phosphatase type 2A regulator activity|",2,2,75200000,"2.8%"
"3163","I7HPW8",0.001458916,-0.033166667,42.17912151,1.542333333,6.05463e-05,9.156623132,-0.932,-0.643,-0.838,0.73,0.438,1.046,"I7HPW8","NotFound","I7HPW8_NotFound","I7HPW8","Myo15b",1,5,3,3,"I7HPW8","MOUSE",335247.9,1.1,2879,2879.1,19.93,19.93,NA,3033,"Myosin XVB","brush border|myosin complex|","metabolic process|","motor activity|ATP binding|",3,5,2.31e+09,"1.1%"
"1345","Q9EPK6",0.002057305,-0.177166667,40.18902823,1.541,9.57408e-05,8.48807052,-0.649,-0.863,-1.331,0.461,0.618,0.701,"Q9EPK6","Sil1","Q9EPK6_Sil1","Q9EPK6","Sil1",1,20,9,9,"Q9EPK6","MOUSE",52771.3,27.9,1090,1090.1,129.19,129.19,NA,465,"Nucleotide exchange factor SIL1","extracellular space|endoplasmic reticulum|endoplasmic reticulum lumen|","protein transport|","",9,20,2.78e+09,"27.9%"
"3376","O08599-2",0.006384099,-0.232666667,34.5668157,1.534,0.000349396,6.81693348,-0.979,-0.652,-1.368,0.183,0.748,0.672,"O08599","Stxbp1","O08599-2_Stxbp1","O08599-2","Stxbp1",1,2,2,2,"O08599-2|O08599","MOUSE",69134.1,4.1,3181,3181.1,15.06,15.06,NA,594,"Isoform 2 of Syntaxin-binding protein 1","nucleoplasm|cytoplasm|mitochondrion|cytosol|plasma membrane|platelet alpha granule|terminal bouton|myelin sheath|protein complex|extracellular exosome|","platelet degranulation|exocytosis|vesicle docking involved in exocytosis|neurotransmitter secretion|neuromuscular synaptic transmission|axon target recognition|regulation of synaptic vesicle priming|protein transport|synaptic vesicle maturation|synaptic vesicle fusion to presynaptic membrane|negative regulation of synaptic transmission, GABAergic|negative regulation of neuron apoptotic process|positive regulation of calcium ion-dependent exocytosis|protein stabilization|long term synaptic depression|platelet aggregation|protein localization to plasma membrane|","protein binding|syntaxin-1 binding|protein kinase binding|protein domain specific binding|syntaxin binding|identical protein binding|poly(A) RNA binding|protein N-terminus binding|",2,2,6.25e+08,"4.1%"
"470","Q9D024",0.000180682,-0.1495,57.76387312,1.519,1.67345e-06,16.05427823,-0.886,-0.817,-1.024,0.504,0.667,0.659,"Q9D024","Ccdc47","Q9D024_Ccdc47","Q9D024","Ccdc47",1,116,26,26,"Q9D024|Q9D024-2|Q9D024-3","MOUSE",56128.1,47.8,334,334.1,363.99,363.99,NA,483,"Coiled-coil domain-containing protein 47","endoplasmic reticulum|rough endoplasmic reticulum|membrane|integral component of membrane|","osteoblast differentiation|ER overload response|endoplasmic reticulum organization|post-embryonic development|ER-associated ubiquitin-dependent protein catabolic process|calcium ion homeostasis|","calcium ion binding|poly(A) RNA binding|",26,116,7.19e+10,"47.8%"
"754","Q99LI2",0.000187112,-0.16,57.04147918,1.513333333,1.9763e-06,15.66471578,-0.888,-0.885,-0.977,0.446,0.713,0.631,"Q99LI2","Clcc1","Q99LI2_Clcc1","Q99LI2","Clcc1",1,54,19,19,"A2AEM2|Q99LI2","MOUSE",61418.9,42.8,564,564.1,246.61,246.61,NA,539,"Chloride channel CLIC-like protein 1","nucleus|endoplasmic reticulum|Golgi apparatus|membrane|chloride channel complex|intracellular membrane-bounded organelle|","chloride transmembrane transport|","chloride channel activity|",19,54,1.14e+10,"42.8%"
"19","Q91ZX7",0.000114593,-0.145166667,60.45498535,1.505666667,9.00537e-07,17.60762361,-0.888,-0.857,-0.949,0.497,0.656,0.67,"Q91ZX7","Lrp1","Q91ZX7_Lrp1","Q91ZX7","Lrp1",1,444,131,131,"A0A0R4J0I9|Q91ZX7|Q3U5J2|D3Z5M3","MOUSE",523675.1,36.3,11,11.1,1744.7,1744.7,NA,4545,"Prolow-density lipoprotein receptor-related protein 1","nucleolus|cytoplasm|lysosomal membrane|integral component of plasma membrane|coated pit|focal adhesion|membrane|receptor complex|perinuclear region of cytoplasm|","receptor-mediated endocytosis|cholesterol metabolic process|positive regulation of cholesterol efflux|negative regulation of smooth muscle cell migration|negative regulation of Wnt signaling pathway|positive regulation of lipid transport|regulation of cholesterol transport|regulation of phospholipase A2 activity|regulation of actin cytoskeleton organization|aorta morphogenesis|apoptotic cell clearance|beta-amyloid clearance|negative regulation of platelet-derived growth factor receptor-beta signaling pathway|","calcium ion binding|protein binding|protein complex binding|apolipoprotein binding|poly(A) RNA binding|",131,444,1.52e+11,"36.3%"
"3220","E9Q309",0.005206365,0.085,35.58819441,1.503333333,0.000276173,7.098653947,-0.68,-0.66,-0.66,0.411,1.291,0.808,"E9Q309","Cep350","E9Q309_Cep350","E9Q309","Cep350",1,5,3,3,"E9Q309|Q8VI16","MOUSE",348504.1,0.6,2948,2948.1,18.64,18.64,NA,3095,"Centrosome-associated protein 350","nucleoplasm|cytoplasm|centrosome|membrane|","microtubule anchoring|","microtubule binding|",3,5,6.63e+08,"0.6%"
