Liver_Searched, 126:127, No_BirA_4:No_BirA_5	Liver_Searched, 126:128, No_BirA_4:XBirA_2	Liver_Searched, 126:129, No_BirA_4:No_BirA_6	Liver_Searched, 126:130, No_BirA_4:XBirA_3	Liver_Searched, 126:131, No_BirA_4:XBirA_1	Liver_Searched, 127:126, No_BirA_5:No_BirA_4	Liver_Searched, 127:128, No_BirA_5:XBirA_2	Liver_Searched, 127:129, No_BirA_5:No_BirA_6	Liver_Searched, 127:130, No_BirA_5:XBirA_3	Liver_Searched, 127:131, No_BirA_5:XBirA_1	Liver_Searched, 128:126, XBirA_2:No_BirA_4	Liver_Searched, 128:127, XBirA_2:No_BirA_5	Liver_Searched, 128:129, XBirA_2:No_BirA_6	Liver_Searched, 128:130, XBirA_2:XBirA_3	Liver_Searched, 128:131, XBirA_2:XBirA_1	Liver_Searched, 129:126, No_BirA_6:No_BirA_4	Liver_Searched, 129:127, No_BirA_6:No_BirA_5	Liver_Searched, 129:128, No_BirA_6:XBirA_2	Liver_Searched, 129:130, No_BirA_6:XBirA_3	Liver_Searched, 129:131, No_BirA_6:XBirA_1	Liver_Searched, 130:126, XBirA_3:No_BirA_4	Liver_Searched, 130:127, XBirA_3:No_BirA_5	Liver_Searched, 130:128, XBirA_3:XBirA_2	Liver_Searched, 130:129, XBirA_3:No_BirA_6	Liver_Searched, 130:131, XBirA_3:XBirA_1	Liver_Searched, 131:126, XBirA_1:No_BirA_4	Liver_Searched, 131:127, XBirA_1:No_BirA_5	Liver_Searched, 131:128, XBirA_1:XBirA_2	Liver_Searched, 131:129, XBirA_1:No_BirA_6	Liver_Searched, 131:130, XBirA_1:XBirA_3	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Liver_Searched unique_peptides	Liver_Searched numSpectra	Liver_Searched totalIntensity	Liver_Searched pct_cov
0.24	-0.1385	-0.145	0.032	-0.1795	-0.24	-0.232	-0.278	-0.163	-0.4075	0.1385	0.232	-0.058	0.132	-0.0295	0.145	0.278	0.058	0.011	-0.0315	-0.032	0.163	-0.132	-0.011	-0.262	0.1795	0.4075	0.0295	0.0315	0.262	Q9ES28	Q9ES28	Arhgef7	1	9	5	5	Q9ES28|Q9ES28-7|Q9ES28-2|Q9ES28-3|Q9ES28-4|Q9ES28-8|A0A0R4J0X8|Q9ES28-5|Q9ES28-6|F6WMJ3|Q8K4I3|A2AFJ8	MOUSE	97795.8	6.7	1800	1800.1	59.26	59.26		862	Rho guanine nucleotide exchange factor 7	storage vacuole|ruffle|cytosol|plasma membrane|focal adhesion|cell cortex|lamellipodium|growth cone|neuron projection|neuronal cell body|protein complex|	hematopoietic progenitor cell differentiation|small GTPase mediated signal transduction|positive regulation of fibroblast migration|lamellipodium assembly|positive regulation of protein binding|regulation of Rho protein signal transduction|positive regulation of apoptotic process|positive regulation of GTPase activity|astrocyte cell migration|focal adhesion assembly|positive regulation of growth hormone secretion|positive regulation of substrate adhesion-dependent cell spreading|positive regulation of lamellipodium morphogenesis|	guanyl-nucleotide exchange factor activity|Rho guanyl-nucleotide exchange factor activity|protein binding|protein kinase binding|	5	9	1.36e+08	6.7%
-0.141	-0.1425	0.14	-0.738	-0.0235	0.141	0.018	0.32	-0.529	-0.0465	0.1425	-0.018	0.114	-0.616	0.1215	-0.14	-0.32	-0.114	-0.794	-0.1755	0.738	0.529	0.616	0.794	0.551	0.0235	0.0465	-0.1215	0.1755	-0.551	P52760	P52760	Rida	1	9	4	4	P52760	MOUSE	14312.2	34	1801	1801.1	59.18	59.18		135	2-iminobutanoate/2-iminopropanoate deaminase	nucleus|mitochondrion|peroxisome|cytosol|extracellular exosome|	kidney development|brain development|negative regulation of translation|lung development|response to lipid|negative regulation of epithelial cell proliferation|G1 to G0 transition|RNA phosphodiester bond hydrolysis, endonucleolytic|response to salt|	endoribonuclease activity, producing 3'-phosphomonoesters|deaminase activity|long-chain fatty acid binding|protein homodimerization activity|poly(A) RNA binding|transition metal ion binding|platinum binding|xenon atom binding|	4	9	8.24e+09	34.0%
-0.261	-0.1075	0.135	0.109	0.1895	0.261	0.198	0.323	0.408	0.3615	0.1075	-0.198	0.26	0.198	0.2535	-0.135	-0.323	-0.26	-0.053	0.0165	-0.109	-0.408	-0.198	0.053	0.031	-0.1895	-0.3615	-0.2535	-0.0165	-0.031	Q9CY50	Q9CY50	Ssr1	1	10	4	4	Q9CY50|A0A286YCG8|A0A286YCT4	MOUSE	32064.4	20.9	1802	1802.1	59.18	59.18		286	Translocon-associated protein subunit alpha	endoplasmic reticulum|endoplasmic reticulum membrane|integral component of membrane|			4	10	4.57e+09	20.9%
-0.208	0.0695	-0.182	-0.191	-0.0305	0.208	0.176	0.019	-0.024	0.1325	-0.0695	-0.176	-0.269	-0.182	-0.1455	0.182	-0.019	0.269	0.073	0.2545	0.191	0.024	0.182	-0.073	0.03	0.0305	-0.1325	0.1455	-0.2545	-0.03	Q8BP48	Q8BP48	Metap1	1	13	6	6	Q8BP48|A0A0G2JF71	MOUSE	44190.4	19.4	1803	1803.1	59.07	59.07		386	Methionine aminopeptidase 1	nucleus|cytoplasm|cytosolic ribosome|	proteolysis|protein initiator methionine removal|platelet aggregation|	metal ion binding|metalloaminopeptidase activity|	6	13	3.71e+08	19.4%
0.267	-0.1495	0.196	-0.014	0.0945	-0.267	-0.346	-0.149	-0.342	-0.1985	0.1495	0.346	0.141	0.137	0.2345	-0.196	0.149	-0.141	-0.169	-0.0565	0.014	0.342	-0.137	0.169	0.071	-0.0945	0.1985	-0.2345	0.0565	-0.071	Q9Z2U0	Q9Z2U0	Psma7	1	8	4	4	Q9Z2U0|Q9CWH6	MOUSE	28025.5	20.9	1804	1804.1	58.97	58.97		248	Proteasome subunit alpha type-7	proteasome complex|nucleus|cytoplasm|cytosol|proteasome core complex|proteasome core complex, alpha-subunit complex|extracellular exosome|	proteasomal ubiquitin-independent protein catabolic process|proteasome-mediated ubiquitin-dependent protein catabolic process|	endopeptidase activity|threonine-type endopeptidase activity|identical protein binding|	4	8	8.49e+08	20.9%
-0.02	0.0275	-0.404	-0.081	-0.2015	0.02	0.137	-0.243	-0.072	-0.0895	-0.0275	-0.137	-0.381	-0.235	-0.1835	0.404	0.243	0.381	0.356	0.1115	0.081	0.072	0.235	-0.356	0.097	0.2015	0.0895	0.1835	-0.1115	-0.097	Q91XH5	Q91XH5	Spr	1	6	5	5	Q91XH5|G3UXX3|Q64105|G3UZ79	MOUSE	28327	25.9	1805	1805.1	58.95	58.95		262	Sepiapterin reductase	nucleoplasm|cytoplasm|mitochondrion|extracellular exosome|	L-phenylalanine metabolic process|tetrahydrobiopterin biosynthetic process|nitric oxide biosynthetic process|pteridine metabolic process|regulation of multicellular organism growth|norepinephrine metabolic process|dopamine metabolic process|serotonin metabolic process|tetrahydrobiopterin metabolic process|cell morphogenesis involved in neuron differentiation|voluntary musculoskeletal movement|oxidation-reduction process|	sepiapterin reductase activity|	5	6	2.57e+08	25.9%
0.069	-0.00650000000000001	-0.412	-0.046	-0.0115	-0.069	-0.06	-0.421	-0.107	-0.1005	0.00650000000000001	0.06	-0.098	-0.043	-0.0215	0.412	0.421	0.098	0.034	0.2795	0.046	0.107	0.043	-0.034	0.043	0.0115	0.1005	0.0215	-0.2795	-0.043	Q8R1F1	Q8R1F1	Fam129b	1	7	7	7	Q8R1F1	MOUSE	85444.6	13	1806	1806.1	58.9	58.9		749	Niban-like protein 1	nucleoplasm|nucleolus|cytoplasm|cytosol|plasma membrane|adherens junction|actin cytoskeleton|extracellular exosome|nucleus|	negative regulation of apoptotic process|		7	7	3.47e+08	13.0%
-0.151	0.1345	0.01	-0.019	0.2705	0.151	0.314	0.283	0.104	0.3945	-0.1345	-0.314	0.137	-0.05	0.1115	-0.01	-0.283	-0.137	-0.165	0.0705	0.019	-0.104	0.05	0.165	0.259	-0.2705	-0.3945	-0.1115	-0.0705	-0.259	P62855	P62855	Rps26	1	22	4	4	P62855	MOUSE	13300.5	44.3	1807	1807.1	58.82	58.82		115	40S ribosomal protein S26	nucleolus|membrane|cytosolic small ribosomal subunit|extracellular exosome|	translation|negative regulation of RNA splicing|	mRNA binding|structural constituent of ribosome|	4	22	6.28e+10	44.3%
-0.072	-0.2095	-0.645	-0.136	-0.3325	0.072	-0.211	-0.701	-0.212	-0.1955	0.2095	0.211	-0.255	0.079	-0.0475	0.645	0.701	0.255	0.23	0.2875	0.136	0.212	-0.079	-0.23	-0.14	0.3325	0.1955	0.0475	-0.2875	0.14	P54751	P54751	St3gal1	1	5	4	4	P54751	MOUSE	39414.5	19.5	1808	1808.1	58.71	58.71		337	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	membrane|integral component of Golgi membrane|Golgi cisterna membrane|extracellular exosome|	N-acetylneuraminate metabolic process|protein phosphorylation|protein glycosylation|protein N-linked glycosylation|sialylation|	beta-galactoside (CMP) alpha-2,3-sialyltransferase activity|	4	5	7.63e+08	19.5%
-0.035	-0.0445	-0.101	0.287	0.2415	0.035	-0.074	-0.047	0.145	0.3295	0.0445	0.074	-0.153	0.228	0.2825	0.101	0.047	0.153	0.406	0.2315	-0.287	-0.145	-0.228	-0.406	-0.215	-0.2415	-0.3295	-0.2825	-0.2315	0.215	Q9WTX8	Q9WTX8	Mad1l1	1	9	6	6	Q9WTX8|Q9WTX8-2	MOUSE	83939.4	9	1809	1809.1	58.6	58.6		717	Mitotic spindle assembly checkpoint protein MAD1	kinetochore|condensed chromosome kinetochore|spindle pole|nucleus|cytoplasm|microtubule organizing center|actin cytoskeleton|mitotic spindle|kinetochore|nuclear pore|	mitotic nuclear division|mitotic spindle assembly checkpoint|negative regulation of T cell proliferation|thymus development|cell division|regulation of metaphase plate congression|regulation of mitotic cell cycle phase transition|		6	9	5.99e+09	9.0%
-0.062	-0.1445	0.077	-0.227	-0.1005	0.062	-0.134	0.367	-0.137	-0.0285	0.1445	0.134	0.421	0.033	0.0165	-0.077	-0.367	-0.421	-0.289	-0.0855	0.227	0.137	-0.033	0.289	0.21	0.1005	0.0285	-0.0165	0.0855	-0.21	O35841	O35841	Api5	1	10	5	5	O35841	MOUSE	57126.4	19.6	1810	1810.1	58.5	58.5		504	Apoptosis inhibitor 5	nucleus|nucleoplasm|spliceosomal complex|cytoplasm|membrane|	apoptotic process|negative regulation of apoptotic process|negative regulation of fibroblast apoptotic process|	fibroblast growth factor binding|poly(A) RNA binding|	5	10	1.2e+09	19.6%
-0.035	0.0645	-0.304	-0.049	-0.0575	0.035	0.125	-0.232	-0.014	-0.0585	-0.0645	-0.125	-0.427	-0.157	-0.1405	0.304	0.232	0.427	0.217	0.1755	0.049	0.014	0.157	-0.217	-0.017	0.0575	0.0585	0.1405	-0.1755	0.017	Q9CXT8	Q9CXT8	Pmpcb	1	8	6	6	Q9CXT8	MOUSE	55412.3	16.1	1811	1811.1	58.48	58.48		489	Mitochondrial-processing peptidase subunit beta	mitochondrion|mitochondrial inner membrane|mitochondrial respiratory chain complex III|mitochondrial matrix|	mitochondrial electron transport, ubiquinol to cytochrome c|aerobic respiration|protein processing|	metalloendopeptidase activity|zinc ion binding|	6	8	4.52e+08	16.1%
-0.337	-0.2065	0.071	-0.39	-0.0475	0.337	0.242	0.42	0.049	0.2755	0.2065	-0.242	0.263	-0.098	0.1385	-0.071	-0.42	-0.263	-0.532	-0.2065	0.39	-0.049	0.098	0.532	0.134	0.0475	-0.2755	-0.1385	0.2065	-0.134	Q8K3J1	Q8K3J1	Ndufs8	1	8	5	5	Q8K3J1	MOUSE	24494.3	26.8	1812	1812.1	58.43	58.43		212	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	mitochondrion|mitochondrial respiratory chain complex I|	response to oxidative stress|mitochondrial respiratory chain complex I assembly|oxidation-reduction process|	metal ion binding|4 iron, 4 sulfur cluster binding|NADH dehydrogenase activity|NADH dehydrogenase (ubiquinone) activity|	5	8	1.21e+09	26.8%
0.005	0.4455	0.773	0.455	1.0485	-0.005	0.365	0.794	0.366	0.8375	-0.4455	-0.365	0.351	0.012	0.2935	-0.773	-0.794	-0.351	-0.318	0.1465	-0.455	-0.366	-0.012	0.318	0.564	-1.0485	-0.8375	-0.2935	-0.1465	-0.564	Q505D7	Q505D7	Opa3	1	6	4	4	Q505D7	MOUSE	20395.2	28.4	1813	1813.1	58.35	58.35		179	Optic atrophy 3 protein homolog	mitochondrion|	visual perception|regulation of lipid metabolic process|growth|neuromuscular process|mitochondrion morphogenesis|		4	6	1.74e+09	28.4%
-0.09	-0.2985	0.052	-0.187	-0.2265	0.09	-0.084	0.027	-0.195	-0.1355	0.2985	0.084	0.121	0.151	0.1245	-0.052	-0.027	-0.121	-0.103	-0.2015	0.187	0.195	-0.151	0.103	0.144	0.2265	0.1355	-0.1245	0.2015	-0.144	Q61409	Q61409	Pde3b	1	6	6	6	Q61409|E9QLQ3	MOUSE	123920.3	9	1814	1814.1	58.35	58.35		1100	cGMP-inhibited 3',5'-cyclic phosphodiesterase B	endoplasmic reticulum|Golgi apparatus|cytosol|membrane|integral component of membrane|guanyl-nucleotide exchange factor complex|	angiogenesis|negative regulation of cell adhesion|signal transduction|metabolic process|negative regulation of angiogenesis|endocrine pancreas development|cellular response to insulin stimulus|glucose homeostasis|regulation of insulin secretion|negative regulation of lipid catabolic process|	3',5'-cyclic-nucleotide phosphodiesterase activity|protein kinase B binding|metal ion binding|	6	6	54800000	9.0%
-0.056	0.4355	0.134	0.237	0.3465	0.056	0.395	0.178	0.166	0.3755	-0.4355	-0.395	-0.189	-0.065	0.0155	-0.134	-0.178	0.189	-0.015	0.2035	-0.237	-0.166	0.065	0.015	0.13	-0.3465	-0.3755	-0.0155	-0.2035	-0.13	Q9CXU4	Q9CXU4	Gm10273	1	11	4	4	Q9CXU4|Q9WTQ8	MOUSE	22079.9	27.2	1815	1815.1	58.27	58.27		209	Mitochondrial import inner membrane translocase subunit TIM23	mitochondrial inner membrane presequence translocase complex|integral component of membrane|	intracellular protein transport|protein transmembrane transport|	P-P-bond-hydrolysis-driven protein transmembrane transporter activity|	4	11	3.84e+09	27.2%
-0.061	-0.2985	-0.004	0.039	-0.1515	0.061	-0.291	0.063	-0.044	-0.1275	0.2985	0.291	0.315	0.421	0.1885	0.004	-0.063	-0.315	-0.01	-0.1285	-0.039	0.044	-0.421	0.01	-0.143	0.1515	0.1275	-0.1885	0.1285	0.143	E9QMB7	E9QMB7	Naa30	1	10	5	5	E9QMB7|Q8CES0|Q8CES0-2	MOUSE	40385.9	19.3	1816	1816.1	57.84	57.84		366	N-alpha-acetyltransferase 30	cytoplasm|NatC complex|polysome|	N-terminal protein amino acid acetylation|N-terminal peptidyl-methionine acetylation|	peptide alpha-N-acetyltransferase activity|	5	10	3.13e+08	19.3%
0.016	-0.3835	-0.612	-0.375	-0.6355	-0.016	-0.548	-0.635	-0.484	-0.7865	0.3835	0.548	-0.214	0.171	-0.1735	0.612	0.635	0.214	0.269	-0.0055	0.375	0.484	-0.171	-0.269	-0.268	0.6355	0.7865	0.1735	0.0055	0.268	P97290	P97290	Serping1	1	9	4	4	P97290|A2ATR8	MOUSE	55868.8	8.9	1817	1817.1	57.72	57.72		504	Plasma protease C1 inhibitor	extracellular space|extracellular exosome|blood microparticle|	negative regulation of complement activation, lectin pathway|complement activation, classical pathway|aging|blood coagulation|negative regulation of endopeptidase activity|fibrinolysis|innate immune response|	serine-type endopeptidase inhibitor activity|	4	9	7.41e+08	8.9%
0.098	-0.4735	0.111	-0.162	0.1415	-0.098	-0.533	0.043	-0.246	-0.3305	0.4735	0.533	0.448	0.162	0.0635	-0.111	-0.043	-0.448	-0.262	-0.1135	0.162	0.246	-0.162	0.262	0.053	-0.1415	0.3305	-0.0635	0.1135	-0.053	Q922B9	Q922B9	Ssfa2	1	7	5	5	Q922B9|A2AQD5|Q922B9-3|A2AQD6|Q922B9-2	MOUSE	138314	4.7	1818	1818.1	57.72	57.72		1252	Sperm-specific antigen 2 homolog	nucleus|nucleoplasm|cytoplasm|plasma membrane|		receptor binding|actin filament binding|	5	7	2.91e+08	4.7%
-0.755	0.1555	0.36	-0.206	0.1895	0.755	0.852	1.241	0.573	0.9445	-0.1555	-0.852	0.022	-0.365	-0.0745	-0.36	-1.241	-0.022	-0.576	-0.0595	0.206	-0.573	0.365	0.576	0.386	-0.1895	-0.9445	0.0745	0.0595	-0.386	Q9DCV4	Q9DCV4	Rmdn1	1	9	5	5	Q9DCV4|A2AGJ2	MOUSE	35284.8	14.7	1819	1819.1	57.6	57.6		305	Regulator of microtubule dynamics protein 1	spindle pole|mitochondrion|centrosome|microtubule|			5	9	5.29e+08	14.7%
-0.236	-0.1805	-0.049	-0.345	-0.3395	0.236	-0.055	0.014	-0.119	-0.0345	0.1805	0.055	0.002	-0.171	-0.1105	0.049	-0.014	-0.002	-0.312	-0.2185	0.345	0.119	0.171	0.312	0.003	0.3395	0.0345	0.1105	0.2185	-0.003	A2A4P4	A2A4P4	Gm27029	1	8	5	5	A2A4P4|A2A4P3|Q3THG9	MOUSE	60904.6	12.1	1820	1820.1	57.5	57.5		543	Predicted gene, 27029	nucleus|	alanyl-tRNA aminoacylation|	nucleic acid binding|alanine-tRNA ligase activity|ATP binding|	5	8	5.15e+08	12.1%
0.035	-0.00750000000000001	-0.154	0.157	0.1705	-0.035	0.084	-0.101	0.044	0.1405	0.00750000000000001	-0.084	-0.089	0.15	0.1495	0.154	0.101	0.089	0.237	0.1215	-0.157	-0.044	-0.15	-0.237	0.048	-0.1705	-0.1405	-0.1495	-0.1215	-0.048	Q8BU31	Q8BU31	Rap2c	1	10	4	3	Q8BU31|P61226|Q80ZJ1-2	MOUSE	20972.6	27.8	1821	1821.1	57.41	41.6		183	Ras-related protein Rap-2c	cytoplasm|cytosol|plasma membrane|bicellular tight junction|membrane|cell-cell contact zone|recycling endosome|recycling endosome membrane|extracellular exosome|	negative regulation of cell migration|positive regulation of protein autophosphorylation|Rap protein signal transduction|regulation of protein tyrosine kinase activity|establishment of endothelial intestinal barrier|regulation of nucleic acid-templated transcription|	transcription coactivator activity|GTP binding|GDP binding|	4	10	2.33e+08	27.8%
0.068	-0.1255	0.26	-0.023	0.1945	-0.068	-0.388	-0.065	-0.272	-0.1015	0.1255	0.388	0.262	-0.057	0.2105	-0.26	0.065	-0.262	-0.175	0.0275	0.023	0.272	0.057	0.175	0.207	-0.1945	0.1015	-0.2105	-0.0275	-0.207	Q6P1Y9	Q6P1Y9	Exoc1	1	4	4	4	Q6P1Y9|Q8R3S6|Q5PPR2	MOUSE	103540.2	6.4	1822	1822.1	57.28	57.28		901	Exocyst complex component 1	exocyst|cytoplasm|plasma membrane|membrane|cytoplasmic side of apical plasma membrane|	exocytosis|Golgi to plasma membrane transport|phosphatidylinositol-mediated signaling|positive regulation of protein secretion|exocyst localization|	phosphatidylinositol-4,5-bisphosphate binding|GTP-Rho binding|	4	4	3.8e+08	6.4%
0.021	0.4695	-0.068	-0.252	0.0695	-0.021	0.419	-0.048	-0.277	-0.0065	-0.4695	-0.419	-0.528	-0.712	-0.4095	0.068	0.048	0.528	-0.231	0.0725	0.252	0.277	0.712	0.231	0.289	-0.0695	0.0065	0.4095	-0.0725	-0.289	Q04750	Q04750	Top1	1	8	6	6	Q04750|Q8R4U6	MOUSE	91330.5	7.5	1823	1823.1	57.19	57.19		767	DNA topoisomerase 1	cytoplasmic mRNA processing body|nucleus|nucleoplasm|nucleolus|cytoplasm|replication fork protection complex|perikaryon|nuclear chromosome|	DNA replication|DNA topological change|chromatin remodeling|chromosome segregation|circadian regulation of gene expression|embryonic cleavage|response to drug|	core promoter sequence-specific DNA binding|DNA binding|chromatin binding|DNA topoisomerase type I activity|DNA topoisomerase type II (ATP-hydrolyzing) activity|poly(A) RNA binding|	6	8	1.26e+09	7.5%
0.06	0.2185	-0.144	0.163	-0.0205	-0.06	0.173	-0.227	0.166	0.1215	-0.2185	-0.173	-0.056	0.17	-0.00950000000000001	0.144	0.227	0.056	0.061	0.0415	-0.163	-0.166	-0.17	-0.061	-0.58	0.0205	-0.1215	0.00950000000000001	-0.0415	0.58	Q6P5D8	Q6P5D8	Smchd1	1	6	6	6	Q6P5D8	MOUSE	227640.9	4.2	1824	1824.1	57.15	57.15		2007	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	Barr body|	dosage compensation by inactivation of X chromosome|chromosome organization|inactivation of X chromosome by DNA methylation|	ATP binding|	6	6	1.82e+08	4.2%
0.017	0.2355	-0.133	0.027	0.0295	-0.017	0.164	-0.245	-0.08	-0.1145	-0.2355	-0.164	-0.473	-0.24	-0.1895	0.133	0.245	0.473	0.213	0.2725	-0.027	0.08	0.24	-0.213	0.044	-0.0295	0.1145	0.1895	-0.2725	-0.044	Q9CQ48	Q9CQ48	Nudcd2	1	14	4	4	Q9CQ48|E0CYQ2	MOUSE	17830.7	32.4	1825	1825.1	57.13	57.13		157	NudC domain-containing protein 2	condensed chromosome kinetochore|spindle pole|intracellular|cytoplasm|microtubule organizing center|microtubule cytoskeleton|extracellular exosome|			4	14	1.67e+09	32.4%
0.087	-0.6815	0.067	-0.591	-0.6265	-0.087	-0.875	-0.031	-0.935	-0.9475	0.6815	0.875	0.644	-0.091	-0.0165	-0.067	0.031	-0.644	-0.656	-0.5575	0.591	0.935	0.091	0.656	0.041	0.6265	0.9475	0.0165	0.5575	-0.041	C0HKG5	C0HKG5	Rnaset2a	1	12	5	5	C0HKG5	MOUSE	30178.8	18.1	1826	1826.1	57.11	57.11		259	Ribonuclease T2-A				5	12	1.85e+09	18.1%
-0.655	1.8405	-3.248	1.699	0.1105	0.655	1.666	-2.362	1.976	0.9885	-1.8405	-1.666	-4.066	-0.006	-0.6845	3.248	2.362	4.066	4.292	3.3445	-1.699	-1.976	0.006	-4.292	-1.099	-0.1105	-0.9885	0.6845	-3.3445	1.099	P02802	P02802	Mt1	1	23	4	2	P02802	MOUSE	7159.1	68.8	1827	1827.1	56.87	23.01		61	Metallothionein-1	nucleus|cytoplasm|lysosome|cytosol|perinuclear region of cytoplasm|	cellular metal ion homeostasis|cellular zinc ion homeostasis|nitric oxide mediated signal transduction|detoxification of copper ion|negative regulation of neuron apoptotic process|negative regulation of growth|cellular response to chromate|cellular response to zinc ion|	copper ion binding|zinc ion binding|metal ion binding|	4	23	1.42e+09	68.8%
0.379	1.8965	-1.924	2.41	1.4325	-0.379	1.532	-2.461	2.021	0.9885	-1.8965	-1.532	-3.98	0.361	-0.5035	1.924	2.461	3.98	4.318	3.5495	-2.41	-2.021	-0.361	-4.318	-1.099	-1.4325	-0.9885	0.5035	-3.5495	1.099	A0A1D5RLN7	A0A1D5RLN7	Mt1	1	5	3	2	A0A1D5RLN7	MOUSE	15012.9	31.8	1827	1827.2	38.1	17.61		132	Metallothionein-1				2	5	3.09e+08	15.9%
-0.044	-0.0245	-0.119	-0.168	-0.2495	0.044	0.1	-0.038	-0.02	-0.1045	0.0245	-0.1	-0.033	-0.083	-0.0465	0.119	0.038	0.033	-0.082	-0.1465	0.168	0.02	0.083	0.082	-0.059	0.2495	0.1045	0.0465	0.1465	0.059	Q8K1R7	Q8K1R7	Nek9	1	6	5	5	Q8K1R7	MOUSE	108910.3	6.1	1828	1828.1	56.85	56.85		984	Serine/threonine-protein kinase Nek9	nucleus|cytoplasm|	protein phosphorylation|mitotic nuclear division|cell division|	protein serine/threonine kinase activity|ATP binding|protein kinase binding|metal ion binding|	5	6	4.33e+08	6.1%
-0.216	0.2185	0.162	0.014	0.0425	0.216	0.327	0.351	0.267	0.1955	-0.2185	-0.327	-0.042	-0.174	-0.1965	-0.162	-0.351	0.042	-0.193	-0.1595	-0.014	-0.267	0.174	0.193	-0.053	-0.0425	-0.1955	0.1965	0.1595	0.053	O08600	O08600	Endog	1	9	6	6	O08600	MOUSE	32304.2	26.1	1829	1829.1	56.76	56.76		294	Endonuclease G, mitochondrial	nucleus|mitochondrion|cytosol|perikaryon|	in utero embryonic development|DNA catabolic process|apoptotic DNA fragmentation|aging|response to mechanical stimulus|response to estradiol|response to tumor necrosis factor|neuron death in response to oxidative stress|positive regulation of apoptotic process|response to antibiotic|cellular response to calcium ion|cellular response to glucose stimulus|cellular response to hypoxia|positive regulation of hydrogen peroxide-mediated programmed cell death|positive regulation of apoptotic DNA fragmentation|	nucleic acid binding|nuclease activity|endonuclease activity|deoxyribonuclease activity|metal ion binding|	6	9	1.32e+09	26.1%
0.067	0.4145	0.078	0.219	0.3175	-0.067	0.274	-0.03	0.326	0.1705	-0.4145	-0.274	-0.306	-0.034	-0.0945	-0.078	0.03	0.306	0.326	0.1435	-0.219	-0.326	0.034	-0.326	0.089	-0.3175	-0.1705	0.0945	-0.1435	-0.089	Q9D7H3	Q9D7H3	RtcA	1	5	5	5	Q9D7H3|D6RD00|D6REI7	MOUSE	39710.2	21	1830	1830.1	56.75	56.75		366	RNA 3'-terminal phosphate cyclase	nucleus|nucleoplasm|	RNA processing|	RNA binding|RNA-3'-phosphate cyclase activity|ATP binding|poly(A) RNA binding|	5	5	2.67e+08	21.0%
-0.584	0.3835	-0.528	-0.201	-0.2735	0.584	0.932	0.044	0.278	0.1195	-0.3835	-0.932	-0.714	-0.604	-0.7875	0.528	-0.044	0.714	0.259	0.2175	0.201	-0.278	0.604	-0.259	-0.065	0.2735	-0.1195	0.7875	-0.2175	0.065	P62743	P62743	Ap2s1	1	13	6	6	P62743|A0A0U1RQ06|A0A0U1RPS0	MOUSE	17188.5	34.5	1831	1831.1	56.67	56.67		142	AP-2 complex subunit sigma	AP-2 adaptor complex|	intracellular protein transport|endocytosis|	protein transporter activity|	6	13	2.17e+09	34.5%
-0.415	0.0955	-0.882	-0.422	-0.5615	0.415	0.466	-0.454	-0.155	-0.2255	-0.0955	-0.466	-1.047	-0.463	-0.6435	0.882	0.454	1.047	0.245	0.0545	0.422	0.155	0.463	-0.245	-0.16	0.5615	0.2255	0.6435	-0.0545	0.16	Q9CVB6	Q9CVB6	Arpc2	1	8	5	5	Q9CVB6|D3YXG6	MOUSE	34470.6	18.3	1832	1832.1	56.64	56.64		300	Actin-related protein 2/3 complex subunit 2	cytoplasm|endosome|Golgi apparatus|Arp2/3 protein complex|plasma membrane|focal adhesion|cell leading edge|neuron projection|synapse|extracellular exosome|	positive regulation of lamellipodium assembly|positive regulation of actin filament polymerization|Arp2/3 complex-mediated actin nucleation|positive regulation of substrate adhesion-dependent cell spreading|	structural constituent of cytoskeleton|protein binding|kinesin binding|AP-1 adaptor complex binding|Arp2/3 complex binding|actin filament binding|	5	8	1.7e+09	18.3%
0.028	-0.0105	0.441	0.275	0.2495	-0.028	-0.057	0.36	0.128	0.3125	0.0105	0.057	0.467	0.11	0.4835	-0.441	-0.36	-0.467	-0.167	0.0165	-0.275	-0.128	-0.11	0.167	0.191	-0.2495	-0.3125	-0.4835	-0.0165	-0.191	Q8VHQ9	Q8VHQ9	Acot11	1	9	6	6	A2AVR6|Q8VHQ9|E0CYS0	MOUSE	68209.2	10.2	1833	1833.1	56.6	56.6		594	Acyl-coenzyme A thioesterase 11	cytoplasm|extracellular exosome|	fatty acid metabolic process|response to temperature stimulus|response to cold|intracellular signal transduction|	lipid binding|acyl-CoA hydrolase activity|carboxylic ester hydrolase activity|	6	9	5.25e+08	10.2%
