Liver_Searched, 126:127, No_BirA_4:No_BirA_5	Liver_Searched, 126:128, No_BirA_4:XBirA_2	Liver_Searched, 126:129, No_BirA_4:No_BirA_6	Liver_Searched, 126:130, No_BirA_4:XBirA_3	Liver_Searched, 126:131, No_BirA_4:XBirA_1	Liver_Searched, 127:126, No_BirA_5:No_BirA_4	Liver_Searched, 127:128, No_BirA_5:XBirA_2	Liver_Searched, 127:129, No_BirA_5:No_BirA_6	Liver_Searched, 127:130, No_BirA_5:XBirA_3	Liver_Searched, 127:131, No_BirA_5:XBirA_1	Liver_Searched, 128:126, XBirA_2:No_BirA_4	Liver_Searched, 128:127, XBirA_2:No_BirA_5	Liver_Searched, 128:129, XBirA_2:No_BirA_6	Liver_Searched, 128:130, XBirA_2:XBirA_3	Liver_Searched, 128:131, XBirA_2:XBirA_1	Liver_Searched, 129:126, No_BirA_6:No_BirA_4	Liver_Searched, 129:127, No_BirA_6:No_BirA_5	Liver_Searched, 129:128, No_BirA_6:XBirA_2	Liver_Searched, 129:130, No_BirA_6:XBirA_3	Liver_Searched, 129:131, No_BirA_6:XBirA_1	Liver_Searched, 130:126, XBirA_3:No_BirA_4	Liver_Searched, 130:127, XBirA_3:No_BirA_5	Liver_Searched, 130:128, XBirA_3:XBirA_2	Liver_Searched, 130:129, XBirA_3:No_BirA_6	Liver_Searched, 130:131, XBirA_3:XBirA_1	Liver_Searched, 131:126, XBirA_1:No_BirA_4	Liver_Searched, 131:127, XBirA_1:No_BirA_5	Liver_Searched, 131:128, XBirA_1:XBirA_2	Liver_Searched, 131:129, XBirA_1:No_BirA_6	Liver_Searched, 131:130, XBirA_1:XBirA_3	id	accession_number	geneSymbol	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	orfCategory	sequenceLength	entry_name	cellular_component	biological_process	molecular_function	Liver_Searched unique_peptides	Liver_Searched numSpectra	Liver_Searched totalIntensity	Liver_Searched pct_cov
-0.074	0.128	0.41	0.161	0.223	0.074	0.209	0.456	0.256	0.258	-0.128	-0.209	0.205	0	0.073	-0.41	-0.456	-0.205	-0.142	-0.22	-0.161	-0.256	0	0.142	-0.092	-0.223	-0.258	-0.073	0.22	0.092	P09671	P09671	Sod2	1	15	8	8	P09671	MOUSE	24830.7	41.8	1536	1536.1	78.97	78.97		222	Superoxide dismutase [Mn], mitochondrial	mitochondrion|mitochondrial inner membrane|mitochondrial nucleoid|myelin sheath|extracellular exosome|	response to reactive oxygen species|response to superoxide|age-dependent response to oxidative stress|age-dependent response to reactive oxygen species|response to hypoxia|release of cytochrome c from mitochondria|liver development|detection of oxygen|vasodilation by acetylcholine involved in regulation of systemic arterial blood pressure|regulation of transcription from RNA polymerase II promoter|glutathione metabolic process|superoxide metabolic process|response to oxidative stress|mitochondrion organization|heart development|locomotory behavior|regulation of blood pressure|negative regulation of cell proliferation|intrinsic apoptotic signaling pathway in response to DNA damage|intrinsic apoptotic signaling pathway in response to oxidative stress|apoptotic mitochondrial changes|response to cold|post-embryonic development|response to manganese ion|response to zinc ion|response to selenium ion|response to gamma radiation|response to activity|removal of superoxide radicals|respiratory electron transport chain|hemopoiesis|oxygen homeostasis|response to lipopolysaccharide|response to L-ascorbic acid|response to silicon dioxide|response to isolation stress|response to immobilization stress|vasodilation|response to drug|response to hydrogen peroxide|superoxide anion generation|negative regulation of neuron apoptotic process|positive regulation of nitric oxide biosynthetic process|negative regulation of fat cell differentiation|response to cadmium ion|negative regulation of fibroblast proliferation|neuron development|response to axon injury|erythrophore differentiation|hydrogen peroxide biosynthetic process|regulation of catalytic activity|protein homotetramerization|response to electrical stimulus|regulation of mitochondrial membrane potential|iron ion homeostasis|response to hyperoxia|response to magnetism|cellular response to ethanol|negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|sensory perception of sound|	DNA binding|superoxide dismutase activity|protein binding|oxidoreductase activity|oxygen binding|manganese ion binding|identical protein binding|	8	15	2.36e+09	41.8%
-0.183	0.063	0.223	0.027	-0.052	0.183	0.306	0.275	0.069	0.131	-0.063	-0.306	-0.123	-0.037	-0.142	-0.223	-0.275	0.123	-0.059	0.092	-0.027	-0.069	0.037	0.059	-0.001	0.052	-0.131	0.142	-0.092	0.001	Q9CZR8	Q9CZR8	Tsfm	1	6	5	5	Q9CZR8|Q9CX33	MOUSE	35733.2	40.7	1537	1537.1	78.94	78.94		324	Elongation factor Ts, mitochondrial	nucleus|nucleoplasm|mitochondrion|mitochondrial matrix|	mitochondrial translational elongation|	translation elongation factor activity|poly(A) RNA binding|	5	6	2.06e+08	40.7%
-0.375	0.23	-0.218	-0.205	-0.443	0.375	0.664	0.215	0.228	0.007	-0.23	-0.664	-0.386	-0.378	-0.623	0.218	-0.215	0.386	-0.081	-0.237	0.205	-0.228	0.378	0.081	-0.197	0.443	-0.007	0.623	0.237	0.197	A2ADH1	A2ADH1	Magt1	1	26	7	7	A2ADH1|Q9CQY5|Q9CQY5-3|Q9CQY5-2	MOUSE	42036.4	16	1538	1538.1	78.93	78.93		368	Magnesium transporter protein 1	oligosaccharyltransferase complex|membrane|	magnesium ion transport|cell redox homeostasis|cognition|	magnesium ion transmembrane transporter activity|	7	26	9.4e+09	16.0%
-0.161	0.247	0.274	-0.006	0.224	0.161	0.492	0.469	0.187	0.413	-0.247	-0.492	-0.008	-0.273	-0.012	-0.274	-0.469	0.008	-0.28	-0.028	0.006	-0.187	0.273	0.28	0.248	-0.224	-0.413	0.012	0.028	-0.248	P56135	P56135	Atp5j2	1	32	6	6	P56135|F8WHP8	MOUSE	10401.1	38.6	1539	1539.1	78.81	78.81		88	ATP synthase subunit f, mitochondrial	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)|nucleus|mitochondrion|mitochondrial inner membrane|mitochondrial proton-transporting ATP synthase complex|integral component of membrane|extracellular exosome|	ATP biosynthetic process|proton transport|	ATPase activity|	6	32	5.77e+10	38.6%
0.265	-0.106	-0.173	0.081	-0.213	-0.265	-0.329	-0.684	-0.241	-0.619	0.106	0.329	0.074	0.152	-0.191	0.173	0.684	-0.074	0.263	0.047	-0.081	0.241	-0.152	-0.263	-0.424	0.213	0.619	0.191	-0.047	0.424	Q14CH1	Q14CH1	Mocos	1	10	8	8	Q14CH1	MOUSE	96380.2	11.3	1540	1540.1	78.77	78.77		862	Molybdenum cofactor sulfurase		Mo-molybdopterin cofactor biosynthetic process|molybdopterin cofactor metabolic process|	Mo-molybdopterin cofactor sulfurase activity|transferase activity|lyase activity|molybdenum ion binding|pyridoxal phosphate binding|	8	10	1.83e+08	11.3%
0.185	0.345	-0.095	0.164	0.106	-0.185	0.095	-0.263	0.012	-0.029	-0.345	-0.095	-0.518	-0.17	-0.161	0.095	0.263	0.518	0.319	0.299	-0.164	-0.012	0.17	-0.319	0.007	-0.106	0.029	0.161	-0.299	-0.007	Q60872	Q60872	Eif1a	1	18	6	1	Q60872|Q3TQZ4|A0A1Y7VJE9|Q3UTA4|A0A1Y7VK80|J3QP87|J3QNT6|Q8BX20|A0A1Y7VLT7|J3QQ02|A0A1Y7VNG9|J3QPI8|J3QMW5|Q3UT53|F6YNI8	MOUSE	16616.3	38.8	1541	1541.1	78.63	14.4		144	Eukaryotic translation initiation factor 1A		translational initiation|	translation initiation factor activity|poly(A) RNA binding|	6	18	3.95e+09	38.8%
0.183	0.362	-0.029	0.186	0.096	-0.183	0.172	-0.2	-0.011	-0.038	-0.362	-0.172	-0.314	-0.181	-0.204	0.029	0.2	0.314	0.188	0.139	-0.186	0.011	0.181	-0.188	-0.058	-0.096	0.038	0.204	-0.139	0.058	Q8BMJ3	Q8BMJ3	Eif1ax	1	6	6	2	Q8BMJ3	MOUSE	16574.2	38.8	1541	1541.2	77.32	29.66		144	Eukaryotic translation initiation factor 1A, X-chromosomal		translational initiation|	translation initiation factor activity|poly(A) RNA binding|	2	6	6.15e+08	18.7%
0.074	-0.324	-0.052	-0.568	-0.626	-0.074	-0.418	-0.179	-0.612	-0.543	0.324	0.418	0.234	-0.199	-0.161	0.052	0.179	-0.234	-0.508	-0.331	0.568	0.612	0.199	0.508	0.094	0.626	0.543	0.161	0.331	-0.094	P55292	P55292	Dsc2	1	9	7	7	P55292|P55292-2	MOUSE	101100.7	9.9	1542	1542.1	78.59	78.59		902	Desmocollin-2	plasma membrane|cell-cell adherens junction|intercalated disc|integral component of membrane|desmosome|cytoplasmic vesicle|extracellular exosome|	homophilic cell adhesion via plasma membrane adhesion molecules|cellular response to starvation|cardiac muscle cell-cardiac muscle cell adhesion|bundle of His cell-Purkinje myocyte adhesion involved in cell communication|regulation of heart rate by cardiac conduction|regulation of ventricular cardiac muscle cell action potential|	calcium ion binding|	7	9	2.73e+08	9.9%
-0.074	0.327	-0.203	0.304	0.083	0.074	0.387	0.048	0.393	0.183	-0.327	-0.387	-0.37	0.007	-0.243	0.203	-0.048	0.37	0.377	0.132	-0.304	-0.393	-0.007	-0.377	-0.301	-0.083	-0.183	0.243	-0.132	0.301	Q8CH25	Q8CH25	Sltm	1	18	9	9	Q8CH25|Q8CH25-2|A0A1L1STF9	MOUSE	117145.5	9	1543	1543.1	78.44	78.44		1031	SAFB-like transcription modulator	nucleoplasm|	transcription, DNA-templated|regulation of transcription, DNA-templated|apoptotic process|	nucleotide binding|poly(A) RNA binding|	9	18	7.08e+08	9.0%
-0.061	0.085	-0.308	0.071	-0.044	0.061	0.219	-0.155	0.04	0.06	-0.085	-0.219	-0.347	-0.07	-0.08	0.308	0.155	0.347	0.175	0.213	-0.071	-0.04	0.07	-0.175	-0.075	0.044	-0.06	0.08	-0.213	0.075	G3UXW9	G3UXW9	Gps1	1	10	7	7	G3UXW9|Q3MIA8|A0A140LJB7|Q99LD4|B1ATU4|Q99LD4-2	MOUSE	59487.6	15.9	1544	1544.1	78.42	78.42		526	COP9 signalosome complex subunit 1	nucleus|cytoplasm|COP9 signalosome|	cullin deneddylation|	protein binding|	7	10	1.07e+09	15.9%
-0.337	0.371	0.033	0.005	-0.016	0.337	0.83	0.526	0.439	0.424	-0.371	-0.83	-0.186	-0.361	-0.352	-0.033	-0.526	0.186	-0.026	-0.137	-0.005	-0.439	0.361	0.026	0.007	0.016	-0.424	0.352	0.137	-0.007	Q8R2Y8	Q8R2Y8	Ptrh2	1	9	5	5	Q8R2Y8	MOUSE	19754.4	37.5	1545	1545.1	78.4	78.4		181	Peptidyl-tRNA hydrolase 2, mitochondrial	mitochondrion|cytosol|membrane|	metabolic process|negative regulation of gene expression|positive regulation of anoikis|negative regulation of anoikis|	aminoacyl-tRNA hydrolase activity|	5	9	1.48e+09	37.5%
0.198	-0.764	-0.328	0.266	-0.102	-0.198	-0.626	-0.489	0.068	-0.32	0.764	0.626	0.383	0.657	0.451	0.328	0.489	-0.383	0.379	0.073	-0.266	-0.068	-0.657	-0.379	-0.228	0.102	0.32	-0.451	-0.073	0.228	O35309	O35309	Nmi	1	9	7	7	O35309	MOUSE	35691.6	28.3	1546	1546.1	78.17	78.17		314	N-myc-interactor	nucleoplasm|cytoplasm|	negative regulation of type I interferon production|negative regulation of interferon-alpha biosynthetic process|negative regulation of interferon-beta biosynthetic process|negative regulation of innate immune response|positive regulation of protein K48-linked ubiquitination|	protein binding|	7	9	1.3e+09	28.3%
0.079	-0.186	-0.316	0.155	-0.24	-0.079	-0.265	-0.535	0.053	-0.287	0.186	0.265	-0.173	0.229	-0.003	0.316	0.535	0.173	0.564	0.122	-0.155	-0.053	-0.229	-0.564	-0.255	0.24	0.287	0.003	-0.122	0.255	Q91VW5	Q91VW5	Golga4	1	9	9	9	Q91VW5	MOUSE	258985.5	4.8	1547	1547.1	78.05	78.05		2238	Golgin subfamily A member 4	Golgi membrane|nucleoplasm|cytoplasm|Golgi apparatus|intracellular membrane-bounded organelle|extracellular exosome|	protein targeting to Golgi|Golgi to plasma membrane protein transport|positive regulation of axon extension|	GTPase binding|	9	9	1.08e+09	4.8%
-0.387	0.214	-0.698	0.137	0.085	0.387	0.46	-0.161	0.475	0.56	-0.214	-0.46	-0.665	-0.051	-0.109	0.698	0.161	0.665	0.738	0.595	-0.137	-0.475	0.051	-0.738	-0.107	-0.085	-0.56	0.109	-0.595	0.107	Q6DFW4	Q6DFW4	Nop58	1	12	6	6	Q6DFW4|A0A0A0MQ76	MOUSE	60855.4	16.6	1548	1548.1	77.88	77.88		536	Nucleolar protein 58	nucleus|nucleolus|small nucleolar ribonucleoprotein complex|cytoplasm|Cajal body|membrane|box C/D snoRNP complex|small-subunit processome|pre-snoRNP complex|	rRNA modification|snRNP protein import into nucleus|	snoRNA binding|poly(A) RNA binding|	6	12	1.14e+09	16.6%
0.033	0.243	-0.186	0.264	0.157	-0.033	0.119	-0.182	0.154	0.075	-0.243	-0.119	-0.262	0.024	-0.124	0.186	0.182	0.262	0.517	0.268	-0.264	-0.154	-0.024	-0.517	-0.155	-0.157	-0.075	0.124	-0.268	0.155	Q8K0D0	Q8K0D0	Cdk17	1	15	7	4	Q8K0D0|Q8K0D0-2|Q04735|Q04735-2	MOUSE	59790.3	15.2	1549	1549.1	72.79	32.02		523	Cyclin-dependent kinase 17		protein phosphorylation|regulation of cell cycle|	cyclin-dependent protein serine/threonine kinase activity|ATP binding|	7	15	3.11e+09	15.2%
0.088	0.055	0.476	0.231	0.408	-0.088	0.088	0.508	0.162	0.212	-0.055	-0.088	0.421	0.084	0.274	-0.476	-0.508	-0.421	-0.337	-0.415	-0.231	-0.162	-0.084	0.337	0.05	-0.408	-0.212	-0.274	0.415	-0.05	Q04899	Q04899	Cdk18	1	3	6	3	Q04899	MOUSE	52074.8	16.1	1549	1549.2	77.76	36.99		451	Cyclin-dependent kinase 18		protein phosphorylation|regulation of cell cycle|	cyclin-dependent protein serine/threonine kinase activity|ATP binding|	3	3	4.76e+08	8.8%
-1.065	-0.045	-1.347	-0.686	-1.171	1.065	0.979	-0.351	0.277	-0.17	0.045	-0.979	-1.466	-0.594	-1.101	1.347	0.351	1.466	0.683	0.158	0.686	-0.277	0.594	-0.683	-0.507	1.171	0.17	1.101	-0.158	0.507	P43274	P43274	Hist1h1e	1	15	8	4	P43274|I7HFT9|Q07133|P43276|P43275	MOUSE	21976.9	33.3	1550	1550.1	77.72	45.06		219	Histone H1.4	nucleosome|nucleus|nuclear heterochromatin|extracellular exosome|nucleolus|	negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|nucleosome positioning|	DNA binding|protein binding|chromatin DNA binding|poly(A) RNA binding|	8	15	2.57e+09	33.3%
-0.317	0.157	-0.593	-0.058	-0.437	0.317	0.278	-0.559	0.086	-0.225	-0.157	-0.278	-0.749	-0.248	-0.503	0.593	0.559	0.749	0.645	0.277	0.058	-0.086	0.248	-0.645	-0.243	0.437	0.225	0.503	-0.277	0.243	P43277	P43277	Hist1h1d	1	3	6	2	P43277|P15864	MOUSE	22099.1	23.9	1550	1550.2	45.78	13.12		221	Histone H1.3	nucleosome|nuclear chromatin|nuclear euchromatin|	negative regulation of transcription from RNA polymerase II promoter|nucleosome assembly|nucleosome positioning|	DNA binding|protein binding|chromatin DNA binding|poly(A) RNA binding|	2	3	4.49e+08	5.8%
-0.524	-0.299	-0.121	-0.127	-0.066	0.524	0.253	0.467	0.415	0.52	0.299	-0.253	0.166	0.146	0.14	0.121	-0.467	-0.166	-0.021	0.02	0.127	-0.415	-0.146	0.021	0.065	0.066	-0.52	-0.14	-0.02	-0.065	Q9ERS2	Q9ERS2	Ndufa13	1	16	6	6	Q9ERS2	MOUSE	16859.3	49.3	1551	1551.1	77.71	77.71		144	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	nucleoplasm|cytoplasm|mitochondrion|mitochondrial respiratory chain|integral component of membrane|	negative regulation of cell growth|negative regulation of transcription, DNA-templated|oxidation-reduction process|apoptotic signaling pathway|	NADH dehydrogenase (ubiquinone) activity|	6	16	3.15e+09	49.3%
0.103	0.229	-0.026	0.353	0.357	-0.103	0.081	-0.211	0.21	0.194	-0.229	-0.081	-0.303	0.112	0.072	0.026	0.211	0.303	0.466	0.393	-0.353	-0.21	-0.112	-0.466	-0.082	-0.357	-0.194	-0.072	-0.393	0.082	Q920Q4	Q920Q4	Vps16	1	14	7	7	Q920Q4|G3X8X7|Q920Q4-2	MOUSE	96010.5	9.8	1552	1552.1	77.68	77.68		839	Vacuolar protein sorting-associated protein 16 homolog	lysosome|lysosomal membrane|early endosome|late endosome|actin filament|HOPS complex|late endosome membrane|recycling endosome|	intracellular protein transport|vacuole organization|endosomal transport|regulation of vacuole fusion, non-autophagic|regulation of SNARE complex assembly|viral entry into host cell|	actin binding|protein binding|	7	14	7.33e+08	9.8%
0.201	0.076	-0.076	0.264	-0.03	-0.201	-0.105	-0.17	0.099	-0.223	-0.076	0.105	-0.007	0.318	-0.137	0.076	0.17	0.007	0.268	-0.078	-0.264	-0.099	-0.318	-0.268	-0.269	0.03	0.223	0.137	0.078	0.269	Q80SY4	Q80SY4	Mib1	1	11	7	7	Q80SY4	MOUSE	112482.2	7.4	1553	1553.1	77.58	77.58		1006	E3 ubiquitin-protein ligase MIB1	cytoplasm|centrosome|plasma membrane|postsynaptic density|cytoplasmic vesicle|	blood vessel development|in utero embryonic development|somitogenesis|neural tube formation|heart looping|endocytosis|Notch signaling pathway|heart development|protein ubiquitination|negative regulation of neuron differentiation|positive regulation of endocytosis|	ubiquitin-protein transferase activity|protein binding|zinc ion binding|ligase activity|	7	11	6.39e+08	7.4%
-0.164	0.218	0.161	0.101	-0.026	0.164	0.399	0.197	0.149	0.047	-0.218	-0.399	0.023	-0.002	-0.156	-0.161	-0.197	-0.023	-0.05	-0.136	-0.101	-0.149	0.002	0.05	-0.091	0.026	-0.047	0.156	0.136	0.091	Q9D1H8	Q9D1H8	Mrpl53	1	12	6	6	Q9D1H8	MOUSE	12908.6	50.8	1554	1554.1	77.54	77.54		118	39S ribosomal protein L53, mitochondrial	mitochondrion|ribosome|			6	12	6.61e+08	50.8%
-0.012	-0.121	-0.136	0.136	-0.046	0.012	-0.058	-0.062	0.016	-0.002	0.121	0.058	0.127	0.114	0.053	0.136	0.062	-0.127	0.078	0.055	-0.136	-0.016	-0.114	-0.078	-0.006	0.046	0.002	-0.053	-0.055	0.006	Q9DBL2-2	Q9DBL2-2	Gdap2	1	12	7	7	Q9DBL2-2|Q9DBL2	MOUSE	61985.4	16.1	1555	1555.1	77.53	77.53		498	Isoform 2 of Ganglioside-induced differentiation-associated protein 2	lysosomal membrane|	response to retinoic acid|		7	12	5.54e+09	16.1%
0.014	0.198	0.353	-0.074	-0.107	-0.014	0.223	0.425	0.009	0.014	-0.198	-0.223	0.025	-0.332	-0.391	-0.353	-0.425	-0.025	-0.308	-0.244	0.074	-0.009	0.332	0.308	-0.023	0.107	-0.014	0.391	0.244	0.023	A0A0A0MQ68	A0A0A0MQ68	Gcdh	1	17	7	7	A0A0A0MQ68|Q60759	MOUSE	50082.7	19.9	1556	1556.1	77.49	77.49		447	Glutaryl-CoA dehydrogenase, mitochondrial	mitochondrion|mitochondrial inner membrane|	fatty acid oxidation|fatty-acyl-CoA biosynthetic process|	fatty-acyl-CoA binding|glutaryl-CoA dehydrogenase activity|flavin adenine dinucleotide binding|	7	17	3.16e+10	19.9%
0.14	0.243	0.489	0.265	0.303	-0.14	0.183	0.219	0.141	0.133	-0.243	-0.183	0.334	-0.038	0.205	-0.489	-0.219	-0.334	-0.126	-0.289	-0.265	-0.141	0.038	0.126	-0.063	-0.303	-0.133	-0.205	0.289	0.063	A0A140LIS8	A0A140LIS8	Gm4756	1	11	5	5	A0A140LIS8|A0A140LJG4|A0A140LJ41|A0A140LIU7	MOUSE	38238.8	20	1557	1557.1	77.48	77.48		335	Predicted gene 4756				5	11	8.38e+09	20.0%
-0.392	0.141	-0.513	-0.105	-0.443	0.392	0.541	-0.084	0.389	0.078	-0.141	-0.541	-0.613	-0.203	-0.463	0.513	0.084	0.613	0.474	0.2	0.105	-0.389	0.203	-0.474	-0.29	0.443	-0.078	0.463	-0.2	0.29	P27048	P27048	Snrpb	1	13	8	8	P27048|P63163|A0A0G2JGN4	MOUSE	23826.7	24.2	1558	1558.1	77.45	77.45		231	Small nuclear ribonucleoprotein-associated protein B	nucleus|U5 snRNP|U7 snRNP|U1 snRNP|U2 snRNP|U4 snRNP|U12-type spliceosomal complex|cytoplasm|cytosol|methylosome|SMN-Sm protein complex|U4/U6 x U5 tri-snRNP complex|extracellular exosome|U2-type prespliceosome|catalytic step 2 spliceosome|histone pre-mRNA 3'end processing complex|	spliceosomal snRNP assembly|mRNA splicing, via spliceosome|positive regulation of defense response to virus by host|protein methylation|activation of mitophagy in response to mitochondrial depolarization|	poly(A) RNA binding|histone pre-mRNA DCP binding|	8	13	3.81e+09	24.2%
0.141	-0.137	-0.096	0.043	0.04	-0.141	-0.11	-0.278	-0.257	-0.154	0.137	0.11	0.078	0.174	0.047	0.096	0.278	-0.078	0.095	-0.014	-0.043	0.257	-0.174	-0.095	-0.094	-0.04	0.154	-0.047	0.014	0.094	Q6PD03	Q6PD03	Ppp2r5a	1	16	6	6	Q6PD03	MOUSE	56745.3	15.4	1559	1559.1	77.4	77.4		486	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	protein phosphatase type 2A complex|chromosome, centromeric region|nucleus|cytoplasm|cytosol|Z disc|M band|membrane|	signal transduction|regulation of protein phosphatase type 2A activity|positive regulation of protein dephosphorylation|negative regulation of establishment of protein localization to plasma membrane|negative regulation of lipid kinase activity|	protein binding|protein phosphatase type 2A regulator activity|kinase binding|	6	16	6.57e+08	15.4%
-0.317	-0.245	-0.067	0.092	-0.064	0.317	0.082	0.359	0.389	0.325	0.245	-0.082	0.076	0.327	-0.011	0.067	-0.359	-0.076	0.108	-0.021	-0.092	-0.389	-0.327	-0.108	-0.252	0.064	-0.325	0.011	0.021	0.252	K3W4Q9	K3W4Q9	Gopc	1	11	7	7	K3W4Q9|Q8BH60-2|Q8BH60	MOUSE	51034.6	19.8	1560	1560.1	77.3	77.3		463	Golgi-associated PDZ and coiled-coil motif-containing protein				8	11	4.66e+08	19.8%
-0.169	0.209	-0.237	-0.088	-0.291	0.169	0.383	-0.077	0.133	-0.032	-0.209	-0.383	-0.497	-0.383	-0.343	0.237	0.077	0.497	0.086	0.082	0.088	-0.133	0.383	-0.086	-0.139	0.291	0.032	0.343	-0.082	0.139	Q11011	Q11011	Npepps	1	13	8	8	Q11011|E9Q039|E9Q6F4	MOUSE	104008.1	10.9	1561	1561.1	77.29	77.29		920	Puromycin-sensitive aminopeptidase	nucleus|cytosol|extracellular exosome|	proteolysis|cellular response to hypoxia|positive regulation of protein targeting to mitochondrion|	aminopeptidase activity|metallopeptidase activity|zinc ion binding|	8	13	1.73e+09	10.9%
0.015	-0.037	0.065	-0.016	-0.062	-0.015	-0.028	0.084	-0.027	-0.09	0.037	0.028	0.051	0.032	-0.169	-0.065	-0.084	-0.051	-0.026	-0.202	0.016	0.027	-0.032	0.026	-0.103	0.062	0.09	0.169	0.202	0.103	E9Q5W5	E9Q5W5	Zzef1	1	12	9	9	A0A140LJ04|E9Q5W5|Q5SSH7|Q5SSH7-2|Q5SSH7-3	MOUSE	332941.5	4.7	1562	1562.1	77.28	77.28		2924	Zinc finger ZZ-type and EF-hand domain-containing protein 1			calcium ion binding|zinc ion binding|	9	12	4.6e+09	4.7%
-0.032	0.362	0.305	0.379	0.309	0.032	0.381	0.334	0.436	0.368	-0.362	-0.381	-0.044	0.019	-0.09	-0.305	-0.334	0.044	0.062	-0.031	-0.379	-0.436	-0.019	-0.062	-0.073	-0.309	-0.368	0.09	0.031	0.073	P14602	P14602	Hspb1	1	12	6	6	P14602|P14602-2|P14602-3|D3YZ06	MOUSE	23070.5	38.7	1563	1563.1	77.24	77.24		209	Heat shock protein beta-1	proteasome complex|extracellular space|intracellular|nucleus|cytoplasm|spindle|plasma membrane|focal adhesion|Z disc|contractile fiber|extracellular exosome|	retina homeostasis|negative regulation of protein kinase activity|response to unfolded protein|response to virus|positive regulation of interleukin-1 beta production|intracellular signal transduction|cellular response to vascular endothelial growth factor stimulus|positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway|positive regulation of tumor necrosis factor biosynthetic process|regulation of I-kappaB kinase/NF-kappaB signaling|positive regulation of blood vessel endothelial cell migration|positive regulation of angiogenesis|platelet aggregation|negative regulation of protein serine/threonine kinase activity|negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway|positive regulation of endothelial cell chemotaxis|negative regulation of apoptotic signaling pathway|	protein kinase C binding|protein kinase C inhibitor activity|protein kinase binding|identical protein binding|ubiquitin binding|poly(A) RNA binding|	6	12	9.16e+08	38.7%
0.071	0.139	-0.026	0.391	0.399	-0.071	0.015	-0.154	0.205	0.141	-0.139	-0.015	-0.157	0.158	0.164	0.026	0.154	0.157	0.284	0.234	-0.391	-0.205	-0.158	-0.284	-0.067	-0.399	-0.141	-0.164	-0.234	0.067	O35075	O35075	Dscr3	1	9	6	6	O35075	MOUSE	33426.1	26.9	1564	1564.1	77.21	77.21		297	Down syndrome critical region protein 3 homolog	nucleus|	intracellular protein transport|	protein transporter activity|	6	9	8.16e+08	26.9%
0.066	-0.16	0.023	-0.088	-0.147	-0.066	-0.309	0.091	-0.038	-0.082	0.16	0.309	0.372	0.236	-0.115	-0.023	-0.091	-0.372	-0.105	-0.38	0.088	0.038	-0.236	0.105	-0.195	0.147	0.082	0.115	0.38	0.195	Q8R1X6	Q8R1X6	Spart	1	11	7	7	Q8R1X6|Q8R1X6-2|D3Z3F8	MOUSE	73280.9	15.4	1565	1565.1	77.04	77.04		671	Spartin	mitochondrial outer membrane|lipid particle|plasma membrane|midbody|synapse|	abscission|negative regulation of BMP signaling pathway|lipid particle organization|negative regulation of collateral sprouting in absence of injury|neuromuscular process|cell division|regulation of mitochondrial membrane potential|adipose tissue development|	protein binding|ubiquitin protein ligase binding|	7	11	4.38e+08	15.4%
-0.024	0.066	0.114	0.012	0.128	0.024	0.118	0.115	0.012	0.127	-0.066	-0.118	0.107	-0.062	0.012	-0.114	-0.115	-0.107	-0.107	-0.001	-0.012	-0.012	0.062	0.107	0.077	-0.128	-0.127	-0.012	0.001	-0.077	P61202-2	P61202-2	Cops2	1	12	7	7	P61202-2|P61202|A2AQE4	MOUSE	52746	22.6	1566	1566.1	76.93	76.93		443	Isoform 2 of COP9 signalosome complex subunit 2	nucleus|cytoplasm|COP9 signalosome|	cell proliferation|cullin deneddylation|skeletal muscle cell differentiation|negative regulation of transcription, DNA-templated|	transcription corepressor activity|protein binding|	7	12	4.94e+08	22.6%
-0.523	-0.639	-0.066	-0.493	-0.518	0.523	0.003	0.487	-0.03	-0.031	0.639	-0.003	0.39	-0.027	0.092	0.066	-0.487	-0.39	-0.437	-0.482	0.493	0.03	0.027	0.437	-0.093	0.518	0.031	-0.092	0.482	0.093	Q9JJL3-2	Q9JJL3-2	Slco1b2	1	11	6	6	Q9JJL3-2|Q9JJL3|A0A0N4SUN2	MOUSE	80128.8	11.2	1567	1567.1	76.89	76.89		689	Isoform 2 of Solute carrier organic anion transporter family member 1B2	plasma membrane|integral component of plasma membrane|basolateral plasma membrane|	liver development|drug transmembrane transport|oligopeptide transport|bile acid and bile salt transport|response to lipopolysaccharide|response to cytokine|response to peptide hormone|response to antibiotic|response to glucocorticoid|	organic anion transmembrane transporter activity|bile acid transmembrane transporter activity|oligopeptide transporter activity|drug transmembrane transporter activity|	6	11	1.83e+09	11.2%
